,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Team,Opponent,Win/Loss,Date,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,GameType
2098,2098,2098,2098,2098,Los Angeles Lakers,Indiana Pacers,L,03/19/2018,240,38,86,0.442,8,33,0.242,16,23,0.696,14,33,47,20,4,3,13,18,100,-10,regular season
2099,2099,2099,2099,2099,Indiana Pacers,Los Angeles Lakers,W,03/19/2018,240,43,87,0.494,6,21,0.28600000000000003,18,19,0.947,9,35,44,24,9,8,6,16,110,10,regular season
2100,2100,2100,2100,2100,Charlotte Hornets,Philadelphia 76ers,L,03/19/2018,240,32,84,0.381,6,22,0.273,24,30,0.8,6,33,39,16,8,4,9,12,94,-14,regular season
2101,2101,2101,2101,2101,Philadelphia 76ers,Charlotte Hornets,W,03/19/2018,240,42,93,0.452,18,44,0.409,6,8,0.75,17,43,60,30,5,6,15,22,108,14,regular season
2102,2102,2102,2102,2102,Memphis Grizzlies,Brooklyn Nets,L,03/19/2018,240,46,88,0.523,10,23,0.435,13,20,0.65,11,31,42,21,11,3,16,33,115,-3,regular season
2103,2103,2103,2103,2103,Brooklyn Nets,Memphis Grizzlies,W,03/19/2018,240,36,72,0.5,16,40,0.4,30,40,0.75,9,32,41,27,5,9,22,22,118,3,regular season
2104,2104,2104,2104,2104,Denver Nuggets,Miami Heat,L,03/19/2018,290,46,100,0.46,18,38,0.474,31,37,0.838,11,35,46,23,10,5,13,25,141,-8,regular season
2105,2105,2105,2105,2105,Miami Heat,Denver Nuggets,W,03/19/2018,290,56,102,0.5489999999999999,20,36,0.556,17,27,0.63,7,39,46,36,5,11,11,26,149,8,regular season
2106,2106,2106,2106,2106,Chicago Bulls,New York Knicks,L,03/19/2018,240,33,92,0.359,3,30,0.1,23,31,0.742,14,34,48,21,9,7,11,15,92,-18,regular season
2107,2107,2107,2107,2107,New York Knicks,Chicago Bulls,W,03/19/2018,240,43,96,0.448,11,35,0.314,13,17,0.765,15,46,61,28,6,7,16,24,110,18,regular season
2108,2108,2108,2108,2108,Golden State Warriors,San Antonio Spurs,L,03/19/2018,240,30,74,0.405,3,19,0.158,12,16,0.75,2,34,36,17,7,9,15,24,75,-14,regular season
2109,2109,2109,2109,2109,San Antonio Spurs,Golden State Warriors,W,03/19/2018,240,33,82,0.402,8,23,0.348,15,21,0.7140000000000001,11,37,48,21,6,5,14,20,89,14,regular season
2110,2110,2110,2110,2110,Detroit Pistons,Sacramento Kings,W,03/19/2018,240,37,79,0.468,14,29,0.483,18,22,0.818,6,38,44,17,6,5,9,11,106,16,regular season
2111,2111,2111,2111,2111,Sacramento Kings,Detroit Pistons,L,03/19/2018,240,40,88,0.455,6,23,0.261,4,9,0.444,8,31,39,23,7,3,13,21,90,-16,regular season
2112,2112,2112,2112,2112,Toronto Raptors,Orlando Magic,W,03/20/2018,240,35,77,0.455,14,36,0.389,9,17,0.529,6,39,45,19,7,8,17,10,93,7,regular season
2113,2113,2113,2113,2113,Orlando Magic,Toronto Raptors,L,03/20/2018,240,37,90,0.411,9,25,0.36,3,5,0.6,10,35,45,22,13,7,12,16,86,-7,regular season
2114,2114,2114,2114,2114,Oklahoma City Thunder,Boston Celtics,L,03/20/2018,240,35,85,0.412,10,27,0.37,19,29,0.655,8,36,44,19,6,6,13,20,99,-1,regular season
2115,2115,2115,2115,2115,Boston Celtics,Oklahoma City Thunder,W,03/20/2018,240,36,87,0.414,13,36,0.361,15,16,0.938,11,41,52,22,6,5,17,24,100,1,regular season
2116,2116,2116,2116,2116,Los Angeles Clippers,Minnesota Timberwolves,L,03/20/2018,240,40,93,0.43,8,24,0.333,21,26,0.8079999999999999,11,30,41,21,4,5,10,22,109,-14,regular season
2117,2117,2117,2117,2117,Minnesota Timberwolves,Los Angeles Clippers,W,03/20/2018,240,45,86,0.523,10,25,0.4,23,24,0.958,6,34,40,23,5,6,11,21,123,14,regular season
2118,2118,2118,2118,2118,Dallas Mavericks,New Orleans Pelicans,L,03/20/2018,240,43,90,0.478,10,35,0.28600000000000003,9,11,0.818,9,31,40,25,4,2,8,14,105,-10,regular season
2119,2119,2119,2119,2119,New Orleans Pelicans,Dallas Mavericks,W,03/20/2018,240,48,91,0.527,10,25,0.4,9,15,0.6,9,37,46,33,5,2,9,11,115,10,regular season
2120,2120,2120,2120,2120,Atlanta Hawks,Utah Jazz,W,03/20/2018,240,38,94,0.404,9,33,0.273,14,19,0.737,11,41,52,21,7,3,13,23,99,5,regular season
2121,2121,2121,2121,2121,Utah Jazz,Atlanta Hawks,L,03/20/2018,240,33,89,0.371,6,34,0.17600000000000002,22,25,0.88,12,39,51,16,8,8,16,22,94,-5,regular season
2122,2122,2122,2122,2122,Detroit Pistons,Phoenix Suns,W,03/20/2018,240,43,97,0.443,15,36,0.417,14,16,0.875,12,38,50,22,12,14,8,16,115,27,regular season
2123,2123,2123,2123,2123,Phoenix Suns,Detroit Pistons,L,03/20/2018,240,34,90,0.378,7,34,0.206,13,20,0.65,12,37,49,22,1,8,19,16,88,-27,regular season
2124,2124,2124,2124,2124,Houston Rockets,Portland Trail Blazers,W,03/20/2018,240,38,79,0.481,19,36,0.528,20,29,0.69,7,31,38,18,3,4,9,23,115,4,regular season
2125,2125,2125,2125,2125,Portland Trail Blazers,Houston Rockets,L,03/20/2018,240,40,81,0.494,11,28,0.393,20,27,0.741,10,34,44,20,6,7,8,18,111,-4,regular season
2126,2126,2126,2126,2126,Toronto Raptors,Cleveland Cavaliers,L,03/21/2018,240,47,88,0.534,15,34,0.441,20,23,0.87,10,23,33,32,4,5,6,23,129,-3,regular season
2127,2127,2127,2127,2127,Cleveland Cavaliers,Toronto Raptors,W,03/21/2018,240,47,78,0.603,15,24,0.625,23,28,0.821,4,29,33,28,3,4,9,18,132,3,regular season
2128,2128,2128,2128,2128,Memphis Grizzlies,Philadelphia 76ers,L,03/21/2018,240,40,99,0.404,9,27,0.333,16,20,0.8,15,32,47,25,6,2,13,20,105,-14,regular season
2129,2129,2129,2129,2129,Philadelphia 76ers,Memphis Grizzlies,W,03/21/2018,240,46,84,0.5479999999999999,11,31,0.355,16,20,0.8,4,34,38,32,8,4,14,21,119,14,regular season
2130,2130,2130,2130,2130,Charlotte Hornets,Brooklyn Nets,W,03/21/2018,240,36,94,0.383,3,16,0.188,36,47,0.7659999999999999,23,45,68,18,3,2,13,16,111,6,regular season
2131,2131,2131,2131,2131,Brooklyn Nets,Charlotte Hornets,L,03/21/2018,240,39,93,0.419,13,37,0.35100000000000003,14,21,0.667,10,36,46,22,6,11,12,36,105,-6,regular season
2132,2132,2132,2132,2132,New York Knicks,Miami Heat,L,03/21/2018,240,39,89,0.438,10,31,0.32299999999999995,10,12,0.833,13,27,40,21,6,1,14,16,98,-21,regular season
2133,2133,2133,2133,2133,Miami Heat,New York Knicks,W,03/21/2018,240,45,81,0.556,15,34,0.441,14,19,0.737,5,27,32,31,9,2,7,17,119,21,regular season
2134,2134,2134,2134,2134,Denver Nuggets,Chicago Bulls,W,03/21/2018,240,51,83,0.614,20,35,0.5710000000000001,13,16,0.813,8,37,45,34,9,6,17,13,135,33,regular season
2135,2135,2135,2135,2135,Chicago Bulls,Denver Nuggets,L,03/21/2018,240,39,89,0.438,13,38,0.342,11,14,0.7859999999999999,9,25,34,29,12,4,15,22,102,-33,regular season
2136,2136,2136,2136,2136,Los Angeles Clippers,Milwaukee Bucks,W,03/21/2018,240,45,86,0.523,15,30,0.5,22,29,0.759,16,31,47,26,12,3,19,16,127,7,regular season
2137,2137,2137,2137,2137,Milwaukee Bucks,Los Angeles Clippers,L,03/21/2018,240,50,91,0.5489999999999999,8,26,0.308,12,17,0.706,8,25,33,33,10,5,14,20,120,-7,regular season
2138,2138,2138,2138,2138,Indiana Pacers,New Orleans Pelicans,L,03/21/2018,240,34,93,0.366,7,22,0.318,17,18,0.944,15,33,48,15,13,5,14,21,92,-4,regular season
2139,2139,2139,2139,2139,New Orleans Pelicans,Indiana Pacers,W,03/21/2018,240,34,79,0.43,8,23,0.348,20,24,0.833,10,40,50,15,4,11,18,19,96,4,regular season
2140,2140,2140,2140,2140,Washington Wizards,San Antonio Spurs,L,03/21/2018,240,35,83,0.422,8,25,0.32,12,16,0.75,9,26,35,27,11,4,12,16,90,-8,regular season
2141,2141,2141,2141,2141,San Antonio Spurs,Washington Wizards,W,03/21/2018,240,39,79,0.494,7,23,0.304,13,18,0.722,12,30,42,21,7,10,15,17,98,8,regular season
2142,2142,2142,2142,2142,Memphis Grizzlies,Charlotte Hornets,L,03/22/2018,240,30,78,0.385,4,18,0.222,15,21,0.7140000000000001,9,29,38,13,4,7,19,24,79,-61,regular season
2143,2143,2143,2143,2143,Charlotte Hornets,Memphis Grizzlies,W,03/22/2018,240,49,92,0.5329999999999999,19,40,0.475,23,27,0.852,11,42,53,25,10,4,8,17,140,61,regular season
2144,2144,2144,2144,2144,Philadelphia 76ers,Orlando Magic,W,03/22/2018,240,42,89,0.472,15,37,0.405,19,24,0.792,11,45,56,30,7,5,16,15,118,20,regular season
2145,2145,2145,2145,2145,Orlando Magic,Philadelphia 76ers,L,03/22/2018,240,37,91,0.407,10,33,0.303,14,22,0.636,7,33,40,26,10,3,10,19,98,-20,regular season
2146,2146,2146,2146,2146,Detroit Pistons,Houston Rockets,L,03/22/2018,265,40,95,0.421,6,38,0.158,10,19,0.526,16,50,66,22,9,5,15,17,96,-4,regular season
2147,2147,2147,2147,2147,Houston Rockets,Detroit Pistons,W,03/22/2018,265,35,99,0.354,12,51,0.235,18,28,0.643,12,40,52,19,9,3,12,19,100,4,regular season
2148,2148,2148,2148,2148,Los Angeles Lakers,New Orleans Pelicans,L,03/22/2018,240,43,87,0.494,17,39,0.436,22,28,0.7859999999999999,7,33,40,19,4,3,16,20,125,-3,regular season
2149,2149,2149,2149,2149,New Orleans Pelicans,Los Angeles Lakers,W,03/22/2018,240,52,95,0.547,6,24,0.25,18,22,0.818,8,34,42,28,13,4,9,19,128,3,regular season
2150,2150,2150,2150,2150,Utah Jazz,Dallas Mavericks,W,03/22/2018,240,46,87,0.529,12,29,0.414,15,16,0.938,8,31,39,32,11,6,11,19,119,7,regular season
2151,2151,2151,2151,2151,Dallas Mavericks,Utah Jazz,L,03/22/2018,240,42,85,0.494,17,32,0.531,11,14,0.7859999999999999,8,27,35,22,5,7,14,16,112,-7,regular season
2152,2152,2152,2152,2152,Atlanta Hawks,Sacramento Kings,L,03/22/2018,240,33,84,0.393,12,36,0.333,12,18,0.667,6,34,40,19,7,2,12,10,90,-15,regular season
2153,2153,2153,2153,2153,Sacramento Kings,Atlanta Hawks,W,03/22/2018,240,43,93,0.462,10,21,0.476,9,9,1.0,12,39,51,28,8,9,13,18,105,15,regular season
2154,2154,2154,2154,2154,Los Angeles Clippers,Indiana Pacers,L,03/23/2018,240,42,76,0.5529999999999999,10,26,0.385,10,14,0.7140000000000001,5,27,32,24,4,3,14,20,104,-5,regular season
2155,2155,2155,2155,2155,Indiana Pacers,Los Angeles Clippers,W,03/23/2018,240,43,93,0.462,11,31,0.355,12,14,0.857,14,28,42,25,6,2,9,16,109,5,regular season
2156,2156,2156,2156,2156,Denver Nuggets,Washington Wizards,W,03/23/2018,240,37,85,0.435,17,34,0.5,17,18,0.944,7,31,38,25,5,10,10,16,108,8,regular season
2157,2157,2157,2157,2157,Washington Wizards,Denver Nuggets,L,03/23/2018,240,38,80,0.475,14,28,0.5,10,14,0.7140000000000001,8,38,46,28,3,2,17,21,100,-8,regular season
2158,2158,2158,2158,2158,Phoenix Suns,Cleveland Cavaliers,L,03/23/2018,240,38,87,0.4370000000000001,7,28,0.25,12,20,0.6,7,29,36,24,9,4,17,23,95,-25,regular season
2159,2159,2159,2159,2159,Cleveland Cavaliers,Phoenix Suns,W,03/23/2018,240,47,95,0.495,8,29,0.276,18,24,0.75,15,39,54,23,9,4,14,14,120,25,regular season
2160,2160,2160,2160,2160,Minnesota Timberwolves,New York Knicks,W,03/23/2018,240,35,75,0.467,10,26,0.385,28,32,0.875,6,39,45,23,6,6,14,15,108,4,regular season
2161,2161,2161,2161,2161,New York Knicks,Minnesota Timberwolves,L,03/23/2018,240,40,92,0.435,12,28,0.429,12,17,0.706,10,32,42,25,9,0,10,27,104,-4,regular season
2162,2162,2162,2162,2162,Brooklyn Nets,Toronto Raptors,L,03/23/2018,240,41,84,0.488,11,27,0.407,19,31,0.613,5,35,40,21,5,9,9,23,112,-4,regular season
2163,2163,2163,2163,2163,Toronto Raptors,Brooklyn Nets,W,03/23/2018,240,41,86,0.477,14,28,0.5,20,29,0.69,5,38,43,26,5,7,10,24,116,4,regular season
2164,2164,2164,2164,2164,Milwaukee Bucks,Chicago Bulls,W,03/23/2018,240,43,87,0.494,15,30,0.5,17,19,0.895,7,29,36,27,8,7,5,20,118,13,regular season
2165,2165,2165,2165,2165,Chicago Bulls,Milwaukee Bucks,L,03/23/2018,240,36,87,0.414,12,26,0.462,21,23,0.913,17,34,51,21,3,2,14,21,105,-13,regular season
2166,2166,2166,2166,2166,Miami Heat,Oklahoma City Thunder,L,03/23/2018,240,34,87,0.391,13,30,0.433,18,20,0.9,8,33,41,22,4,1,10,25,99,-6,regular season
2167,2167,2167,2167,2167,Oklahoma City Thunder,Miami Heat,W,03/23/2018,240,36,84,0.429,8,26,0.308,25,33,0.758,12,39,51,17,7,1,11,23,105,6,regular season
2168,2168,2168,2168,2168,Utah Jazz,San Antonio Spurs,L,03/23/2018,265,43,88,0.489,11,28,0.393,23,29,0.7929999999999999,5,29,34,24,10,3,15,23,120,-4,regular season
2169,2169,2169,2169,2169,San Antonio Spurs,Utah Jazz,W,03/23/2018,265,47,92,0.511,7,17,0.412,23,27,0.852,11,38,49,21,9,7,13,25,124,4,regular season
2170,2170,2170,2170,2170,Boston Celtics,Portland Trail Blazers,W,03/23/2018,240,35,77,0.455,11,18,0.611,24,26,0.923,9,36,45,22,5,4,13,18,105,5,regular season
2171,2171,2171,2171,2171,Portland Trail Blazers,Boston Celtics,L,03/23/2018,240,40,91,0.44,8,33,0.242,12,15,0.8,11,32,43,16,8,5,8,20,100,-5,regular season
2172,2172,2172,2172,2172,Atlanta Hawks,Golden State Warriors,L,03/23/2018,240,37,84,0.44,11,32,0.344,9,20,0.45,5,39,44,24,5,5,11,14,94,-12,regular season
2173,2173,2173,2173,2173,Golden State Warriors,Atlanta Hawks,W,03/23/2018,240,42,93,0.452,12,30,0.4,10,11,0.909,10,36,46,28,8,6,7,17,106,12,regular season
2174,2174,2174,2174,2174,Minnesota Timberwolves,Philadelphia 76ers,L,03/24/2018,240,37,96,0.385,6,23,0.261,28,38,0.737,13,40,53,19,7,3,14,27,108,-12,regular season
2175,2175,2175,2175,2175,Philadelphia 76ers,Minnesota Timberwolves,W,03/24/2018,240,42,88,0.477,13,37,0.35100000000000003,23,36,0.639,7,44,51,33,9,10,15,29,120,12,regular season
2176,2176,2176,2176,2176,Chicago Bulls,Detroit Pistons,L,03/24/2018,240,39,97,0.402,11,35,0.314,6,9,0.667,14,30,44,27,10,1,12,20,95,-22,regular season
2177,2177,2177,2177,2177,Detroit Pistons,Chicago Bulls,W,03/24/2018,240,43,87,0.494,16,42,0.381,15,18,0.833,12,37,49,33,6,7,13,11,117,22,regular season
2178,2178,2178,2178,2178,Phoenix Suns,Orlando Magic,L,03/24/2018,240,36,89,0.404,7,29,0.241,20,26,0.769,10,31,41,21,14,2,14,22,99,-6,regular season
2179,2179,2179,2179,2179,Orlando Magic,Phoenix Suns,W,03/24/2018,240,37,84,0.44,11,30,0.3670000000000001,20,27,0.741,14,40,54,29,9,8,19,18,105,6,regular season
2180,2180,2180,2180,2180,New Orleans Pelicans,Houston Rockets,L,03/24/2018,240,38,96,0.396,6,21,0.28600000000000003,9,12,0.75,12,34,46,19,10,6,16,14,91,-23,regular season
2181,2181,2181,2181,2181,Houston Rockets,New Orleans Pelicans,W,03/24/2018,240,45,93,0.484,18,47,0.383,6,8,0.75,5,43,48,22,10,8,19,17,114,23,regular season
2182,2182,2182,2182,2182,Los Angeles Lakers,Memphis Grizzlies,W,03/24/2018,240,35,86,0.407,13,38,0.342,17,25,0.68,11,33,44,19,7,2,11,20,100,7,regular season
2183,2183,2183,2183,2183,Memphis Grizzlies,Los Angeles Lakers,L,03/24/2018,240,35,84,0.417,5,29,0.172,18,22,0.818,11,32,43,20,7,6,10,21,93,-7,regular season
2184,2184,2184,2184,2184,Charlotte Hornets,Dallas Mavericks,W,03/24/2018,240,35,92,0.38,12,25,0.48,20,29,0.69,13,49,62,21,10,4,13,14,102,4,regular season
2185,2185,2185,2185,2185,Dallas Mavericks,Charlotte Hornets,L,03/24/2018,240,36,91,0.396,12,41,0.293,14,19,0.737,5,47,52,22,10,6,12,22,98,-4,regular season
2186,2186,2186,2186,2186,Cleveland Cavaliers,Brooklyn Nets,W,03/25/2018,240,44,87,0.506,12,28,0.429,21,26,0.8079999999999999,11,38,49,25,5,2,11,21,121,7,regular season
2187,2187,2187,2187,2187,Brooklyn Nets,Cleveland Cavaliers,L,03/25/2018,240,38,83,0.458,17,37,0.459,21,26,0.8079999999999999,7,31,38,27,7,3,9,23,114,-7,regular season
2188,2188,2188,2188,2188,San Antonio Spurs,Milwaukee Bucks,L,03/25/2018,240,41,92,0.446,4,17,0.235,17,21,0.81,20,33,53,16,4,2,12,17,103,-3,regular season
2189,2189,2189,2189,2189,Milwaukee Bucks,San Antonio Spurs,W,03/25/2018,240,42,86,0.488,9,27,0.333,13,18,0.722,9,28,37,27,6,6,10,18,106,3,regular season
2190,2190,2190,2190,2190,Miami Heat,Indiana Pacers,L,03/25/2018,265,41,86,0.477,14,35,0.4,11,14,0.7859999999999999,7,32,39,32,10,3,17,20,107,-6,regular season
2191,2191,2191,2191,2191,Indiana Pacers,Miami Heat,W,03/25/2018,265,44,90,0.489,8,23,0.348,17,21,0.81,10,41,51,26,12,7,17,17,113,6,regular season
2192,2192,2192,2192,2192,Boston Celtics,Sacramento Kings,W,03/25/2018,240,40,72,0.556,12,22,0.545,12,17,0.706,3,32,35,23,9,2,15,11,104,11,regular season
2193,2193,2193,2193,2193,Sacramento Kings,Boston Celtics,L,03/25/2018,240,38,82,0.463,7,26,0.269,10,10,1.0,7,27,34,18,7,1,14,16,93,-11,regular season
2194,2194,2194,2194,2194,Los Angeles Clippers,Toronto Raptors,W,03/25/2018,240,44,95,0.463,8,18,0.444,21,27,0.778,12,32,44,17,7,5,8,16,117,11,regular season
2195,2195,2195,2195,2195,Toronto Raptors,Los Angeles Clippers,L,03/25/2018,240,41,92,0.446,16,36,0.444,8,14,0.5710000000000001,13,35,48,24,3,6,14,23,106,-11,regular season
2196,2196,2196,2196,2196,New York Knicks,Washington Wizards,W,03/25/2018,240,41,88,0.466,6,22,0.273,13,15,0.867,10,34,44,26,10,6,14,19,101,4,regular season
2197,2197,2197,2197,2197,Washington Wizards,New York Knicks,L,03/25/2018,240,37,87,0.425,6,19,0.316,17,23,0.7390000000000001,14,32,46,25,10,7,14,16,97,-4,regular season
2198,2198,2198,2198,2198,Portland Trail Blazers,Oklahoma City Thunder,W,03/25/2018,240,42,90,0.467,9,34,0.265,15,19,0.789,18,31,49,20,8,7,13,19,108,3,regular season
2199,2199,2199,2199,2199,Oklahoma City Thunder,Portland Trail Blazers,L,03/25/2018,240,37,84,0.44,8,27,0.29600000000000004,23,28,0.821,13,26,39,16,9,5,10,19,105,-3,regular season
2200,2200,2200,2200,2200,Atlanta Hawks,Houston Rockets,L,03/25/2018,240,39,88,0.443,11,40,0.275,10,11,0.909,7,38,45,18,5,2,13,14,99,-19,regular season
2201,2201,2201,2201,2201,Houston Rockets,Atlanta Hawks,W,03/25/2018,240,44,90,0.489,20,52,0.385,10,11,0.909,6,39,45,28,7,4,11,12,118,19,regular season
2202,2202,2202,2202,2202,Utah Jazz,Golden State Warriors,W,03/25/2018,240,42,87,0.483,12,28,0.429,14,18,0.778,11,36,47,27,6,8,14,16,110,19,regular season
2203,2203,2203,2203,2203,Golden State Warriors,Utah Jazz,L,03/25/2018,240,38,91,0.418,6,15,0.4,9,10,0.9,14,27,41,24,9,7,11,19,91,-19,regular season
2204,2204,2204,2204,2204,New York Knicks,Charlotte Hornets,L,03/26/2018,265,54,105,0.514,9,30,0.3,11,11,1.0,11,30,41,25,6,1,10,27,128,-9,regular season
2205,2205,2205,2205,2205,Charlotte Hornets,New York Knicks,W,03/26/2018,265,51,93,0.5479999999999999,11,28,0.393,24,28,0.857,11,32,43,25,5,4,14,12,137,9,regular season
2206,2206,2206,2206,2206,Los Angeles Lakers,Detroit Pistons,L,03/26/2018,240,40,85,0.471,6,23,0.261,20,25,0.8,6,41,47,29,3,7,10,20,106,-6,regular season
2207,2207,2207,2207,2207,Detroit Pistons,Los Angeles Lakers,W,03/26/2018,240,44,100,0.44,13,33,0.394,11,15,0.733,10,40,50,21,4,2,7,26,112,6,regular season
2208,2208,2208,2208,2208,Denver Nuggets,Philadelphia 76ers,L,03/26/2018,240,36,84,0.429,11,32,0.344,21,34,0.618,9,28,37,27,10,7,15,21,104,-19,regular season
2209,2209,2209,2209,2209,Philadelphia 76ers,Denver Nuggets,W,03/26/2018,240,46,91,0.505,13,29,0.448,18,25,0.72,14,39,53,35,6,6,17,28,123,19,regular season
2210,2210,2210,2210,2210,Memphis Grizzlies,Minnesota Timberwolves,W,03/26/2018,240,40,84,0.476,15,31,0.484,6,9,0.667,7,28,35,25,8,4,13,23,101,8,regular season
2211,2211,2211,2211,2211,Minnesota Timberwolves,Memphis Grizzlies,L,03/26/2018,240,33,79,0.418,8,24,0.333,19,24,0.792,7,30,37,21,7,6,14,15,93,-8,regular season
2212,2212,2212,2212,2212,Boston Celtics,Phoenix Suns,W,03/26/2018,240,37,87,0.425,14,29,0.483,14,14,1.0,10,34,44,24,10,3,12,19,102,8,regular season
2213,2213,2213,2213,2213,Phoenix Suns,Boston Celtics,L,03/26/2018,240,36,81,0.444,12,35,0.343,10,19,0.526,11,36,47,18,8,5,15,18,94,-8,regular season
2214,2214,2214,2214,2214,San Antonio Spurs,Washington Wizards,L,03/27/2018,240,39,87,0.448,10,25,0.4,18,33,0.545,10,27,37,29,7,5,8,17,106,-10,regular season
2215,2215,2215,2215,2215,Washington Wizards,San Antonio Spurs,W,03/27/2018,240,46,85,0.541,10,24,0.417,14,18,0.778,10,40,50,33,5,7,16,27,116,10,regular season
2216,2216,2216,2216,2216,Denver Nuggets,Toronto Raptors,L,03/27/2018,240,42,89,0.472,13,30,0.433,13,14,0.929,10,30,40,26,6,6,11,16,110,-4,regular season
2217,2217,2217,2217,2217,Toronto Raptors,Denver Nuggets,W,03/27/2018,240,47,92,0.511,13,34,0.382,7,9,0.778,9,28,37,33,6,16,9,18,114,4,regular season
2218,2218,2218,2218,2218,Chicago Bulls,Houston Rockets,L,03/27/2018,240,34,89,0.382,8,37,0.21600000000000005,10,17,0.588,13,38,51,17,8,1,18,17,86,-32,regular season
2219,2219,2219,2219,2219,Houston Rockets,Chicago Bulls,W,03/27/2018,240,41,93,0.441,18,57,0.316,18,21,0.857,9,37,46,28,15,6,10,12,118,32,regular season
2220,2220,2220,2220,2220,Cleveland Cavaliers,Miami Heat,L,03/27/2018,240,31,85,0.365,4,26,0.154,13,19,0.684,12,30,42,15,8,1,14,18,79,-19,regular season
2221,2221,2221,2221,2221,Miami Heat,Cleveland Cavaliers,W,03/27/2018,240,37,78,0.474,9,29,0.31,15,20,0.75,9,35,44,24,10,9,14,18,98,19,regular season
2222,2222,2222,2222,2222,Portland Trail Blazers,New Orleans Pelicans,W,03/27/2018,240,44,105,0.419,10,32,0.313,9,10,0.9,17,30,47,20,11,7,10,17,107,4,regular season
2223,2223,2223,2223,2223,New Orleans Pelicans,Portland Trail Blazers,L,03/27/2018,240,43,94,0.457,4,24,0.16699999999999998,13,14,0.929,11,43,54,28,3,10,16,19,103,-4,regular season
2224,2224,2224,2224,2224,Dallas Mavericks,Sacramento Kings,W,03/27/2018,240,36,80,0.45,14,40,0.35,17,25,0.68,4,39,43,25,7,9,10,17,103,6,regular season
2225,2225,2225,2225,2225,Sacramento Kings,Dallas Mavericks,L,03/27/2018,240,38,93,0.409,6,23,0.261,15,19,0.789,10,35,45,25,6,6,10,22,97,-6,regular season
2226,2226,2226,2226,2226,Indiana Pacers,Golden State Warriors,W,03/27/2018,240,39,81,0.481,6,21,0.28600000000000003,8,12,0.667,8,30,38,22,10,2,10,14,92,11,regular season
2227,2227,2227,2227,2227,Golden State Warriors,Indiana Pacers,L,03/27/2018,240,35,86,0.407,5,17,0.294,6,9,0.667,17,34,51,21,4,9,16,17,81,-11,regular season
2228,2228,2228,2228,2228,Milwaukee Bucks,Los Angeles Clippers,L,03/27/2018,240,38,83,0.458,6,23,0.261,16,23,0.696,8,36,44,24,12,11,16,14,98,-7,regular season
2229,2229,2229,2229,2229,Los Angeles Clippers,Milwaukee Bucks,W,03/27/2018,240,40,86,0.465,15,28,0.536,10,18,0.556,8,33,41,23,8,4,13,23,105,7,regular season
2230,2230,2230,2230,2230,Cleveland Cavaliers,Charlotte Hornets,W,03/28/2018,240,45,93,0.484,11,28,0.393,17,20,0.85,11,27,38,22,9,1,6,19,118,13,regular season
2231,2231,2231,2231,2231,Charlotte Hornets,Cleveland Cavaliers,L,03/28/2018,240,39,76,0.513,5,21,0.238,22,24,0.917,6,34,40,20,2,2,13,16,105,-13,regular season
2232,2232,2232,2232,2232,Brooklyn Nets,Orlando Magic,W,03/28/2018,240,40,87,0.46,12,34,0.353,19,22,0.8640000000000001,11,37,48,28,6,5,8,17,111,7,regular season
2233,2233,2233,2233,2233,Orlando Magic,Brooklyn Nets,L,03/28/2018,240,40,92,0.435,11,31,0.355,13,16,0.813,11,33,44,25,4,4,9,18,104,-7,regular season
2234,2234,2234,2234,2234,New York Knicks,Philadelphia 76ers,L,03/28/2018,240,36,94,0.383,9,31,0.29,20,26,0.769,10,36,46,20,4,5,16,22,101,-17,regular season
2235,2235,2235,2235,2235,Philadelphia 76ers,New York Knicks,W,03/28/2018,240,45,98,0.459,9,31,0.29,19,27,0.7040000000000001,14,44,58,34,9,3,12,19,118,17,regular season
2236,2236,2236,2236,2236,Portland Trail Blazers,Memphis Grizzlies,L,03/28/2018,240,38,79,0.481,8,30,0.267,19,30,0.633,8,30,38,15,7,8,12,20,103,-5,regular season
2237,2237,2237,2237,2237,Memphis Grizzlies,Portland Trail Blazers,W,03/28/2018,240,41,84,0.488,13,25,0.52,13,23,0.565,11,35,46,23,7,2,15,24,108,5,regular season
2238,2238,2238,2238,2238,Atlanta Hawks,Minnesota Timberwolves,L,03/28/2018,240,41,77,0.532,13,27,0.481,19,23,0.826,4,33,37,26,10,2,20,22,114,-12,regular season
2239,2239,2239,2239,2239,Minnesota Timberwolves,Atlanta Hawks,W,03/28/2018,240,48,90,0.5329999999999999,13,30,0.433,17,21,0.81,7,30,37,33,9,1,13,20,126,12,regular season
2240,2240,2240,2240,2240,Boston Celtics,Utah Jazz,W,03/28/2018,240,35,79,0.443,12,21,0.5710000000000001,15,20,0.75,11,31,42,20,11,2,16,18,97,3,regular season
2241,2241,2241,2241,2241,Utah Jazz,Boston Celtics,L,03/28/2018,240,34,82,0.415,9,33,0.273,17,21,0.81,12,33,45,25,7,6,16,18,94,-3,regular season
2242,2242,2242,2242,2242,Los Angeles Clippers,Phoenix Suns,W,03/28/2018,240,43,80,0.5379999999999999,8,17,0.471,17,25,0.68,11,40,51,26,7,4,21,17,111,12,regular season
