,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Team,Opponent,Win/Loss,Date,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,GameType
467,467,467,467,467,Portland Trail Blazers,Sacramento Kings,W,11/18/2017,240,38,70,0.5429999999999999,10,21,0.476,16,21,0.762,5,39,44,19,6,8,17,22,102,12,regular season
468,468,468,468,468,Washington Wizards,Toronto Raptors,L,11/19/2017,240,34,81,0.42,11,19,0.579,12,21,0.5710000000000001,8,35,43,20,5,3,14,12,91,-9,regular season
469,469,469,469,469,Toronto Raptors,Washington Wizards,W,11/19/2017,240,40,90,0.444,10,39,0.256,10,14,0.7140000000000001,11,37,48,20,8,7,7,19,100,9,regular season
470,470,470,470,470,Indiana Pacers,Miami Heat,W,11/19/2017,240,51,85,0.6,11,23,0.478,7,8,0.875,9,33,42,33,9,7,12,14,120,25,regular season
471,471,471,471,471,Miami Heat,Indiana Pacers,L,11/19/2017,240,35,83,0.422,13,37,0.35100000000000003,12,14,0.857,10,25,35,21,8,2,14,11,95,-25,regular season
472,472,472,472,472,Golden State Warriors,Brooklyn Nets,W,11/19/2017,240,46,90,0.511,10,24,0.417,16,23,0.696,6,51,57,29,8,14,15,27,118,7,regular season
473,473,473,473,473,Brooklyn Nets,Golden State Warriors,L,11/19/2017,240,34,95,0.358,16,48,0.333,27,39,0.6920000000000001,13,39,52,24,7,2,13,21,111,-7,regular season
474,474,474,474,474,Detroit Pistons,Minnesota Timberwolves,W,11/19/2017,240,39,83,0.47,8,25,0.32,14,20,0.7,11,26,37,25,10,2,19,21,100,3,regular season
475,475,475,475,475,Minnesota Timberwolves,Detroit Pistons,L,11/19/2017,240,40,78,0.513,5,22,0.227,12,18,0.667,6,32,38,23,11,4,20,20,97,-3,regular season
476,476,476,476,476,Chicago Bulls,Phoenix Suns,L,11/19/2017,240,42,101,0.416,12,36,0.333,9,14,0.643,12,35,47,20,5,1,11,21,105,-8,regular season
477,477,477,477,477,Phoenix Suns,Chicago Bulls,W,11/19/2017,240,45,89,0.506,7,27,0.259,16,22,0.727,9,39,48,32,5,4,12,16,113,8,regular season
478,478,478,478,478,Denver Nuggets,Los Angeles Lakers,L,11/19/2017,240,36,84,0.429,13,31,0.419,24,35,0.6859999999999999,17,30,47,18,8,8,20,15,109,-18,regular season
479,479,479,479,479,Los Angeles Lakers,Denver Nuggets,W,11/19/2017,240,53,100,0.53,12,32,0.375,9,16,0.563,13,33,46,36,11,5,15,27,127,18,regular season
480,480,480,480,480,Minnesota Timberwolves,Charlotte Hornets,L,11/20/2017,240,37,90,0.411,6,27,0.222,22,26,0.846,10,28,38,13,8,6,10,21,102,-16,regular season
481,481,481,481,481,Charlotte Hornets,Minnesota Timberwolves,W,11/20/2017,240,42,85,0.494,11,26,0.423,23,29,0.7929999999999999,11,41,52,22,5,7,17,18,118,16,regular season
482,482,482,482,482,Cleveland Cavaliers,Detroit Pistons,W,11/20/2017,240,42,80,0.525,16,33,0.485,16,17,0.941,7,35,42,28,4,2,11,14,116,28,regular season
483,483,483,483,483,Detroit Pistons,Cleveland Cavaliers,L,11/20/2017,240,34,77,0.442,13,30,0.433,7,13,0.5379999999999999,7,27,34,23,7,2,14,19,88,-28,regular season
484,484,484,484,484,Indiana Pacers,Orlando Magic,W,11/20/2017,240,37,89,0.416,8,20,0.4,23,29,0.7929999999999999,8,40,48,25,17,4,12,25,105,8,regular season
485,485,485,485,485,Orlando Magic,Indiana Pacers,L,11/20/2017,240,35,84,0.417,13,38,0.342,14,23,0.609,11,39,50,23,6,7,22,20,97,-8,regular season
486,486,486,486,486,Utah Jazz,Philadelphia 76ers,L,11/20/2017,240,30,85,0.353,9,28,0.321,17,19,0.895,7,27,34,18,16,4,14,19,86,-21,regular season
487,487,487,487,487,Philadelphia 76ers,Utah Jazz,W,11/20/2017,240,44,85,0.518,4,15,0.267,15,22,0.682,9,46,55,20,11,7,19,18,107,21,regular season
488,488,488,488,488,Los Angeles Clippers,New York Knicks,L,11/20/2017,240,30,80,0.375,10,32,0.313,15,21,0.7140000000000001,10,26,36,20,12,3,21,23,85,-22,regular season
489,489,489,489,489,New York Knicks,Los Angeles Clippers,W,11/20/2017,240,35,81,0.4320000000000001,13,34,0.382,24,25,0.96,14,37,51,24,11,5,22,26,107,22,regular season
490,490,490,490,490,Portland Trail Blazers,Memphis Grizzlies,W,11/20/2017,240,33,83,0.398,6,15,0.4,28,32,0.875,15,45,60,11,1,9,15,23,100,8,regular season
491,491,491,491,491,Memphis Grizzlies,Portland Trail Blazers,L,11/20/2017,240,33,86,0.384,8,30,0.267,18,23,0.7829999999999999,5,30,35,23,6,9,8,26,92,-8,regular season
492,492,492,492,492,Washington Wizards,Milwaukee Bucks,W,11/20/2017,240,39,74,0.527,9,24,0.375,12,17,0.706,8,38,46,23,4,1,16,18,99,11,regular season
493,493,493,493,493,Milwaukee Bucks,Washington Wizards,L,11/20/2017,240,35,79,0.443,4,22,0.182,14,19,0.737,6,27,33,17,10,7,9,19,88,-11,regular season
494,494,494,494,494,Oklahoma City Thunder,New Orleans Pelicans,L,11/20/2017,240,38,89,0.4270000000000001,11,35,0.314,20,26,0.769,9,31,40,22,14,2,14,25,107,-7,regular season
495,495,495,495,495,New Orleans Pelicans,Oklahoma City Thunder,W,11/20/2017,240,41,80,0.513,7,25,0.28,25,32,0.7809999999999999,7,42,49,26,8,3,19,22,114,7,regular season
496,496,496,496,496,Boston Celtics,Dallas Mavericks,W,11/20/2017,265,38,84,0.452,13,36,0.361,21,26,0.8079999999999999,5,48,53,24,8,4,17,24,110,8,regular season
497,497,497,497,497,Dallas Mavericks,Boston Celtics,L,11/20/2017,265,39,96,0.406,7,33,0.212,17,20,0.85,8,37,45,18,7,3,11,22,102,-8,regular season
498,498,498,498,498,Atlanta Hawks,San Antonio Spurs,L,11/20/2017,240,37,85,0.435,8,30,0.267,3,8,0.375,9,29,38,21,7,7,15,15,85,-11,regular season
499,499,499,499,499,San Antonio Spurs,Atlanta Hawks,W,11/20/2017,240,40,89,0.449,10,31,0.32299999999999995,6,6,1.0,14,38,52,29,7,5,18,17,96,11,regular season
500,500,500,500,500,Denver Nuggets,Sacramento Kings,W,11/20/2017,240,42,86,0.488,15,32,0.469,15,20,0.75,14,35,49,18,6,3,13,13,114,16,regular season
501,501,501,501,501,Sacramento Kings,Denver Nuggets,L,11/20/2017,240,41,86,0.477,8,20,0.4,8,9,0.889,5,29,34,18,11,6,12,19,98,-16,regular season
502,502,502,502,502,Chicago Bulls,Los Angeles Lakers,L,11/21/2017,240,36,94,0.383,11,36,0.306,11,16,0.688,15,39,54,22,4,4,14,19,94,-9,regular season
503,503,503,503,503,Los Angeles Lakers,Chicago Bulls,W,11/21/2017,240,36,90,0.4,13,40,0.325,18,25,0.72,12,41,53,23,7,6,12,16,103,9,regular season
504,504,504,504,504,Washington Wizards,Charlotte Hornets,L,11/22/2017,265,48,99,0.485,11,33,0.333,17,22,0.773,9,34,43,25,4,6,12,29,124,-5,regular season
505,505,505,505,505,Charlotte Hornets,Washington Wizards,W,11/22/2017,265,43,91,0.473,10,28,0.35700000000000004,33,40,0.825,14,34,48,23,5,5,11,20,129,5,regular season
506,506,506,506,506,Brooklyn Nets,Cleveland Cavaliers,L,11/22/2017,240,42,81,0.519,14,37,0.378,11,16,0.688,8,34,42,26,5,2,19,21,109,-10,regular season
507,507,507,507,507,Cleveland Cavaliers,Brooklyn Nets,W,11/22/2017,240,43,82,0.524,14,34,0.412,19,27,0.7040000000000001,4,29,33,21,8,2,10,19,119,10,regular season
508,508,508,508,508,Portland Trail Blazers,Philadelphia 76ers,L,11/22/2017,240,30,89,0.337,7,26,0.269,14,24,0.583,11,37,48,14,8,6,17,17,81,-20,regular season
509,509,509,509,509,Philadelphia 76ers,Portland Trail Blazers,W,11/22/2017,240,39,90,0.433,11,32,0.344,12,17,0.706,11,46,57,23,12,8,18,21,101,20,regular season
510,510,510,510,510,Los Angeles Clippers,Atlanta Hawks,W,11/22/2017,240,44,76,0.579,15,30,0.5,13,19,0.684,6,27,33,30,7,4,15,15,116,13,regular season
511,511,511,511,511,Atlanta Hawks,Los Angeles Clippers,L,11/22/2017,240,40,83,0.482,10,29,0.345,13,15,0.867,9,27,36,26,10,2,15,20,103,-13,regular season
512,512,512,512,512,Boston Celtics,Miami Heat,L,11/22/2017,240,35,84,0.417,9,26,0.34600000000000003,19,27,0.7040000000000001,7,30,37,19,11,4,11,19,98,-6,regular season
513,513,513,513,513,Miami Heat,Boston Celtics,W,11/22/2017,240,40,81,0.494,10,28,0.35700000000000004,14,16,0.875,7,41,48,20,3,4,16,22,104,6,regular season
514,514,514,514,514,Toronto Raptors,New York Knicks,L,11/22/2017,240,37,87,0.425,14,38,0.368,12,18,0.667,12,30,42,21,4,10,15,23,100,-8,regular season
515,515,515,515,515,New York Knicks,Toronto Raptors,W,11/22/2017,240,43,93,0.462,8,24,0.333,14,17,0.8240000000000001,13,34,47,29,8,7,11,19,108,8,regular season
516,516,516,516,516,Denver Nuggets,Houston Rockets,L,11/22/2017,240,35,87,0.402,10,33,0.303,15,23,0.652,15,28,43,19,11,5,19,14,95,-30,regular season
517,517,517,517,517,Houston Rockets,Denver Nuggets,W,11/22/2017,240,45,82,0.5489999999999999,18,41,0.439,17,23,0.7390000000000001,8,38,46,30,13,4,18,22,125,30,regular season
518,518,518,518,518,Dallas Mavericks,Memphis Grizzlies,W,11/22/2017,240,39,91,0.429,9,28,0.321,8,16,0.5,4,36,40,23,9,2,8,14,95,1,regular season
519,519,519,519,519,Memphis Grizzlies,Dallas Mavericks,L,11/22/2017,240,37,81,0.457,7,29,0.241,13,14,0.929,6,46,52,25,7,6,17,25,94,-1,regular season
520,520,520,520,520,Orlando Magic,Minnesota Timberwolves,L,11/22/2017,240,46,91,0.505,12,37,0.324,14,22,0.636,7,37,44,28,4,4,14,31,118,-6,regular season
521,521,521,521,521,Minnesota Timberwolves,Orlando Magic,W,11/22/2017,240,40,87,0.46,8,23,0.348,36,45,0.8,10,32,42,22,9,3,7,17,124,6,regular season
522,522,522,522,522,San Antonio Spurs,New Orleans Pelicans,L,11/22/2017,240,35,88,0.398,6,24,0.25,14,15,0.933,8,31,39,22,10,5,15,23,90,-17,regular season
523,523,523,523,523,New Orleans Pelicans,San Antonio Spurs,W,11/22/2017,240,39,81,0.481,7,24,0.292,22,24,0.917,7,38,45,23,7,2,15,18,107,17,regular season
524,524,524,524,524,Golden State Warriors,Oklahoma City Thunder,L,11/22/2017,240,33,80,0.413,10,31,0.32299999999999995,15,18,0.833,7,32,39,22,11,8,22,20,91,-17,regular season
525,525,525,525,525,Oklahoma City Thunder,Golden State Warriors,W,11/22/2017,240,41,90,0.456,8,25,0.32,18,26,0.6920000000000001,13,37,50,16,15,5,16,21,108,17,regular season
526,526,526,526,526,Milwaukee Bucks,Phoenix Suns,W,11/22/2017,265,42,97,0.433,8,29,0.276,21,31,0.677,13,29,42,19,16,6,14,30,113,6,regular season
527,527,527,527,527,Phoenix Suns,Milwaukee Bucks,L,11/22/2017,265,37,93,0.398,7,22,0.318,26,33,0.7879999999999999,22,38,60,15,7,9,29,26,107,-6,regular season
528,528,528,528,528,Chicago Bulls,Utah Jazz,L,11/22/2017,240,29,78,0.3720000000000001,5,21,0.238,17,20,0.85,8,35,43,15,3,1,16,21,80,-30,regular season
529,529,529,529,529,Utah Jazz,Chicago Bulls,W,11/22/2017,240,40,86,0.465,14,35,0.4,16,19,0.8420000000000001,8,37,45,23,10,5,7,15,110,30,regular season
530,530,530,530,530,Los Angeles Lakers,Sacramento Kings,L,11/22/2017,240,39,78,0.5,15,29,0.517,9,15,0.6,4,28,32,27,8,4,17,19,102,-11,regular season
531,531,531,531,531,Sacramento Kings,Los Angeles Lakers,W,11/22/2017,240,47,85,0.5529999999999999,10,21,0.476,9,14,0.643,10,34,44,26,9,4,17,20,113,11,regular season
532,532,532,532,532,Portland Trail Blazers,Brooklyn Nets,W,11/24/2017,240,48,96,0.5,6,15,0.4,25,35,0.7140000000000001,12,33,45,24,5,13,7,16,127,2,regular season
533,533,533,533,533,Brooklyn Nets,Portland Trail Blazers,L,11/24/2017,240,50,100,0.5,10,25,0.4,15,21,0.7140000000000001,13,34,47,25,4,6,9,22,125,-2,regular season
534,534,534,534,534,New York Knicks,Atlanta Hawks,L,11/24/2017,240,40,78,0.513,12,30,0.4,12,14,0.857,5,33,38,30,1,9,20,19,104,-12,regular season
535,535,535,535,535,Atlanta Hawks,New York Knicks,W,11/24/2017,240,47,99,0.475,13,31,0.419,9,12,0.75,13,27,40,30,7,2,9,16,116,12,regular season
536,536,536,536,536,Orlando Magic,Boston Celtics,L,11/24/2017,240,41,95,0.4320000000000001,9,24,0.375,12,19,0.632,16,35,51,21,6,4,12,16,103,-15,regular season
537,537,537,537,537,Boston Celtics,Orlando Magic,W,11/24/2017,240,42,91,0.462,17,42,0.405,17,25,0.68,13,33,46,27,6,10,8,20,118,15,regular season
538,538,538,538,538,Charlotte Hornets,Cleveland Cavaliers,L,11/24/2017,240,36,94,0.383,11,29,0.379,16,27,0.593,15,40,55,25,4,3,9,17,99,-1,regular season
539,539,539,539,539,Cleveland Cavaliers,Charlotte Hornets,W,11/24/2017,240,38,83,0.458,13,39,0.333,11,15,0.733,3,42,45,25,4,7,12,24,100,1,regular season
540,540,540,540,540,Toronto Raptors,Indiana Pacers,L,11/24/2017,240,40,81,0.494,9,30,0.3,15,20,0.75,7,35,42,17,14,4,18,20,104,-3,regular season
541,541,541,541,541,Indiana Pacers,Toronto Raptors,W,11/24/2017,240,38,83,0.458,11,26,0.423,20,27,0.741,10,31,41,19,10,3,16,18,107,3,regular season
542,542,542,542,542,Miami Heat,Minnesota Timberwolves,W,11/24/2017,240,38,80,0.475,19,39,0.487,14,16,0.875,9,33,42,29,4,4,13,24,109,12,regular season
543,543,543,543,543,Minnesota Timberwolves,Miami Heat,L,11/24/2017,240,37,84,0.44,7,17,0.412,16,26,0.615,13,31,44,21,9,3,10,16,97,-12,regular season
544,544,544,544,544,Detroit Pistons,Oklahoma City Thunder,W,11/24/2017,240,39,84,0.464,14,37,0.378,7,9,0.778,8,35,43,22,6,5,20,17,99,1,regular season
545,545,545,545,545,Oklahoma City Thunder,Detroit Pistons,L,11/24/2017,240,42,98,0.429,8,32,0.25,6,8,0.75,13,32,45,22,13,6,14,12,98,-1,regular season
546,546,546,546,546,Memphis Grizzlies,Denver Nuggets,L,11/24/2017,240,36,73,0.493,9,24,0.375,11,16,0.688,3,20,23,28,10,3,18,21,92,-12,regular season
547,547,547,547,547,Denver Nuggets,Memphis Grizzlies,W,11/24/2017,240,40,79,0.506,9,32,0.281,15,26,0.5770000000000001,15,35,50,24,9,4,21,18,104,12,regular season
548,548,548,548,548,New Orleans Pelicans,Phoenix Suns,W,11/24/2017,240,45,91,0.495,9,27,0.333,16,22,0.727,13,36,49,29,10,4,15,18,115,24,regular season
549,549,549,549,549,Phoenix Suns,New Orleans Pelicans,L,11/24/2017,240,37,94,0.394,2,20,0.1,15,18,0.833,15,33,48,12,9,6,16,18,91,-24,regular season
550,550,550,550,550,Chicago Bulls,Golden State Warriors,L,11/24/2017,240,35,99,0.354,13,36,0.361,11,15,0.733,13,27,40,18,7,2,15,17,94,-49,regular season
551,551,551,551,551,Golden State Warriors,Chicago Bulls,W,11/24/2017,240,53,91,0.5820000000000001,16,36,0.444,21,21,1.0,6,43,49,36,11,11,11,15,143,49,regular season
552,552,552,552,552,San Antonio Spurs,Charlotte Hornets,W,11/25/2017,240,39,81,0.481,6,25,0.24,22,25,0.88,8,37,45,22,8,7,11,19,106,20,regular season
553,553,553,553,553,Charlotte Hornets,San Antonio Spurs,L,11/25/2017,240,31,84,0.369,4,25,0.16,20,26,0.769,14,28,42,20,7,4,14,19,86,-20,regular season
554,554,554,554,554,Orlando Magic,Philadelphia 76ers,L,11/25/2017,240,39,86,0.453,12,31,0.387,21,31,0.677,7,34,41,22,8,5,9,17,111,-19,regular season
555,555,555,555,555,Philadelphia 76ers,Orlando Magic,W,11/25/2017,240,48,95,0.505,16,34,0.471,18,20,0.9,11,42,53,35,7,2,11,22,130,19,regular season
556,556,556,556,556,Portland Trail Blazers,Washington Wizards,W,11/25/2017,240,41,80,0.513,9,24,0.375,17,22,0.773,6,35,41,18,3,6,16,16,108,3,regular season
557,557,557,557,557,Washington Wizards,Portland Trail Blazers,L,11/25/2017,240,41,89,0.461,8,23,0.348,15,16,0.938,7,30,37,20,9,4,11,17,105,-3,regular season
558,558,558,558,558,Toronto Raptors,Atlanta Hawks,W,11/25/2017,240,46,84,0.5479999999999999,13,32,0.406,7,9,0.778,11,35,46,31,10,3,16,22,112,34,regular season
559,559,559,559,559,Atlanta Hawks,Toronto Raptors,L,11/25/2017,240,26,75,0.34700000000000003,6,27,0.222,20,23,0.87,7,25,32,18,9,1,18,15,78,-34,regular season
560,560,560,560,560,New York Knicks,Houston Rockets,L,11/25/2017,240,42,85,0.494,4,17,0.235,14,19,0.737,6,34,40,29,4,3,18,20,102,-15,regular season
561,561,561,561,561,Houston Rockets,New York Knicks,W,11/25/2017,240,41,94,0.436,18,47,0.383,17,22,0.773,9,33,42,30,12,6,7,15,117,15,regular season
562,562,562,562,562,Boston Celtics,Indiana Pacers,W,11/25/2017,240,45,80,0.563,10,25,0.4,8,9,0.889,4,26,30,22,8,4,14,13,108,10,regular season
563,563,563,563,563,Indiana Pacers,Boston Celtics,L,11/25/2017,240,38,78,0.487,7,23,0.304,15,15,1.0,10,26,36,20,9,2,18,14,98,-10,regular season
564,564,564,564,564,Oklahoma City Thunder,Dallas Mavericks,L,11/25/2017,240,29,80,0.363,13,35,0.371,10,13,0.769,8,31,39,24,12,1,17,15,81,-16,regular season
565,565,565,565,565,Dallas Mavericks,Oklahoma City Thunder,W,11/25/2017,240,37,75,0.493,15,35,0.429,8,11,0.727,8,35,43,25,11,5,17,18,97,16,regular season
566,566,566,566,566,New Orleans Pelicans,Golden State Warriors,L,11/25/2017,240,34,84,0.405,11,31,0.355,16,23,0.696,9,36,45,24,2,9,17,24,95,-15,regular season
567,567,567,567,567,Golden State Warriors,New Orleans Pelicans,W,11/25/2017,240,39,94,0.415,10,33,0.303,22,27,0.815,11,33,44,30,11,6,9,24,110,15,regular season
568,568,568,568,568,Milwaukee Bucks,Utah Jazz,L,11/25/2017,240,41,77,0.532,8,21,0.381,18,23,0.7829999999999999,8,32,40,19,5,6,16,21,108,-13,regular season
569,569,569,569,569,Utah Jazz,Milwaukee Bucks,W,11/25/2017,240,46,81,0.568,18,32,0.563,11,19,0.579,5,25,30,31,8,2,10,19,121,13,regular season
570,570,570,570,570,Los Angeles Clippers,Sacramento Kings,W,11/25/2017,240,38,80,0.475,9,28,0.321,12,13,0.923,6,31,37,23,11,5,16,13,97,2,regular season
571,571,571,571,571,Sacramento Kings,Los Angeles Clippers,L,11/25/2017,240,38,83,0.458,11,21,0.524,8,9,0.889,8,29,37,19,9,8,18,17,95,-2,regular season
572,572,572,572,572,Miami Heat,Chicago Bulls,W,11/26/2017,240,34,75,0.453,13,32,0.406,19,23,0.826,1,44,45,19,9,5,12,14,100,7,regular season
573,573,573,573,573,Chicago Bulls,Miami Heat,L,11/26/2017,240,33,89,0.371,14,33,0.424,13,16,0.813,7,40,47,25,10,2,13,18,93,-7,regular season
574,574,574,574,574,Phoenix Suns,Minnesota Timberwolves,L,11/26/2017,240,43,85,0.506,13,26,0.5,9,12,0.75,11,26,37,25,6,1,15,20,108,-11,regular season
575,575,575,575,575,Minnesota Timberwolves,Phoenix Suns,W,11/26/2017,240,49,93,0.527,9,21,0.429,12,17,0.706,19,29,48,24,12,5,10,14,119,11,regular season
576,576,576,576,576,Brooklyn Nets,Memphis Grizzlies,W,11/26/2017,240,33,74,0.446,13,29,0.448,19,23,0.826,12,31,43,19,7,7,17,22,98,10,regular season
577,577,577,577,577,Memphis Grizzlies,Brooklyn Nets,L,11/26/2017,240,32,80,0.4,8,25,0.32,16,18,0.889,11,24,35,15,8,3,14,24,88,-10,regular season
578,578,578,578,578,Orlando Magic,Indiana Pacers,L,11/27/2017,240,40,92,0.435,16,41,0.39,13,16,0.813,10,25,35,22,4,9,14,23,109,-12,regular season
579,579,579,579,579,Indiana Pacers,Orlando Magic,W,11/27/2017,240,42,79,0.532,15,26,0.5770000000000001,22,26,0.846,8,35,43,25,7,8,14,18,121,12,regular season
580,580,580,580,580,Cleveland Cavaliers,Philadelphia 76ers,W,11/27/2017,240,41,86,0.477,15,37,0.405,16,20,0.8,11,35,46,25,7,3,11,21,113,22,regular season
581,581,581,581,581,Philadelphia 76ers,Cleveland Cavaliers,L,11/27/2017,240,36,96,0.375,3,28,0.107,16,20,0.8,22,31,53,15,6,2,12,18,91,-22,regular season
582,582,582,582,582,Detroit Pistons,Boston Celtics,W,11/27/2017,240,44,85,0.518,11,25,0.44,19,23,0.826,8,32,40,26,8,2,8,19,118,10,regular season
583,583,583,583,583,Boston Celtics,Detroit Pistons,L,11/27/2017,240,40,77,0.519,16,33,0.485,12,21,0.5710000000000001,5,31,36,27,2,4,17,23,108,-10,regular season
584,584,584,584,584,Portland Trail Blazers,New York Knicks,W,11/27/2017,240,37,83,0.446,7,21,0.333,22,26,0.846,5,40,45,18,10,3,9,22,103,12,regular season
585,585,585,585,585,New York Knicks,Portland Trail Blazers,L,11/27/2017,240,35,88,0.398,5,15,0.333,16,22,0.727,14,37,51,13,3,3,13,20,91,-12,regular season
586,586,586,586,586,Brooklyn Nets,Houston Rockets,L,11/27/2017,240,40,86,0.465,10,39,0.256,13,17,0.765,6,37,43,24,5,4,13,19,103,-14,regular season
587,587,587,587,587,Houston Rockets,Brooklyn Nets,W,11/27/2017,240,42,86,0.488,20,50,0.4,13,20,0.65,8,34,42,31,8,4,15,19,117,14,regular season
588,588,588,588,588,Dallas Mavericks,San Antonio Spurs,L,11/27/2017,240,41,85,0.482,14,32,0.438,12,17,0.706,4,36,40,25,7,0,11,19,108,-7,regular season
589,589,589,589,589,San Antonio Spurs,Dallas Mavericks,W,11/27/2017,240,43,82,0.524,10,24,0.417,19,21,0.905,4,39,43,27,7,5,10,16,115,7,regular season
590,590,590,590,590,Sacramento Kings,Golden State Warriors,W,11/27/2017,240,42,79,0.532,9,17,0.529,17,21,0.81,11,25,36,27,7,6,13,15,110,4,regular season
591,591,591,591,591,Golden State Warriors,Sacramento Kings,L,11/27/2017,240,40,80,0.5,16,37,0.4320000000000001,10,14,0.7140000000000001,9,27,36,31,9,6,14,15,106,-4,regular season
592,592,592,592,592,Los Angeles Lakers,Los Angeles Clippers,L,11/27/2017,240,44,91,0.484,11,30,0.3670000000000001,16,24,0.667,12,31,43,23,10,5,16,29,115,-5,regular season
593,593,593,593,593,Los Angeles Clippers,Los Angeles Lakers,W,11/27/2017,240,41,85,0.482,10,28,0.35700000000000004,28,30,0.933,10,34,44,19,7,3,17,22,120,5,regular season
594,594,594,594,594,Miami Heat,Cleveland Cavaliers,L,11/28/2017,240,37,84,0.44,10,31,0.32299999999999995,13,20,0.65,8,34,42,24,7,5,15,19,97,-11,regular season
595,595,595,595,595,Cleveland Cavaliers,Miami Heat,W,11/28/2017,240,40,81,0.494,11,33,0.333,17,23,0.7390000000000001,5,40,45,21,12,2,13,17,108,11,regular season
596,596,596,596,596,Phoenix Suns,Chicago Bulls,W,11/28/2017,240,38,87,0.4370000000000001,11,30,0.3670000000000001,17,23,0.7390000000000001,13,44,57,25,4,4,15,12,104,5,regular season
597,597,597,597,597,Chicago Bulls,Phoenix Suns,L,11/28/2017,240,38,94,0.404,16,40,0.4,7,10,0.7,9,32,41,27,11,7,9,20,99,-5,regular season
598,598,598,598,598,Washington Wizards,Minnesota Timberwolves,W,11/28/2017,240,36,83,0.434,10,28,0.35700000000000004,10,17,0.588,9,35,44,23,5,4,7,16,92,3,regular season
599,599,599,599,599,Minnesota Timberwolves,Washington Wizards,L,11/28/2017,240,35,85,0.412,10,30,0.333,9,14,0.643,13,36,49,27,3,1,10,17,89,-3,regular season
600,600,600,600,600,Milwaukee Bucks,Sacramento Kings,W,11/28/2017,240,42,71,0.5920000000000001,9,22,0.409,19,31,0.613,1,37,38,27,13,5,12,22,112,25,regular season
601,601,601,601,601,Sacramento Kings,Milwaukee Bucks,L,11/28/2017,240,31,77,0.403,5,17,0.294,20,29,0.69,9,31,40,15,5,2,16,21,87,-25,regular season
602,602,602,602,602,Denver Nuggets,Utah Jazz,L,11/28/2017,240,28,78,0.359,7,34,0.206,14,16,0.875,12,30,42,13,6,4,17,13,77,-29,regular season
603,603,603,603,603,Utah Jazz,Denver Nuggets,W,11/28/2017,240,42,87,0.483,14,32,0.438,8,9,0.889,9,34,43,24,7,6,11,20,106,29,regular season
604,604,604,604,604,Phoenix Suns,Detroit Pistons,L,11/29/2017,240,39,84,0.464,7,22,0.318,22,28,0.7859999999999999,8,29,37,21,11,4,19,19,107,-24,regular season
605,605,605,605,605,Detroit Pistons,Phoenix Suns,W,11/29/2017,240,51,89,0.573,13,28,0.464,16,21,0.762,5,39,44,31,11,6,19,22,131,24,regular season
606,606,606,606,606,Oklahoma City Thunder,Orlando Magic,L,11/29/2017,240,38,96,0.396,12,32,0.375,20,30,0.667,21,27,48,17,8,5,13,20,108,-13,regular season
607,607,607,607,607,Orlando Magic,Oklahoma City Thunder,W,11/29/2017,240,45,76,0.5920000000000001,13,30,0.433,18,26,0.6920000000000001,2,35,37,28,9,7,13,22,121,13,regular season
608,608,608,608,608,Washington Wizards,Philadelphia 76ers,L,11/29/2017,240,36,89,0.404,9,22,0.409,32,37,0.865,7,28,35,22,8,4,11,42,113,-5,regular season
609,609,609,609,609,Philadelphia 76ers,Washington Wizards,W,11/29/2017,240,37,81,0.457,3,18,0.16699999999999998,41,64,0.6409999999999999,21,43,64,23,6,8,17,27,118,5,regular season
610,610,610,610,610,Miami Heat,New York Knicks,L,11/29/2017,240,32,84,0.381,10,38,0.263,12,20,0.6,9,22,31,21,13,4,15,20,86,-29,regular season
611,611,611,611,611,New York Knicks,Miami Heat,W,11/29/2017,240,44,73,0.603,5,13,0.385,22,26,0.846,8,44,52,26,10,5,20,20,115,29,regular season
612,612,612,612,612,Charlotte Hornets,Toronto Raptors,L,11/29/2017,240,37,79,0.468,9,19,0.474,30,35,0.857,7,29,36,26,6,2,12,17,113,-13,regular season
613,613,613,613,613,Toronto Raptors,Charlotte Hornets,W,11/29/2017,240,52,98,0.531,14,32,0.438,8,11,0.727,11,28,39,24,6,2,9,23,126,13,regular season
614,614,614,614,614,Indiana Pacers,Houston Rockets,L,11/29/2017,240,42,88,0.477,7,28,0.25,6,6,1.0,6,30,36,18,9,7,14,17,97,-21,regular season
615,615,615,615,615,Houston Rockets,Indiana Pacers,W,11/29/2017,240,42,86,0.488,18,40,0.45,16,21,0.762,10,39,49,26,9,0,15,10,118,21,regular season
616,616,616,616,616,Minnesota Timberwolves,New Orleans Pelicans,W,11/29/2017,240,47,81,0.58,9,23,0.391,17,19,0.895,10,34,44,30,10,1,17,14,120,18,regular season
617,617,617,617,617,New Orleans Pelicans,Minnesota Timberwolves,L,11/29/2017,240,39,84,0.464,14,35,0.4,10,11,0.909,8,20,28,27,8,2,16,17,102,-18,regular season
618,618,618,618,618,Brooklyn Nets,Dallas Mavericks,W,11/29/2017,240,42,90,0.467,11,29,0.379,14,25,0.56,14,38,52,25,5,1,14,21,109,5,regular season
619,619,619,619,619,Dallas Mavericks,Brooklyn Nets,L,11/29/2017,240,39,84,0.464,9,27,0.333,17,21,0.81,7,37,44,26,5,3,11,23,104,-5,regular season
