,Team,Position,Name,Opponent,Win/Loss,Date,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
18,Cleveland Cavaliers,,Iman Shumpert,Boston Celtics,W,10/17/2017,12:51,2,3,.667,0,0,,0,0,,1,1,2,0,1,0,1,3,4,+9
19,Cleveland Cavaliers,,Kyle Korver,Boston Celtics,W,10/17/2017,7:19,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,2,0,-1
20,Houston Rockets,,Trevor Ariza,Golden State Warriors,W,10/17/2017,37:39,3,9,.333,2,5,.400,0,0,,1,5,6,5,2,0,1,2,8,-8
21,Houston Rockets,,James Harden,Golden State Warriors,W,10/17/2017,36:24,10,23,.435,4,9,.444,3,4,.750,1,5,6,11,1,0,3,2,27,+1
22,Houston Rockets,,Ryan Anderson,Golden State Warriors,W,10/17/2017,33:17,5,12,.417,3,8,.375,0,0,,3,5,8,1,1,1,0,3,13,+8
23,Houston Rockets,,Chris Paul,Golden State Warriors,W,10/17/2017,33:04,2,9,.222,0,4,.000,0,0,,1,7,8,10,2,1,1,4,4,-13
24,Houston Rockets,,Clint Capela,Golden State Warriors,W,10/17/2017,18:10,6,10,.600,0,0,,0,1,.000,1,3,4,0,1,1,2,0,12,-23
25,Golden State Warriors,,Klay Thompson,Houston Rockets,L,10/17/2017,38:09,6,14,.429,4,7,.571,0,0,,0,6,6,3,2,2,1,0,16,0
26,Golden State Warriors,,Kevin Durant,Houston Rockets,L,10/17/2017,37:38,7,15,.467,2,5,.400,4,5,.800,1,4,5,7,0,4,8,4,20,+11
27,Golden State Warriors,,Stephen Curry,Houston Rockets,L,10/17/2017,29:33,8,18,.444,3,9,.333,3,3,1.000,0,5,5,4,1,0,2,4,22,+9
28,Golden State Warriors,,Draymond Green,Houston Rockets,L,10/17/2017,27:39,2,6,.333,1,2,.500,4,4,1.000,1,10,11,13,0,0,2,3,9,+7
29,Golden State Warriors,,Zaza Pachulia,Houston Rockets,L,10/17/2017,10:14,2,2,1.000,0,0,,2,2,1.000,0,3,3,0,0,1,0,1,6,+8
30,Houston Rockets,,Eric Gordon,Golden State Warriors,W,10/17/2017,29:23,9,16,.563,0,6,.000,6,8,.750,0,1,1,1,1,2,2,1,24,+16
31,Houston Rockets,,P.J. Tucker,Golden State Warriors,W,10/17/2017,28:40,6,9,.667,4,6,.667,4,6,.667,1,5,6,0,1,0,1,3,20,+20
32,Houston Rockets,,Luc Mbah a Moute,Golden State Warriors,W,10/17/2017,23:23,6,9,.667,2,3,.667,0,0,,2,2,4,0,0,0,2,1,14,+4
33,Golden State Warriors,,Nick Young,Houston Rockets,L,10/17/2017,26:10,8,9,.889,6,7,.857,1,1,1.000,1,1,2,0,0,0,1,4,23,-10
34,Golden State Warriors,,Patrick McCaw,Houston Rockets,L,10/17/2017,18:39,2,3,.667,0,0,,0,0,,1,2,3,1,1,1,0,1,4,-9
35,Golden State Warriors,,Shaun Livingston,Houston Rockets,L,10/17/2017,18:33,2,5,.400,0,0,,2,2,1.000,1,0,1,5,0,0,1,2,6,-8
36,Golden State Warriors,,Jordan Bell,Houston Rockets,L,10/17/2017,11:46,4,5,.800,0,0,,0,0,,0,1,1,1,0,0,1,4,8,-2
37,Golden State Warriors,,David West,Houston Rockets,L,10/17/2017,9:25,2,3,.667,0,0,,0,0,,1,0,1,0,0,1,1,0,4,0
38,Golden State Warriors,,Kevon Looney,Houston Rockets,L,10/17/2017,7:46,0,0,,0,0,,1,2,.500,0,2,2,0,1,0,0,2,1,-7
39,Golden State Warriors,,Omri Casspi,Houston Rockets,L,10/17/2017,4:28,0,0,,0,0,,2,2,1.000,0,1,1,0,0,0,0,0,2,-4
40,Charlotte Hornets,,Kemba Walker,Detroit Pistons,L,10/18/2017,35:26,6,13,.462,1,3,.333,11,13,.846,1,5,6,4,0,0,4,1,24,-11
41,Charlotte Hornets,,Dwight Howard,Detroit Pistons,L,10/18/2017,31:27,5,9,.556,0,0,,0,2,.000,1,14,15,1,1,2,3,2,10,-3
42,Charlotte Hornets,,Jeremy Lamb,Detroit Pistons,L,10/18/2017,28:21,4,10,.400,0,3,.000,7,8,.875,0,4,4,2,1,0,2,2,15,-10
43,Charlotte Hornets,,Marvin Williams,Detroit Pistons,L,10/18/2017,26:39,2,5,.400,2,4,.500,1,2,.500,0,2,2,0,0,0,0,2,7,-10
44,Charlotte Hornets,,Dwayne Bacon,Detroit Pistons,L,10/18/2017,20:27,3,6,.500,2,4,.500,0,0,,0,2,2,2,0,0,2,1,8,-15
45,Detroit Pistons,,Stanley Johnson,Charlotte Hornets,W,10/18/2017,40:20,0,13,.000,0,6,.000,2,2,1.000,1,3,4,1,4,0,0,1,2,+6
46,Detroit Pistons,,Tobias Harris,Charlotte Hornets,W,10/18/2017,34:03,11,18,.611,4,7,.571,1,1,1.000,2,8,10,3,0,0,1,3,27,+10
47,Detroit Pistons,,Reggie Jackson,Charlotte Hornets,W,10/18/2017,27:10,5,10,.500,0,1,.000,3,3,1.000,1,4,5,8,1,0,0,2,13,+10
48,Detroit Pistons,,Avery Bradley,Charlotte Hornets,W,10/18/2017,23:19,7,10,.700,0,0,,1,1,1.000,0,2,2,1,0,0,2,4,15,+10
49,Detroit Pistons,,Andre Drummond,Charlotte Hornets,W,10/18/2017,22:21,3,9,.333,0,0,,2,2,1.000,5,8,13,4,1,2,0,3,8,+8
50,Charlotte Hornets,,Cody Zeller,Detroit Pistons,L,10/18/2017,23:24,3,5,.600,0,0,,2,2,1.000,1,8,9,0,0,1,2,2,8,-4
51,Charlotte Hornets,,Frank Kaminsky,Detroit Pistons,L,10/18/2017,23:12,1,9,.111,0,5,.000,2,2,1.000,0,4,4,2,0,0,0,0,4,-6
52,Charlotte Hornets,,Malik Monk,Detroit Pistons,L,10/18/2017,21:28,1,9,.111,1,6,.167,0,0,,0,0,0,1,0,0,3,1,3,-8
53,Charlotte Hornets,,Treveon Graham,Detroit Pistons,L,10/18/2017,17:02,2,4,.500,1,2,.500,0,0,,0,2,2,3,0,0,0,1,5,+8
54,Charlotte Hornets,,Julyan Stone,Detroit Pistons,L,10/18/2017,12:34,2,3,.667,2,3,.667,0,0,,0,3,3,1,2,0,1,3,6,-1
55,Detroit Pistons,,Langston Galloway,Charlotte Hornets,W,10/18/2017,24:41,6,11,.545,3,6,.500,1,1,1.000,0,4,4,0,3,0,1,0,16,+2
56,Detroit Pistons,,Ish Smith,Charlotte Hornets,W,10/18/2017,20:50,2,9,.222,0,1,.000,0,0,,0,1,1,6,1,0,3,4,4,+2
57,Detroit Pistons,,Jon Leuer,Charlotte Hornets,W,10/18/2017,19:21,2,6,.333,0,1,.000,0,1,.000,0,3,3,0,0,1,1,0,4,+6
58,Detroit Pistons,,Henry Ellenson,Charlotte Hornets,W,10/18/2017,16:13,5,10,.500,2,4,.500,1,1,1.000,0,4,4,1,1,0,0,2,13,+4
59,Detroit Pistons,,Eric Moreland,Charlotte Hornets,W,10/18/2017,11:42,0,0,,0,0,,0,0,,0,1,1,0,3,0,0,2,0,+2
60,Brooklyn Nets,,D'Angelo Russell,Indiana Pacers,L,10/18/2017,30:28,12,22,.545,4,8,.500,2,2,1.000,1,2,3,5,1,0,2,4,30,-5
61,Brooklyn Nets,,Rondae Hollis-Jefferson,Indiana Pacers,L,10/18/2017,27:34,3,4,.750,0,0,,8,8,1.000,0,4,4,2,1,0,1,3,14,-10
62,Brooklyn Nets,,DeMarre Carroll,Indiana Pacers,L,10/18/2017,27:31,4,12,.333,1,5,.200,1,2,.500,2,7,9,2,1,0,2,2,10,-10
63,Brooklyn Nets,,Jeremy Lin,Indiana Pacers,L,10/18/2017,25:11,5,12,.417,1,2,.500,7,7,1.000,0,0,0,4,0,0,3,3,18,-6
64,Brooklyn Nets,,Timofey Mozgov,Indiana Pacers,L,10/18/2017,14:24,2,4,.500,0,1,.000,0,0,,1,2,3,0,0,0,2,1,4,-11
65,Indiana Pacers,,Myles Turner,Brooklyn Nets,W,10/18/2017,33:57,8,13,.615,1,3,.333,4,4,1.000,3,11,14,2,0,4,1,3,21,+12
66,Indiana Pacers,,Thaddeus Young,Brooklyn Nets,W,10/18/2017,33:20,7,16,.438,1,5,.200,2,2,1.000,5,6,11,3,2,2,2,3,17,+13
67,Indiana Pacers,,Darren Collison,Brooklyn Nets,W,10/18/2017,30:11,9,12,.750,1,3,.333,2,3,.667,1,2,3,11,2,0,2,1,21,+8
68,Indiana Pacers,,Bojan Bogdanović,Brooklyn Nets,W,10/18/2017,29:24,5,9,.556,1,3,.333,3,3,1.000,0,0,0,0,0,0,3,2,14,+3
69,Indiana Pacers,,Victor Oladipo,Brooklyn Nets,W,10/18/2017,24:33,6,12,.500,2,6,.333,8,10,.800,0,5,5,4,4,0,3,5,22,+11
70,Brooklyn Nets,,Trevor Booker,Indiana Pacers,L,10/18/2017,27:54,7,10,.700,0,1,.000,6,7,.857,6,4,10,0,0,0,2,2,20,+1
71,Brooklyn Nets,,Caris LeVert,Indiana Pacers,L,10/18/2017,27:45,5,15,.333,1,4,.250,1,1,1.000,0,2,2,4,2,1,1,3,12,-2
72,Brooklyn Nets,,Allen Crabbe,Indiana Pacers,L,10/18/2017,26:47,3,5,.600,2,3,.667,4,5,.800,0,7,7,1,2,1,2,2,12,+4
73,Brooklyn Nets,,Spencer Dinwiddie,Indiana Pacers,L,10/18/2017,16:32,1,5,.200,0,1,.000,0,0,,1,2,3,4,0,0,2,2,2,-6
74,Brooklyn Nets,,Quincy Acy,Indiana Pacers,L,10/18/2017,15:54,3,5,.600,3,5,.600,0,0,,0,2,2,0,0,0,3,3,9,0
75,Indiana Pacers,,Cory Joseph,Brooklyn Nets,W,10/18/2017,24:40,4,10,.400,1,2,.500,2,2,1.000,1,2,3,4,2,1,1,1,11,+7
76,Indiana Pacers,,Lance Stephenson,Brooklyn Nets,W,10/18/2017,24:11,6,19,.316,2,9,.222,2,5,.400,0,1,1,3,1,1,1,3,16,-2
77,Indiana Pacers,,Domantas Sabonis,Brooklyn Nets,W,10/18/2017,19:13,7,7,1.000,0,0,,2,3,.667,4,3,7,1,0,0,1,3,16,-4
78,Indiana Pacers,,Damien Wilkins,Brooklyn Nets,W,10/18/2017,11:01,1,3,.333,0,2,.000,0,0,,0,1,1,0,1,0,0,1,2,0
79,Indiana Pacers,,T.J. Leaf,Brooklyn Nets,W,10/18/2017,9:30,0,1,.000,0,1,.000,0,0,,0,2,2,1,0,1,0,3,0,-3
80,Miami Heat,,Dion Waiters,Orlando Magic,L,10/18/2017,38:18,7,17,.412,1,6,.167,0,0,,0,0,0,4,2,1,3,1,15,-6
81,Miami Heat,,Hassan Whiteside,Orlando Magic,L,10/18/2017,36:14,11,17,.647,1,1,1.000,3,3,1.000,5,17,22,1,0,1,1,1,26,-5
82,Miami Heat,,Josh Richardson,Orlando Magic,L,10/18/2017,34:56,4,9,.444,2,7,.286,0,0,,0,2,2,2,0,1,2,3,10,+3
83,Miami Heat,,Goran Dragić,Orlando Magic,L,10/18/2017,30:37,6,19,.316,1,4,.250,4,4,1.000,3,2,5,6,1,0,0,0,17,-9
84,Miami Heat,,Kelly Olynyk,Orlando Magic,L,10/18/2017,21:00,3,7,.429,1,2,.500,3,3,1.000,0,5,5,3,0,0,0,4,10,-10
85,Orlando Magic,,Evan Fournier,Miami Heat,W,10/18/2017,34:25,9,17,.529,3,5,.600,2,2,1.000,0,1,1,3,1,0,1,0,23,+2
86,Orlando Magic,,Aaron Gordon,Miami Heat,W,10/18/2017,34:13,4,13,.308,1,2,.500,5,6,.833,2,7,9,3,0,2,1,4,14,+10
87,Orlando Magic,,Elfrid Payton,Miami Heat,W,10/18/2017,31:43,6,12,.500,1,1,1.000,0,2,.000,0,3,3,9,3,1,4,2,13,+9
88,Orlando Magic,,Nikola Vučević,Miami Heat,W,10/18/2017,31:37,6,12,.500,0,3,.000,7,8,.875,2,10,12,1,2,2,1,1,19,+11
89,Orlando Magic,,Terrence Ross,Miami Heat,W,10/18/2017,31:12,5,11,.455,3,7,.429,2,2,1.000,0,6,6,4,2,0,1,0,15,+18
90,Miami Heat,,Justise Winslow,Orlando Magic,L,10/18/2017,23:16,4,8,.500,1,1,1.000,1,2,.500,1,3,4,2,1,0,1,2,10,-13
91,Miami Heat,,Tyler Johnson,Orlando Magic,L,10/18/2017,21:18,3,9,.333,1,3,.333,0,0,,0,2,2,1,0,0,1,2,7,+1
92,Miami Heat,,James Johnson,Orlando Magic,L,10/18/2017,18:42,5,9,.556,0,2,.000,1,4,.250,2,2,4,8,1,1,4,5,11,+6
93,Miami Heat,,Wayne Ellington,Orlando Magic,L,10/18/2017,9:57,1,5,.200,0,4,.000,1,1,1.000,0,0,0,0,1,0,1,0,3,-5
94,Miami Heat,,Bam Adebayo,Orlando Magic,L,10/18/2017,5:42,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,2,0,+3
95,Orlando Magic,,Jonathon Simmons,Miami Heat,W,10/18/2017,27:32,5,10,.500,0,1,.000,2,2,1.000,1,1,2,0,0,0,1,4,12,-10
96,Orlando Magic,,Jonathan Isaac,Miami Heat,W,10/18/2017,16:57,2,3,.667,0,1,.000,0,0,,3,5,8,0,0,2,0,3,4,-1
97,Orlando Magic,,D.J. Augustin,Miami Heat,W,10/18/2017,16:17,2,4,.500,0,1,.000,3,5,.600,1,3,4,2,0,0,2,1,7,-2
98,Orlando Magic,,Bismack Biyombo,Miami Heat,W,10/18/2017,16:04,4,8,.500,0,0,,1,2,.500,2,3,5,0,0,2,3,3,9,-2
99,Philadelphia 76ers,,Ben Simmons,Washington Wizards,L,10/18/2017,34:40,7,14,.500,0,0,,4,6,.667,3,7,10,5,2,1,1,3,18,+3
100,Philadelphia 76ers,,J.J. Redick,Washington Wizards,L,10/18/2017,32:23,4,10,.400,4,8,.500,0,0,,0,2,2,4,1,0,2,4,12,+17
101,Philadelphia 76ers,,Robert Covington,Washington Wizards,L,10/18/2017,29:08,9,15,.600,7,11,.636,4,4,1.000,2,5,7,1,1,2,5,4,29,+10
102,Philadelphia 76ers,,Jerryd Bayless,Washington Wizards,L,10/18/2017,27:52,5,10,.500,3,7,.429,0,0,,0,3,3,3,1,0,2,4,13,+11
103,Philadelphia 76ers,,Joel Embiid,Washington Wizards,L,10/18/2017,26:57,7,15,.467,0,4,.000,4,4,1.000,1,12,13,3,0,1,4,2,18,+1
104,Washington Wizards,,John Wall,Philadelphia 76ers,W,10/18/2017,37:09,10,28,.357,0,3,.000,8,9,.889,2,3,5,8,0,2,2,2,28,+19
105,Washington Wizards,,Bradley Beal,Philadelphia 76ers,W,10/18/2017,35:37,6,17,.353,1,4,.250,12,16,.750,2,4,6,4,3,1,2,2,25,+12
106,Washington Wizards,,Marcin Gortat,Philadelphia 76ers,W,10/18/2017,34:26,7,12,.583,0,0,,2,3,.667,5,12,17,1,0,3,1,3,16,+16
107,Washington Wizards,,Otto Porter,Philadelphia 76ers,W,10/18/2017,33:10,5,11,.455,0,3,.000,0,0,,2,6,8,0,3,1,0,3,10,+14
108,Washington Wizards,,Jason Smith,Philadelphia 76ers,W,10/18/2017,7:04,0,1,.000,0,1,.000,0,0,,1,0,1,0,0,0,0,1,0,+4
109,Philadelphia 76ers,,Dario Šarić,Washington Wizards,L,10/18/2017,22:42,1,5,.200,0,2,.000,1,1,1.000,1,2,3,2,0,1,0,3,3,-9
110,Philadelphia 76ers,,Timothé Luwawu-Cabarrot,Washington Wizards,L,10/18/2017,18:21,2,6,.333,1,3,.333,0,0,,1,1,2,2,1,0,0,2,5,-19
111,Philadelphia 76ers,,Markelle Fultz,Washington Wizards,L,10/18/2017,17:54,5,9,.556,0,0,,0,2,.000,2,1,3,1,0,1,2,0,10,-18
112,Philadelphia 76ers,,Amir Johnson,Washington Wizards,L,10/18/2017,15:08,2,7,.286,0,0,,1,2,.500,1,4,5,1,0,0,1,6,5,-7
113,Philadelphia 76ers,,T.J. McConnell,Washington Wizards,L,10/18/2017,14:55,1,2,.500,0,0,,0,0,,0,0,0,3,0,0,0,0,2,-14
114,Washington Wizards,,Kelly Oubre,Philadelphia 76ers,W,10/18/2017,32:29,5,10,.500,3,6,.500,1,3,.333,2,6,8,2,2,2,0,2,14,-4
115,Washington Wizards,,Jodie Meeks,Philadelphia 76ers,W,10/18/2017,19:03,3,8,.375,1,2,.500,7,7,1.000,0,1,1,0,0,0,0,0,14,-4
116,Washington Wizards,,Mike Scott,Philadelphia 76ers,W,10/18/2017,14:50,3,6,.500,1,3,.333,0,0,,0,2,2,0,0,0,1,0,7,-9
117,Washington Wizards,,Ian Mahinmi,Philadelphia 76ers,W,10/18/2017,13:34,3,3,1.000,0,0,,0,0,,2,2,4,1,0,1,1,4,6,-11
118,Washington Wizards,,Tim Frazier,Philadelphia 76ers,W,10/18/2017,12:38,0,1,.000,0,0,,0,0,,0,0,0,5,0,0,2,3,0,-12
119,Milwaukee Bucks,,Khris Middleton,Boston Celtics,W,10/18/2017,43:26,6,17,.353,1,5,.200,2,2,1.000,2,7,9,6,2,0,5,4,15,+10
120,Milwaukee Bucks,,Malcolm Brogdon,Boston Celtics,W,10/18/2017,41:26,6,10,.600,3,5,.600,4,4,1.000,0,1,1,4,0,0,2,2,19,+10
121,Milwaukee Bucks,,Giannis Antetokounmpo,Boston Celtics,W,10/18/2017,36:56,13,22,.591,0,1,.000,11,13,.846,1,12,13,3,3,0,5,4,37,+7
122,Milwaukee Bucks,,Tony Snell,Boston Celtics,W,10/18/2017,29:29,2,4,.500,1,3,.333,0,0,,0,4,4,1,0,0,0,4,5,-4
123,Milwaukee Bucks,,Thon Maker,Boston Celtics,W,10/18/2017,13:45,1,4,.250,0,1,.000,0,0,,2,1,3,0,1,0,1,1,2,-8
124,Boston Celtics,,Kyrie Irving,Milwaukee Bucks,L,10/18/2017,38:56,7,25,.280,2,7,.286,1,2,.500,1,3,4,3,3,0,3,1,17,-2
125,Boston Celtics,,Jayson Tatum,Milwaukee Bucks,L,10/18/2017,36:32,3,7,.429,0,1,.000,2,5,.400,2,7,9,2,1,0,2,3,8,-15
126,Boston Celtics,,Al Horford,Milwaukee Bucks,L,10/18/2017,33:27,6,11,.545,0,2,.000,1,1,1.000,1,5,6,4,3,2,2,3,13,+1
127,Boston Celtics,,Marcus Smart,Milwaukee Bucks,L,10/18/2017,32:20,4,13,.308,3,7,.429,1,6,.167,3,4,7,4,3,0,3,4,12,-4
128,Boston Celtics,,Jaylen Brown,Milwaukee Bucks,L,10/18/2017,28:09,6,11,.545,2,3,.667,4,5,.800,1,4,5,3,0,0,0,6,18,0
129,Milwaukee Bucks,,Matthew Dellavedova,Boston Celtics,W,10/18/2017,26:29,4,10,.400,2,4,.500,5,5,1.000,0,1,1,1,0,0,1,2,15,+8
130,Milwaukee Bucks,,John Henson,Boston Celtics,W,10/18/2017,17:13,2,2,1.000,0,0,,1,2,.500,0,6,6,2,0,4,1,2,5,+7
131,Milwaukee Bucks,,Greg Monroe,Boston Celtics,W,10/18/2017,16:49,4,5,.800,0,0,,2,4,.500,1,5,6,1,0,0,0,3,10,+10
132,Milwaukee Bucks,,Mirza Teletović,Boston Celtics,W,10/18/2017,11:03,0,2,.000,0,2,.000,0,0,,0,2,2,1,0,0,0,0,0,0
133,Milwaukee Bucks,,Rashad Vaughn,Boston Celtics,W,10/18/2017,3:24,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
134,Boston Celtics,,Terry Rozier,Milwaukee Bucks,L,10/18/2017,26:48,6,12,.500,3,5,.600,0,0,,0,7,7,6,2,0,0,4,15,-11
135,Boston Celtics,,Aron Baynes,Milwaukee Bucks,L,10/18/2017,15:58,2,3,.667,0,0,,0,0,,1,1,2,0,0,0,0,4,4,-7
136,Boston Celtics,,Semi Ojeleye,Milwaukee Bucks,L,10/18/2017,11:39,1,2,.500,1,2,.500,0,0,,0,1,1,0,0,0,1,0,3,0
137,Boston Celtics,,Abdel Nader,Milwaukee Bucks,L,10/18/2017,11:26,2,4,.500,0,1,.000,0,0,,0,0,0,1,0,0,0,1,4,-4
138,Boston Celtics,,Daniel Theis,Milwaukee Bucks,L,10/18/2017,4:45,2,3,.667,0,0,,2,2,1.000,2,0,2,0,0,0,1,1,6,+2
139,New Orleans Pelicans,,Anthony Davis,Memphis Grizzlies,L,10/18/2017,40:14,9,23,.391,1,2,.500,14,17,.824,7,11,18,0,0,1,5,5,33,-15
140,New Orleans Pelicans,,Jrue Holiday,Memphis Grizzlies,L,10/18/2017,38:30,2,11,.182,0,3,.000,0,0,,2,4,6,4,1,0,2,5,4,-2
141,New Orleans Pelicans,,DeMarcus Cousins,Memphis Grizzlies,L,10/18/2017,38:24,9,21,.429,3,9,.333,7,8,.875,2,8,10,2,0,7,4,4,28,+6
142,New Orleans Pelicans,,E'Twaun Moore,Memphis Grizzlies,L,10/18/2017,34:23,5,11,.455,0,2,.000,1,1,1.000,1,1,2,4,1,0,2,3,11,0
143,New Orleans Pelicans,,Dante Cunningham,Memphis Grizzlies,L,10/18/2017,25:51,2,4,.500,1,3,.333,2,3,.667,3,6,9,0,1,1,0,1,7,-8
144,Memphis Grizzlies,,Mike Conley,New Orleans Pelicans,W,10/18/2017,32:41,9,15,.600,4,9,.444,5,7,.714,0,5,5,3,2,0,1,3,27,+8
145,Memphis Grizzlies,,Marc Gasol,New Orleans Pelicans,W,10/18/2017,29:22,6,18,.333,2,5,.400,0,0,,3,8,11,4,0,3,2,6,14,+8
146,Memphis Grizzlies,,Andrew Harrison,New Orleans Pelicans,W,10/18/2017,19:09,1,6,.167,0,0,,0,0,,0,2,2,1,0,1,1,2,2,-2
147,Memphis Grizzlies,,James Ennis,New Orleans Pelicans,W,10/18/2017,18:35,2,2,1.000,1,1,1.000,0,0,,1,0,1,2,0,0,0,0,5,-5
148,Memphis Grizzlies,,JaMychal Green,New Orleans Pelicans,W,10/18/2017,3:53,1,2,.500,0,0,,0,0,,0,1,1,1,0,0,0,1,2,0
149,New Orleans Pelicans,,Ian Clark,Memphis Grizzlies,L,10/18/2017,21:05,1,3,.333,1,3,.333,0,0,,0,3,3,2,1,0,1,3,3,-13
150,New Orleans Pelicans,,Darius Miller,Memphis Grizzlies,L,10/18/2017,17:10,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,1,0,4,0,-12
151,New Orleans Pelicans,,Jordan Crawford,Memphis Grizzlies,L,10/18/2017,12:40,2,4,.500,1,2,.500,0,0,,1,0,1,3,0,0,2,4,5,-10
152,New Orleans Pelicans,,Tony Allen,Memphis Grizzlies,L,10/18/2017,10:53,0,1,.000,0,0,,0,0,,0,2,2,0,0,2,1,2,0,-4
153,New Orleans Pelicans,,Cheick Diallo,Memphis Grizzlies,L,10/18/2017,0:50,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
154,Memphis Grizzlies,,Dillon Brooks,New Orleans Pelicans,W,10/18/2017,29:25,7,13,.538,0,2,.000,5,7,.714,2,3,5,2,4,2,2,2,19,+17
155,Memphis Grizzlies,,Brandan Wright,New Orleans Pelicans,W,10/18/2017,26:45,5,7,.714,0,0,,0,2,.000,3,1,4,0,2,1,0,2,10,+5
156,Memphis Grizzlies,,Mario Chalmers,New Orleans Pelicans,W,10/18/2017,25:34,1,9,.111,0,4,.000,3,5,.600,0,2,2,4,0,0,0,3,5,+11
157,Memphis Grizzlies,,Tyreke Evans,New Orleans Pelicans,W,10/18/2017,20:04,4,12,.333,1,4,.250,2,2,1.000,1,4,5,2,0,0,1,3,11,+8
158,Memphis Grizzlies,,Jarell Martin,New Orleans Pelicans,W,10/18/2017,19:16,1,6,.167,0,3,.000,0,0,,3,2,5,0,0,1,4,5,2,+4
159,Memphis Grizzlies,,Chandler Parsons,New Orleans Pelicans,W,10/18/2017,15:16,2,2,1.000,1,1,1.000,1,5,.200,2,2,4,0,1,0,0,2,6,+6
160,Atlanta Hawks,,Dennis Schröder,Dallas Mavericks,W,10/18/2017,34:17,13,26,.500,1,3,.333,1,2,.500,0,2,2,7,2,0,2,1,28,-3
161,Atlanta Hawks,,Kent Bazemore,Dallas Mavericks,W,10/18/2017,26:38,3,7,.429,1,1,1.000,0,0,,1,3,4,3,1,0,1,2,7,-5
162,Atlanta Hawks,,Taurean Waller-Prince,Dallas Mavericks,W,10/18/2017,25:51,4,10,.400,0,0,,2,2,1.000,2,8,10,1,0,1,1,2,10,-5
