,Team,Position,Name,Opponent,Win/Loss,Date,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
3409,Philadelphia 76ers,,Dario Šarić,Phoenix Suns,L,12/04/2017,33:23,5,11,.455,0,3,.000,0,0,,3,6,9,4,1,0,1,4,10,-13
3410,Brooklyn Nets,,Spencer Dinwiddie,Atlanta Hawks,W,12/04/2017,30:22,5,10,.500,3,6,.500,0,0,,0,5,5,6,0,0,0,0,13,+19
3411,Brooklyn Nets,,Rondae Hollis-Jefferson,Atlanta Hawks,W,12/04/2017,29:07,6,14,.429,1,3,.333,3,3,1.000,3,7,10,3,1,1,3,3,16,+29
3412,Brooklyn Nets,,DeMarre Carroll,Atlanta Hawks,W,12/04/2017,27:47,4,10,.400,3,5,.600,2,2,1.000,1,7,8,4,0,0,3,0,13,+19
3413,Brooklyn Nets,,Allen Crabbe,Atlanta Hawks,W,12/04/2017,22:44,3,8,.375,2,6,.333,0,0,,0,4,4,1,1,0,2,6,8,+16
3414,Brooklyn Nets,,Tyler Zeller,Atlanta Hawks,W,12/04/2017,16:27,3,4,.750,0,0,,1,2,.500,3,6,9,0,0,1,2,1,7,+15
3415,Atlanta Hawks,,Dennis Schröder,Brooklyn Nets,L,12/04/2017,30:28,9,17,.529,1,5,.200,0,1,.000,2,3,5,4,0,0,1,3,19,-19
3416,Atlanta Hawks,,Taurean Waller-Prince,Brooklyn Nets,L,12/04/2017,27:53,2,9,.222,1,4,.250,1,2,.500,0,6,6,2,1,0,0,1,6,-18
3417,Atlanta Hawks,,Kent Bazemore,Brooklyn Nets,L,12/04/2017,25:31,3,9,.333,1,2,.500,6,6,1.000,1,4,5,0,2,0,5,0,13,-17
3418,Atlanta Hawks,,Miles Plumlee,Brooklyn Nets,L,12/04/2017,21:43,0,4,.000,0,0,,1,2,.500,2,5,7,0,2,0,4,3,1,-14
3419,Atlanta Hawks,,Ersan İlyasova,Brooklyn Nets,L,12/04/2017,20:29,2,5,.400,1,3,.333,0,0,,1,1,2,1,3,0,0,2,5,-11
3420,Milwaukee Bucks,,Khris Middleton,Boston Celtics,L,12/04/2017,41:02,6,11,.545,1,3,.333,6,6,1.000,0,8,8,5,2,1,1,2,19,-5
3421,Milwaukee Bucks,,Tony Snell,Boston Celtics,L,12/04/2017,39:18,4,8,.500,3,4,.750,0,0,,0,0,0,0,0,0,0,1,11,0
3422,Milwaukee Bucks,,Giannis Antetokounmpo,Boston Celtics,L,12/04/2017,39:06,14,24,.583,0,1,.000,12,14,.857,1,8,9,4,0,0,4,5,40,-11
3423,Milwaukee Bucks,,Eric Bledsoe,Boston Celtics,L,12/04/2017,34:23,6,9,.667,3,6,.500,3,4,.750,1,2,3,3,1,0,2,3,18,-3
3424,Milwaukee Bucks,,John Henson,Boston Celtics,L,12/04/2017,21:08,0,6,.000,0,0,,0,0,,1,2,3,1,1,0,1,1,0,-8
3425,Boston Celtics,,Al Horford,Milwaukee Bucks,W,12/04/2017,34:39,8,10,.800,1,2,.500,3,4,.750,2,7,9,8,0,1,2,4,20,+21
3426,Boston Celtics,,Kyrie Irving,Milwaukee Bucks,W,12/04/2017,33:43,13,24,.542,2,4,.500,4,5,.800,1,3,4,1,2,0,3,2,32,0
3427,Boston Celtics,,Jayson Tatum,Milwaukee Bucks,W,12/04/2017,32:35,5,6,.833,4,5,.800,3,4,.750,0,6,6,0,0,0,1,1,17,+8
3428,Boston Celtics,,Jaylen Brown,Milwaukee Bucks,W,12/04/2017,22:58,4,9,.444,0,2,.000,0,0,,3,4,7,2,0,0,1,3,8,+6
3429,Boston Celtics,,Aron Baynes,Milwaukee Bucks,W,12/04/2017,15:09,3,6,.500,0,0,,4,4,1.000,2,2,4,2,0,1,0,3,10,+6
3430,Cleveland Cavaliers,,LeBron James,Chicago Bulls,W,12/04/2017,34:16,9,15,.600,2,4,.500,3,4,.750,0,7,7,6,2,0,2,1,23,+27
3431,Cleveland Cavaliers,,José Calderón,Chicago Bulls,W,12/04/2017,27:07,2,5,.400,1,3,.333,0,0,,1,3,4,1,1,0,2,4,5,+6
3432,Cleveland Cavaliers,,J.R. Smith,Chicago Bulls,W,12/04/2017,25:37,1,3,.333,1,3,.333,0,0,,2,0,2,5,0,0,1,2,3,+3
3433,Cleveland Cavaliers,,Kevin Love,Chicago Bulls,W,12/04/2017,22:53,8,13,.615,3,6,.500,5,5,1.000,0,13,13,0,0,1,0,0,24,+9
3434,Cleveland Cavaliers,,Jae Crowder,Chicago Bulls,W,12/04/2017,21:09,3,8,.375,3,7,.429,0,0,,0,0,0,2,2,1,2,1,9,+9
3435,Chicago Bulls,,Lauri Markkanen,Cleveland Cavaliers,L,12/04/2017,31:55,5,13,.385,1,5,.200,2,2,1.000,1,6,7,1,2,1,2,2,13,-17
3436,Chicago Bulls,,Kris Dunn,Cleveland Cavaliers,L,12/04/2017,30:45,6,13,.462,2,4,.500,1,3,.333,1,5,6,5,0,1,3,3,15,-14
3437,Chicago Bulls,,Justin Holiday,Cleveland Cavaliers,L,12/04/2017,30:39,4,11,.364,3,8,.375,3,3,1.000,1,5,6,3,1,1,0,3,14,-6
3438,Chicago Bulls,,Denzel Valentine,Cleveland Cavaliers,L,12/04/2017,30:07,3,7,.429,1,4,.250,0,0,,0,3,3,2,0,0,1,2,7,-10
3439,Chicago Bulls,,Robin Lopez,Cleveland Cavaliers,L,12/04/2017,25:31,5,7,.714,0,0,,4,5,.800,3,2,5,2,0,2,0,1,14,-12
3440,Minnesota Timberwolves,,Jimmy Butler,Memphis Grizzlies,L,12/04/2017,40:00,11,21,.524,2,7,.286,6,7,.857,1,1,2,5,4,0,2,2,30,+3
3441,Minnesota Timberwolves,,Karl-Anthony Towns,Memphis Grizzlies,L,12/04/2017,37:37,2,6,.333,1,2,.500,2,2,1.000,1,10,11,3,0,1,0,4,7,+5
3442,Minnesota Timberwolves,,Taj Gibson,Memphis Grizzlies,L,12/04/2017,37:21,4,11,.364,0,1,.000,6,6,1.000,1,4,5,4,1,0,1,2,14,-1
3443,Minnesota Timberwolves,,Andrew Wiggins,Memphis Grizzlies,L,12/04/2017,36:29,6,17,.353,0,2,.000,0,0,,2,3,5,0,2,0,2,4,12,-5
3444,Minnesota Timberwolves,,Jeff Teague,Memphis Grizzlies,L,12/04/2017,32:06,5,6,.833,0,0,,2,2,1.000,0,1,1,2,0,0,2,2,12,+2
3445,Memphis Grizzlies,,JaMychal Green,Minnesota Timberwolves,W,12/04/2017,36:49,4,11,.364,0,3,.000,6,7,.857,1,8,9,2,1,0,1,3,14,+13
3446,Memphis Grizzlies,,Marc Gasol,Minnesota Timberwolves,W,12/04/2017,34:58,6,14,.429,1,2,.500,8,9,.889,1,6,7,5,0,1,2,2,21,-5
3447,Memphis Grizzlies,,Tyreke Evans,Minnesota Timberwolves,W,12/04/2017,33:13,6,14,.429,2,4,.500,2,2,1.000,0,5,5,9,1,3,3,1,16,+8
3448,Memphis Grizzlies,,Dillon Brooks,Minnesota Timberwolves,W,12/04/2017,27:41,4,6,.667,1,2,.500,0,0,,0,4,4,0,0,0,1,3,9,+3
3449,Memphis Grizzlies,,Ben McLemore,Minnesota Timberwolves,W,12/04/2017,18:07,1,3,.333,0,2,.000,0,0,,0,5,5,1,1,0,2,1,2,-1
3450,Golden State Warriors,,Draymond Green,New Orleans Pelicans,W,12/04/2017,38:07,6,12,.500,3,5,.600,4,5,.800,0,9,9,7,4,2,2,1,19,+21
3451,Golden State Warriors,,Klay Thompson,New Orleans Pelicans,W,12/04/2017,37:01,8,13,.615,4,5,.800,2,3,.667,0,3,3,1,1,0,0,0,22,+11
3452,Golden State Warriors,,Kevin Durant,New Orleans Pelicans,W,12/04/2017,34:36,8,21,.381,1,5,.200,2,3,.667,0,7,7,5,2,1,7,3,19,-6
3453,Golden State Warriors,,Stephen Curry,New Orleans Pelicans,W,12/04/2017,34:27,9,19,.474,5,11,.455,8,9,.889,2,3,5,11,1,0,2,5,31,-1
3454,Golden State Warriors,,JaVale McGee,New Orleans Pelicans,W,12/04/2017,11:06,3,4,.750,0,0,,2,2,1.000,2,2,4,0,0,1,0,3,8,+10
3455,New Orleans Pelicans,,Jrue Holiday,Golden State Warriors,L,12/04/2017,38:01,13,21,.619,4,11,.364,4,5,.800,1,5,6,4,1,0,3,3,34,+1
3456,New Orleans Pelicans,,E'Twaun Moore,Golden State Warriors,L,12/04/2017,37:50,11,18,.611,5,6,.833,0,1,.000,3,3,6,2,1,0,5,5,27,-8
3457,New Orleans Pelicans,,Dante Cunningham,Golden State Warriors,L,12/04/2017,32:00,5,11,.455,0,3,.000,1,2,.500,5,4,9,2,1,0,1,3,11,-10
3458,New Orleans Pelicans,,DeMarcus Cousins,Golden State Warriors,L,12/04/2017,31:58,7,15,.467,3,6,.500,2,4,.500,0,11,11,7,5,3,7,3,19,-34
3459,New Orleans Pelicans,,Rajon Rondo,Golden State Warriors,L,12/04/2017,27:47,4,9,.444,2,6,.333,0,0,,0,5,5,11,2,0,1,2,10,0
3460,Denver Nuggets,,Gary Harris,Dallas Mavericks,L,12/04/2017,42:58,7,17,.412,3,8,.375,4,4,1.000,0,3,3,4,3,0,1,3,21,-2
3461,Denver Nuggets,,Jamal Murray,Dallas Mavericks,L,12/04/2017,28:07,7,12,.583,4,8,.500,4,4,1.000,0,0,0,0,1,1,0,2,22,-12
3462,Denver Nuggets,,Kenneth Faried,Dallas Mavericks,L,12/04/2017,27:53,6,13,.462,0,1,.000,1,2,.500,6,5,11,2,0,0,0,2,13,-14
3463,Denver Nuggets,,Wilson Chandler,Dallas Mavericks,L,12/04/2017,27:22,1,11,.091,0,4,.000,2,2,1.000,3,4,7,3,0,0,1,0,4,-4
3464,Denver Nuggets,,Mason Plumlee,Dallas Mavericks,L,12/04/2017,19:09,1,2,.500,0,0,,1,6,.167,2,5,7,4,0,1,2,1,3,-12
3465,Dallas Mavericks,,Harrison Barnes,Denver Nuggets,W,12/04/2017,36:17,9,18,.500,1,2,.500,3,3,1.000,0,10,10,3,0,0,1,1,22,+9
3466,Dallas Mavericks,,Wesley Matthews,Denver Nuggets,W,12/04/2017,33:24,5,10,.500,3,8,.375,2,3,.667,0,1,1,2,0,1,0,3,15,+12
3467,Dallas Mavericks,,Dennis Smith,Denver Nuggets,W,12/04/2017,30:54,9,16,.563,2,4,.500,0,0,,2,3,5,3,0,0,3,2,20,+4
3468,Dallas Mavericks,,Dirk Nowitzki,Denver Nuggets,W,12/04/2017,20:48,2,6,.333,1,2,.500,4,4,1.000,0,6,6,2,0,0,0,1,9,+12
3469,Dallas Mavericks,,Maxi Kleber,Denver Nuggets,W,12/04/2017,19:06,1,1,1.000,0,0,,0,0,,1,4,5,1,0,1,0,4,2,+5
3470,Detroit Pistons,,Tobias Harris,San Antonio Spurs,L,12/04/2017,39:45,6,15,.400,3,7,.429,0,0,,0,5,5,1,1,0,0,5,15,-4
3471,Detroit Pistons,,Reggie Jackson,San Antonio Spurs,L,12/04/2017,33:45,12,21,.571,2,4,.500,1,4,.250,0,4,4,3,1,0,3,1,27,+5
3472,Detroit Pistons,,Avery Bradley,San Antonio Spurs,L,12/04/2017,33:19,1,9,.111,0,4,.000,1,1,1.000,0,1,1,4,0,0,2,3,3,+10
3473,Detroit Pistons,,Andre Drummond,San Antonio Spurs,L,12/04/2017,31:42,4,8,.500,0,0,,3,6,.500,5,10,15,2,3,1,2,3,11,+7
3474,Detroit Pistons,,Anthony Tolliver,San Antonio Spurs,L,12/04/2017,24:05,1,4,.250,1,4,.250,2,2,1.000,0,3,3,1,0,0,1,3,5,+2
3475,San Antonio Spurs,,LaMarcus Aldridge,Detroit Pistons,W,12/04/2017,35:06,5,17,.294,0,1,.000,7,7,1.000,1,9,10,4,1,0,3,3,17,-1
3476,San Antonio Spurs,,Danny Green,Detroit Pistons,W,12/04/2017,34:17,4,9,.444,3,6,.500,0,0,,2,4,6,3,0,3,2,2,11,-9
3477,San Antonio Spurs,,Rudy Gay,Detroit Pistons,W,12/04/2017,31:41,5,12,.417,1,3,.333,1,1,1.000,4,6,10,4,0,2,0,2,12,-2
3478,San Antonio Spurs,,Pau Gasol,Detroit Pistons,W,12/04/2017,28:53,6,13,.462,1,2,.500,2,2,1.000,0,10,10,4,0,2,2,1,15,0
3479,San Antonio Spurs,,Tony Parker,Detroit Pistons,W,12/04/2017,19:36,3,5,.600,0,0,,1,1,1.000,0,4,4,3,0,0,2,1,7,-3
3480,Washington Wizards,,Otto Porter,Utah Jazz,L,12/04/2017,28:19,6,13,.462,2,2,1.000,0,0,,1,5,6,1,0,0,0,0,14,-21
3481,Washington Wizards,,Bradley Beal,Utah Jazz,L,12/04/2017,27:47,4,15,.267,0,4,.000,3,5,.600,0,1,1,1,0,0,1,2,11,-19
3482,Washington Wizards,,Marcin Gortat,Utah Jazz,L,12/04/2017,23:41,0,4,.000,0,0,,0,0,,2,5,7,3,4,0,2,1,0,-17
3483,Washington Wizards,,Markieff Morris,Utah Jazz,L,12/04/2017,22:29,4,9,.444,1,2,.500,2,2,1.000,1,0,1,0,0,2,2,5,11,-5
3484,Washington Wizards,,Tim Frazier,Utah Jazz,L,12/04/2017,19:49,1,1,1.000,1,1,1.000,2,2,1.000,0,0,0,1,1,0,2,1,5,-8
3485,Utah Jazz,,Donovan Mitchell,Washington Wizards,W,12/04/2017,25:54,8,13,.615,3,6,.500,2,2,1.000,2,1,3,2,0,0,3,2,21,+13
3486,Utah Jazz,,Derrick Favors,Washington Wizards,W,12/04/2017,24:44,3,7,.429,0,1,.000,3,4,.750,2,6,8,2,1,0,1,2,9,+25
3487,Utah Jazz,,Ricky Rubio,Washington Wizards,W,12/04/2017,23:49,1,6,.167,0,4,.000,2,4,.500,1,4,5,4,2,0,3,4,4,+25
3488,Utah Jazz,,Joe Ingles,Washington Wizards,W,12/04/2017,22:54,4,6,.667,3,5,.600,0,0,,0,2,2,2,1,0,3,2,11,+10
3489,Utah Jazz,,Rudy Gobert,Washington Wizards,W,12/04/2017,21:09,2,4,.500,0,0,,0,0,,4,6,10,3,1,2,2,3,4,+18
3490,Phoenix Suns,,Devin Booker,Toronto Raptors,L,12/05/2017,39:16,4,15,.267,1,5,.200,10,12,.833,0,5,5,8,2,1,1,4,19,+2
3491,Phoenix Suns,,Greg Monroe,Toronto Raptors,L,12/05/2017,25:55,3,4,.750,0,0,,5,6,.833,0,10,10,3,3,0,3,3,11,+1
3492,Phoenix Suns,,T.J. Warren,Toronto Raptors,L,12/05/2017,23:16,5,11,.455,1,2,.500,0,0,,0,1,1,0,0,0,4,3,11,-15
3493,Phoenix Suns,,Tyler Ulis,Toronto Raptors,L,12/05/2017,21:28,2,5,.400,1,1,1.000,0,0,,0,1,1,3,0,1,3,0,5,-23
3494,Phoenix Suns,,Marquese Chriss,Toronto Raptors,L,12/05/2017,10:28,1,1,1.000,1,1,1.000,2,2,1.000,0,2,2,1,0,0,1,2,5,-9
3495,Toronto Raptors,,Kyle Lowry,Phoenix Suns,W,12/05/2017,35:09,7,12,.583,5,10,.500,1,2,.500,1,5,6,10,2,0,4,2,20,+24
3496,Toronto Raptors,,DeMar DeRozan,Phoenix Suns,W,12/05/2017,34:17,7,17,.412,0,1,.000,6,7,.857,0,7,7,8,3,0,0,2,20,+17
3497,Toronto Raptors,,Serge Ibaka,Phoenix Suns,W,12/05/2017,32:59,8,13,.615,2,5,.400,1,1,1.000,0,6,6,1,1,3,0,3,19,+10
3498,Toronto Raptors,,OG Anunoby,Phoenix Suns,W,12/05/2017,24:22,6,9,.667,4,5,.800,0,0,,1,1,2,0,1,0,2,4,16,+13
3499,Toronto Raptors,,Jonas Valančiūnas,Phoenix Suns,W,12/05/2017,18:29,0,5,.000,0,0,,4,4,1.000,3,5,8,0,2,0,2,1,4,+8
3500,Utah Jazz,,Donovan Mitchell,Oklahoma City Thunder,L,12/05/2017,36:15,11,22,.500,5,12,.417,4,5,.800,0,1,1,4,5,0,5,3,31,+2
3501,Utah Jazz,,Joe Ingles,Oklahoma City Thunder,L,12/05/2017,34:28,6,13,.462,4,11,.364,0,0,,0,2,2,4,1,1,1,2,16,-2
3502,Utah Jazz,,Ricky Rubio,Oklahoma City Thunder,L,12/05/2017,34:18,3,6,.500,1,2,.500,0,0,,2,2,4,5,2,0,4,1,7,-6
3503,Utah Jazz,,Rudy Gobert,Oklahoma City Thunder,L,12/05/2017,26:53,1,2,.500,0,0,,3,6,.500,1,5,6,0,1,1,1,5,5,-3
3504,Utah Jazz,,Derrick Favors,Oklahoma City Thunder,L,12/05/2017,22:45,4,9,.444,0,0,,1,1,1.000,3,3,6,0,0,1,0,4,9,+1
3505,Oklahoma City Thunder,,Paul George,Utah Jazz,W,12/05/2017,39:48,7,13,.538,2,3,.667,5,8,.625,0,3,3,1,2,0,6,1,21,+7
3506,Oklahoma City Thunder,,Russell Westbrook,Utah Jazz,W,12/05/2017,38:15,12,25,.480,2,9,.222,8,9,.889,0,12,12,14,1,1,7,3,34,+4
3507,Oklahoma City Thunder,,Carmelo Anthony,Utah Jazz,W,12/05/2017,34:51,6,19,.316,0,5,.000,2,2,1.000,1,8,9,1,2,1,0,1,14,0
3508,Oklahoma City Thunder,,Andre Roberson,Utah Jazz,W,12/05/2017,33:57,2,2,1.000,0,0,,0,0,,2,2,4,0,2,3,0,1,4,+14
3509,Oklahoma City Thunder,,Steven Adams,Utah Jazz,W,12/05/2017,32:55,9,10,.900,0,0,,2,3,.667,6,3,9,1,1,0,2,3,20,+9
3510,Washington Wizards,,Bradley Beal,Portland Trail Blazers,W,12/05/2017,43:05,21,37,.568,5,12,.417,4,5,.800,1,2,3,2,0,0,2,2,51,+12
3511,Washington Wizards,,Markieff Morris,Portland Trail Blazers,W,12/05/2017,30:20,2,10,.200,2,4,.500,2,4,.500,0,4,4,1,1,3,2,4,8,+7
3512,Washington Wizards,,Otto Porter,Portland Trail Blazers,W,12/05/2017,30:19,1,8,.125,0,1,.000,0,0,,3,7,10,1,1,2,0,2,2,-7
3513,Washington Wizards,,Tim Frazier,Portland Trail Blazers,W,12/05/2017,23:38,3,6,.500,1,2,.500,0,0,,1,2,3,3,3,0,0,3,7,+8
3514,Washington Wizards,,Marcin Gortat,Portland Trail Blazers,W,12/05/2017,22:40,1,6,.167,0,0,,2,2,1.000,2,5,7,7,2,0,1,2,4,+11
3515,Portland Trail Blazers,,Damian Lillard,Washington Wizards,L,12/05/2017,42:52,10,23,.435,3,9,.333,7,7,1.000,1,7,8,9,0,0,4,2,30,-5
3516,Portland Trail Blazers,,CJ McCollum,Washington Wizards,L,12/05/2017,36:46,6,16,.375,1,3,.333,1,2,.500,1,5,6,3,1,0,1,5,14,+3
3517,Portland Trail Blazers,,Al-Farouq Aminu,Washington Wizards,L,12/05/2017,35:47,6,10,.600,5,8,.625,0,0,,0,6,6,0,0,1,4,5,17,-2
3518,Portland Trail Blazers,,Jusuf Nurkić,Washington Wizards,L,12/05/2017,28:35,5,12,.417,0,0,,5,8,.625,2,7,9,2,0,3,2,4,15,-3
3519,Portland Trail Blazers,,Maurice Harkless,Washington Wizards,L,12/05/2017,11:54,1,1,1.000,1,1,1.000,0,0,,0,0,0,1,1,1,1,1,3,-3
3520,Sacramento Kings,,JaKarr Sampson,Cleveland Cavaliers,L,12/06/2017,32:57,3,6,.500,0,0,,0,0,,4,12,16,0,1,0,0,3,6,+2
3521,Sacramento Kings,,Zach Randolph,Cleveland Cavaliers,L,12/06/2017,31:55,8,20,.400,2,3,.667,0,0,,2,8,10,6,3,0,0,4,18,+1
3522,Sacramento Kings,,George Hill,Cleveland Cavaliers,L,12/06/2017,30:02,4,10,.400,2,6,.333,0,0,,0,5,5,3,1,2,1,1,10,+1
3523,Sacramento Kings,,De'Aaron Fox,Cleveland Cavaliers,L,12/06/2017,28:50,3,6,.500,0,1,.000,0,1,.000,0,1,1,2,0,1,4,1,6,-3
3524,Sacramento Kings,,Garrett Temple,Cleveland Cavaliers,L,12/06/2017,19:04,2,7,.286,1,5,.200,0,1,.000,0,0,0,2,2,0,0,1,5,-3
3525,Cleveland Cavaliers,,LeBron James,Sacramento Kings,W,12/06/2017,41:03,12,18,.667,5,8,.625,3,6,.500,2,9,11,9,3,2,7,0,32,+2
3526,Cleveland Cavaliers,,J.R. Smith,Sacramento Kings,W,12/06/2017,33:36,2,7,.286,2,6,.333,0,0,,1,4,5,4,0,0,1,3,6,0
3527,Cleveland Cavaliers,,Kevin Love,Sacramento Kings,W,12/06/2017,29:52,7,16,.438,1,6,.167,3,3,1.000,1,12,13,1,1,0,2,1,18,-3
3528,Cleveland Cavaliers,,Jae Crowder,Sacramento Kings,W,12/06/2017,23:52,2,6,.333,0,3,.000,0,0,,0,2,2,1,0,0,0,1,4,-2
3529,Cleveland Cavaliers,,José Calderón,Sacramento Kings,W,12/06/2017,15:14,0,4,.000,0,2,.000,0,0,,0,0,0,1,1,0,0,0,0,0
3530,Chicago Bulls,,Justin Holiday,Indiana Pacers,L,12/06/2017,36:22,2,7,.286,1,4,.250,2,2,1.000,0,4,4,0,1,1,1,3,7,-3
3531,Chicago Bulls,,Kris Dunn,Indiana Pacers,L,12/06/2017,34:08,8,14,.571,1,1,1.000,1,3,.333,1,5,6,6,1,1,4,4,18,-9
3532,Chicago Bulls,,Robin Lopez,Indiana Pacers,L,12/06/2017,33:49,7,11,.636,0,0,,2,2,1.000,3,2,5,1,0,1,2,0,16,0
3533,Chicago Bulls,,Denzel Valentine,Indiana Pacers,L,12/06/2017,32:32,5,13,.385,4,7,.571,1,1,1.000,2,6,8,3,0,1,2,2,15,-12
3534,Chicago Bulls,,Lauri Markkanen,Indiana Pacers,L,12/06/2017,30:57,5,15,.333,1,6,.167,0,0,,2,4,6,2,0,0,3,2,11,-15
3535,Indiana Pacers,,Victor Oladipo,Chicago Bulls,W,12/06/2017,38:46,10,20,.500,4,10,.400,3,4,.750,0,8,8,2,3,0,5,2,27,+8
3536,Indiana Pacers,,Thaddeus Young,Chicago Bulls,W,12/06/2017,37:56,4,12,.333,2,4,.500,0,0,,5,4,9,3,0,1,0,2,10,+15
3537,Indiana Pacers,,Bojan Bogdanović,Chicago Bulls,W,12/06/2017,37:50,6,13,.462,3,6,.500,2,2,1.000,0,2,2,3,1,0,1,1,17,+14
3538,Indiana Pacers,,Myles Turner,Chicago Bulls,W,12/06/2017,31:51,4,11,.364,0,3,.000,3,4,.750,1,6,7,6,0,4,3,3,11,+5
3539,Indiana Pacers,,Darren Collison,Chicago Bulls,W,12/06/2017,20:42,6,10,.600,2,5,.400,0,0,,0,1,1,2,0,0,1,3,14,-1
3540,Atlanta Hawks,,Dennis Schröder,Orlando Magic,L,12/06/2017,39:21,10,26,.385,1,2,.500,5,6,.833,1,4,5,7,2,0,2,2,26,-5
3541,Atlanta Hawks,,Kent Bazemore,Orlando Magic,L,12/06/2017,36:10,1,9,.111,0,2,.000,2,2,1.000,1,5,6,7,1,0,2,5,4,-7
3542,Atlanta Hawks,,Taurean Waller-Prince,Orlando Magic,L,12/06/2017,35:34,6,8,.750,3,5,.600,4,5,.800,0,6,6,1,0,0,0,1,19,-13
3543,Atlanta Hawks,,Ersan İlyasova,Orlando Magic,L,12/06/2017,27:31,4,10,.400,1,5,.200,0,0,,2,5,7,2,1,2,1,2,9,-4
3544,Atlanta Hawks,,Miles Plumlee,Orlando Magic,L,12/06/2017,12:42,4,6,.667,0,0,,0,0,,3,1,4,0,0,0,0,0,8,0
3545,Orlando Magic,,Aaron Gordon,Atlanta Hawks,W,12/06/2017,45:10,9,15,.600,0,4,.000,6,9,.667,5,10,15,2,0,1,2,4,24,+15
3546,Orlando Magic,,Jonathon Simmons,Atlanta Hawks,W,12/06/2017,40:51,7,17,.412,1,5,.200,0,0,,1,5,6,1,1,1,3,5,15,0
3547,Orlando Magic,,Evan Fournier,Atlanta Hawks,W,12/06/2017,40:48,12,21,.571,2,3,.667,1,3,.333,0,4,4,1,2,0,2,4,27,+8
3548,Orlando Magic,,Elfrid Payton,Atlanta Hawks,W,12/06/2017,39:47,3,11,.273,0,5,.000,0,0,,2,3,5,6,2,1,4,3,6,+2
3549,Orlando Magic,,Nikola Vučević,Atlanta Hawks,W,12/06/2017,39:40,9,19,.474,2,7,.286,2,2,1.000,5,11,16,4,2,4,2,3,22,+12
3550,Dallas Mavericks,,Harrison Barnes,Boston Celtics,L,12/06/2017,32:59,8,15,.533,0,1,.000,3,4,.750,1,6,7,3,0,0,0,0,19,-5
3551,Dallas Mavericks,,Wesley Matthews,Boston Celtics,L,12/06/2017,30:23,3,7,.429,1,4,.250,0,0,,0,1,1,1,1,0,2,3,7,-16
3552,Dallas Mavericks,,Maxi Kleber,Boston Celtics,L,12/06/2017,28:31,5,8,.625,1,2,.500,2,3,.667,1,4,5,1,1,5,1,0,13,-3
3553,Dallas Mavericks,,Dirk Nowitzki,Boston Celtics,L,12/06/2017,27:51,6,15,.400,2,7,.286,2,2,1.000,0,6,6,0,1,0,0,1,16,-21
3554,Dallas Mavericks,,Dennis Smith,Boston Celtics,L,12/06/2017,24:44,4,16,.250,1,4,.250,3,4,.750,1,5,6,1,2,0,1,0,12,-9
3555,Boston Celtics,,Marcus Smart,Dallas Mavericks,W,12/06/2017,33:46,1,5,.200,0,1,.000,0,0,,0,1,1,4,0,0,4,2,2,+5
3556,Boston Celtics,,Jayson Tatum,Dallas Mavericks,W,12/06/2017,32:49,5,11,.455,2,3,.667,5,6,.833,1,9,10,0,1,0,0,2,17,+16
3557,Boston Celtics,,Al Horford,Dallas Mavericks,W,12/06/2017,32:39,7,17,.412,3,5,.600,0,0,,2,6,8,8,2,3,0,1,17,+9
3558,Boston Celtics,,Kyrie Irving,Dallas Mavericks,W,12/06/2017,32:05,10,18,.556,1,6,.167,2,2,1.000,1,1,2,5,0,2,4,2,23,+11
3559,Boston Celtics,,Aron Baynes,Dallas Mavericks,W,12/06/2017,10:08,1,4,.250,0,0,,0,0,,0,5,5,0,0,1,0,1,2,+14
3560,Memphis Grizzlies,,Marc Gasol,New York Knicks,L,12/06/2017,34:26,5,12,.417,1,4,.250,6,7,.857,3,5,8,3,0,2,3,2,17,+3
3561,Memphis Grizzlies,,Tyreke Evans,New York Knicks,L,12/06/2017,32:59,4,13,.308,3,7,.429,4,5,.800,0,1,1,1,1,1,2,2,15,-28
3562,Memphis Grizzlies,,JaMychal Green,New York Knicks,L,12/06/2017,27:05,2,7,.286,2,3,.667,0,0,,1,4,5,0,0,0,3,3,6,-17
3563,Memphis Grizzlies,,Dillon Brooks,New York Knicks,L,12/06/2017,18:18,0,2,.000,0,1,.000,0,0,,0,3,3,2,1,0,0,2,0,-20
3564,Memphis Grizzlies,,Ben McLemore,New York Knicks,L,12/06/2017,8:01,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,1,2,2,-14
3565,New York Knicks,,Courtney Lee,Memphis Grizzlies,W,12/06/2017,37:34,10,17,.588,4,6,.667,0,0,,0,1,1,3,1,0,1,3,24,+18
3566,New York Knicks,,Kristaps Porziņģis,Memphis Grizzlies,W,12/06/2017,34:05,8,19,.421,2,3,.667,0,0,,2,3,5,0,1,1,1,0,18,+1
3567,New York Knicks,,Lance Thomas,Memphis Grizzlies,W,12/06/2017,31:55,2,2,1.000,1,1,1.000,3,3,1.000,1,3,4,1,0,0,2,2,8,+26
3568,New York Knicks,,Enes Kanter,Memphis Grizzlies,W,12/06/2017,27:36,4,10,.400,0,0,,4,4,1.000,4,8,12,1,0,1,4,3,12,+2
3569,New York Knicks,,Jarrett Jack,Memphis Grizzlies,W,12/06/2017,27:06,3,5,.600,0,0,,4,6,.667,0,6,6,10,0,0,1,3,10,+19
