,G,Date0,Date,Opponent,WinLoss,TmScore,OppScore,W,L,Streak,GameType
0,1,"Wed, Oct 17, 2018",10/17/2018,Cleveland Cavaliers,W,116,104,1,0,W 1,regular season
1,2,"Fri, Oct 19, 2018",10/19/2018,Boston Celtics,W,113,101,2,0,W 2,regular season
2,3,"Sat, Oct 20, 2018",10/20/2018,Washington Wizards,W,117,113,3,0,W 3,regular season
3,4,"Mon, Oct 22, 2018",10/22/2018,Charlotte Hornets,W,127,106,4,0,W 4,regular season
4,5,"Wed, Oct 24, 2018",10/24/2018,Minnesota Timberwolves,W,112,105,5,0,W 5,regular season
5,6,"Fri, Oct 26, 2018",10/26/2018,Dallas Mavericks,W,116,107,6,0,W 6,regular season
6,7,"Mon, Oct 29, 2018",10/29/2018,Milwaukee Bucks,L,109,124,6,1,L 1,regular season
7,8,"Tue, Oct 30, 2018",10/30/2018,Philadelphia 76ers,W,129,112,7,1,W 1,regular season
8,9,"Fri, Nov 2, 2018",11/02/2018,Phoenix Suns,W,107,98,8,1,W 2,regular season
9,10,"Sun, Nov 4, 2018",11/04/2018,Los Angeles Lakers,W,121,107,9,1,W 3,regular season
10,11,"Mon, Nov 5, 2018",11/05/2018,Utah Jazz,W,124,111,10,1,W 4,regular season
11,12,"Wed, Nov 7, 2018",11/07/2018,Sacramento Kings,W,114,105,11,1,W 5,regular season
12,13,"Sat, Nov 10, 2018",11/10/2018,New York Knicks,W,128,112,12,1,W 6,regular season
13,14,"Mon, Nov 12, 2018",11/12/2018,New Orleans Pelicans,L,110,126,12,2,L 1,regular season
14,15,"Wed, Nov 14, 2018",11/14/2018,Detroit Pistons,L,104,106,12,3,L 2,regular season
15,16,"Fri, Nov 16, 2018",11/16/2018,Boston Celtics,L,116,123,12,4,L 3,regular season
16,17,"Sat, Nov 17, 2018",11/17/2018,Chicago Bulls,W,122,83,13,4,W 1,regular season
17,18,"Tue, Nov 20, 2018",11/20/2018,Orlando Magic,W,93,91,14,4,W 2,regular season
18,19,"Wed, Nov 21, 2018",11/21/2018,Atlanta Hawks,W,124,108,15,4,W 3,regular season
19,20,"Fri, Nov 23, 2018",11/23/2018,Washington Wizards,W,125,107,16,4,W 4,regular season
20,21,"Sun, Nov 25, 2018",11/25/2018,Miami Heat,W,125,115,17,4,W 5,regular season
