,G,Date0,Date,Opponent,WinLoss,TmScore,OppScore,W,L,Streak,GameType
0,1,"Thu, Oct 18, 2018",10/18/2018,Portland Trail Blazers,L,119,128,0,1,L 1,regular season
1,2,"Sat, Oct 20, 2018",10/20/2018,Houston Rockets,L,115,124,0,2,L 2,regular season
2,3,"Mon, Oct 22, 2018",10/22/2018,San Antonio Spurs,L,142,143,0,3,L 3,regular season
3,4,"Wed, Oct 24, 2018",10/24/2018,Phoenix Suns,W,131,113,1,3,W 1,regular season
4,5,"Thu, Oct 25, 2018",10/25/2018,Denver Nuggets,W,121,114,2,3,W 2,regular season
5,6,"Sat, Oct 27, 2018",10/27/2018,San Antonio Spurs,L,106,110,2,4,L 1,regular season
6,7,"Mon, Oct 29, 2018",10/29/2018,Minnesota Timberwolves,L,120,124,2,5,L 2,regular season
7,8,"Wed, Oct 31, 2018",10/31/2018,Dallas Mavericks,W,114,113,3,5,W 1,regular season
8,9,"Sat, Nov 3, 2018",11/03/2018,Portland Trail Blazers,W,114,110,4,5,W 2,regular season
9,10,"Sun, Nov 4, 2018",11/04/2018,Toronto Raptors,L,107,121,4,6,L 1,regular season
10,11,"Wed, Nov 7, 2018",11/07/2018,Minnesota Timberwolves,W,114,110,5,6,W 1,regular season
11,12,"Sat, Nov 10, 2018",11/10/2018,Sacramento Kings,W,101,86,6,6,W 2,regular season
12,13,"Sun, Nov 11, 2018",11/11/2018,Atlanta Hawks,W,107,106,7,6,W 3,regular season
13,14,"Wed, Nov 14, 2018",11/14/2018,Portland Trail Blazers,W,126,117,8,6,W 4,regular season
14,15,"Sat, Nov 17, 2018",11/17/2018,Orlando Magic,L,117,130,8,7,L 1,regular season
15,16,"Sun, Nov 18, 2018",11/18/2018,Miami Heat,W,113,97,9,7,W 1,regular season
16,17,"Wed, Nov 21, 2018",11/21/2018,Cleveland Cavaliers,W,109,105,10,7,W 2,regular season
17,18,"Fri, Nov 23, 2018",11/23/2018,Utah Jazz,W,90,83,11,7,W 3,regular season
18,19,"Sun, Nov 25, 2018",11/25/2018,Orlando Magic,L,104,108,11,8,L 1,regular season
19,20,"Tue, Nov 27, 2018",11/27/2018,Denver Nuggets,L,85,117,11,9,L 2,regular season
20,21,"Thu, Nov 29, 2018",11/29/2018,Indiana Pacers,W,104,96,12,9,W 1,regular season
21,22,"Fri, Nov 30, 2018",11/30/2018,Dallas Mavericks,W,114,103,13,9,W 2,regular season
22,23,"Sun, Dec 2, 2018",12/02/2018,Phoenix Suns,W,120,96,14,9,W 3,regular season
23,24,"Wed, Dec 5, 2018",12/05/2018,San Antonio Spurs,W,121,113,15,9,W 4,regular season
24,25,"Fri, Dec 7, 2018",12/07/2018,San Antonio Spurs,L,120,133,15,10,L 1,regular season
25,26,"Sat, Dec 8, 2018",12/08/2018,Memphis Grizzlies,W,111,88,16,10,W 1,regular season
26,27,"Mon, Dec 10, 2018",12/10/2018,Miami Heat,W,108,105,17,10,W 2,regular season
27,28,"Thu, Dec 13, 2018",12/13/2018,Houston Rockets,L,111,126,17,11,L 1,regular season
28,29,"Sat, Dec 15, 2018",12/15/2018,Charlotte Hornets,W,128,100,18,11,W 1,regular season
29,30,"Sun, Dec 16, 2018",12/16/2018,Washington Wizards,L,110,128,18,12,L 1,regular season
30,31,"Tue, Dec 18, 2018",12/18/2018,Brooklyn Nets,L,110,115,18,13,L 2,regular season
31,32,"Fri, Dec 21, 2018",12/21/2018,New Orleans Pelicans,W,112,104,19,13,W 1,regular season
32,33,"Sun, Dec 23, 2018",12/23/2018,Memphis Grizzlies,L,99,107,19,14,L 1,regular season
33,34,"Tue, Dec 25, 2018",12/25/2018,Golden State Warriors,W,127,101,20,14,W 1,regular season
34,35,"Thu, Dec 27, 2018",12/27/2018,Sacramento Kings,L,116,117,20,15,L 1,regular season
35,36,"Fri, Dec 28, 2018",12/28/2018,Los Angeles Clippers,L,107,118,20,16,L 2,regular season
36,37,"Sun, Dec 30, 2018",12/30/2018,Sacramento Kings,W,121,114,21,16,W 1,regular season
37,38,"Wed, Jan 2, 2019",01/02/2019,Oklahoma City Thunder,L,100,107,21,17,L 1,regular season
38,39,"Fri, Jan 4, 2019",01/04/2019,New York Knicks,L,112,119,21,18,L 2,regular season
