,G,Date0,Date,Opponent,WinLoss,TmScore,OppScore,W,L,Streak,GameType
0,1,"Wed, Oct 17, 2018",10/17/2018,Detroit Pistons,L,100,103,0,1,L 1,regular season
1,2,"Fri, Oct 19, 2018",10/19/2018,New York Knicks,W,107,105,1,1,W 1,regular season
2,3,"Sat, Oct 20, 2018",10/20/2018,Indiana Pacers,L,112,132,1,2,L 1,regular season
3,4,"Wed, Oct 24, 2018",10/24/2018,Cleveland Cavaliers,W,102,86,2,2,W 1,regular season
4,5,"Fri, Oct 26, 2018",10/26/2018,New Orleans Pelicans,L,115,117,2,3,L 1,regular season
5,6,"Sun, Oct 28, 2018",10/28/2018,Golden State Warriors,L,114,120,2,4,L 2,regular season
6,7,"Mon, Oct 29, 2018",10/29/2018,New York Knicks,L,96,115,2,5,L 3,regular season
7,8,"Wed, Oct 31, 2018",10/31/2018,Detroit Pistons,W,120,119,3,5,W 1,regular season
8,9,"Fri, Nov 2, 2018",11/02/2018,Houston Rockets,L,111,119,3,6,L 1,regular season
9,10,"Sun, Nov 4, 2018",11/04/2018,Philadelphia 76ers,W,122,97,4,6,W 1,regular season
10,11,"Tue, Nov 6, 2018",11/06/2018,Phoenix Suns,W,104,82,5,6,W 2,regular season
11,12,"Fri, Nov 9, 2018",11/09/2018,Denver Nuggets,W,112,110,6,6,W 3,regular season
12,13,"Sat, Nov 10, 2018",11/10/2018,Golden State Warriors,L,100,116,6,7,L 1,regular season
13,14,"Mon, Nov 12, 2018",11/12/2018,Minnesota Timberwolves,L,113,120,6,8,L 2,regular season
14,15,"Wed, Nov 14, 2018",11/14/2018,Miami Heat,L,107,120,6,9,L 3,regular season
15,16,"Fri, Nov 16, 2018",11/16/2018,Washington Wizards,W,115,104,7,9,W 1,regular season
16,17,"Sat, Nov 17, 2018",11/17/2018,Los Angeles Clippers,L,119,127,7,10,L 1,regular season
17,18,"Tue, Nov 20, 2018",11/20/2018,Miami Heat,W,104,92,8,10,W 1,regular season
18,19,"Wed, Nov 21, 2018",11/21/2018,Dallas Mavericks,L,113,119,8,11,L 1,regular season
19,20,"Fri, Nov 23, 2018",11/23/2018,Minnesota Timberwolves,L,102,112,8,12,L 2,regular season
20,21,"Sun, Nov 25, 2018",11/25/2018,Philadelphia 76ers,L,125,127,8,13,L 3,regular season
21,22,"Wed, Nov 28, 2018",11/28/2018,Utah Jazz,L,91,101,8,14,L 4,regular season
22,23,"Fri, Nov 30, 2018",11/30/2018,Memphis Grizzlies,L,125,131,8,15,L 5,regular season
23,24,"Sat, Dec 1, 2018",12/01/2018,Washington Wizards,L,88,102,8,16,L 6,regular season
24,25,"Mon, Dec 3, 2018",12/03/2018,Cleveland Cavaliers,L,97,99,8,17,L 7,regular season
25,26,"Wed, Dec 5, 2018",12/05/2018,Oklahoma City Thunder,L,112,114,8,18,L 8,regular season
26,27,"Fri, Dec 7, 2018",12/07/2018,Toronto Raptors,W,106,105,9,18,W 1,regular season
27,28,"Sat, Dec 8, 2018",12/08/2018,New York Knicks,W,112,104,10,18,W 2,regular season
28,29,"Wed, Dec 12, 2018",12/12/2018,Philadelphia 76ers,W,127,124,11,18,W 3,regular season
29,30,"Fri, Dec 14, 2018",12/14/2018,Washington Wizards,W,125,118,12,18,W 4,regular season
