,G,Date0,Date,Opponent,WinLoss,TmScore,OppScore,W,L,Streak,GameType
0,1,"Wed, Oct 17, 2018",10/17/2018,Orlando Magic,L,101,104,0,1,L 1,regular season
1,2,"Thu, Oct 18, 2018",10/18/2018,Washington Wizards,W,113,112,1,1,W 1,regular season
2,3,"Sat, Oct 20, 2018",10/20/2018,Charlotte Hornets,L,112,113,1,2,L 1,regular season
3,4,"Wed, Oct 24, 2018",10/24/2018,New York Knicks,W,110,87,2,2,W 1,regular season
4,5,"Sat, Oct 27, 2018",10/27/2018,Portland Trail Blazers,W,120,111,3,2,W 2,regular season
5,6,"Mon, Oct 29, 2018",10/29/2018,Sacramento Kings,L,113,123,3,3,L 1,regular season
6,7,"Tue, Oct 30, 2018",10/30/2018,Charlotte Hornets,L,113,125,3,4,L 2,regular season
7,8,"Sat, Nov 3, 2018",11/03/2018,Atlanta Hawks,L,118,123,3,5,L 3,regular season
8,9,"Mon, Nov 5, 2018",11/05/2018,Detroit Pistons,W,120,115,4,5,W 1,regular season
9,10,"Wed, Nov 7, 2018",11/07/2018,San Antonio Spurs,W,95,88,5,5,W 2,regular season
10,11,"Fri, Nov 9, 2018",11/09/2018,Indiana Pacers,L,102,110,5,6,L 1,regular season
11,12,"Sat, Nov 10, 2018",11/10/2018,Washington Wizards,L,110,116,5,7,L 2,regular season
12,13,"Mon, Nov 12, 2018",11/12/2018,Philadelphia 76ers,L,114,124,5,8,L 3,regular season
13,14,"Wed, Nov 14, 2018",11/14/2018,Brooklyn Nets,W,120,107,6,8,W 1,regular season
14,15,"Fri, Nov 16, 2018",11/16/2018,Indiana Pacers,L,91,99,6,9,L 1,regular season
15,16,"Sun, Nov 18, 2018",11/18/2018,Los Angeles Lakers,L,97,113,6,10,L 2,regular season
16,17,"Tue, Nov 20, 2018",11/20/2018,Brooklyn Nets,L,92,104,6,11,L 3,regular season
17,18,"Fri, Nov 23, 2018",11/23/2018,Chicago Bulls,W,103,96,7,11,W 1,regular season
18,19,"Sun, Nov 25, 2018",11/25/2018,Toronto Raptors,L,115,125,7,12,L 1,regular season
19,20,"Tue, Nov 27, 2018",11/27/2018,Atlanta Hawks,L,113,115,7,13,L 2,regular season
20,21,"Fri, Nov 30, 2018",11/30/2018,New Orleans Pelicans,W,106,101,8,13,W 1,regular season
21,22,"Sun, Dec 2, 2018",12/02/2018,Utah Jazz,W,102,100,9,13,W 2,regular season
22,23,"Tue, Dec 4, 2018",12/04/2018,Orlando Magic,L,90,105,9,14,L 1,regular season
23,24,"Fri, Dec 7, 2018",12/07/2018,Phoenix Suns,W,115,98,10,14,W 1,regular season
24,25,"Sat, Dec 8, 2018",12/08/2018,Los Angeles Clippers,W,121,98,11,14,W 2,regular season
25,26,"Mon, Dec 10, 2018",12/10/2018,Los Angeles Lakers,L,105,108,11,15,L 1,regular season
26,27,"Wed, Dec 12, 2018",12/12/2018,Utah Jazz,L,84,111,11,16,L 2,regular season
27,28,"Fri, Dec 14, 2018",12/14/2018,Memphis Grizzlies,W,100,97,12,16,W 1,regular season
28,29,"Sun, Dec 16, 2018",12/16/2018,New Orleans Pelicans,W,102,96,13,16,W 2,regular season
29,30,"Thu, Dec 20, 2018",12/20/2018,Houston Rockets,W,101,99,14,16,W 3,regular season
30,31,"Sat, Dec 22, 2018",12/22/2018,Milwaukee Bucks,W,94,87,15,16,W 4,regular season
31,32,"Sun, Dec 23, 2018",12/23/2018,Orlando Magic,W,115,91,16,16,W 5,regular season
32,33,"Wed, Dec 26, 2018",12/26/2018,Toronto Raptors,L,104,106,16,17,L 1,regular season
33,34,"Fri, Dec 28, 2018",12/28/2018,Cleveland Cavaliers,W,118,94,17,17,W 1,regular season
34,35,"Sun, Dec 30, 2018",12/30/2018,Minnesota Timberwolves,L,104,113,17,18,L 1,regular season
35,36,"Wed, Jan 2, 2019",01/02/2019,Cleveland Cavaliers,W,117,92,18,18,W 1,regular season
36,37,"Fri, Jan 4, 2019",01/04/2019,Washington Wizards,W,115,109,19,18,W 2,regular season
37,38,"Sun, Jan 6, 2019",01/06/2019,Atlanta Hawks,L,82,106,19,19,L 1,regular season
38,39,"Tue, Jan 8, 2019",01/08/2019,Denver Nuggets,L,99,103,19,20,L 2,regular season
39,40,"Thu, Jan 10, 2019",01/10/2019,Boston Celtics,W,115,99,20,20,W 1,regular season
40,41,"Sat, Jan 12, 2019",01/12/2019,Memphis Grizzlies,W,112,108,21,20,W 2,regular season
41,42,"Tue, Jan 15, 2019",01/15/2019,Milwaukee Bucks,L,86,124,21,21,L 1,regular season
42,43,"Fri, Jan 18, 2019",01/18/2019,Detroit Pistons,L,93,98,21,22,L 2,regular season
43,44,"Sat, Jan 19, 2019",01/19/2019,Chicago Bulls,W,117,103,22,22,W 1,regular season
44,45,"Mon, Jan 21, 2019",01/21/2019,Boston Celtics,L,99,107,22,23,L 1,regular season
45,46,"Wed, Jan 23, 2019",01/23/2019,Los Angeles Clippers,L,99,111,22,24,L 2,regular season
46,47,"Fri, Jan 25, 2019",01/25/2019,Cleveland Cavaliers,W,100,94,23,24,W 1,regular season
47,48,"Sun, Jan 27, 2019",01/27/2019,New York Knicks,W,106,97,24,24,W 2,regular season
48,49,"Wed, Jan 30, 2019",01/30/2019,Chicago Bulls,L,89,105,24,25,L 1,regular season
49,50,"Fri, Feb 1, 2019",02/01/2019,Oklahoma City Thunder,L,102,118,24,26,L 2,regular season
50,51,"Sat, Feb 2, 2019",02/02/2019,Indiana Pacers,L,88,95,24,27,L 3,regular season
51,52,"Tue, Feb 5, 2019",02/05/2019,Portland Trail Blazers,W,118,108,25,27,W 1,regular season
52,53,"Fri, Feb 8, 2019",02/08/2019,Sacramento Kings,L,96,102,25,28,L 1,regular season
53,54,"Sun, Feb 10, 2019",02/10/2019,Golden State Warriors,L,118,120,25,29,L 2,regular season
54,55,"Mon, Feb 11, 2019",02/11/2019,Denver Nuggets,L,87,103,25,30,L 3,regular season
55,56,"Wed, Feb 13, 2019",02/13/2019,Dallas Mavericks,W,112,101,26,30,W 1,regular season
56,57,"Thu, Feb 21, 2019",02/21/2019,Philadelphia 76ers,L,102,106,26,31,L 1,regular season
57,58,"Sat, Feb 23, 2019",02/23/2019,Detroit Pistons,L,96,119,26,32,L 2,regular season
58,59,"Mon, Feb 25, 2019",02/25/2019,Phoenix Suns,L,121,124,26,33,L 3,regular season
59,60,"Wed, Feb 27, 2019",02/27/2019,Golden State Warriors,W,126,125,27,33,W 1,regular season
60,61,"Thu, Feb 28, 2019",02/28/2019,Houston Rockets,L,118,121,27,34,L 1,regular season
61,62,"Sat, Mar 2, 2019",03/02/2019,Brooklyn Nets,W,117,88,28,34,W 1,regular season
62,63,"Mon, Mar 4, 2019",03/04/2019,Atlanta Hawks,W,114,113,29,34,W 2,regular season
63,64,"Wed, Mar 6, 2019",03/06/2019,Charlotte Hornets,W,91,84,30,34,W 3,regular season
64,65,"Fri, Mar 8, 2019",03/08/2019,Cleveland Cavaliers,W,126,110,31,34,W 4,regular season
65,66,"Sun, Mar 10, 2019",03/10/2019,Toronto Raptors,L,104,125,31,35,L 1,regular season
66,67,"Wed, Mar 13, 2019",03/13/2019,Detroit Pistons,W,108,74,32,35,W 1,regular season
67,68,"Fri, Mar 15, 2019",03/15/2019,Milwaukee Bucks,L,98,113,32,36,L 1,regular season
68,69,"Sun, Mar 17, 2019",03/17/2019,Charlotte Hornets,W,93,75,33,36,W 1,regular season
69,70,"Mon, Mar 18, 2019",03/18/2019,Oklahoma City Thunder,W,116,107,34,36,W 2,regular season
70,71,"Wed, Mar 20, 2019",03/20/2019,San Antonio Spurs,W,110,105,35,36,W 3,regular season
71,72,"Fri, Mar 22, 2019",03/22/2019,Milwaukee Bucks,L,87,116,35,37,L 1,regular season
72,73,"Sat, Mar 23, 2019",03/23/2019,Washington Wizards,W,113,108,36,37,W 1,regular season
73,74,"Tue, Mar 26, 2019",03/26/2019,Orlando Magic,L,99,104,36,38,L 1,regular season
74,75,"Thu, Mar 28, 2019",03/28/2019,Dallas Mavericks,W,105,99,37,38,W 1,regular season
75,76,"Sat, Mar 30, 2019",03/30/2019,New York Knicks,W,100,92,38,38,W 2,regular season
76,77,"Mon, Apr 1, 2019",04/01/2019,Boston Celtics,L,105,110,38,39,L 1,regular season
77,78,"Wed, Apr 3, 2019",04/03/2019,Boston Celtics,L,102,112,38,40,L 2,regular season
78,79,"Fri, Apr 5, 2019",04/05/2019,Minnesota Timberwolves,L,109,111,38,41,L 3,regular season
79,80,"Sun, Apr 7, 2019",04/07/2019,Toronto Raptors,L,109,117,38,42,L 4,regular season
80,81,"Tue, Apr 9, 2019",04/09/2019,Philadelphia 76ers,W,122,99,39,42,W 1,regular season
81,82,"Wed, Apr 10, 2019",04/10/2019,Brooklyn Nets,L,94,113,39,43,L 1,regular season
