,G,Date0,Date,Opponent,WinLoss,TmScore,OppScore,W,L,Streak,GameType
0,1,"Wed, Oct 17, 2018",10/17/2018,Atlanta Hawks,W,126,107,1,0,W 1,regular season
1,2,"Fri, Oct 19, 2018",10/19/2018,Brooklyn Nets,L,105,107,1,1,L 1,regular season
2,3,"Sat, Oct 20, 2018",10/20/2018,Boston Celtics,L,101,103,1,2,L 2,regular season
3,4,"Mon, Oct 22, 2018",10/22/2018,Milwaukee Bucks,L,113,124,1,3,L 3,regular season
4,5,"Wed, Oct 24, 2018",10/24/2018,Miami Heat,L,87,110,1,4,L 4,regular season
5,6,"Fri, Oct 26, 2018",10/26/2018,Golden State Warriors,L,100,128,1,5,L 5,regular season
6,7,"Mon, Oct 29, 2018",10/29/2018,Brooklyn Nets,W,115,96,2,5,W 1,regular season
7,8,"Wed, Oct 31, 2018",10/31/2018,Indiana Pacers,L,101,107,2,6,L 1,regular season
8,9,"Fri, Nov 2, 2018",11/02/2018,Dallas Mavericks,W,118,106,3,6,W 1,regular season
9,10,"Sun, Nov 4, 2018",11/04/2018,Washington Wizards,L,95,108,3,7,L 1,regular season
10,11,"Mon, Nov 5, 2018",11/05/2018,Chicago Bulls,L,115,116,3,8,L 2,regular season
11,12,"Wed, Nov 7, 2018",11/07/2018,Atlanta Hawks,W,112,107,4,8,W 1,regular season
12,13,"Sat, Nov 10, 2018",11/10/2018,Toronto Raptors,L,112,128,4,9,L 1,regular season
13,14,"Sun, Nov 11, 2018",11/11/2018,Orlando Magic,L,89,115,4,10,L 2,regular season
14,15,"Wed, Nov 14, 2018",11/14/2018,Oklahoma City Thunder,L,103,128,4,11,L 3,regular season
15,16,"Fri, Nov 16, 2018",11/16/2018,New Orleans Pelicans,L,124,129,4,12,L 4,regular season
16,17,"Sun, Nov 18, 2018",11/18/2018,Orlando Magic,L,117,131,4,13,L 5,regular season
17,18,"Tue, Nov 20, 2018",11/20/2018,Portland Trail Blazers,L,114,118,4,14,L 6,regular season
18,19,"Wed, Nov 21, 2018",11/21/2018,Boston Celtics,W,117,109,5,14,W 1,regular season
19,20,"Fri, Nov 23, 2018",11/23/2018,New Orleans Pelicans,W,114,109,6,14,W 2,regular season
20,21,"Sun, Nov 25, 2018",11/25/2018,Memphis Grizzlies,W,103,98,7,14,W 3,regular season
21,22,"Tue, Nov 27, 2018",11/27/2018,Detroit Pistons,L,108,115,7,15,L 1,regular season
22,23,"Wed, Nov 28, 2018",11/28/2018,Philadelphia 76ers,L,91,117,7,16,L 2,regular season
23,24,"Sat, Dec 1, 2018",12/01/2018,Milwaukee Bucks,W,136,134,8,16,W 1,regular season
24,25,"Mon, Dec 3, 2018",12/03/2018,Washington Wizards,L,107,110,8,17,L 1,regular season
25,26,"Thu, Dec 6, 2018",12/06/2018,Boston Celtics,L,100,128,8,18,L 2,regular season
26,27,"Sat, Dec 8, 2018",12/08/2018,Brooklyn Nets,L,104,112,8,19,L 3,regular season
27,28,"Sun, Dec 9, 2018",12/09/2018,Charlotte Hornets,L,107,119,8,20,L 4,regular season
