,G,Date0,Date,Opponent,WinLoss,TmScore,OppScore,W,L,Streak,GameType
0,1,"Thu, Oct 18, 2018",10/18/2018,Philadelphia 76ers,L,108,127,0,1,L 1,regular season
1,2,"Sat, Oct 20, 2018",10/20/2018,Detroit Pistons,L,116,118,0,2,L 2,regular season
2,3,"Mon, Oct 22, 2018",10/22/2018,Dallas Mavericks,L,109,115,0,3,L 3,regular season
3,4,"Wed, Oct 24, 2018",10/24/2018,Charlotte Hornets,W,112,110,1,3,W 1,regular season
4,5,"Fri, Oct 26, 2018",10/26/2018,Charlotte Hornets,L,106,135,1,4,L 1,regular season
5,6,"Sat, Oct 27, 2018",10/27/2018,Atlanta Hawks,W,97,85,2,4,W 1,regular season
6,7,"Mon, Oct 29, 2018",10/29/2018,Golden State Warriors,L,124,149,2,5,L 1,regular season
7,8,"Wed, Oct 31, 2018",10/31/2018,Denver Nuggets,L,107,108,2,6,L 2,regular season
8,9,"Fri, Nov 2, 2018",11/02/2018,Indiana Pacers,L,105,107,2,7,L 3,regular season
9,10,"Sat, Nov 3, 2018",11/03/2018,Houston Rockets,L,88,96,2,8,L 4,regular season
10,11,"Mon, Nov 5, 2018",11/05/2018,New York Knicks,W,116,115,3,8,W 1,regular season
11,12,"Wed, Nov 7, 2018",11/07/2018,New Orleans Pelicans,L,98,107,3,9,L 1,regular season
12,13,"Sat, Nov 10, 2018",11/10/2018,Cleveland Cavaliers,W,99,98,4,9,W 1,regular season
13,14,"Mon, Nov 12, 2018",11/12/2018,Dallas Mavericks,L,98,103,4,10,L 1,regular season
14,15,"Wed, Nov 14, 2018",11/14/2018,Boston Celtics,L,82,111,4,11,L 2,regular season
15,16,"Fri, Nov 16, 2018",11/16/2018,Milwaukee Bucks,L,104,123,4,12,L 3,regular season
16,17,"Sat, Nov 17, 2018",11/17/2018,Toronto Raptors,L,83,122,4,13,L 4,regular season
17,18,"Wed, Nov 21, 2018",11/21/2018,Phoenix Suns,W,124,116,5,13,W 1,regular season
18,19,"Fri, Nov 23, 2018",11/23/2018,Miami Heat,L,96,103,5,14,L 1,regular season
19,20,"Sat, Nov 24, 2018",11/24/2018,Minnesota Timberwolves,L,96,111,5,15,L 2,regular season
20,21,"Mon, Nov 26, 2018",11/26/2018,San Antonio Spurs,L,107,108,5,16,L 3,regular season
21,22,"Wed, Nov 28, 2018",11/28/2018,Milwaukee Bucks,L,113,116,5,17,L 4,regular season
22,23,"Fri, Nov 30, 2018",11/30/2018,Detroit Pistons,L,88,107,5,18,L 5,regular season
23,24,"Sat, Dec 1, 2018",12/01/2018,Houston Rockets,L,105,121,5,19,L 6,regular season
24,25,"Tue, Dec 4, 2018",12/04/2018,Indiana Pacers,L,90,96,5,20,L 7,regular season
25,26,"Fri, Dec 7, 2018",12/07/2018,Oklahoma City Thunder,W,114,112,6,20,W 1,regular season
26,27,"Sat, Dec 8, 2018",12/08/2018,Boston Celtics,L,77,133,6,21,L 1,regular season
27,28,"Mon, Dec 10, 2018",12/10/2018,Sacramento Kings,L,89,108,6,22,L 2,regular season
28,29,"Thu, Dec 13, 2018",12/13/2018,Orlando Magic,L,91,97,6,23,L 3,regular season
29,30,"Sat, Dec 15, 2018",12/15/2018,San Antonio Spurs,W,98,93,7,23,W 1,regular season
30,31,"Mon, Dec 17, 2018",12/17/2018,Oklahoma City Thunder,L,96,121,7,24,L 1,regular season
31,32,"Wed, Dec 19, 2018",12/19/2018,Brooklyn Nets,L,93,96,7,25,L 2,regular season
32,33,"Fri, Dec 21, 2018",12/21/2018,Orlando Magic,W,90,80,8,25,W 1,regular season
33,34,"Sun, Dec 23, 2018",12/23/2018,Cleveland Cavaliers,W,112,92,9,25,W 2,regular season
34,35,"Wed, Dec 26, 2018",12/26/2018,Minnesota Timberwolves,L,94,119,9,26,L 1,regular season
35,36,"Fri, Dec 28, 2018",12/28/2018,Washington Wizards,W,101,92,10,26,W 1,regular season
36,37,"Sun, Dec 30, 2018",12/30/2018,Toronto Raptors,L,89,95,10,27,L 1,regular season
37,38,"Wed, Jan 2, 2019",01/02/2019,Orlando Magic,L,84,112,10,28,L 2,regular season
38,39,"Fri, Jan 4, 2019",01/04/2019,Indiana Pacers,L,116,119,10,29,L 3,regular season
39,40,"Sun, Jan 6, 2019",01/06/2019,Brooklyn Nets,L,100,117,10,30,L 4,regular season
40,41,"Wed, Jan 9, 2019",01/09/2019,Portland Trail Blazers,L,112,124,10,31,L 5,regular season
41,42,"Fri, Jan 11, 2019",01/11/2019,Golden State Warriors,L,109,146,10,32,L 6,regular season
42,43,"Sat, Jan 12, 2019",01/12/2019,Utah Jazz,L,102,110,10,33,L 7,regular season
43,44,"Tue, Jan 15, 2019",01/15/2019,Los Angeles Lakers,L,100,107,10,34,L 8,regular season
44,45,"Thu, Jan 17, 2019",01/17/2019,Denver Nuggets,L,105,135,10,35,L 9,regular season
45,46,"Sat, Jan 19, 2019",01/19/2019,Miami Heat,L,103,117,10,36,L 10,regular season
46,47,"Mon, Jan 21, 2019",01/21/2019,Cleveland Cavaliers,W,104,88,11,36,W 1,regular season
47,48,"Wed, Jan 23, 2019",01/23/2019,Atlanta Hawks,L,101,121,11,37,L 1,regular season
48,49,"Fri, Jan 25, 2019",01/25/2019,Los Angeles Clippers,L,101,106,11,38,L 2,regular season
49,50,"Sun, Jan 27, 2019",01/27/2019,Cleveland Cavaliers,L,101,104,11,39,L 3,regular season
50,51,"Tue, Jan 29, 2019",01/29/2019,Brooklyn Nets,L,117,122,11,40,L 4,regular season
