,G,Date0,Date,Opponent,WinLoss,TmScore,OppScore,W,L,Streak,GameType
0,1,"Tue, Oct 16, 2018",10/16/2018,Philadelphia 76ers,W,105,87,1,0,W 1,regular season
1,2,"Fri, Oct 19, 2018",10/19/2018,Toronto Raptors,L,101,113,1,1,L 1,regular season
2,3,"Sat, Oct 20, 2018",10/20/2018,New York Knicks,W,103,101,2,1,W 1,regular season
3,4,"Mon, Oct 22, 2018",10/22/2018,Orlando Magic,L,90,93,2,2,L 1,regular season
4,5,"Thu, Oct 25, 2018",10/25/2018,Oklahoma City Thunder,W,101,95,3,2,W 1,regular season
5,6,"Sat, Oct 27, 2018",10/27/2018,Detroit Pistons,W,109,89,4,2,W 2,regular season
6,7,"Tue, Oct 30, 2018",10/30/2018,Detroit Pistons,W,108,105,5,2,W 3,regular season
7,8,"Thu, Nov 1, 2018",11/01/2018,Milwaukee Bucks,W,117,113,6,2,W 4,regular season
8,9,"Sat, Nov 3, 2018",11/03/2018,Indiana Pacers,L,101,102,6,3,L 1,regular season
9,10,"Mon, Nov 5, 2018",11/05/2018,Denver Nuggets,L,107,115,6,4,L 2,regular season
10,11,"Thu, Nov 8, 2018",11/08/2018,Phoenix Suns,W,116,109,7,4,W 1,regular season
11,12,"Fri, Nov 9, 2018",11/09/2018,Utah Jazz,L,115,123,7,5,L 1,regular season
12,13,"Sun, Nov 11, 2018",11/11/2018,Portland Trail Blazers,L,94,100,7,6,L 2,regular season
13,14,"Wed, Nov 14, 2018",11/14/2018,Chicago Bulls,W,111,82,8,6,W 1,regular season
14,15,"Fri, Nov 16, 2018",11/16/2018,Toronto Raptors,W,123,116,9,6,W 2,regular season
15,16,"Sat, Nov 17, 2018",11/17/2018,Utah Jazz,L,86,98,9,7,L 1,regular season
16,17,"Mon, Nov 19, 2018",11/19/2018,Charlotte Hornets,L,112,117,9,8,L 2,regular season
17,18,"Wed, Nov 21, 2018",11/21/2018,New York Knicks,L,109,117,9,9,L 3,regular season
18,19,"Fri, Nov 23, 2018",11/23/2018,Atlanta Hawks,W,114,96,10,9,W 1,regular season
19,20,"Sat, Nov 24, 2018",11/24/2018,Dallas Mavericks,L,104,113,10,10,L 1,regular season
20,21,"Mon, Nov 26, 2018",11/26/2018,New Orleans Pelicans,W,124,107,11,10,W 1,regular season
21,22,"Fri, Nov 30, 2018",11/30/2018,Cleveland Cavaliers,W,128,95,12,10,W 2,regular season
22,23,"Sat, Dec 1, 2018",12/01/2018,Minnesota Timberwolves,W,118,109,13,10,W 3,regular season
23,24,"Thu, Dec 6, 2018",12/06/2018,New York Knicks,W,128,100,14,10,W 4,regular season
24,25,"Sat, Dec 8, 2018",12/08/2018,Chicago Bulls,W,133,77,15,10,W 5,regular season
25,26,"Mon, Dec 10, 2018",12/10/2018,New Orleans Pelicans,W,113,100,16,10,W 6,regular season
26,27,"Wed, Dec 12, 2018",12/12/2018,Washington Wizards,W,130,125,17,10,W 7,regular season
27,28,"Fri, Dec 14, 2018",12/14/2018,Atlanta Hawks,W,129,108,18,10,W 8,regular season
28,29,"Sat, Dec 15, 2018",12/15/2018,Detroit Pistons,L,104,113,18,11,L 1,regular season
29,30,"Wed, Dec 19, 2018",12/19/2018,Phoenix Suns,L,103,111,18,12,L 2,regular season
30,31,"Fri, Dec 21, 2018",12/21/2018,Milwaukee Bucks,L,107,120,18,13,L 3,regular season
31,32,"Sun, Dec 23, 2018",12/23/2018,Charlotte Hornets,W,119,103,19,13,W 1,regular season
32,33,"Tue, Dec 25, 2018",12/25/2018,Philadelphia 76ers,W,121,114,20,13,W 2,regular season
33,34,"Thu, Dec 27, 2018",12/27/2018,Houston Rockets,L,113,127,20,14,L 1,regular season
34,35,"Sat, Dec 29, 2018",12/29/2018,Memphis Grizzlies,W,112,103,21,14,W 1,regular season
35,36,"Mon, Dec 31, 2018",12/31/2018,San Antonio Spurs,L,111,120,21,15,L 1,regular season
36,37,"Wed, Jan 2, 2019",01/02/2019,Minnesota Timberwolves,W,115,102,22,15,W 1,regular season
37,38,"Fri, Jan 4, 2019",01/04/2019,Dallas Mavericks,W,114,93,23,15,W 2,regular season
38,39,"Mon, Jan 7, 2019",01/07/2019,Brooklyn Nets,W,116,95,24,15,W 3,regular season
39,40,"Wed, Jan 9, 2019",01/09/2019,Indiana Pacers,W,135,108,25,15,W 4,regular season
