,G,Date0,Date,Opponent,WinLoss,TmScore,OppScore,W,L,Streak,GameType
0,1,"Wed, Oct 17, 2018",10/17/2018,Miami Heat,W,104,101,1,0,W 1,regular season
1,2,"Fri, Oct 19, 2018",10/19/2018,Charlotte Hornets,L,88,120,1,1,L 1,regular season
2,3,"Sat, Oct 20, 2018",10/20/2018,Philadelphia 76ers,L,115,116,1,2,L 2,regular season
3,4,"Mon, Oct 22, 2018",10/22/2018,Boston Celtics,W,93,90,2,2,W 1,regular season
4,5,"Thu, Oct 25, 2018",10/25/2018,Portland Trail Blazers,L,114,128,2,3,L 1,regular season
5,6,"Sat, Oct 27, 2018",10/27/2018,Milwaukee Bucks,L,91,113,2,4,L 2,regular season
6,7,"Tue, Oct 30, 2018",10/30/2018,Sacramento Kings,L,99,107,2,5,L 3,regular season
7,8,"Fri, Nov 2, 2018",11/02/2018,Los Angeles Clippers,L,95,120,2,6,L 4,regular season
8,9,"Sun, Nov 4, 2018",11/04/2018,San Antonio Spurs,W,117,110,3,6,W 1,regular season
9,10,"Mon, Nov 5, 2018",11/05/2018,Cleveland Cavaliers,W,102,100,4,6,W 2,regular season
10,11,"Wed, Nov 7, 2018",11/07/2018,Detroit Pistons,L,96,103,4,7,L 1,regular season
11,12,"Fri, Nov 9, 2018",11/09/2018,Washington Wizards,W,117,108,5,7,W 1,regular season
12,13,"Sun, Nov 11, 2018",11/11/2018,New York Knicks,W,115,89,6,7,W 2,regular season
13,14,"Mon, Nov 12, 2018",11/12/2018,Washington Wizards,L,109,117,6,8,L 1,regular season
14,15,"Wed, Nov 14, 2018",11/14/2018,Philadelphia 76ers,W,111,106,7,8,W 1,regular season
15,16,"Sat, Nov 17, 2018",11/17/2018,Los Angeles Lakers,W,130,117,8,8,W 2,regular season
16,17,"Sun, Nov 18, 2018",11/18/2018,New York Knicks,W,131,117,9,8,W 3,regular season
17,18,"Tue, Nov 20, 2018",11/20/2018,Toronto Raptors,L,91,93,9,9,L 1,regular season
18,19,"Fri, Nov 23, 2018",11/23/2018,Denver Nuggets,L,87,112,9,10,L 2,regular season
19,20,"Sun, Nov 25, 2018",11/25/2018,Los Angeles Lakers,W,108,104,10,10,W 1,regular season
20,21,"Mon, Nov 26, 2018",11/26/2018,Golden State Warriors,L,110,116,10,11,L 1,regular season
21,22,"Wed, Nov 28, 2018",11/28/2018,Portland Trail Blazers,L,112,115,10,12,L 2,regular season
22,23,"Fri, Nov 30, 2018",11/30/2018,Phoenix Suns,W,99,85,11,12,W 1,regular season
23,24,"Tue, Dec 4, 2018",12/04/2018,Miami Heat,W,105,90,12,12,W 2,regular season
24,25,"Wed, Dec 5, 2018",12/05/2018,Denver Nuggets,L,118,124,12,13,L 1,regular season
25,26,"Fri, Dec 7, 2018",12/07/2018,Indiana Pacers,L,90,112,12,14,L 2,regular season
26,27,"Mon, Dec 10, 2018",12/10/2018,Dallas Mavericks,L,76,101,12,15,L 3,regular season
27,28,"Thu, Dec 13, 2018",12/13/2018,Chicago Bulls,W,97,91,13,15,W 1,regular season
28,29,"Sat, Dec 15, 2018",12/15/2018,Utah Jazz,W,96,89,14,15,W 2,regular season
29,30,"Wed, Dec 19, 2018",12/19/2018,San Antonio Spurs,L,90,129,14,16,L 1,regular season
30,31,"Fri, Dec 21, 2018",12/21/2018,Chicago Bulls,L,80,90,14,17,L 2,regular season
31,32,"Sun, Dec 23, 2018",12/23/2018,Miami Heat,L,91,115,14,18,L 3,regular season
32,33,"Wed, Dec 26, 2018",12/26/2018,Phoenix Suns,L,120,122,14,19,L 4,regular season
33,34,"Fri, Dec 28, 2018",12/28/2018,Toronto Raptors,W,116,87,15,19,W 1,regular season
34,35,"Sun, Dec 30, 2018",12/30/2018,Detroit Pistons,W,109,107,16,19,W 2,regular season
35,36,"Mon, Dec 31, 2018",12/31/2018,Charlotte Hornets,L,100,125,16,20,L 1,regular season
36,37,"Wed, Jan 2, 2019",01/02/2019,Chicago Bulls,W,112,84,17,20,W 1,regular season
37,38,"Fri, Jan 4, 2019",01/04/2019,Minnesota Timberwolves,L,103,120,17,21,L 1,regular season
38,39,"Sun, Jan 6, 2019",01/06/2019,Los Angeles Clippers,L,96,106,17,22,L 2,regular season
39,40,"Mon, Jan 7, 2019",01/07/2019,Sacramento Kings,L,95,111,17,23,L 3,regular season
40,41,"Wed, Jan 9, 2019",01/09/2019,Utah Jazz,L,93,106,17,24,L 4,regular season
41,42,"Sat, Jan 12, 2019",01/12/2019,Boston Celtics,W,105,103,18,24,W 1,regular season
42,43,"Sun, Jan 13, 2019",01/13/2019,Houston Rockets,W,116,109,19,24,W 2,regular season
43,44,"Wed, Jan 16, 2019",01/16/2019,Detroit Pistons,L,115,120,19,25,L 1,regular season
44,45,"Fri, Jan 18, 2019",01/18/2019,Brooklyn Nets,L,115,117,19,26,L 2,regular season
45,46,"Sat, Jan 19, 2019",01/19/2019,Milwaukee Bucks,L,108,118,19,27,L 3,regular season
46,47,"Mon, Jan 21, 2019",01/21/2019,Atlanta Hawks,W,122,103,20,27,W 1,regular season
47,48,"Wed, Jan 23, 2019",01/23/2019,Brooklyn Nets,L,110,114,20,28,L 1,regular season
48,49,"Fri, Jan 25, 2019",01/25/2019,Washington Wizards,L,91,95,20,29,L 2,regular season
49,50,"Sun, Jan 27, 2019",01/27/2019,Houston Rockets,L,98,103,20,30,L 3,regular season
50,51,"Tue, Jan 29, 2019",01/29/2019,Oklahoma City Thunder,L,117,126,20,31,L 4,regular season
