,G,Date0,Date,Opponent,WinLoss,TmScore,OppScore,W,L,Streak,GameType
51,52,"Thu, Jan 31, 2019",01/31/2019,Indiana Pacers,W,107,100,21,31,W 1,regular season
52,53,"Sat, Feb 2, 2019",02/02/2019,Brooklyn Nets,W,102,89,22,31,W 2,regular season
53,54,"Tue, Feb 5, 2019",02/05/2019,Oklahoma City Thunder,L,122,132,22,32,L 1,regular season
54,55,"Thu, Feb 7, 2019",02/07/2019,Minnesota Timberwolves,W,122,112,23,32,W 1,regular season
55,56,"Sat, Feb 9, 2019",02/09/2019,Milwaukee Bucks,W,103,83,24,32,W 2,regular season
56,57,"Sun, Feb 10, 2019",02/10/2019,Atlanta Hawks,W,124,108,25,32,W 3,regular season
57,58,"Tue, Feb 12, 2019",02/12/2019,New Orleans Pelicans,W,118,88,26,32,W 4,regular season
58,59,"Thu, Feb 14, 2019",02/14/2019,Charlotte Hornets,W,127,89,27,32,W 5,regular season
59,60,"Fri, Feb 22, 2019",02/22/2019,Chicago Bulls,L,109,110,27,33,L 1,regular season
60,61,"Sun, Feb 24, 2019",02/24/2019,Toronto Raptors,W,113,98,28,33,W 1,regular season
61,62,"Tue, Feb 26, 2019",02/26/2019,New York Knicks,L,103,108,28,34,L 1,regular season
62,63,"Thu, Feb 28, 2019",02/28/2019,Golden State Warriors,W,103,96,29,34,W 1,regular season
63,64,"Sat, Mar 2, 2019",03/02/2019,Indiana Pacers,W,117,112,30,34,W 2,regular season
64,65,"Sun, Mar 3, 2019",03/03/2019,Cleveland Cavaliers,L,93,107,30,35,L 1,regular season
65,66,"Tue, Mar 5, 2019",03/05/2019,Philadelphia 76ers,L,106,114,30,36,L 2,regular season
66,67,"Fri, Mar 8, 2019",03/08/2019,Dallas Mavericks,W,111,106,31,36,W 1,regular season
67,68,"Sun, Mar 10, 2019",03/10/2019,Memphis Grizzlies,L,97,105,31,37,L 1,regular season
68,69,"Wed, Mar 13, 2019",03/13/2019,Washington Wizards,L,90,100,31,38,L 2,regular season
69,70,"Thu, Mar 14, 2019",03/14/2019,Cleveland Cavaliers,W,120,91,32,38,W 1,regular season
70,71,"Sun, Mar 17, 2019",03/17/2019,Atlanta Hawks,W,101,91,33,38,W 2,regular season
71,72,"Wed, Mar 20, 2019",03/20/2019,New Orleans Pelicans,W,119,96,34,38,W 3,regular season
72,73,"Fri, Mar 22, 2019",03/22/2019,Memphis Grizzlies,W,123,119,35,38,W 4,regular season
73,74,"Mon, Mar 25, 2019",03/25/2019,Philadelphia 76ers,W,119,98,36,38,W 5,regular season
74,75,"Tue, Mar 26, 2019",03/26/2019,Miami Heat,W,104,99,37,38,W 6,regular season
75,76,"Thu, Mar 28, 2019",03/28/2019,Detroit Pistons,L,98,115,37,39,L 1,regular season
76,77,"Sat, Mar 30, 2019",03/30/2019,Indiana Pacers,W,121,116,38,39,W 1,regular season
77,78,"Mon, Apr 1, 2019",04/01/2019,Toronto Raptors,L,109,121,38,40,L 1,regular season
78,79,"Wed, Apr 3, 2019",04/03/2019,New York Knicks,W,114,100,39,40,W 1,regular season
79,80,"Fri, Apr 5, 2019",04/05/2019,Atlanta Hawks,W,149,113,40,40,W 2,regular season
80,81,"Sun, Apr 7, 2019",04/07/2019,Boston Celtics,W,116,108,41,40,W 3,regular season
81,82,"Wed, Apr 10, 2019",04/10/2019,Charlotte Hornets,W,122,114,42,40,W 4,regular season
82,1,"Sat, Apr 13, 2019",04/13/2019,Toronto Raptors,W,104,101,1,0,W 1,regular season
83,2,"Tue, Apr 16, 2019",04/16/2019,Toronto Raptors,L,82,111,1,1,L 1,playoffs
84,3,"Fri, Apr 19, 2019",04/19/2019,Toronto Raptors,L,93,98,1,2,L 2,playoffs
85,4,"Sun, Apr 21, 2019",04/21/2019,Toronto Raptors,L,85,107,1,3,L 3,playoffs
86,5,"Tue, Apr 23, 2019",04/23/2019,Toronto Raptors,L,96,115,1,4,L 4,playoffs
