,G,Date0,Date,Opponent,WinLoss,TmScore,OppScore,W,L,Streak,GameType
0,1,"Wed, Oct 17, 2018",10/17/2018,Charlotte Hornets,W,113,112,1,0,W 1,regular season
1,2,"Fri, Oct 19, 2018",10/19/2018,Indiana Pacers,W,118,101,2,0,W 2,regular season
2,3,"Mon, Oct 22, 2018",10/22/2018,New York Knicks,W,124,113,3,0,W 3,regular season
3,4,"Wed, Oct 24, 2018",10/24/2018,Philadelphia 76ers,W,123,108,4,0,W 4,regular season
4,5,"Fri, Oct 26, 2018",10/26/2018,Minnesota Timberwolves,W,125,95,5,0,W 5,regular season
5,6,"Sat, Oct 27, 2018",10/27/2018,Orlando Magic,W,113,91,6,0,W 6,regular season
6,7,"Mon, Oct 29, 2018",10/29/2018,Toronto Raptors,W,124,109,7,0,W 7,regular season
7,8,"Thu, Nov 1, 2018",11/01/2018,Boston Celtics,L,113,117,7,1,L 1,regular season
8,9,"Sun, Nov 4, 2018",11/04/2018,Sacramento Kings,W,144,109,8,1,W 1,regular season
9,10,"Tue, Nov 6, 2018",11/06/2018,Portland Trail Blazers,L,103,118,8,2,L 1,regular season
10,11,"Thu, Nov 8, 2018",11/08/2018,Golden State Warriors,W,134,111,9,2,W 1,regular season
11,12,"Sat, Nov 10, 2018",11/10/2018,Los Angeles Clippers,L,126,128,9,3,L 1,regular season
12,13,"Sun, Nov 11, 2018",11/11/2018,Denver Nuggets,W,121,114,10,3,W 1,regular season
13,14,"Wed, Nov 14, 2018",11/14/2018,Memphis Grizzlies,L,113,116,10,4,L 1,regular season
14,15,"Fri, Nov 16, 2018",11/16/2018,Chicago Bulls,W,123,104,11,4,W 1,regular season
15,16,"Mon, Nov 19, 2018",11/19/2018,Denver Nuggets,W,104,98,12,4,W 2,regular season
16,17,"Wed, Nov 21, 2018",11/21/2018,Portland Trail Blazers,W,143,100,13,4,W 3,regular season
17,18,"Fri, Nov 23, 2018",11/23/2018,Phoenix Suns,L,114,116,13,5,L 1,regular season
18,19,"Sat, Nov 24, 2018",11/24/2018,San Antonio Spurs,W,135,129,14,5,W 1,regular season
19,20,"Mon, Nov 26, 2018",11/26/2018,Charlotte Hornets,L,107,110,14,6,L 1,regular season
20,21,"Wed, Nov 28, 2018",11/28/2018,Chicago Bulls,W,116,113,15,6,W 1,regular season
21,22,"Sat, Dec 1, 2018",12/01/2018,New York Knicks,L,134,136,15,7,L 1,regular season
22,23,"Wed, Dec 5, 2018",12/05/2018,Detroit Pistons,W,115,92,16,7,W 1,regular season
23,24,"Fri, Dec 7, 2018",12/07/2018,Golden State Warriors,L,95,105,16,8,L 1,regular season
