,G,Date0,Date,Opponent,WinLoss,TmScore,OppScore,W,L,Streak,GameType
0,1,"Tue, Oct 16, 2018",10/16/2018,Oklahoma City Thunder,W,108,100,1,0,W 1,regular season
1,2,"Fri, Oct 19, 2018",10/19/2018,Utah Jazz,W,124,123,2,0,W 2,regular season
2,3,"Sun, Oct 21, 2018",10/21/2018,Denver Nuggets,L,98,100,2,1,L 1,regular season
3,4,"Mon, Oct 22, 2018",10/22/2018,Phoenix Suns,W,123,103,3,1,W 1,regular season
4,5,"Wed, Oct 24, 2018",10/24/2018,Washington Wizards,W,144,122,4,1,W 2,regular season
5,6,"Fri, Oct 26, 2018",10/26/2018,New York Knicks,W,128,100,5,1,W 3,regular season
6,7,"Sun, Oct 28, 2018",10/28/2018,Brooklyn Nets,W,120,114,6,1,W 4,regular season
7,8,"Mon, Oct 29, 2018",10/29/2018,Chicago Bulls,W,149,124,7,1,W 5,regular season
8,9,"Wed, Oct 31, 2018",10/31/2018,New Orleans Pelicans,W,131,121,8,1,W 6,regular season
9,10,"Fri, Nov 2, 2018",11/02/2018,Minnesota Timberwolves,W,116,99,9,1,W 7,regular season
10,11,"Mon, Nov 5, 2018",11/05/2018,Memphis Grizzlies,W,117,101,10,1,W 8,regular season
11,12,"Thu, Nov 8, 2018",11/08/2018,Milwaukee Bucks,L,111,134,10,2,L 1,regular season
12,13,"Sat, Nov 10, 2018",11/10/2018,Brooklyn Nets,W,116,100,11,2,W 1,regular season
13,14,"Mon, Nov 12, 2018",11/12/2018,Los Angeles Clippers,L,116,121,11,3,L 1,regular season
14,15,"Tue, Nov 13, 2018",11/13/2018,Atlanta Hawks,W,110,103,12,3,W 1,regular season
15,16,"Thu, Nov 15, 2018",11/15/2018,Houston Rockets,L,86,107,12,4,L 1,regular season
16,17,"Sat, Nov 17, 2018",11/17/2018,Dallas Mavericks,L,109,112,12,5,L 2,regular season
17,18,"Sun, Nov 18, 2018",11/18/2018,San Antonio Spurs,L,92,104,12,6,L 3,regular season
18,19,"Wed, Nov 21, 2018",11/21/2018,Oklahoma City Thunder,L,95,123,12,7,L 4,regular season
19,20,"Fri, Nov 23, 2018",11/23/2018,Portland Trail Blazers,W,125,97,13,7,W 1,regular season
20,21,"Sat, Nov 24, 2018",11/24/2018,Sacramento Kings,W,117,116,14,7,W 2,regular season
21,22,"Mon, Nov 26, 2018",11/26/2018,Orlando Magic,W,116,110,15,7,W 3,regular season
22,23,"Thu, Nov 29, 2018",11/29/2018,Toronto Raptors,L,128,131,15,8,L 1,regular season
23,24,"Sat, Dec 1, 2018",12/01/2018,Detroit Pistons,L,102,111,15,9,L 2,regular season
24,25,"Mon, Dec 3, 2018",12/03/2018,Atlanta Hawks,W,128,111,16,9,W 1,regular season
25,26,"Wed, Dec 5, 2018",12/05/2018,Cleveland Cavaliers,W,129,105,17,9,W 2,regular season
26,27,"Fri, Dec 7, 2018",12/07/2018,Milwaukee Bucks,W,105,95,18,9,W 3,regular season
27,28,"Mon, Dec 10, 2018",12/10/2018,Minnesota Timberwolves,W,116,108,19,9,W 4,regular season
