,G,Date0,Date,Opponent,WinLoss,TmScore,OppScore,W,L,Streak,GameType
0,1,"Wed, Oct 17, 2018",10/17/2018,New Orleans Pelicans,L,112,131,0,1,L 1,regular season
1,2,"Sat, Oct 20, 2018",10/20/2018,Los Angeles Lakers,W,124,115,1,1,W 1,regular season
2,3,"Sun, Oct 21, 2018",10/21/2018,Los Angeles Clippers,L,112,115,1,2,L 1,regular season
3,4,"Wed, Oct 24, 2018",10/24/2018,Utah Jazz,L,89,100,1,3,L 2,regular season
4,5,"Fri, Oct 26, 2018",10/26/2018,Los Angeles Clippers,L,113,133,1,4,L 3,regular season
5,6,"Tue, Oct 30, 2018",10/30/2018,Portland Trail Blazers,L,85,104,1,5,L 4,regular season
6,7,"Fri, Nov 2, 2018",11/02/2018,Brooklyn Nets,W,119,111,2,5,W 1,regular season
7,8,"Sat, Nov 3, 2018",11/03/2018,Chicago Bulls,W,96,88,3,5,W 2,regular season
8,9,"Mon, Nov 5, 2018",11/05/2018,Indiana Pacers,W,98,94,4,5,W 3,regular season
9,10,"Thu, Nov 8, 2018",11/08/2018,Oklahoma City Thunder,L,80,98,4,6,L 1,regular season
10,11,"Sat, Nov 10, 2018",11/10/2018,San Antonio Spurs,L,89,96,4,7,L 2,regular season
11,12,"Sun, Nov 11, 2018",11/11/2018,Indiana Pacers,W,115,103,5,7,W 1,regular season
12,13,"Tue, Nov 13, 2018",11/13/2018,Denver Nuggets,W,109,99,6,7,W 2,regular season
13,14,"Thu, Nov 15, 2018",11/15/2018,Golden State Warriors,W,107,86,7,7,W 3,regular season
14,15,"Sat, Nov 17, 2018",11/17/2018,Sacramento Kings,W,132,112,8,7,W 4,regular season
15,16,"Wed, Nov 21, 2018",11/21/2018,Detroit Pistons,W,126,124,9,7,W 5,regular season
16,17,"Fri, Nov 23, 2018",11/23/2018,Detroit Pistons,L,111,116,9,8,L 1,regular season
17,18,"Sat, Nov 24, 2018",11/24/2018,Cleveland Cavaliers,L,108,117,9,9,L 2,regular season
18,19,"Mon, Nov 26, 2018",11/26/2018,Washington Wizards,L,131,135,9,10,L 3,regular season
19,20,"Wed, Nov 28, 2018",11/28/2018,Dallas Mavericks,L,108,128,9,11,L 4,regular season
20,21,"Fri, Nov 30, 2018",11/30/2018,San Antonio Spurs,W,136,105,10,11,W 1,regular season
21,22,"Sat, Dec 1, 2018",12/01/2018,Chicago Bulls,W,121,105,11,11,W 2,regular season
