,G,Date0,Date,Opponent,WinLoss,TmScore,OppScore,W,L,Streak,GameType
0,1,"Wed, Oct 17, 2018",10/17/2018,Sacramento Kings,W,123,117,1,0,W 1,regular season
1,2,"Fri, Oct 19, 2018",10/19/2018,Golden State Warriors,L,123,124,1,1,L 1,regular season
2,3,"Mon, Oct 22, 2018",10/22/2018,Memphis Grizzlies,L,84,92,1,2,L 2,regular season
3,4,"Wed, Oct 24, 2018",10/24/2018,Houston Rockets,W,100,89,2,2,W 1,regular season
4,5,"Sat, Oct 27, 2018",10/27/2018,New Orleans Pelicans,W,132,111,3,2,W 2,regular season
5,6,"Sun, Oct 28, 2018",10/28/2018,Dallas Mavericks,W,113,104,4,2,W 3,regular season
6,7,"Wed, Oct 31, 2018",10/31/2018,Minnesota Timberwolves,L,125,128,4,3,L 1,regular season
7,8,"Fri, Nov 2, 2018",11/02/2018,Memphis Grizzlies,L,100,110,4,4,L 2,regular season
8,9,"Sat, Nov 3, 2018",11/03/2018,Denver Nuggets,L,88,103,4,5,L 3,regular season
9,10,"Mon, Nov 5, 2018",11/05/2018,Toronto Raptors,L,111,124,4,6,L 4,regular season
10,11,"Wed, Nov 7, 2018",11/07/2018,Dallas Mavericks,W,117,102,5,6,W 1,regular season
11,12,"Fri, Nov 9, 2018",11/09/2018,Boston Celtics,W,123,115,6,6,W 2,regular season
12,13,"Mon, Nov 12, 2018",11/12/2018,Memphis Grizzlies,W,96,88,7,6,W 3,regular season
13,14,"Wed, Nov 14, 2018",11/14/2018,Dallas Mavericks,L,68,118,7,7,L 1,regular season
14,15,"Fri, Nov 16, 2018",11/16/2018,Philadelphia 76ers,L,107,113,7,8,L 2,regular season
15,16,"Sat, Nov 17, 2018",11/17/2018,Boston Celtics,W,98,86,8,8,W 1,regular season
16,17,"Mon, Nov 19, 2018",11/19/2018,Indiana Pacers,L,94,121,8,9,L 1,regular season
17,18,"Wed, Nov 21, 2018",11/21/2018,Sacramento Kings,L,110,119,8,10,L 2,regular season
18,19,"Fri, Nov 23, 2018",11/23/2018,Los Angeles Lakers,L,83,90,8,11,L 3,regular season
19,20,"Sun, Nov 25, 2018",11/25/2018,Sacramento Kings,W,133,112,9,11,W 1,regular season
20,21,"Mon, Nov 26, 2018",11/26/2018,Indiana Pacers,L,88,121,9,12,L 1,regular season
21,22,"Wed, Nov 28, 2018",11/28/2018,Brooklyn Nets,W,101,91,10,12,W 1,regular season
22,23,"Fri, Nov 30, 2018",11/30/2018,Charlotte Hornets,W,119,111,11,12,W 2,regular season
23,24,"Sun, Dec 2, 2018",12/02/2018,Miami Heat,L,100,102,11,13,L 1,regular season
24,25,"Tue, Dec 4, 2018",12/04/2018,San Antonio Spurs,W,139,105,12,13,W 1,regular season
25,26,"Thu, Dec 6, 2018",12/06/2018,Houston Rockets,W,118,91,13,13,W 2,regular season
26,27,"Sun, Dec 9, 2018",12/09/2018,San Antonio Spurs,L,97,110,13,14,L 1,regular season
27,28,"Mon, Dec 10, 2018",12/10/2018,Oklahoma City Thunder,L,113,122,13,15,L 2,regular season
28,29,"Wed, Dec 12, 2018",12/12/2018,Miami Heat,W,111,84,14,15,W 1,regular season
29,30,"Sat, Dec 15, 2018",12/15/2018,Orlando Magic,L,89,96,14,16,L 1,regular season
30,31,"Mon, Dec 17, 2018",12/17/2018,Houston Rockets,L,97,102,14,17,L 2,regular season
31,32,"Wed, Dec 19, 2018",12/19/2018,Golden State Warriors,W,108,103,15,17,W 1,regular season
32,33,"Fri, Dec 21, 2018",12/21/2018,Portland Trail Blazers,W,120,90,16,17,W 2,regular season
33,34,"Sat, Dec 22, 2018",12/22/2018,Oklahoma City Thunder,L,106,107,16,18,L 1,regular season
34,35,"Tue, Dec 25, 2018",12/25/2018,Portland Trail Blazers,W,117,96,17,18,W 1,regular season
35,36,"Thu, Dec 27, 2018",12/27/2018,Philadelphia 76ers,L,97,114,17,19,L 1,regular season
36,37,"Sat, Dec 29, 2018",12/29/2018,New York Knicks,W,129,97,18,19,W 1,regular season
37,38,"Tue, Jan 1, 2019",01/01/2019,Toronto Raptors,L,116,122,18,20,L 1,regular season
38,39,"Fri, Jan 4, 2019",01/04/2019,Cleveland Cavaliers,W,117,91,19,20,W 1,regular season
39,40,"Sat, Jan 5, 2019",01/05/2019,Detroit Pistons,W,110,105,20,20,W 2,regular season
40,41,"Mon, Jan 7, 2019",01/07/2019,Milwaukee Bucks,L,102,114,20,21,L 1,regular season
41,42,"Wed, Jan 9, 2019",01/09/2019,Orlando Magic,W,106,93,21,21,W 1,regular season
42,43,"Fri, Jan 11, 2019",01/11/2019,Los Angeles Lakers,W,113,95,22,21,W 2,regular season
43,44,"Sat, Jan 12, 2019",01/12/2019,Chicago Bulls,W,110,102,23,21,W 3,regular season
44,45,"Mon, Jan 14, 2019",01/14/2019,Detroit Pistons,W,100,94,24,21,W 4,regular season
45,46,"Wed, Jan 16, 2019",01/16/2019,Los Angeles Clippers,W,129,109,25,21,W 5,regular season
46,47,"Fri, Jan 18, 2019",01/18/2019,Cleveland Cavaliers,W,115,99,26,21,W 6,regular season
