,G,Date0,Date,Opponent,WinLoss,TmScore,OppScore,W,L,Streak,GameType
0,1,"Tue, Oct 16, 2018",10/16/2018,Boston Celtics,L,87,105,0,1,L 1,regular season
1,2,"Thu, Oct 18, 2018",10/18/2018,Chicago Bulls,W,127,108,1,1,W 1,regular season
2,3,"Sat, Oct 20, 2018",10/20/2018,Orlando Magic,W,116,115,2,1,W 2,regular season
3,4,"Tue, Oct 23, 2018",10/23/2018,Detroit Pistons,L,132,133,2,2,L 1,regular season
4,5,"Wed, Oct 24, 2018",10/24/2018,Milwaukee Bucks,L,108,123,2,3,L 2,regular season
5,6,"Sat, Oct 27, 2018",10/27/2018,Charlotte Hornets,W,105,103,3,3,W 1,regular season
6,7,"Mon, Oct 29, 2018",10/29/2018,Atlanta Hawks,W,113,92,4,3,W 2,regular season
7,8,"Tue, Oct 30, 2018",10/30/2018,Toronto Raptors,L,112,129,4,4,L 1,regular season
8,9,"Thu, Nov 1, 2018",11/01/2018,Los Angeles Clippers,W,122,113,5,4,W 1,regular season
9,10,"Sat, Nov 3, 2018",11/03/2018,Detroit Pistons,W,109,99,6,4,W 2,regular season
10,11,"Sun, Nov 4, 2018",11/04/2018,Brooklyn Nets,L,97,122,6,5,L 1,regular season
11,12,"Wed, Nov 7, 2018",11/07/2018,Indiana Pacers,W,100,94,7,5,W 1,regular season
12,13,"Fri, Nov 9, 2018",11/09/2018,Charlotte Hornets,W,133,132,8,5,W 2,regular season
13,14,"Sat, Nov 10, 2018",11/10/2018,Memphis Grizzlies,L,106,112,8,6,L 1,regular season
14,15,"Mon, Nov 12, 2018",11/12/2018,Miami Heat,W,124,114,9,6,W 1,regular season
15,16,"Wed, Nov 14, 2018",11/14/2018,Orlando Magic,L,106,111,9,7,L 1,regular season
16,17,"Fri, Nov 16, 2018",11/16/2018,Utah Jazz,W,113,107,10,7,W 1,regular season
17,18,"Sat, Nov 17, 2018",11/17/2018,Charlotte Hornets,W,122,119,11,7,W 2,regular season
18,19,"Mon, Nov 19, 2018",11/19/2018,Phoenix Suns,W,119,114,12,7,W 3,regular season
19,20,"Wed, Nov 21, 2018",11/21/2018,New Orleans Pelicans,W,121,120,13,7,W 4,regular season
20,21,"Fri, Nov 23, 2018",11/23/2018,Cleveland Cavaliers,L,112,121,13,8,L 1,regular season
21,22,"Sun, Nov 25, 2018",11/25/2018,Brooklyn Nets,W,127,125,14,8,W 1,regular season
22,23,"Wed, Nov 28, 2018",11/28/2018,New York Knicks,W,117,91,15,8,W 2,regular season
23,24,"Fri, Nov 30, 2018",11/30/2018,Washington Wizards,W,123,98,16,8,W 3,regular season
24,25,"Sun, Dec 2, 2018",12/02/2018,Memphis Grizzlies,W,103,95,17,8,W 4,regular season
25,26,"Wed, Dec 5, 2018",12/05/2018,Toronto Raptors,L,102,113,17,9,L 1,regular season
26,27,"Fri, Dec 7, 2018",12/07/2018,Detroit Pistons,W,117,111,18,9,W 1,regular season
27,28,"Mon, Dec 10, 2018",12/10/2018,Detroit Pistons,W,116,102,19,9,W 2,regular season
28,29,"Wed, Dec 12, 2018",12/12/2018,Brooklyn Nets,L,124,127,19,10,L 1,regular season
29,30,"Fri, Dec 14, 2018",12/14/2018,Indiana Pacers,L,101,113,19,11,L 2,regular season
30,31,"Sun, Dec 16, 2018",12/16/2018,Cleveland Cavaliers,W,128,105,20,11,W 1,regular season
31,32,"Mon, Dec 17, 2018",12/17/2018,San Antonio Spurs,L,96,123,20,12,L 1,regular season
32,33,"Wed, Dec 19, 2018",12/19/2018,New York Knicks,W,131,109,21,12,W 1,regular season
33,34,"Sat, Dec 22, 2018",12/22/2018,Toronto Raptors,W,126,101,22,12,W 2,regular season
34,35,"Tue, Dec 25, 2018",12/25/2018,Boston Celtics,L,114,121,22,13,L 1,regular season
35,36,"Thu, Dec 27, 2018",12/27/2018,Utah Jazz,W,114,97,23,13,W 1,regular season
36,37,"Sun, Dec 30, 2018",12/30/2018,Portland Trail Blazers,L,95,129,23,14,L 1,regular season
37,38,"Tue, Jan 1, 2019",01/01/2019,Los Angeles Clippers,W,119,113,24,14,W 1,regular season
38,39,"Wed, Jan 2, 2019",01/02/2019,Phoenix Suns,W,132,127,25,14,W 2,regular season
39,40,"Sat, Jan 5, 2019",01/05/2019,Dallas Mavericks,W,106,100,26,14,W 3,regular season
40,41,"Tue, Jan 8, 2019",01/08/2019,Washington Wizards,W,132,115,27,14,W 4,regular season
41,42,"Wed, Jan 9, 2019",01/09/2019,Washington Wizards,L,106,123,27,15,L 1,regular season
42,43,"Fri, Jan 11, 2019",01/11/2019,Atlanta Hawks,L,121,123,27,16,L 2,regular season
