,G,Date0,Date,Opponent,WinLoss,TmScore,OppScore,W,L,Streak,GameType
39,40,"Sun, Jan 6, 2019",01/06/2019,Los Angeles Lakers,W,108,86,19,21,W 2,regular season
40,41,"Tue, Jan 8, 2019",01/08/2019,Oklahoma City Thunder,W,119,117,20,21,W 3,regular season
41,42,"Fri, Jan 11, 2019",01/11/2019,Dallas Mavericks,L,115,119,20,22,L 1,regular season
42,43,"Sat, Jan 12, 2019",01/12/2019,New Orleans Pelicans,W,110,106,21,22,W 1,regular season
43,44,"Tue, Jan 15, 2019",01/15/2019,Philadelphia 76ers,L,107,149,21,23,L 1,regular season
44,45,"Fri, Jan 18, 2019",01/18/2019,San Antonio Spurs,L,113,116,21,24,L 2,regular season
45,46,"Sun, Jan 20, 2019",01/20/2019,Phoenix Suns,W,116,114,22,24,W 1,regular season
46,47,"Tue, Jan 22, 2019",01/22/2019,Phoenix Suns,W,118,91,23,24,W 2,regular season
47,48,"Thu, Jan 24, 2019",01/24/2019,Los Angeles Lakers,W,120,105,24,24,W 3,regular season
48,49,"Fri, Jan 25, 2019",01/25/2019,Utah Jazz,L,102,106,24,25,L 1,regular season
49,50,"Sun, Jan 27, 2019",01/27/2019,Utah Jazz,L,111,125,24,26,L 2,regular season
50,51,"Wed, Jan 30, 2019",01/30/2019,Memphis Grizzlies,W,99,97,25,26,W 1,regular season
51,52,"Sat, Feb 2, 2019",02/02/2019,Denver Nuggets,L,106,107,25,27,L 1,regular season
52,53,"Tue, Feb 5, 2019",02/05/2019,Memphis Grizzlies,L,106,108,25,28,L 2,regular season
53,54,"Thu, Feb 7, 2019",02/07/2019,Orlando Magic,L,112,122,25,29,L 3,regular season
54,55,"Fri, Feb 8, 2019",02/08/2019,New Orleans Pelicans,L,117,122,25,30,L 4,regular season
55,56,"Mon, Feb 11, 2019",02/11/2019,Los Angeles Clippers,W,130,120,26,30,W 1,regular season
56,57,"Wed, Feb 13, 2019",02/13/2019,Houston Rockets,W,121,111,27,30,W 2,regular season
57,58,"Fri, Feb 22, 2019",02/22/2019,New York Knicks,W,115,104,28,30,W 3,regular season
58,59,"Sat, Feb 23, 2019",02/23/2019,Milwaukee Bucks,L,128,140,28,31,L 1,regular season
59,60,"Mon, Feb 25, 2019",02/25/2019,Sacramento Kings,W,112,105,29,31,W 1,regular season
60,61,"Wed, Feb 27, 2019",02/27/2019,Atlanta Hawks,L,123,131,29,32,L 1,regular season
61,62,"Thu, Feb 28, 2019",02/28/2019,Indiana Pacers,L,115,122,29,33,L 2,regular season
62,63,"Sun, Mar 3, 2019",03/03/2019,Washington Wizards,L,121,135,29,34,L 3,regular season
63,64,"Tue, Mar 5, 2019",03/05/2019,Oklahoma City Thunder,W,131,120,30,34,W 1,regular season
64,65,"Wed, Mar 6, 2019",03/06/2019,Detroit Pistons,L,114,131,30,35,L 1,regular season
65,66,"Sat, Mar 9, 2019",03/09/2019,Washington Wizards,W,135,130,31,35,W 1,regular season
66,67,"Sun, Mar 10, 2019",03/10/2019,New York Knicks,W,103,92,32,35,W 2,regular season
67,68,"Tue, Mar 12, 2019",03/12/2019,Denver Nuggets,L,107,133,32,36,L 1,regular season
68,69,"Thu, Mar 14, 2019",03/14/2019,Utah Jazz,L,100,120,32,37,L 2,regular season
69,70,"Sun, Mar 17, 2019",03/17/2019,Houston Rockets,L,102,117,32,38,L 3,regular season
70,71,"Tue, Mar 19, 2019",03/19/2019,Golden State Warriors,L,107,117,32,39,L 4,regular season
71,72,"Thu, Mar 21, 2019",03/21/2019,Charlotte Hornets,L,106,113,32,40,L 5,regular season
72,73,"Sat, Mar 23, 2019",03/23/2019,Memphis Grizzlies,W,112,99,33,40,W 1,regular season
73,74,"Tue, Mar 26, 2019",03/26/2019,Los Angeles Clippers,L,111,122,33,41,L 1,regular season
74,75,"Fri, Mar 29, 2019",03/29/2019,Golden State Warriors,W,131,130,34,41,W 1,regular season
75,76,"Sat, Mar 30, 2019",03/30/2019,Philadelphia 76ers,L,109,118,34,42,L 1,regular season
76,77,"Mon, Apr 1, 2019",04/01/2019,Portland Trail Blazers,L,122,132,34,43,L 2,regular season
77,78,"Wed, Apr 3, 2019",04/03/2019,Dallas Mavericks,W,110,108,35,43,W 1,regular season
78,79,"Fri, Apr 5, 2019",04/05/2019,Miami Heat,W,111,109,36,43,W 2,regular season
79,80,"Sun, Apr 7, 2019",04/07/2019,Oklahoma City Thunder,L,126,132,36,44,L 1,regular season
80,81,"Tue, Apr 9, 2019",04/09/2019,Toronto Raptors,L,100,120,36,45,L 2,regular season
81,82,"Wed, Apr 10, 2019",04/10/2019,Denver Nuggets,L,95,99,36,46,L 3,regular season
