,G,Date0,Date,Opponent,WinLoss,TmScore,OppScore,W,L,Streak,GameType
0,1,"Wed, Oct 17, 2018",10/17/2018,San Antonio Spurs,L,108,112,0,1,L 1,regular season
1,2,"Fri, Oct 19, 2018",10/19/2018,Cleveland Cavaliers,W,131,123,1,1,W 1,regular season
2,3,"Sat, Oct 20, 2018",10/20/2018,Dallas Mavericks,L,136,140,1,2,L 1,regular season
3,4,"Mon, Oct 22, 2018",10/22/2018,Indiana Pacers,W,101,91,2,2,W 1,regular season
4,5,"Wed, Oct 24, 2018",10/24/2018,Toronto Raptors,L,105,112,2,3,L 1,regular season
5,6,"Fri, Oct 26, 2018",10/26/2018,Milwaukee Bucks,L,95,125,2,4,L 2,regular season
6,7,"Mon, Oct 29, 2018",10/29/2018,Los Angeles Lakers,W,124,120,3,4,W 1,regular season
7,8,"Wed, Oct 31, 2018",10/31/2018,Utah Jazz,W,128,125,4,4,W 2,regular season
8,9,"Fri, Nov 2, 2018",11/02/2018,Golden State Warriors,L,99,116,4,5,L 1,regular season
9,10,"Sun, Nov 4, 2018",11/04/2018,Portland Trail Blazers,L,81,111,4,6,L 2,regular season
10,11,"Mon, Nov 5, 2018",11/05/2018,Los Angeles Clippers,L,109,120,4,7,L 3,regular season
11,12,"Wed, Nov 7, 2018",11/07/2018,Los Angeles Lakers,L,110,114,4,8,L 4,regular season
12,13,"Fri, Nov 9, 2018",11/09/2018,Sacramento Kings,L,110,121,4,9,L 5,regular season
13,14,"Mon, Nov 12, 2018",11/12/2018,Brooklyn Nets,W,120,113,5,9,W 1,regular season
14,15,"Wed, Nov 14, 2018",11/14/2018,New Orleans Pelicans,W,107,100,6,9,W 2,regular season
15,16,"Fri, Nov 16, 2018",11/16/2018,Portland Trail Blazers,W,112,96,7,9,W 3,regular season
16,17,"Sun, Nov 18, 2018",11/18/2018,Memphis Grizzlies,L,87,100,7,10,L 1,regular season
17,18,"Wed, Nov 21, 2018",11/21/2018,Denver Nuggets,L,101,103,7,11,L 2,regular season
18,19,"Fri, Nov 23, 2018",11/23/2018,Brooklyn Nets,W,112,102,8,11,W 1,regular season
19,20,"Sat, Nov 24, 2018",11/24/2018,Chicago Bulls,W,111,96,9,11,W 2,regular season
20,21,"Mon, Nov 26, 2018",11/26/2018,Cleveland Cavaliers,W,102,95,10,11,W 3,regular season
21,22,"Wed, Nov 28, 2018",11/28/2018,San Antonio Spurs,W,128,89,11,11,W 4,regular season
22,23,"Sat, Dec 1, 2018",12/01/2018,Boston Celtics,L,109,118,11,12,L 1,regular season
23,24,"Mon, Dec 3, 2018",12/03/2018,Houston Rockets,W,103,91,12,12,W 1,regular season
24,25,"Wed, Dec 5, 2018",12/05/2018,Charlotte Hornets,W,121,104,13,12,W 2,regular season
25,26,"Sat, Dec 8, 2018",12/08/2018,Portland Trail Blazers,L,105,113,13,13,L 1,regular season
26,27,"Mon, Dec 10, 2018",12/10/2018,Golden State Warriors,L,108,116,13,14,L 2,regular season
27,28,"Wed, Dec 12, 2018",12/12/2018,Sacramento Kings,L,130,141,13,15,L 3,regular season
28,29,"Sat, Dec 15, 2018",12/15/2018,Phoenix Suns,L,99,107,13,16,L 4,regular season
29,30,"Mon, Dec 17, 2018",12/17/2018,Sacramento Kings,W,132,105,14,16,W 1,regular season
30,31,"Wed, Dec 19, 2018",12/19/2018,Detroit Pistons,L,123,129,14,17,L 1,regular season
31,32,"Fri, Dec 21, 2018",12/21/2018,San Antonio Spurs,L,98,124,14,18,L 2,regular season
32,33,"Sun, Dec 23, 2018",12/23/2018,Oklahoma City Thunder,W,114,112,15,18,W 1,regular season
33,34,"Wed, Dec 26, 2018",12/26/2018,Chicago Bulls,W,119,94,16,18,W 2,regular season
34,35,"Fri, Dec 28, 2018",12/28/2018,Atlanta Hawks,L,120,123,16,19,L 1,regular season
35,36,"Sun, Dec 30, 2018",12/30/2018,Miami Heat,W,113,104,17,19,W 1,regular season
36,37,"Mon, Dec 31, 2018",12/31/2018,New Orleans Pelicans,L,114,123,17,20,L 1,regular season
37,38,"Wed, Jan 2, 2019",01/02/2019,Boston Celtics,L,102,115,17,21,L 2,regular season
38,39,"Fri, Jan 4, 2019",01/04/2019,Orlando Magic,W,120,103,18,21,W 1,regular season
