,G,Date0,Date,Opponent,WinLoss,TmScore,OppScore,W,L,Streak,GameType
0,1,"Wed, Oct 17, 2018",10/17/2018,Memphis Grizzlies,W,111,83,1,0,W 1,regular season
1,2,"Fri, Oct 19, 2018",10/19/2018,Milwaukee Bucks,L,101,118,1,1,L 1,regular season
2,3,"Sat, Oct 20, 2018",10/20/2018,Brooklyn Nets,W,132,112,2,1,W 1,regular season
3,4,"Mon, Oct 22, 2018",10/22/2018,Minnesota Timberwolves,L,91,101,2,2,L 1,regular season
4,5,"Wed, Oct 24, 2018",10/24/2018,San Antonio Spurs,W,116,96,3,2,W 1,regular season
5,6,"Sat, Oct 27, 2018",10/27/2018,Cleveland Cavaliers,W,119,107,4,2,W 2,regular season
6,7,"Mon, Oct 29, 2018",10/29/2018,Portland Trail Blazers,L,93,103,4,3,L 1,regular season
7,8,"Wed, Oct 31, 2018",10/31/2018,New York Knicks,W,107,101,5,3,W 1,regular season
8,9,"Fri, Nov 2, 2018",11/02/2018,Chicago Bulls,W,107,105,6,3,W 2,regular season
9,10,"Sat, Nov 3, 2018",11/03/2018,Boston Celtics,W,102,101,7,3,W 3,regular season
10,11,"Mon, Nov 5, 2018",11/05/2018,Houston Rockets,L,94,98,7,4,L 1,regular season
11,12,"Wed, Nov 7, 2018",11/07/2018,Philadelphia 76ers,L,94,100,7,5,L 2,regular season
12,13,"Fri, Nov 9, 2018",11/09/2018,Miami Heat,W,110,102,8,5,W 1,regular season
13,14,"Sun, Nov 11, 2018",11/11/2018,Houston Rockets,L,103,115,8,6,L 1,regular season
14,15,"Fri, Nov 16, 2018",11/16/2018,Miami Heat,W,99,91,9,6,W 1,regular season
15,16,"Sat, Nov 17, 2018",11/17/2018,Atlanta Hawks,W,97,89,10,6,W 2,regular season
16,17,"Mon, Nov 19, 2018",11/19/2018,Utah Jazz,W,121,94,11,6,W 3,regular season
17,18,"Wed, Nov 21, 2018",11/21/2018,Charlotte Hornets,L,109,127,11,7,L 1,regular season
18,19,"Fri, Nov 23, 2018",11/23/2018,San Antonio Spurs,L,100,111,11,8,L 2,regular season
19,20,"Mon, Nov 26, 2018",11/26/2018,Utah Jazz,W,121,88,12,8,W 1,regular season
20,21,"Tue, Nov 27, 2018",11/27/2018,Phoenix Suns,W,109,104,13,8,W 2,regular season
21,22,"Thu, Nov 29, 2018",11/29/2018,Los Angeles Lakers,L,96,104,13,9,L 1,regular season
22,23,"Sat, Dec 1, 2018",12/01/2018,Sacramento Kings,L,110,111,13,10,L 2,regular season
23,24,"Tue, Dec 4, 2018",12/04/2018,Chicago Bulls,W,96,90,14,10,W 1,regular season
24,25,"Fri, Dec 7, 2018",12/07/2018,Orlando Magic,W,112,90,15,10,W 2,regular season
25,26,"Sat, Dec 8, 2018",12/08/2018,Sacramento Kings,W,107,97,16,10,W 3,regular season
26,27,"Mon, Dec 10, 2018",12/10/2018,Washington Wizards,W,109,101,17,10,W 4,regular season
27,28,"Wed, Dec 12, 2018",12/12/2018,Milwaukee Bucks,W,113,97,18,10,W 5,regular season
28,29,"Fri, Dec 14, 2018",12/14/2018,Philadelphia 76ers,W,113,101,19,10,W 6,regular season
29,30,"Sun, Dec 16, 2018",12/16/2018,New York Knicks,W,110,99,20,10,W 7,regular season
30,31,"Tue, Dec 18, 2018",12/18/2018,Cleveland Cavaliers,L,91,92,20,11,L 1,regular season
31,32,"Wed, Dec 19, 2018",12/19/2018,Toronto Raptors,L,96,99,20,12,L 2,regular season
32,33,"Fri, Dec 21, 2018",12/21/2018,Brooklyn Nets,W,114,106,21,12,W 1,regular season
33,34,"Sun, Dec 23, 2018",12/23/2018,Washington Wizards,W,105,89,22,12,W 2,regular season
34,35,"Wed, Dec 26, 2018",12/26/2018,Atlanta Hawks,W,129,121,23,12,W 3,regular season
35,36,"Fri, Dec 28, 2018",12/28/2018,Detroit Pistons,W,125,88,24,12,W 4,regular season
36,37,"Mon, Dec 31, 2018",12/31/2018,Atlanta Hawks,W,116,108,25,12,W 5,regular season
37,38,"Fri, Jan 4, 2019",01/04/2019,Chicago Bulls,W,119,116,26,12,W 6,regular season
