,Unnamed: 0_x,Team,Name,Opponent,Win/Loss,Date,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Year,Unnamed: 0_y,Position,player_url,number,height,weight,team,GameType
80,80,Philadelphia 76ers,Matisse Thybulle,Boston Celtics,W,10/23/2019,21:41,1,5,0.2,1,3,0.33299999999999996,0,0,,0,1,1,1,2,2,1,5,3,5.0,2020,377.0,SG,https://www.basketball-reference.com/players/t/thybuma01.html,22,6-5,201.0,Philadelphia 76ers,regular season
81,81,Philadelphia 76ers,Furkan Korkmaz,Boston Celtics,W,10/23/2019,19:02,1,2,0.5,1,1,1.0,0,0,,0,4,4,0,0,0,0,1,3,3.0,2020,374.0,SG,https://www.basketball-reference.com/players/k/korkmfu01.html,30,6-7,202.0,Philadelphia 76ers,regular season
82,82,Philadelphia 76ers,James Ennis,Boston Celtics,W,10/23/2019,16:57,0,3,0.0,0,2,0.0,3,4,0.75,1,5,6,0,0,0,3,5,3,-12.0,2020,368.0,SF,https://www.basketball-reference.com/players/e/ennisja01.html,11,6-6,215.0,Orlando Magic,regular season
83,83,Philadelphia 76ers,Mike Scott,Boston Celtics,W,10/23/2019,16:17,2,7,0.28600000000000003,0,3,0.0,2,2,1.0,1,5,6,1,0,0,0,2,6,3.0,2020,375.0,PF,https://www.basketball-reference.com/players/s/scottmi01.html,1,6-7,237.0,Philadelphia 76ers,regular season
84,84,Philadelphia 76ers,Kyle O'Quinn,Boston Celtics,W,10/23/2019,3:43,2,2,1.0,1,1,1.0,0,0,,0,1,1,0,0,0,0,0,5,-2.0,2020,383.0,C,https://www.basketball-reference.com/players/o/oquinky01.html,9,6-9,250.0,Philadelphia 76ers,regular season
85,85,Philadelphia 76ers,Raul Neto,Boston Celtics,W,10/23/2019,1:06,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-1.0,2020,380.0,PG,https://www.basketball-reference.com/players/n/netora01.html,19,6-1,180.0,Philadelphia 76ers,regular season
86,86,Philadelphia 76ers,Shake Milton,Boston Celtics,W,10/23/2019,1:06,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,-1.0,2020,382.0,SG,https://www.basketball-reference.com/players/m/miltosh01.html,18,6-5,205.0,Philadelphia 76ers,regular season
306,306,Philadelphia 76ers,Mike Scott,Detroit Pistons,W,10/26/2019,22:19,5,7,0.7140000000000001,5,6,0.833,2,2,1.0,1,2,3,1,0,0,0,2,17,11.0,2020,375.0,PF,https://www.basketball-reference.com/players/s/scottmi01.html,1,6-7,237.0,Philadelphia 76ers,regular season
307,307,Philadelphia 76ers,Kyle O'Quinn,Detroit Pistons,W,10/26/2019,14:15,0,2,0.0,0,1,0.0,2,4,0.5,2,4,6,0,0,2,2,3,2,-7.0,2020,383.0,C,https://www.basketball-reference.com/players/o/oquinky01.html,9,6-9,250.0,Philadelphia 76ers,regular season
308,308,Philadelphia 76ers,Shake Milton,Detroit Pistons,W,10/26/2019,12:09,4,7,0.5710000000000001,2,4,0.5,0,0,,0,2,2,2,0,0,2,2,10,9.0,2020,382.0,SG,https://www.basketball-reference.com/players/m/miltosh01.html,18,6-5,205.0,Philadelphia 76ers,regular season
