,name,positions,player_url,number,height,weight,team,Year
238,Alex Poythress,PF,https://www.basketball-reference.com/players/p/poythal01.html,0,6-9,235,Indiana Pacers,2018
239,Glenn Robinson,SF,https://www.basketball-reference.com/players/r/robingl02.html,40,6-6,222,Indiana Pacers,2018
240,Domantas Sabonis,C,https://www.basketball-reference.com/players/s/sabondo01.html,11,6-11,240,Indiana Pacers,2018
241,Lance Stephenson,SG,https://www.basketball-reference.com/players/s/stephla01.html,1,6-6,230,Indiana Pacers,2018
242,Edmond Sumner,PG,https://www.basketball-reference.com/players/s/sumneed01.html,5,6-4,196,Indiana Pacers,2018
243,Myles Turner,C,https://www.basketball-reference.com/players/t/turnemy01.html,33,6-11,250,Indiana Pacers,2018
244,Damien Wilkins,SF,https://www.basketball-reference.com/players/w/wilkida02.html,12,6-6,225,Indiana Pacers,2018
245,Joe Young,PG,https://www.basketball-reference.com/players/y/youngjo01.html,3,6-2,180,Indiana Pacers,2018
246,Thaddeus Young,PF,https://www.basketball-reference.com/players/y/youngth01.html,21,6-8,235,Indiana Pacers,2018
247,Patrick Beverley,SG,https://www.basketball-reference.com/players/b/beverpa01.html,21,6-1,180,Los Angeles Clippers,2018
248,Avery Bradley,SG,https://www.basketball-reference.com/players/b/bradlav01.html,11,6-3,180,Los Angeles Clippers,2018
249,Sam Dekker,PF,https://www.basketball-reference.com/players/d/dekkesa01.html,7,6-9,230,Los Angeles Clippers,2018
250,Jawun Evans,PG,https://www.basketball-reference.com/players/e/evansja01.html,1,6-0,185,Los Angeles Clippers,2018
251,Danilo Gallinari,SF,https://www.basketball-reference.com/players/g/gallida01.html,8,6-10,233,Los Angeles Clippers,2018
252,Blake Griffin,PF,https://www.basketball-reference.com/players/g/griffbl01.html,32,6-9,250,Los Angeles Clippers,2018
253,Montrezl Harrell,C,https://www.basketball-reference.com/players/h/harremo01.html,5,6-7,240,Los Angeles Clippers,2018
254,Tobias Harris,PF,https://www.basketball-reference.com/players/h/harrito02.html,34,6-8,226,Los Angeles Clippers,2018
255,Brice Johnson,PF,https://www.basketball-reference.com/players/j/johnsbr02.html,11,6-10,230,Los Angeles Clippers,2018
256,Wesley Johnson,SF,https://www.basketball-reference.com/players/j/johnswe01.html,33,6-7,215,Los Angeles Clippers,2018
257,DeAndre Jordan,C,https://www.basketball-reference.com/players/j/jordade01.html,6,6-11,265,Los Angeles Clippers,2018
258,Sean Kilpatrick,SG,https://www.basketball-reference.com/players/k/kilpase01.html,2,6-4,210,Los Angeles Clippers,2018
259,Boban Marjanovic,C,https://www.basketball-reference.com/players/m/marjabo01.html,51,7-4,290,Los Angeles Clippers,2018
260,Willie Reed,C,https://www.basketball-reference.com/players/r/reedwi02.html,35,6-10,220,Los Angeles Clippers,2018
261,Austin Rivers,SG,https://www.basketball-reference.com/players/r/riverau01.html,25,6-3,200,Los Angeles Clippers,2018
262,Milos Teodosic,PG,https://www.basketball-reference.com/players/t/teodomi01.html,4,6-5,196,Los Angeles Clippers,2018
263,Sindarius Thornwell,SG,https://www.basketball-reference.com/players/t/thornsi01.html,0,6-5,215,Los Angeles Clippers,2018
264,Tyrone Wallace,PG,https://www.basketball-reference.com/players/w/wallaty01.html,12,6-5,198,Los Angeles Clippers,2018
265,C.J. Williams,SG,https://www.basketball-reference.com/players/w/willicj01.html,9,6-5,226,Los Angeles Clippers,2018
266,Lou Williams,SG,https://www.basketball-reference.com/players/w/willilo02.html,23,6-1,175,Los Angeles Clippers,2018
267,Jamil Wilson,SF,https://www.basketball-reference.com/players/w/wilsoja02.html,13,6-7,230,Los Angeles Clippers,2018
268,Lonzo Ball,PG,https://www.basketball-reference.com/players/b/balllo01.html,2,6-6,190,Los Angeles Lakers,2018
269,Vander Blue,SG,https://www.basketball-reference.com/players/b/blueva01.html,17,6-4,200,Los Angeles Lakers,2018
270,Andrew Bogut,C,https://www.basketball-reference.com/players/b/bogutan01.html,66,7-0,260,Los Angeles Lakers,2018
271,Corey Brewer,SF,https://www.basketball-reference.com/players/b/breweco01.html,3,6-9,186,Los Angeles Lakers,2018
272,Thomas Bryant,C,https://www.basketball-reference.com/players/b/bryanth01.html,31,6-10,248,Los Angeles Lakers,2018
273,Kentavious Caldwell-Pope,SG,https://www.basketball-reference.com/players/c/caldwke01.html,1,6-5,204,Los Angeles Lakers,2018
274,Alex Caruso,PG,https://www.basketball-reference.com/players/c/carusal01.html,4,6-5,186,Los Angeles Lakers,2018
275,Jordan Clarkson,SG,https://www.basketball-reference.com/players/c/clarkjo01.html,6,6-4,194,Los Angeles Lakers,2018
276,Luol Deng,SF,https://www.basketball-reference.com/players/d/denglu01.html,9,6-9,237,Los Angeles Lakers,2018
277,Tyler Ennis,PG,https://www.basketball-reference.com/players/e/ennisty01.html,10,6-3,194,Los Angeles Lakers,2018
278,Channing Frye,C,https://www.basketball-reference.com/players/f/fryech01.html,12,7-0,255,Los Angeles Lakers,2018
279,Josh Hart,SG,https://www.basketball-reference.com/players/h/hartjo01.html,5,6-5,215,Los Angeles Lakers,2018
280,Nigel Hayes,SF,https://www.basketball-reference.com/players/h/hayesni01.html,15,6-8,254,Los Angeles Lakers,2018
281,Andre Ingram,SG,https://www.basketball-reference.com/players/i/ingraan01.html,20,6-3,190,Los Angeles Lakers,2018
282,Brandon Ingram,SF,https://www.basketball-reference.com/players/i/ingrabr01.html,14,6-7,190,Los Angeles Lakers,2018
283,Kyle Kuzma,PF,https://www.basketball-reference.com/players/k/kuzmaky01.html,0,6-8,221,Los Angeles Lakers,2018
284,Brook Lopez,C,https://www.basketball-reference.com/players/l/lopezbr01.html,11,7-0,282,Los Angeles Lakers,2018
285,Larry Nance,C,https://www.basketball-reference.com/players/n/nancela02.html,7,6-7,245,Los Angeles Lakers,2018
286,Gary Payton,PG,https://www.basketball-reference.com/players/p/paytoga02.html,23,6-3,190,Los Angeles Lakers,2018
287,Julius Randle,C,https://www.basketball-reference.com/players/r/randlju01.html,30,6-8,250,Los Angeles Lakers,2018
288,Isaiah Thomas,PG,https://www.basketball-reference.com/players/t/thomais02.html,3-7,5-9,185,Los Angeles Lakers,2018
289,Travis Wear,SF,https://www.basketball-reference.com/players/w/weartr01.html,21,6-10,230,Los Angeles Lakers,2018
290,Derrick Williams,PF,https://www.basketball-reference.com/players/w/willide02.html,6,6-8,240,Los Angeles Lakers,2018
291,Ivica Zubac,C,https://www.basketball-reference.com/players/z/zubaciv01.html,40,7-0,240,Los Angeles Lakers,2018
292,Dillon Brooks,SF,https://www.basketball-reference.com/players/b/brookdi01.html,24,6-7,225,Memphis Grizzlies,2018
293,MarShon Brooks,SG,https://www.basketball-reference.com/players/b/brookma01.html,8,6-5,200,Memphis Grizzlies,2018
294,Mario Chalmers,PG,https://www.basketball-reference.com/players/c/chalmma01.html,6,6-2,190,Memphis Grizzlies,2018
295,Mike Conley,PG,https://www.basketball-reference.com/players/c/conlemi01.html,11,6-1,175,Memphis Grizzlies,2018
296,Deyonta Davis,C,https://www.basketball-reference.com/players/d/davisde01.html,21,6-11,237,Memphis Grizzlies,2018
297,James Ennis,SF,https://www.basketball-reference.com/players/e/ennisja01.html,8,6-6,215,Memphis Grizzlies,2018
298,Tyreke Evans,PG,https://www.basketball-reference.com/players/e/evansty01.html,12,6-6,220,Memphis Grizzlies,2018
299,Marc Gasol,C,https://www.basketball-reference.com/players/g/gasolma01.html,33,6-11,255,Memphis Grizzlies,2018
300,JaMychal Green,PF,https://www.basketball-reference.com/players/g/greenja01.html,0,6-8,227,Memphis Grizzlies,2018
301,Andrew Harrison,PG,https://www.basketball-reference.com/players/h/harrian01.html,5,6-6,213,Memphis Grizzlies,2018
302,Myke Henry,SF,https://www.basketball-reference.com/players/h/henrymy01.html,4,6-6,210,Memphis Grizzlies,2018
303,Vince Hunter,PF,https://www.basketball-reference.com/players/h/huntevi01.html,32,6-8,208,Memphis Grizzlies,2018
304,Brice Johnson,PF,https://www.basketball-reference.com/players/j/johnsbr02.html,14,6-10,230,Memphis Grizzlies,2018
305,Omari Johnson,PF,https://www.basketball-reference.com/players/j/johnsom01.html,14,6-9,220,Memphis Grizzlies,2018
306,Jarell Martin,PF,https://www.basketball-reference.com/players/m/martija01.html,1,6-10,239,Memphis Grizzlies,2018
307,Ben McLemore,SG,https://www.basketball-reference.com/players/m/mclembe01.html,23,6-3,195,Memphis Grizzlies,2018
308,Chandler Parsons,SF,https://www.basketball-reference.com/players/p/parsoch01.html,25,6-9,230,Memphis Grizzlies,2018
309,Ivan Rabb,PF,https://www.basketball-reference.com/players/r/rabbiv01.html,10,6-10,220,Memphis Grizzlies,2018
310,Xavier Rathan-Mayes,SG,https://www.basketball-reference.com/players/r/rathaxa01.html,22,6-4,208,Memphis Grizzlies,2018
311,Wayne Selden,SG,https://www.basketball-reference.com/players/s/seldewa01.html,7,6-5,230,Memphis Grizzlies,2018
312,Kobi Simmons,PG,https://www.basketball-reference.com/players/s/simmoko01.html,2,6-5,166,Memphis Grizzlies,2018
313,Marquis Teague,PG,https://www.basketball-reference.com/players/t/teaguma01.html,20,6-2,189,Memphis Grizzlies,2018
314,Briante Weber,PG,https://www.basketball-reference.com/players/w/weberbr01.html,3,6-2,165,Memphis Grizzlies,2018
315,Brandan Wright,PF,https://www.basketball-reference.com/players/w/wrighbr03.html,34,6-10,210,Memphis Grizzlies,2018
316,Bam Adebayo,C,https://www.basketball-reference.com/players/a/adebaba01.html,13,6-9,255,Miami Heat,2018
317,Luke Babbitt,SF,https://www.basketball-reference.com/players/b/babbilu01.html,22,6-9,225,Miami Heat,2018
318,Goran Dragic,PG,https://www.basketball-reference.com/players/d/dragigo01.html,7,6-3,190,Miami Heat,2018
319,Wayne Ellington,SG,https://www.basketball-reference.com/players/e/ellinwa01.html,2,6-4,207,Miami Heat,2018
320,Udonis Haslem,C,https://www.basketball-reference.com/players/h/hasleud01.html,40,6-8,235,Miami Heat,2018
321,James Johnson,PF,https://www.basketball-reference.com/players/j/johnsja01.html,16,6-7,240,Miami Heat,2018
322,Tyler Johnson,PG,https://www.basketball-reference.com/players/j/johnsty01.html,8,6-3,186,Miami Heat,2018
323,Derrick Jones,SF,https://www.basketball-reference.com/players/j/jonesde02.html,5,6-6,210,Miami Heat,2018
324,Rodney McGruder,SG,https://www.basketball-reference.com/players/m/mcgruro01.html,17,6-4,205,Miami Heat,2018
325,Jordan Mickey,PF,https://www.basketball-reference.com/players/m/mickejo01.html,25,6-8,235,Miami Heat,2018
326,Kelly Olynyk,PF,https://www.basketball-reference.com/players/o/olynyke01.html,9,6-11,240,Miami Heat,2018
327,Josh Richardson,SF,https://www.basketball-reference.com/players/r/richajo01.html,0,6-5,200,Miami Heat,2018
328,Dwyane Wade,SG,https://www.basketball-reference.com/players/w/wadedw01.html,3,6-4,220,Miami Heat,2018
329,Dion Waiters,SG,https://www.basketball-reference.com/players/w/waitedi01.html,11,6-3,215,Miami Heat,2018
330,Derrick Walton,PG,https://www.basketball-reference.com/players/w/waltode01.html,14,6-0,189,Miami Heat,2018
331,Okaro White,PF,https://www.basketball-reference.com/players/w/whiteok01.html,15,6-8,205,Miami Heat,2018
332,Hassan Whiteside,C,https://www.basketball-reference.com/players/w/whiteha01.html,21,7-0,265,Miami Heat,2018
333,Matt Williams,SG,https://www.basketball-reference.com/players/w/willima05.html,12,6-5,210,Miami Heat,2018
334,Justise Winslow,PF,https://www.basketball-reference.com/players/w/winslju01.html,20,6-6,222,Miami Heat,2018
335,Giannis Antetokounmpo,PF,https://www.basketball-reference.com/players/a/antetgi01.html,34,6-11,242,Milwaukee Bucks,2018
336,Eric Bledsoe,PG,https://www.basketball-reference.com/players/b/bledser01.html,6,6-1,214,Milwaukee Bucks,2018
337,Joel Bolomboy,PF,https://www.basketball-reference.com/players/b/bolomjo01.html,24,6-9,235,Milwaukee Bucks,2018
338,Malcolm Brogdon,PG,https://www.basketball-reference.com/players/b/brogdma01.html,13,6-5,229,Milwaukee Bucks,2018
339,Sterling Brown,SG,https://www.basketball-reference.com/players/b/brownst02.html,23,6-5,219,Milwaukee Bucks,2018
340,Matthew Dellavedova,PG,https://www.basketball-reference.com/players/d/dellama01.html,8,6-3,200,Milwaukee Bucks,2018
341,John Henson,C,https://www.basketball-reference.com/players/h/hensojo01.html,31,6-9,219,Milwaukee Bucks,2018
342,Brandon Jennings,PG,https://www.basketball-reference.com/players/j/jennibr01.html,11,6-1,170,Milwaukee Bucks,2018
343,Sean Kilpatrick,SG,https://www.basketball-reference.com/players/k/kilpase01.html,9,6-4,210,Milwaukee Bucks,2018
344,DeAndre Liggins,SG,https://www.basketball-reference.com/players/l/liggide01.html,25,6-6,209,Milwaukee Bucks,2018
345,Thon Maker,C,https://www.basketball-reference.com/players/m/makerth01.html,7,7-0,221,Milwaukee Bucks,2018
346,Khris Middleton,SF,https://www.basketball-reference.com/players/m/middlkh01.html,22,6-7,222,Milwaukee Bucks,2018
347,Greg Monroe,C,https://www.basketball-reference.com/players/m/monrogr01.html,15,6-11,265,Milwaukee Bucks,2018
348,Shabazz Muhammad,SG,https://www.basketball-reference.com/players/m/muhamsh01.html,15,6-6,223,Milwaukee Bucks,2018
349,Xavier Munford,SG,https://www.basketball-reference.com/players/m/munfoxa02.html,0,6-2,180,Milwaukee Bucks,2018
350,Jabari Parker,PF,https://www.basketball-reference.com/players/p/parkeja01.html,12,6-8,245,Milwaukee Bucks,2018
351,Gary Payton,PG,https://www.basketball-reference.com/players/p/paytoga02.html,0,6-3,190,Milwaukee Bucks,2018
352,Marshall Plumlee,C,https://www.basketball-reference.com/players/p/plumlma02.html,40,7-0,250,Milwaukee Bucks,2018
353,Tony Snell,SG,https://www.basketball-reference.com/players/s/snellto01.html,21,6-6,213,Milwaukee Bucks,2018
354,Mirza Teletovic,PF,https://www.basketball-reference.com/players/t/teletmi01.html,35,6-9,242,Milwaukee Bucks,2018
355,Jason Terry,SG,https://www.basketball-reference.com/players/t/terryja01.html,3,6-2,185,Milwaukee Bucks,2018
356,Rashad Vaughn,SG,https://www.basketball-reference.com/players/v/vaughra01.html,20,6-6,202,Milwaukee Bucks,2018
357,D.J. Wilson,PF,https://www.basketball-reference.com/players/w/wilsodj01.html,5,6-10,231,Milwaukee Bucks,2018
358,Tyler Zeller,C,https://www.basketball-reference.com/players/z/zellety01.html,44,7-0,253,Milwaukee Bucks,2018
359,Cole Aldrich,C,https://www.basketball-reference.com/players/a/aldrico01.html,45,6-11,250,Minnesota Timberwolves,2018
360,Nemanja Bjelica,PF,https://www.basketball-reference.com/players/b/bjeline01.html,8,6-10,234,Minnesota Timberwolves,2018
361,Aaron Brooks,PG,https://www.basketball-reference.com/players/b/brookaa01.html,30,6-0,161,Minnesota Timberwolves,2018
362,Anthony Brown,SF,https://www.basketball-reference.com/players/b/brownan02.html,3,6-7,210,Minnesota Timberwolves,2018
363,Jimmy Butler,SG,https://www.basketball-reference.com/players/b/butleji01.html,23,6-7,230,Minnesota Timberwolves,2018
364,Jamal Crawford,SG,https://www.basketball-reference.com/players/c/crawfja01.html,11,6-5,185,Minnesota Timberwolves,2018
365,Gorgui Dieng,C,https://www.basketball-reference.com/players/d/dienggo01.html,5,6-10,252,Minnesota Timberwolves,2018
366,Marcus Georges-Hunt,SG,https://www.basketball-reference.com/players/g/georgma01.html,13,6-5,216,Minnesota Timberwolves,2018
367,Taj Gibson,PF,https://www.basketball-reference.com/players/g/gibsota01.html,67,6-9,232,Minnesota Timberwolves,2018
368,Tyus Jones,PG,https://www.basketball-reference.com/players/j/jonesty01.html,1,6-0,196,Minnesota Timberwolves,2018
369,Shabazz Muhammad,SF,https://www.basketball-reference.com/players/m/muhamsh01.html,15,6-6,223,Minnesota Timberwolves,2018
370,Justin Patton,C,https://www.basketball-reference.com/players/p/pattoju01.html,24,6-11,241,Minnesota Timberwolves,2018
371,Derrick Rose,PG,https://www.basketball-reference.com/players/r/rosede01.html,25,6-2,200,Minnesota Timberwolves,2018
372,Jeff Teague,PG,https://www.basketball-reference.com/players/t/teaguje01.html,0,6-3,195,Minnesota Timberwolves,2018
373,Karl-Anthony Towns,C,https://www.basketball-reference.com/players/t/townska01.html,32,6-11,248,Minnesota Timberwolves,2018
374,Andrew Wiggins,SF,https://www.basketball-reference.com/players/w/wiggian01.html,22,6-7,197,Minnesota Timberwolves,2018
375,Tony Allen,SF,https://www.basketball-reference.com/players/a/allento01.html,24,6-4,213,New Orleans Pelicans,2018
376,Omer Asik,C,https://www.basketball-reference.com/players/a/asikom01.html,3,7-0,255,New Orleans Pelicans,2018
377,Ian Clark,SG,https://www.basketball-reference.com/players/c/clarkia01.html,2,6-3,175,New Orleans Pelicans,2018
378,Charles Cooke,SG,https://www.basketball-reference.com/players/c/cookech01.html,4,6-5,196,New Orleans Pelicans,2018
379,DeMarcus Cousins,C,https://www.basketball-reference.com/players/c/couside01.html,0,6-10,270,New Orleans Pelicans,2018
380,Jordan Crawford,SG,https://www.basketball-reference.com/players/c/crawfjo02.html,27,6-4,195,New Orleans Pelicans,2018
381,Dante Cunningham,SF,https://www.basketball-reference.com/players/c/cunnida01.html,33,6-8,230,New Orleans Pelicans,2018
382,Anthony Davis,PF,https://www.basketball-reference.com/players/d/davisan02.html,23,6-10,253,New Orleans Pelicans,2018
383,Cheick Diallo,PF,https://www.basketball-reference.com/players/d/diallch01.html,13,6-8,219,New Orleans Pelicans,2018
384,Larry Drew,PG,https://www.basketball-reference.com/players/d/drewla02.html,1,6-2,180,New Orleans Pelicans,2018
385,Solomon Hill,SF,https://www.basketball-reference.com/players/h/hillso01.html,44,6-6,226,New Orleans Pelicans,2018
386,Jrue Holiday,SG,https://www.basketball-reference.com/players/h/holidjr01.html,11,6-3,205,New Orleans Pelicans,2018
387,Mike James,PG,https://www.basketball-reference.com/players/j/jamesmi02.html,5,6-1,189,New Orleans Pelicans,2018
388,Jalen Jones,SF,https://www.basketball-reference.com/players/j/jonesja04.html,12,6-7,220,New Orleans Pelicans,2018
389,Walt Lemon,PG,https://www.basketball-reference.com/players/l/lemonwa01.html,25,6-3,180,New Orleans Pelicans,2018
390,DeAndre Liggins,SG,https://www.basketball-reference.com/players/l/liggide01.html,34,6-6,209,New Orleans Pelicans,2018
391,Darius Miller,SF,https://www.basketball-reference.com/players/m/milleda01.html,21,6-6,225,New Orleans Pelicans,2018
392,Nikola Mirotic,PF,https://www.basketball-reference.com/players/m/mirotni01.html,3,6-10,250,New Orleans Pelicans,2018
393,E'Twaun Moore,SG,https://www.basketball-reference.com/players/m/mooreet01.html,55,6-3,191,New Orleans Pelicans,2018
394,Jameer Nelson,PG,https://www.basketball-reference.com/players/n/nelsoja01.html,14,6-0,190,New Orleans Pelicans,2018
395,Emeka Okafor,C,https://www.basketball-reference.com/players/o/okafoem01.html,50,6-10,252,New Orleans Pelicans,2018
396,Rajon Rondo,PG,https://www.basketball-reference.com/players/r/rondora01.html,9,6-1,180,New Orleans Pelicans,2018
397,Josh Smith,PF,https://www.basketball-reference.com/players/s/smithjo03.html,5,6-9,225,New Orleans Pelicans,2018
398,Ron Baker,SG,https://www.basketball-reference.com/players/b/bakerro01.html,31,6-4,220,New York Knicks,2018
399,Michael Beasley,PF,https://www.basketball-reference.com/players/b/beaslmi01.html,8,6-9,235,New York Knicks,2018
400,Trey Burke,PG,https://www.basketball-reference.com/players/b/burketr01.html,23,6-0,185,New York Knicks,2018
401,Damyean Dotson,SG,https://www.basketball-reference.com/players/d/dotsoda01.html,21,6-5,210,New York Knicks,2018
402,Tim Hardaway,SG,https://www.basketball-reference.com/players/h/hardati02.html,3,6-5,205,New York Knicks,2018
403,Willy Hernangomez,C,https://www.basketball-reference.com/players/h/hernawi01.html,14,6-11,250,New York Knicks,2018
404,Isaiah Hicks,PF,https://www.basketball-reference.com/players/h/hicksis01.html,4,6-9,230,New York Knicks,2018
405,Jarrett Jack,PG,https://www.basketball-reference.com/players/j/jackja01.html,55,6-3,200,New York Knicks,2018
406,Enes Kanter,C,https://www.basketball-reference.com/players/k/kanteen01.html,00,6-10,250,New York Knicks,2018
407,Luke Kornet,PF,https://www.basketball-reference.com/players/k/kornelu01.html,2,7-2,250,New York Knicks,2018
408,Mindaugas Kuzminskas,SF,https://www.basketball-reference.com/players/k/kuzmimi01.html,91,6-9,215,New York Knicks,2018
409,Courtney Lee,SG,https://www.basketball-reference.com/players/l/leeco01.html,5,6-5,215,New York Knicks,2018
410,Doug McDermott,SF,https://www.basketball-reference.com/players/m/mcderdo01.html,20,6-7,225,New York Knicks,2018
411,Emmanuel Mudiay,PG,https://www.basketball-reference.com/players/m/mudiaem01.html,1,6-3,200,New York Knicks,2018
412,Joakim Noah,C,https://www.basketball-reference.com/players/n/noahjo01.html,13,6-11,230,New York Knicks,2018
413,Frank Ntilikina,PG,https://www.basketball-reference.com/players/n/ntilila01.html,11,6-4,200,New York Knicks,2018
414,Kyle O'Quinn,C,https://www.basketball-reference.com/players/o/oquinky01.html,9,6-9,250,New York Knicks,2018
415,Kristaps Porzingis,PF,https://www.basketball-reference.com/players/p/porzikr01.html,6,7-3,240,New York Knicks,2018
416,Ramon Sessions,PG,https://www.basketball-reference.com/players/s/sessira01.html,1,6-3,190,New York Knicks,2018
417,Lance Thomas,PF,https://www.basketball-reference.com/players/t/thomala01.html,42,6-8,240,New York Knicks,2018
418,Troy Williams,SF,https://www.basketball-reference.com/players/w/willitr02.html,0,6-7,218,New York Knicks,2018
419,Alex Abrines,SG,https://www.basketball-reference.com/players/a/abrinal01.html,8,6-6,200,Oklahoma City Thunder,2018
420,Steven Adams,C,https://www.basketball-reference.com/players/a/adamsst01.html,12,6-11,265,Oklahoma City Thunder,2018
421,Carmelo Anthony,PF,https://www.basketball-reference.com/players/a/anthoca01.html,7,6-8,238,Oklahoma City Thunder,2018
422,Corey Brewer,SG,https://www.basketball-reference.com/players/b/breweco01.html,3,6-9,186,Oklahoma City Thunder,2018
423,Nick Collison,PF,https://www.basketball-reference.com/players/c/collini01.html,4,6-10,255,Oklahoma City Thunder,2018
424,PJ Dozier,PG,https://www.basketball-reference.com/players/d/doziepj01.html,35,6-6,205,Oklahoma City Thunder,2018
425,Raymond Felton,PG,https://www.basketball-reference.com/players/f/feltora01.html,2,6-1,205,Oklahoma City Thunder,2018
426,Terrance Ferguson,SG,https://www.basketball-reference.com/players/f/fergute01.html,23,6-6,190,Oklahoma City Thunder,2018
427,Paul George,SF,https://www.basketball-reference.com/players/g/georgpa01.html,13,6-8,220,Oklahoma City Thunder,2018
428,Jerami Grant,PF,https://www.basketball-reference.com/players/g/grantje01.html,9,6-8,210,Oklahoma City Thunder,2018
429,Daniel Hamilton,SG,https://www.basketball-reference.com/players/h/hamilda02.html,25,6-7,195,Oklahoma City Thunder,2018
430,Josh Huestis,PF,https://www.basketball-reference.com/players/h/huestjo01.html,34,6-7,230,Oklahoma City Thunder,2018
431,Dakari Johnson,C,https://www.basketball-reference.com/players/j/johnsda04.html,44,7-0,255,Oklahoma City Thunder,2018
432,Patrick Patterson,PF,https://www.basketball-reference.com/players/p/pattepa01.html,54,6-8,235,Oklahoma City Thunder,2018
433,Andre Roberson,SG,https://www.basketball-reference.com/players/r/roberan03.html,21,6-7,210,Oklahoma City Thunder,2018
434,Kyle Singler,SF,https://www.basketball-reference.com/players/s/singlky01.html,15,6-8,228,Oklahoma City Thunder,2018
435,Russell Westbrook,PG,https://www.basketball-reference.com/players/w/westbru01.html,0,6-3,200,Oklahoma City Thunder,2018
436,Arron Afflalo,SG,https://www.basketball-reference.com/players/a/afflaar01.html,4,6-5,210,Orlando Magic,2018
437,Jamel Artis,SG,https://www.basketball-reference.com/players/a/artisja01.html,0,6-7,213,Orlando Magic,2018
438,D.J. Augustin,PG,https://www.basketball-reference.com/players/a/augusdj01.html,14,5-11,183,Orlando Magic,2018
439,Khem Birch,C,https://www.basketball-reference.com/players/b/birchkh01.html,24,6-9,233,Orlando Magic,2018
440,Bismack Biyombo,C,https://www.basketball-reference.com/players/b/biyombi01.html,11,6-8,255,Orlando Magic,2018
441,Evan Fournier,SF,https://www.basketball-reference.com/players/f/fournev01.html,10,6-7,205,Orlando Magic,2018
442,Aaron Gordon,PF,https://www.basketball-reference.com/players/g/gordoaa01.html,00,6-8,235,Orlando Magic,2018
443,Mario Hezonja,SF,https://www.basketball-reference.com/players/h/hezonma01.html,8,6-8,220,Orlando Magic,2018
444,Jonathan Isaac,PF,https://www.basketball-reference.com/players/i/isaacjo01.html,1,6-11,230,Orlando Magic,2018
445,Wesley Iwundu,SF,https://www.basketball-reference.com/players/i/iwundwe01.html,25,6-6,195,Orlando Magic,2018
446,Shelvin Mack,PG,https://www.basketball-reference.com/players/m/macksh01.html,7,6-3,203,Orlando Magic,2018
447,Adreian Payne,PF,https://www.basketball-reference.com/players/p/paynead01.html,33,6-10,237,Orlando Magic,2018
448,Elfrid Payton,PG,https://www.basketball-reference.com/players/p/paytoel01.html,2,6-3,195,Orlando Magic,2018
449,Rodney Purvis,SG,https://www.basketball-reference.com/players/p/purviro01.html,15,6-4,205,Orlando Magic,2018
450,Terrence Ross,SG,https://www.basketball-reference.com/players/r/rosste01.html,31,6-6,206,Orlando Magic,2018
451,Jonathon Simmons,SG,https://www.basketball-reference.com/players/s/simmojo02.html,17,6-6,195,Orlando Magic,2018
452,Marreese Speights,C,https://www.basketball-reference.com/players/s/speigma01.html,5,6-10,255,Orlando Magic,2018
453,Rashad Vaughn,SG,https://www.basketball-reference.com/players/v/vaughra01.html,20,6-6,202,Orlando Magic,2018
454,Nikola Vucevic,C,https://www.basketball-reference.com/players/v/vucevni01.html,9,6-11,260,Orlando Magic,2018
455,Justin Anderson,SF,https://www.basketball-reference.com/players/a/anderju01.html,1,6-6,230,Philadelphia 76ers,2018
456,Jerryd Bayless,SG,https://www.basketball-reference.com/players/b/bayleje01.html,0,6-3,200,Philadelphia 76ers,2018
457,Marco Belinelli,SG,https://www.basketball-reference.com/players/b/belinma01.html,18,6-5,220,Philadelphia 76ers,2018
458,Trevor Booker,PF,https://www.basketball-reference.com/players/b/booketr01.html,35,6-8,228,Philadelphia 76ers,2018
459,Robert Covington,SF,https://www.basketball-reference.com/players/c/covinro01.html,33,6-7,209,Philadelphia 76ers,2018
460,Larry Drew,PG,https://www.basketball-reference.com/players/d/drewla02.html,27,6-2,180,Philadelphia 76ers,2018
461,Joel Embiid,C,https://www.basketball-reference.com/players/e/embiijo01.html,21,7-0,280,Philadelphia 76ers,2018
462,Markelle Fultz,SG,https://www.basketball-reference.com/players/f/fultzma01.html,20,6-3,209,Philadelphia 76ers,2018
463,Richaun Holmes,C,https://www.basketball-reference.com/players/h/holmeri01.html,22,6-10,235,Philadelphia 76ers,2018
464,Ersan Ilyasova,PF,https://www.basketball-reference.com/players/i/ilyaser01.html,23,6-9,235,Philadelphia 76ers,2018
465,Demetrius Jackson,PG,https://www.basketball-reference.com/players/j/jacksde01.html,11,6-1,201,Philadelphia 76ers,2018
466,Amir Johnson,C,https://www.basketball-reference.com/players/j/johnsam01.html,5,6-9,240,Philadelphia 76ers,2018
467,Furkan Korkmaz,SG,https://www.basketball-reference.com/players/k/korkmfu01.html,30,6-7,202,Philadelphia 76ers,2018
468,Timothe Luwawu-Cabarrot,SF,https://www.basketball-reference.com/players/l/luwawti01.html,7,6-7,220,Philadelphia 76ers,2018
469,James Michael McAdoo,PF,https://www.basketball-reference.com/players/m/mcadoja01.html,14,6-9,230,Philadelphia 76ers,2018
470,T.J. McConnell,PG,https://www.basketball-reference.com/players/m/mccontj01.html,12,6-1,190,Philadelphia 76ers,2018
471,Jahlil Okafor,C,https://www.basketball-reference.com/players/o/okafoja01.html,8,6-10,270,Philadelphia 76ers,2018
472,Jacob Pullen,PG,https://www.basketball-reference.com/players/p/pulleja01.html,00,6-1,200,Philadelphia 76ers,2018
