,G,Date0,Date,Opponent,WinLoss,TmScore,OppScore,W,L,Streak,GameType
0,1,"Wed, Oct 23, 2019",10/23/2019,Denver Nuggets,L,100,108,0,1,L 1,regular season
1,2,"Fri, Oct 25, 2019",10/25/2019,Sacramento Kings,W,122,112,1,1,W 1,regular season
2,3,"Sun, Oct 27, 2019",10/27/2019,Dallas Mavericks,W,121,119,2,1,W 2,regular season
3,4,"Mon, Oct 28, 2019",10/28/2019,San Antonio Spurs,L,110,113,2,2,L 1,regular season
4,5,"Wed, Oct 30, 2019",10/30/2019,Oklahoma City Thunder,W,102,99,3,2,W 1,regular season
5,6,"Sat, Nov 2, 2019",11/02/2019,Philadelphia 76ers,L,128,129,3,3,L 1,regular season
6,7,"Mon, Nov 4, 2019",11/04/2019,Golden State Warriors,L,118,127,3,4,L 2,regular season
7,8,"Thu, Nov 7, 2019",11/07/2019,Los Angeles Clippers,L,101,107,3,5,L 3,regular season
8,9,"Fri, Nov 8, 2019",11/08/2019,Brooklyn Nets,L,115,119,3,6,L 4,regular season
9,10,"Sun, Nov 10, 2019",11/10/2019,Atlanta Hawks,W,124,113,4,6,W 1,regular season
10,11,"Tue, Nov 12, 2019",11/12/2019,Sacramento Kings,L,99,107,4,7,L 1,regular season
11,12,"Wed, Nov 13, 2019",11/13/2019,Toronto Raptors,L,106,114,4,8,L 2,regular season
12,13,"Sat, Nov 16, 2019",11/16/2019,San Antonio Spurs,W,121,116,5,8,W 1,regular season
13,14,"Mon, Nov 18, 2019",11/18/2019,Houston Rockets,L,108,132,5,9,L 1,regular season
14,15,"Tue, Nov 19, 2019",11/19/2019,New Orleans Pelicans,L,104,115,5,10,L 2,regular season
15,16,"Thu, Nov 21, 2019",11/21/2019,Milwaukee Bucks,L,129,137,5,11,L 3,regular season
16,17,"Sat, Nov 23, 2019",11/23/2019,Cleveland Cavaliers,L,104,110,5,12,L 4,regular season
17,18,"Mon, Nov 25, 2019",11/25/2019,Chicago Bulls,W,117,94,6,12,W 1,regular season
18,19,"Wed, Nov 27, 2019",11/27/2019,Oklahoma City Thunder,W,136,119,7,12,W 2,regular season
19,20,"Fri, Nov 29, 2019",11/29/2019,Chicago Bulls,W,107,103,8,12,W 3,regular season
20,21,"Tue, Dec 3, 2019",12/03/2019,Los Angeles Clippers,L,97,117,8,13,L 1,regular season
21,22,"Wed, Dec 4, 2019",12/04/2019,Sacramento Kings,W,127,116,9,13,W 1,regular season
22,23,"Fri, Dec 6, 2019",12/06/2019,Los Angeles Lakers,L,113,136,9,14,L 1,regular season
23,24,"Sun, Dec 8, 2019",12/08/2019,Oklahoma City Thunder,L,96,108,9,15,L 2,regular season
24,25,"Tue, Dec 10, 2019",12/10/2019,New York Knicks,W,115,87,10,15,W 1,regular season
25,26,"Thu, Dec 12, 2019",12/12/2019,Denver Nuggets,L,99,114,10,16,L 1,regular season
26,27,"Mon, Dec 16, 2019",12/16/2019,Phoenix Suns,W,111,110,11,16,W 1,regular season
27,28,"Wed, Dec 18, 2019",12/18/2019,Golden State Warriors,W,122,112,12,16,W 2,regular season
28,29,"Fri, Dec 20, 2019",12/20/2019,Orlando Magic,W,118,103,13,16,W 3,regular season
29,30,"Sat, Dec 21, 2019",12/21/2019,Minnesota Timberwolves,W,113,106,14,16,W 4,regular season
30,31,"Mon, Dec 23, 2019",12/23/2019,New Orleans Pelicans,L,94,102,14,17,L 1,regular season
31,32,"Thu, Dec 26, 2019",12/26/2019,Utah Jazz,L,115,121,14,18,L 2,regular season
32,33,"Sat, Dec 28, 2019",12/28/2019,Los Angeles Lakers,L,120,128,14,19,L 3,regular season
33,34,"Mon, Dec 30, 2019",12/30/2019,Phoenix Suns,L,116,122,14,20,L 4,regular season
34,35,"Wed, Jan 1, 2020",01/01/2020,New York Knicks,L,93,117,14,21,L 5,regular season
35,36,"Fri, Jan 3, 2020",01/03/2020,Washington Wizards,W,122,103,15,21,W 1,regular season
