,G,Date0,Date,Opponent,WinLoss,TmScore,OppScore,W,L,Streak,GameType
0,1,"Wed, Oct 23, 2019",10/23/2019,Phoenix Suns,L,95,124,0,1,L 1,regular season
1,2,"Fri, Oct 25, 2019",10/25/2019,Portland Trail Blazers,L,112,122,0,2,L 2,regular season
2,3,"Sat, Oct 26, 2019",10/26/2019,Utah Jazz,L,81,113,0,3,L 3,regular season
3,4,"Mon, Oct 28, 2019",10/28/2019,Denver Nuggets,L,94,101,0,4,L 4,regular season
4,5,"Wed, Oct 30, 2019",10/30/2019,Charlotte Hornets,L,111,118,0,5,L 5,regular season
5,6,"Fri, Nov 1, 2019",11/01/2019,Utah Jazz,W,102,101,1,5,W 1,regular season
6,7,"Sun, Nov 3, 2019",11/03/2019,New York Knicks,W,113,92,2,5,W 2,regular season
7,8,"Wed, Nov 6, 2019",11/06/2019,Toronto Raptors,L,120,124,2,6,L 1,regular season
8,9,"Fri, Nov 8, 2019",11/08/2019,Atlanta Hawks,W,121,109,3,6,W 1,regular season
9,10,"Tue, Nov 12, 2019",11/12/2019,Portland Trail Blazers,W,107,99,4,6,W 2,regular season
10,11,"Fri, Nov 15, 2019",11/15/2019,Los Angeles Lakers,L,97,99,4,7,L 1,regular season
11,12,"Sun, Nov 17, 2019",11/17/2019,Boston Celtics,W,100,99,5,7,W 1,regular season
12,13,"Tue, Nov 19, 2019",11/19/2019,Phoenix Suns,W,120,116,6,7,W 2,regular season
13,14,"Fri, Nov 22, 2019",11/22/2019,Brooklyn Nets,L,97,116,6,8,L 1,regular season
14,15,"Sun, Nov 24, 2019",11/24/2019,Washington Wizards,W,113,106,7,8,W 1,regular season
15,16,"Mon, Nov 25, 2019",11/25/2019,Boston Celtics,L,102,103,7,9,L 1,regular season
16,17,"Wed, Nov 27, 2019",11/27/2019,Philadelphia 76ers,L,91,97,7,10,L 2,regular season
17,18,"Sat, Nov 30, 2019",11/30/2019,Denver Nuggets,W,100,97,8,10,W 1,regular season
18,19,"Mon, Dec 2, 2019",12/02/2019,Chicago Bulls,L,106,113,8,11,L 1,regular season
19,20,"Wed, Dec 4, 2019",12/04/2019,Portland Trail Blazers,L,116,127,8,12,L 2,regular season
20,21,"Fri, Dec 6, 2019",12/06/2019,San Antonio Spurs,L,104,105,8,13,L 3,regular season
21,22,"Sun, Dec 8, 2019",12/08/2019,Dallas Mavericks,W,110,106,9,13,W 1,regular season
22,23,"Mon, Dec 9, 2019",12/09/2019,Houston Rockets,W,119,118,10,13,W 2,regular season
23,24,"Wed, Dec 11, 2019",12/11/2019,Oklahoma City Thunder,W,94,93,11,13,W 3,regular season
24,25,"Fri, Dec 13, 2019",12/13/2019,New York Knicks,L,101,103,11,14,L 1,regular season
25,26,"Sun, Dec 15, 2019",12/15/2019,Golden State Warriors,W,100,79,12,14,W 1,regular season
26,27,"Tue, Dec 17, 2019",12/17/2019,Charlotte Hornets,L,102,110,12,15,L 1,regular season
27,28,"Fri, Dec 20, 2019",12/20/2019,Indiana Pacers,L,105,119,12,16,L 2,regular season
28,29,"Sat, Dec 21, 2019",12/21/2019,Memphis Grizzlies,L,115,119,12,17,L 3,regular season
29,30,"Mon, Dec 23, 2019",12/23/2019,Houston Rockets,L,104,113,12,18,L 4,regular season
30,31,"Thu, Dec 26, 2019",12/26/2019,Minnesota Timberwolves,L,104,105,12,19,L 5,regular season
31,32,"Sat, Dec 28, 2019",12/28/2019,Phoenix Suns,L,110,112,12,20,L 6,regular season
32,33,"Sun, Dec 29, 2019",12/29/2019,Denver Nuggets,L,115,120,12,21,L 7,regular season
33,34,"Tue, Dec 31, 2019",12/31/2019,Los Angeles Clippers,L,87,105,12,22,L 8,regular season
34,35,"Thu, Jan 2, 2020",01/02/2020,Memphis Grizzlies,W,128,123,13,22,W 1,regular season
35,36,"Sat, Jan 4, 2020",01/04/2020,New Orleans Pelicans,L,115,117,13,23,L 1,regular season
36,37,"Mon, Jan 6, 2020",01/06/2020,Golden State Warriors,W,111,98,14,23,W 1,regular season
37,38,"Tue, Jan 7, 2020",01/07/2020,Phoenix Suns,W,114,103,15,23,W 2,regular season
38,39,"Fri, Jan 10, 2020",01/10/2020,Milwaukee Bucks,L,106,127,15,24,L 1,regular season
39,40,"Mon, Jan 13, 2020",01/13/2020,Orlando Magic,L,112,114,15,25,L 2,regular season
40,41,"Wed, Jan 15, 2020",01/15/2020,Dallas Mavericks,L,123,127,15,26,L 3,regular season
41,42,"Sat, Jan 18, 2020",01/18/2020,Utah Jazz,L,101,123,15,27,L 4,regular season
42,43,"Mon, Jan 20, 2020",01/20/2020,Miami Heat,L,113,118,15,28,L 5,regular season
43,44,"Wed, Jan 22, 2020",01/22/2020,Detroit Pistons,L,106,127,15,29,L 6,regular season
44,45,"Fri, Jan 24, 2020",01/24/2020,Chicago Bulls,W,98,81,16,29,W 1,regular season
45,46,"Mon, Jan 27, 2020",01/27/2020,Minnesota Timberwolves,W,133,129,17,29,W 2,regular season
