,G,Date0,Date,Opponent,WinLoss,TmScore,OppScore,W,L,Streak,GameType
0,1,"Tue, Oct 22, 2019",10/22/2019,New Orleans Pelicans,W,130,122,1,0,W 1,regular season
1,2,"Fri, Oct 25, 2019",10/25/2019,Boston Celtics,L,106,112,1,1,L 1,regular season
2,3,"Sat, Oct 26, 2019",10/26/2019,Chicago Bulls,W,108,84,2,1,W 1,regular season
3,4,"Mon, Oct 28, 2019",10/28/2019,Orlando Magic,W,104,95,3,1,W 2,regular season
4,5,"Wed, Oct 30, 2019",10/30/2019,Detroit Pistons,W,125,113,4,1,W 3,regular season
5,6,"Sat, Nov 2, 2019",11/02/2019,Milwaukee Bucks,L,105,115,4,2,L 1,regular season
6,7,"Wed, Nov 6, 2019",11/06/2019,Sacramento Kings,W,124,120,5,2,W 1,regular season
7,8,"Fri, Nov 8, 2019",11/08/2019,New Orleans Pelicans,W,122,104,6,2,W 2,regular season
8,9,"Sun, Nov 10, 2019",11/10/2019,Los Angeles Lakers,W,113,104,7,2,W 3,regular season
9,10,"Mon, Nov 11, 2019",11/11/2019,Los Angeles Clippers,L,88,98,7,3,L 1,regular season
10,11,"Wed, Nov 13, 2019",11/13/2019,Portland Trail Blazers,W,114,106,8,3,W 1,regular season
11,12,"Sat, Nov 16, 2019",11/16/2019,Dallas Mavericks,L,102,110,8,4,L 1,regular season
12,13,"Mon, Nov 18, 2019",11/18/2019,Charlotte Hornets,W,132,96,9,4,W 1,regular season
13,14,"Wed, Nov 20, 2019",11/20/2019,Orlando Magic,W,113,97,10,4,W 2,regular season
14,15,"Sat, Nov 23, 2019",11/23/2019,Atlanta Hawks,W,119,116,11,4,W 3,regular season
15,16,"Mon, Nov 25, 2019",11/25/2019,Philadelphia 76ers,W,101,96,12,4,W 4,regular season
16,17,"Wed, Nov 27, 2019",11/27/2019,New York Knicks,W,126,98,13,4,W 5,regular season
17,18,"Fri, Nov 29, 2019",11/29/2019,Orlando Magic,W,90,83,14,4,W 6,regular season
18,19,"Sun, Dec 1, 2019",12/01/2019,Utah Jazz,W,130,110,15,4,W 7,regular season
19,20,"Tue, Dec 3, 2019",12/03/2019,Miami Heat,L,110,121,15,5,L 1,regular season
20,21,"Thu, Dec 5, 2019",12/05/2019,Houston Rockets,L,109,119,15,6,L 2,regular season
21,22,"Sun, Dec 8, 2019",12/08/2019,Philadelphia 76ers,L,104,110,15,7,L 3,regular season
22,23,"Mon, Dec 9, 2019",12/09/2019,Chicago Bulls,W,93,92,16,7,W 1,regular season
23,24,"Wed, Dec 11, 2019",12/11/2019,Los Angeles Clippers,L,92,112,16,8,L 1,regular season
24,25,"Sat, Dec 14, 2019",12/14/2019,Brooklyn Nets,W,110,102,17,8,W 1,regular season
25,26,"Mon, Dec 16, 2019",12/16/2019,Cleveland Cavaliers,W,133,113,18,8,W 2,regular season
26,27,"Wed, Dec 18, 2019",12/18/2019,Detroit Pistons,W,112,99,19,8,W 3,regular season
27,28,"Fri, Dec 20, 2019",12/20/2019,Washington Wizards,W,122,118,20,8,W 4,regular season
28,29,"Sun, Dec 22, 2019",12/22/2019,Dallas Mavericks,W,110,107,21,8,W 5,regular season
29,30,"Mon, Dec 23, 2019",12/23/2019,Indiana Pacers,L,115,120,21,9,L 1,regular season
30,31,"Wed, Dec 25, 2019",12/25/2019,Boston Celtics,L,102,118,21,10,L 2,regular season
31,32,"Sat, Dec 28, 2019",12/28/2019,Boston Celtics,W,113,97,22,10,W 1,regular season
32,33,"Sun, Dec 29, 2019",12/29/2019,Oklahoma City Thunder,L,97,98,22,11,L 1,regular season
