,G,Date0,Date,Opponent,WinLoss,TmScore,OppScore,W,L,Streak,GameType
0,1,"Wed, Oct 23, 2019",10/23/2019,Washington Wizards,W,108,100,1,0,W 1,regular season
1,2,"Fri, Oct 25, 2019",10/25/2019,New Orleans Pelicans,W,123,116,2,0,W 2,regular season
2,3,"Sun, Oct 27, 2019",10/27/2019,Portland Trail Blazers,L,119,121,2,1,L 1,regular season
3,4,"Tue, Oct 29, 2019",10/29/2019,Denver Nuggets,W,109,106,3,1,W 1,regular season
4,5,"Fri, Nov 1, 2019",11/01/2019,Los Angeles Lakers,L,110,119,3,2,L 1,regular season
5,6,"Sun, Nov 3, 2019",11/03/2019,Cleveland Cavaliers,W,131,111,4,2,W 1,regular season
6,7,"Wed, Nov 6, 2019",11/06/2019,Orlando Magic,W,107,106,5,2,W 2,regular season
7,8,"Fri, Nov 8, 2019",11/08/2019,New York Knicks,L,102,106,5,3,L 1,regular season
8,9,"Sat, Nov 9, 2019",11/09/2019,Memphis Grizzlies,W,138,122,6,3,W 1,regular season
9,10,"Mon, Nov 11, 2019",11/11/2019,Boston Celtics,L,106,116,6,4,L 1,regular season
10,11,"Thu, Nov 14, 2019",11/14/2019,New York Knicks,L,103,106,6,5,L 2,regular season
11,12,"Sat, Nov 16, 2019",11/16/2019,Toronto Raptors,W,110,102,7,5,W 1,regular season
12,13,"Mon, Nov 18, 2019",11/18/2019,San Antonio Spurs,W,117,110,8,5,W 2,regular season
13,14,"Wed, Nov 20, 2019",11/20/2019,Golden State Warriors,W,142,94,9,5,W 3,regular season
14,15,"Fri, Nov 22, 2019",11/22/2019,Cleveland Cavaliers,W,143,101,10,5,W 4,regular season
15,16,"Sun, Nov 24, 2019",11/24/2019,Houston Rockets,W,137,123,11,5,W 5,regular season
16,17,"Tue, Nov 26, 2019",11/26/2019,Los Angeles Clippers,L,99,114,11,6,L 1,regular season
17,18,"Fri, Nov 29, 2019",11/29/2019,Phoenix Suns,W,120,113,12,6,W 1,regular season
18,19,"Sun, Dec 1, 2019",12/01/2019,Los Angeles Lakers,W,114,100,13,6,W 2,regular season
19,20,"Tue, Dec 3, 2019",12/03/2019,New Orleans Pelicans,W,118,97,14,6,W 3,regular season
20,21,"Wed, Dec 4, 2019",12/04/2019,Minnesota Timberwolves,W,121,114,15,6,W 4,regular season
21,22,"Sat, Dec 7, 2019",12/07/2019,New Orleans Pelicans,W,130,84,16,6,W 5,regular season
22,23,"Sun, Dec 8, 2019",12/08/2019,Sacramento Kings,L,106,110,16,7,L 1,regular season
23,24,"Thu, Dec 12, 2019",12/12/2019,Detroit Pistons,W,122,111,17,7,W 1,regular season
