,G,Date0,Date,Opponent,WinLoss,TmScore,OppScore,W,L,Streak,GameType
0,1,"Wed, Oct 23, 2019",10/23/2019,New York Knicks,W,120,111,1,0,W 1,regular season
1,2,"Sat, Oct 26, 2019",10/26/2019,Washington Wizards,W,124,122,2,0,W 2,regular season
2,3,"Mon, Oct 28, 2019",10/28/2019,Portland Trail Blazers,W,113,110,3,0,W 3,regular season
3,4,"Thu, Oct 31, 2019",10/31/2019,Los Angeles Clippers,L,97,103,3,1,L 1,regular season
4,5,"Fri, Nov 1, 2019",11/01/2019,Golden State Warriors,W,127,110,4,1,W 1,regular season
5,6,"Sun, Nov 3, 2019",11/03/2019,Los Angeles Lakers,L,96,103,4,2,L 1,regular season
6,7,"Tue, Nov 5, 2019",11/05/2019,Atlanta Hawks,L,100,108,4,3,L 2,regular season
7,8,"Thu, Nov 7, 2019",11/07/2019,Oklahoma City Thunder,W,121,112,5,3,W 1,regular season
8,9,"Sat, Nov 9, 2019",11/09/2019,Boston Celtics,L,115,135,5,4,L 1,regular season
9,10,"Mon, Nov 11, 2019",11/11/2019,Memphis Grizzlies,L,109,113,5,5,L 2,regular season
10,11,"Wed, Nov 13, 2019",11/13/2019,Minnesota Timberwolves,L,114,129,5,6,L 3,regular season
11,12,"Fri, Nov 15, 2019",11/15/2019,Orlando Magic,L,109,111,5,7,L 4,regular season
12,13,"Sat, Nov 16, 2019",11/16/2019,Portland Trail Blazers,L,116,121,5,8,L 5,regular season
13,14,"Mon, Nov 18, 2019",11/18/2019,Dallas Mavericks,L,110,117,5,9,L 6,regular season
14,15,"Wed, Nov 20, 2019",11/20/2019,Washington Wizards,L,132,138,5,10,L 7,regular season
15,16,"Fri, Nov 22, 2019",11/22/2019,Philadelphia 76ers,L,104,115,5,11,L 8,regular season
16,17,"Sat, Nov 23, 2019",11/23/2019,New York Knicks,W,111,104,6,11,W 1,regular season
17,18,"Mon, Nov 25, 2019",11/25/2019,Los Angeles Lakers,L,104,114,6,12,L 1,regular season
18,19,"Wed, Nov 27, 2019",11/27/2019,Minnesota Timberwolves,L,101,113,6,13,L 2,regular season
19,20,"Fri, Nov 29, 2019",11/29/2019,Los Angeles Clippers,W,107,97,7,13,W 1,regular season
20,21,"Sun, Dec 1, 2019",12/01/2019,Detroit Pistons,L,98,132,7,14,L 1,regular season
21,22,"Tue, Dec 3, 2019",12/03/2019,Houston Rockets,W,135,133,8,14,W 1,regular season
22,23,"Fri, Dec 6, 2019",12/06/2019,Sacramento Kings,W,105,104,9,14,W 2,regular season
23,24,"Thu, Dec 12, 2019",12/12/2019,Cleveland Cavaliers,L,109,117,9,15,L 1,regular season
24,25,"Sat, Dec 14, 2019",12/14/2019,Phoenix Suns,W,121,119,10,15,W 1,regular season
25,26,"Mon, Dec 16, 2019",12/16/2019,Houston Rockets,L,107,109,10,16,L 1,regular season
26,27,"Thu, Dec 19, 2019",12/19/2019,Brooklyn Nets,W,118,105,11,16,W 1,regular season
27,28,"Sat, Dec 21, 2019",12/21/2019,Los Angeles Clippers,L,109,134,11,17,L 1,regular season
28,29,"Mon, Dec 23, 2019",12/23/2019,Memphis Grizzlies,W,145,115,12,17,W 1,regular season
29,30,"Thu, Dec 26, 2019",12/26/2019,Dallas Mavericks,L,98,102,12,18,L 1,regular season
30,31,"Sat, Dec 28, 2019",12/28/2019,Detroit Pistons,W,136,109,13,18,W 1,regular season
31,32,"Tue, Dec 31, 2019",12/31/2019,Golden State Warriors,W,117,113,14,18,W 2,regular season
32,33,"Thu, Jan 2, 2020",01/02/2020,Oklahoma City Thunder,L,103,109,14,19,L 1,regular season
33,34,"Sat, Jan 4, 2020",01/04/2020,Milwaukee Bucks,L,118,127,14,20,L 2,regular season
34,35,"Mon, Jan 6, 2020",01/06/2020,Milwaukee Bucks,W,126,104,15,20,W 1,regular season
35,36,"Wed, Jan 8, 2020",01/08/2020,Boston Celtics,W,129,114,16,20,W 2,regular season
36,37,"Fri, Jan 10, 2020",01/10/2020,Memphis Grizzlies,L,121,134,16,21,L 1,regular season
37,38,"Sun, Jan 12, 2020",01/12/2020,Toronto Raptors,W,105,104,17,21,W 1,regular season
38,39,"Wed, Jan 15, 2020",01/15/2020,Miami Heat,L,100,106,17,22,L 1,regular season
39,40,"Fri, Jan 17, 2020",01/17/2020,Atlanta Hawks,L,120,121,17,23,L 2,regular season
40,41,"Sun, Jan 19, 2020",01/19/2020,Miami Heat,W,107,102,18,23,W 1,regular season
41,42,"Mon, Jan 20, 2020",01/20/2020,Phoenix Suns,W,120,118,19,23,W 2,regular season
42,43,"Wed, Jan 22, 2020",01/22/2020,New Orleans Pelicans,W,121,117,20,23,W 3,regular season
43,44,"Fri, Jan 24, 2020",01/24/2020,Phoenix Suns,L,99,103,20,24,L 1,regular season
44,45,"Sun, Jan 26, 2020",01/26/2020,Toronto Raptors,L,106,110,20,25,L 2,regular season
45,46,"Mon, Jan 27, 2020",01/27/2020,Chicago Bulls,L,109,110,20,26,L 3,regular season
46,47,"Wed, Jan 29, 2020",01/29/2020,Utah Jazz,W,127,120,21,26,W 1,regular season
47,48,"Sat, Feb 1, 2020",02/01/2020,Charlotte Hornets,W,114,90,22,26,W 2,regular season
48,49,"Mon, Feb 3, 2020",02/03/2020,Los Angeles Clippers,L,105,108,22,27,L 1,regular season
49,50,"Tue, Feb 4, 2020",02/04/2020,Los Angeles Lakers,L,102,129,22,28,L 2,regular season
50,51,"Thu, Feb 6, 2020",02/06/2020,Portland Trail Blazers,L,117,125,22,29,L 3,regular season
51,52,"Sat, Feb 8, 2020",02/08/2020,Sacramento Kings,L,102,122,22,30,L 4,regular season
52,53,"Mon, Feb 10, 2020",02/10/2020,Denver Nuggets,L,120,127,22,31,L 5,regular season
53,54,"Tue, Feb 11, 2020",02/11/2020,Oklahoma City Thunder,W,114,106,23,31,W 1,regular season
54,55,"Fri, Feb 21, 2020",02/21/2020,Utah Jazz,W,113,104,24,31,W 2,regular season
55,56,"Sun, Feb 23, 2020",02/23/2020,Oklahoma City Thunder,L,103,131,24,32,L 1,regular season
56,57,"Wed, Feb 26, 2020",02/26/2020,Dallas Mavericks,L,103,109,24,33,L 2,regular season
57,58,"Sat, Feb 29, 2020",02/29/2020,Orlando Magic,W,114,113,25,33,W 1,regular season
58,59,"Mon, Mar 2, 2020",03/02/2020,Indiana Pacers,L,111,116,25,34,L 1,regular season
59,60,"Tue, Mar 3, 2020",03/03/2020,Charlotte Hornets,W,104,103,26,34,W 1,regular season
60,61,"Fri, Mar 6, 2020",03/06/2020,Brooklyn Nets,L,120,139,26,35,L 1,regular season
61,62,"Sun, Mar 8, 2020",03/08/2020,Cleveland Cavaliers,L,129,132,26,36,L 2,regular season
62,63,"Tue, Mar 10, 2020",03/10/2020,Dallas Mavericks,W,119,109,27,36,W 1,regular season
63,64,"Fri, Jul 31, 2020",07/31/2020,Sacramento Kings,W,129,120,28,36,W 2,regular season
64,65,"Sun, Aug 2, 2020",08/02/2020,Memphis Grizzlies,W,108,106,29,36,W 3,regular season
65,66,"Mon, Aug 3, 2020",08/03/2020,Philadelphia 76ers,L,130,132,29,37,L 1,regular season
66,67,"Wed, Aug 5, 2020",08/05/2020,Denver Nuggets,L,126,132,29,38,L 2,regular season
67,68,"Fri, Aug 7, 2020",08/07/2020,Utah Jazz,W,119,111,30,38,W 1,regular season
68,69,"Sun, Aug 9, 2020",08/09/2020,New Orleans Pelicans,W,122,113,31,38,W 2,regular season
69,70,"Tue, Aug 11, 2020",08/11/2020,Houston Rockets,W,123,105,32,38,W 3,regular season
70,71,"Thu, Aug 13, 2020",08/13/2020,Utah Jazz,L,112,118,32,39,L 1,regular season
