,G,Date0,Date,Opponent,WinLoss,TmScore,OppScore,W,L,Streak,GameType
26,27,"Sun, Dec 15, 2019",12/15/2019,Denver Nuggets,L,105,111,6,21,L 1,regular season
27,28,"Tue, Dec 17, 2019",12/17/2019,Atlanta Hawks,W,143,120,7,21,W 1,regular season
28,29,"Fri, Dec 20, 2019",12/20/2019,Miami Heat,L,114,129,7,22,L 1,regular season
29,30,"Sat, Dec 21, 2019",12/21/2019,Milwaukee Bucks,L,102,123,7,23,L 2,regular season
30,31,"Mon, Dec 23, 2019",12/23/2019,Washington Wizards,L,115,121,7,24,L 3,regular season
31,32,"Thu, Dec 26, 2019",12/26/2019,Brooklyn Nets,W,94,82,8,24,W 1,regular season
32,33,"Sat, Dec 28, 2019",12/28/2019,Washington Wizards,W,107,100,9,24,W 2,regular season
33,34,"Wed, Jan 1, 2020",01/01/2020,Portland Trail Blazers,W,117,93,10,24,W 3,regular season
34,35,"Fri, Jan 3, 2020",01/03/2020,Phoenix Suns,L,112,120,10,25,L 1,regular season
35,36,"Sun, Jan 5, 2020",01/05/2020,Los Angeles Clippers,L,132,135,10,26,L 2,regular season
36,37,"Tue, Jan 7, 2020",01/07/2020,Los Angeles Lakers,L,87,117,10,27,L 3,regular season
37,38,"Wed, Jan 8, 2020",01/08/2020,Utah Jazz,L,104,128,10,28,L 4,regular season
38,39,"Fri, Jan 10, 2020",01/10/2020,New Orleans Pelicans,L,111,123,10,29,L 5,regular season
39,40,"Sun, Jan 12, 2020",01/12/2020,Miami Heat,W,124,121,11,29,W 1,regular season
40,41,"Tue, Jan 14, 2020",01/14/2020,Milwaukee Bucks,L,102,128,11,30,L 1,regular season
41,42,"Thu, Jan 16, 2020",01/16/2020,Phoenix Suns,L,98,121,11,31,L 2,regular season
42,43,"Sat, Jan 18, 2020",01/18/2020,Philadelphia 76ers,L,87,90,11,32,L 3,regular season
43,44,"Mon, Jan 20, 2020",01/20/2020,Cleveland Cavaliers,W,106,86,12,32,W 1,regular season
44,45,"Wed, Jan 22, 2020",01/22/2020,Los Angeles Lakers,L,92,100,12,33,L 1,regular season
45,46,"Fri, Jan 24, 2020",01/24/2020,Toronto Raptors,L,112,118,12,34,L 2,regular season
46,47,"Sun, Jan 26, 2020",01/26/2020,Brooklyn Nets,W,110,97,13,34,W 1,regular season
47,48,"Tue, Jan 28, 2020",01/28/2020,Charlotte Hornets,L,92,97,13,35,L 1,regular season
48,49,"Wed, Jan 29, 2020",01/29/2020,Memphis Grizzlies,L,106,127,13,36,L 2,regular season
49,50,"Sat, Feb 1, 2020",02/01/2020,Indiana Pacers,W,92,85,14,36,W 1,regular season
50,51,"Mon, Feb 3, 2020",02/03/2020,Cleveland Cavaliers,W,139,134,15,36,W 2,regular season
51,52,"Thu, Feb 6, 2020",02/06/2020,Orlando Magic,W,105,103,16,36,W 3,regular season
52,53,"Sat, Feb 8, 2020",02/08/2020,Detroit Pistons,W,95,92,17,36,W 4,regular season
53,54,"Sun, Feb 9, 2020",02/09/2020,Atlanta Hawks,L,135,140,17,37,L 1,regular season
54,55,"Wed, Feb 12, 2020",02/12/2020,Washington Wizards,L,96,114,17,38,L 2,regular season
55,56,"Fri, Feb 21, 2020",02/21/2020,Indiana Pacers,L,98,106,17,39,L 3,regular season
56,57,"Mon, Feb 24, 2020",02/24/2020,Houston Rockets,L,112,123,17,40,L 4,regular season
57,58,"Wed, Feb 26, 2020",02/26/2020,Charlotte Hornets,L,101,107,17,41,L 5,regular season
58,59,"Thu, Feb 27, 2020",02/27/2020,Philadelphia 76ers,L,106,115,17,42,L 6,regular season
59,60,"Sat, Feb 29, 2020",02/29/2020,Chicago Bulls,W,125,115,18,42,W 1,regular season
60,61,"Mon, Mar 2, 2020",03/02/2020,Houston Rockets,W,125,123,19,42,W 2,regular season
61,62,"Wed, Mar 4, 2020",03/04/2020,Utah Jazz,L,104,112,19,43,L 1,regular season
62,63,"Fri, Mar 6, 2020",03/06/2020,Oklahoma City Thunder,L,103,126,19,44,L 2,regular season
63,64,"Sun, Mar 8, 2020",03/08/2020,Detroit Pistons,W,96,84,20,44,W 1,regular season
64,65,"Tue, Mar 10, 2020",03/10/2020,Washington Wizards,L,115,122,20,45,L 1,regular season
65,66,"Wed, Mar 11, 2020",03/11/2020,Atlanta Hawks,W,136,131,21,45,W 1,regular season
