,G,Date0,Date,Opponent,WinLoss,TmScore,OppScore,W,L,Streak,GameType
0,1,"Wed, Oct 23, 2019",10/23/2019,San Antonio Spurs,L,111,120,0,1,L 1,regular season
1,2,"Fri, Oct 25, 2019",10/25/2019,Brooklyn Nets,L,109,113,0,2,L 2,regular season
2,3,"Sat, Oct 26, 2019",10/26/2019,Boston Celtics,L,95,118,0,3,L 3,regular season
3,4,"Mon, Oct 28, 2019",10/28/2019,Chicago Bulls,W,105,98,1,3,W 1,regular season
4,5,"Wed, Oct 30, 2019",10/30/2019,Orlando Magic,L,83,95,1,4,L 1,regular season
5,6,"Fri, Nov 1, 2019",11/01/2019,Boston Celtics,L,102,104,1,5,L 2,regular season
6,7,"Sun, Nov 3, 2019",11/03/2019,Sacramento Kings,L,92,113,1,6,L 3,regular season
7,8,"Wed, Nov 6, 2019",11/06/2019,Detroit Pistons,L,102,122,1,7,L 4,regular season
8,9,"Fri, Nov 8, 2019",11/08/2019,Dallas Mavericks,W,106,102,2,7,W 1,regular season
9,10,"Sun, Nov 10, 2019",11/10/2019,Cleveland Cavaliers,L,87,108,2,8,L 1,regular season
10,11,"Tue, Nov 12, 2019",11/12/2019,Chicago Bulls,L,102,120,2,9,L 2,regular season
11,12,"Thu, Nov 14, 2019",11/14/2019,Dallas Mavericks,W,106,103,3,9,W 1,regular season
12,13,"Sat, Nov 16, 2019",11/16/2019,Charlotte Hornets,L,102,103,3,10,L 1,regular season
13,14,"Mon, Nov 18, 2019",11/18/2019,Cleveland Cavaliers,W,123,105,4,10,W 1,regular season
14,15,"Wed, Nov 20, 2019",11/20/2019,Philadelphia 76ers,L,104,109,4,11,L 1,regular season
15,16,"Sat, Nov 23, 2019",11/23/2019,San Antonio Spurs,L,104,111,4,12,L 2,regular season
16,17,"Sun, Nov 24, 2019",11/24/2019,Brooklyn Nets,L,101,103,4,13,L 3,regular season
17,18,"Wed, Nov 27, 2019",11/27/2019,Toronto Raptors,L,98,126,4,14,L 4,regular season
18,19,"Fri, Nov 29, 2019",11/29/2019,Philadelphia 76ers,L,95,101,4,15,L 5,regular season
19,20,"Sun, Dec 1, 2019",12/01/2019,Boston Celtics,L,104,113,4,16,L 6,regular season
20,21,"Mon, Dec 2, 2019",12/02/2019,Milwaukee Bucks,L,88,132,4,17,L 7,regular season
21,22,"Thu, Dec 5, 2019",12/05/2019,Denver Nuggets,L,92,129,4,18,L 8,regular season
22,23,"Sat, Dec 7, 2019",12/07/2019,Indiana Pacers,L,103,104,4,19,L 9,regular season
23,24,"Tue, Dec 10, 2019",12/10/2019,Portland Trail Blazers,L,87,115,4,20,L 10,regular season
24,25,"Wed, Dec 11, 2019",12/11/2019,Golden State Warriors,W,124,122,5,20,W 1,regular season
25,26,"Fri, Dec 13, 2019",12/13/2019,Sacramento Kings,W,103,101,6,20,W 2,regular season
