,G,Date0,Date,Opponent,WinLoss,TmScore,OppScore,W,L,Streak,GameType
0,1,"Wed, Oct 23, 2019",10/23/2019,Boston Celtics,W,107,93,1,0,W 1,regular season
1,2,"Sat, Oct 26, 2019",10/26/2019,Detroit Pistons,W,117,111,2,0,W 2,regular season
2,3,"Mon, Oct 28, 2019",10/28/2019,Atlanta Hawks,W,105,103,3,0,W 3,regular season
3,4,"Wed, Oct 30, 2019",10/30/2019,Minnesota Timberwolves,W,117,95,4,0,W 4,regular season
4,5,"Sat, Nov 2, 2019",11/02/2019,Portland Trail Blazers,W,129,128,5,0,W 5,regular season
5,6,"Mon, Nov 4, 2019",11/04/2019,Phoenix Suns,L,109,114,5,1,L 1,regular season
6,7,"Wed, Nov 6, 2019",11/06/2019,Utah Jazz,L,104,106,5,2,L 2,regular season
7,8,"Fri, Nov 8, 2019",11/08/2019,Denver Nuggets,L,97,100,5,3,L 3,regular season
8,9,"Sun, Nov 10, 2019",11/10/2019,Charlotte Hornets,W,114,106,6,3,W 1,regular season
9,10,"Tue, Nov 12, 2019",11/12/2019,Cleveland Cavaliers,W,98,97,7,3,W 2,regular season
10,11,"Wed, Nov 13, 2019",11/13/2019,Orlando Magic,L,97,112,7,4,L 1,regular season
11,12,"Fri, Nov 15, 2019",11/15/2019,Oklahoma City Thunder,L,119,127,7,5,L 2,regular season
12,13,"Sun, Nov 17, 2019",11/17/2019,Cleveland Cavaliers,W,114,95,8,5,W 1,regular season
13,14,"Wed, Nov 20, 2019",11/20/2019,New York Knicks,W,109,104,9,5,W 2,regular season
14,15,"Fri, Nov 22, 2019",11/22/2019,San Antonio Spurs,W,115,104,10,5,W 3,regular season
15,16,"Sat, Nov 23, 2019",11/23/2019,Miami Heat,W,113,86,11,5,W 4,regular season
16,17,"Mon, Nov 25, 2019",11/25/2019,Toronto Raptors,L,96,101,11,6,L 1,regular season
17,18,"Wed, Nov 27, 2019",11/27/2019,Sacramento Kings,W,97,91,12,6,W 1,regular season
18,19,"Fri, Nov 29, 2019",11/29/2019,New York Knicks,W,101,95,13,6,W 2,regular season
19,20,"Sat, Nov 30, 2019",11/30/2019,Indiana Pacers,W,119,116,14,6,W 3,regular season
20,21,"Mon, Dec 2, 2019",12/02/2019,Utah Jazz,W,103,94,15,6,W 4,regular season
21,22,"Thu, Dec 5, 2019",12/05/2019,Washington Wizards,L,113,119,15,7,L 1,regular season
22,23,"Sat, Dec 7, 2019",12/07/2019,Cleveland Cavaliers,W,141,94,16,7,W 1,regular season
23,24,"Sun, Dec 8, 2019",12/08/2019,Toronto Raptors,W,110,104,17,7,W 2,regular season
