,G,Date0,Date,Opponent,WinLoss,TmScore,OppScore,W,L,Streak,GameType
30,31,"Mon, Dec 23, 2019",12/23/2019,Portland Trail Blazers,W,102,94,8,23,W 1,regular season
31,32,"Wed, Dec 25, 2019",12/25/2019,Denver Nuggets,W,112,100,9,23,W 2,regular season
32,33,"Sat, Dec 28, 2019",12/28/2019,Indiana Pacers,W,120,98,10,23,W 3,regular season
33,34,"Sun, Dec 29, 2019",12/29/2019,Houston Rockets,W,127,112,11,23,W 4,regular season
34,35,"Fri, Jan 3, 2020",01/03/2020,Los Angeles Lakers,L,113,123,11,24,L 1,regular season
35,36,"Sat, Jan 4, 2020",01/04/2020,Sacramento Kings,W,117,115,12,24,W 1,regular season
36,37,"Mon, Jan 6, 2020",01/06/2020,Utah Jazz,L,126,128,12,25,L 1,regular season
37,38,"Wed, Jan 8, 2020",01/08/2020,Chicago Bulls,W,123,108,13,25,W 1,regular season
38,39,"Fri, Jan 10, 2020",01/10/2020,New York Knicks,W,123,111,14,25,W 2,regular season
39,40,"Sat, Jan 11, 2020",01/11/2020,Boston Celtics,L,105,140,14,26,L 1,regular season
40,41,"Mon, Jan 13, 2020",01/13/2020,Detroit Pistons,W,117,110,15,26,W 1,regular season
41,42,"Thu, Jan 16, 2020",01/16/2020,Utah Jazz,W,138,132,16,26,W 2,regular season
42,43,"Sat, Jan 18, 2020",01/18/2020,Los Angeles Clippers,L,130,133,16,27,L 1,regular season
43,44,"Mon, Jan 20, 2020",01/20/2020,Memphis Grizzlies,W,126,116,17,27,W 1,regular season
44,45,"Wed, Jan 22, 2020",01/22/2020,San Antonio Spurs,L,117,121,17,28,L 1,regular season
45,46,"Fri, Jan 24, 2020",01/24/2020,Denver Nuggets,L,106,113,17,29,L 2,regular season
46,47,"Sun, Jan 26, 2020",01/26/2020,Boston Celtics,W,123,108,18,29,W 1,regular season
47,48,"Tue, Jan 28, 2020",01/28/2020,Cleveland Cavaliers,W,125,111,19,29,W 2,regular season
48,49,"Fri, Jan 31, 2020",01/31/2020,Memphis Grizzlies,W,139,111,20,29,W 3,regular season
49,50,"Sun, Feb 2, 2020",02/02/2020,Houston Rockets,L,109,117,20,30,L 1,regular season
50,51,"Tue, Feb 4, 2020",02/04/2020,Milwaukee Bucks,L,108,120,20,31,L 2,regular season
51,52,"Thu, Feb 6, 2020",02/06/2020,Chicago Bulls,W,125,119,21,31,W 1,regular season
52,53,"Sat, Feb 8, 2020",02/08/2020,Indiana Pacers,W,124,117,22,31,W 2,regular season
53,54,"Tue, Feb 11, 2020",02/11/2020,Portland Trail Blazers,W,138,117,23,31,W 3,regular season
54,55,"Thu, Feb 13, 2020",02/13/2020,Oklahoma City Thunder,L,118,123,23,32,L 1,regular season
55,56,"Fri, Feb 21, 2020",02/21/2020,Portland Trail Blazers,W,128,115,24,32,W 1,regular season
56,57,"Sun, Feb 23, 2020",02/23/2020,Golden State Warriors,W,115,101,25,32,W 2,regular season
57,58,"Tue, Feb 25, 2020",02/25/2020,Los Angeles Lakers,L,109,118,25,33,L 1,regular season
58,59,"Fri, Feb 28, 2020",02/28/2020,Cleveland Cavaliers,W,116,104,26,33,W 1,regular season
59,60,"Sun, Mar 1, 2020",03/01/2020,Los Angeles Lakers,L,114,122,26,34,L 1,regular season
60,61,"Tue, Mar 3, 2020",03/03/2020,Minnesota Timberwolves,L,134,139,26,35,L 2,regular season
61,62,"Wed, Mar 4, 2020",03/04/2020,Dallas Mavericks,L,123,127,26,36,L 3,regular season
62,63,"Fri, Mar 6, 2020",03/06/2020,Miami Heat,W,110,104,27,36,W 1,regular season
63,64,"Sun, Mar 8, 2020",03/08/2020,Minnesota Timberwolves,W,120,107,28,36,W 2,regular season
64,65,"Thu, Jul 30, 2020",07/30/2020,Utah Jazz,L,104,106,28,37,L 1,regular season
65,66,"Sat, Aug 1, 2020",08/01/2020,Los Angeles Clippers,L,103,126,28,38,L 2,regular season
66,67,"Mon, Aug 3, 2020",08/03/2020,Memphis Grizzlies,W,109,99,29,38,W 1,regular season
67,68,"Thu, Aug 6, 2020",08/06/2020,Sacramento Kings,L,125,140,29,39,L 1,regular season
68,69,"Fri, Aug 7, 2020",08/07/2020,Washington Wizards,W,118,107,30,39,W 1,regular season
69,70,"Sun, Aug 9, 2020",08/09/2020,San Antonio Spurs,L,113,122,30,40,L 1,regular season
70,71,"Tue, Aug 11, 2020",08/11/2020,Sacramento Kings,L,106,112,30,41,L 2,regular season
71,72,"Thu, Aug 13, 2020",08/13/2020,Orlando Magic,L,127,133,30,42,L 3,regular season
