,G,Date0,Date,Opponent,WinLoss,TmScore,OppScore,W,L,Streak,GameType
0,1,"Tue, Oct 22, 2019",10/22/2019,Toronto Raptors,L,122,130,0,1,L 1,regular season
1,2,"Fri, Oct 25, 2019",10/25/2019,Dallas Mavericks,L,116,123,0,2,L 2,regular season
2,3,"Sat, Oct 26, 2019",10/26/2019,Houston Rockets,L,123,126,0,3,L 3,regular season
3,4,"Mon, Oct 28, 2019",10/28/2019,Golden State Warriors,L,123,134,0,4,L 4,regular season
4,5,"Thu, Oct 31, 2019",10/31/2019,Denver Nuggets,W,122,107,1,4,W 1,regular season
5,6,"Sat, Nov 2, 2019",11/02/2019,Oklahoma City Thunder,L,104,115,1,5,L 1,regular season
6,7,"Mon, Nov 4, 2019",11/04/2019,Brooklyn Nets,L,125,135,1,6,L 2,regular season
7,8,"Fri, Nov 8, 2019",11/08/2019,Toronto Raptors,L,104,122,1,7,L 3,regular season
8,9,"Sat, Nov 9, 2019",11/09/2019,Charlotte Hornets,W,115,110,2,7,W 1,regular season
9,10,"Mon, Nov 11, 2019",11/11/2019,Houston Rockets,L,116,122,2,8,L 1,regular season
10,11,"Thu, Nov 14, 2019",11/14/2019,Los Angeles Clippers,W,132,127,3,8,W 1,regular season
11,12,"Sat, Nov 16, 2019",11/16/2019,Miami Heat,L,94,109,3,9,L 1,regular season
12,13,"Sun, Nov 17, 2019",11/17/2019,Golden State Warriors,W,108,100,4,9,W 1,regular season
13,14,"Tue, Nov 19, 2019",11/19/2019,Portland Trail Blazers,W,115,104,5,9,W 2,regular season
14,15,"Thu, Nov 21, 2019",11/21/2019,Phoenix Suns,W,124,121,6,9,W 3,regular season
15,16,"Sat, Nov 23, 2019",11/23/2019,Utah Jazz,L,120,128,6,10,L 1,regular season
16,17,"Sun, Nov 24, 2019",11/24/2019,Los Angeles Clippers,L,109,134,6,11,L 2,regular season
17,18,"Wed, Nov 27, 2019",11/27/2019,Los Angeles Lakers,L,110,114,6,12,L 3,regular season
18,19,"Fri, Nov 29, 2019",11/29/2019,Oklahoma City Thunder,L,104,109,6,13,L 4,regular season
19,20,"Sun, Dec 1, 2019",12/01/2019,Oklahoma City Thunder,L,104,107,6,14,L 5,regular season
20,21,"Tue, Dec 3, 2019",12/03/2019,Dallas Mavericks,L,97,118,6,15,L 6,regular season
21,22,"Thu, Dec 5, 2019",12/05/2019,Phoenix Suns,L,132,139,6,16,L 7,regular season
22,23,"Sat, Dec 7, 2019",12/07/2019,Dallas Mavericks,L,84,130,6,17,L 8,regular season
23,24,"Mon, Dec 9, 2019",12/09/2019,Detroit Pistons,L,103,105,6,18,L 9,regular season
24,25,"Wed, Dec 11, 2019",12/11/2019,Milwaukee Bucks,L,112,127,6,19,L 10,regular season
25,26,"Fri, Dec 13, 2019",12/13/2019,Philadelphia 76ers,L,109,116,6,20,L 11,regular season
26,27,"Sun, Dec 15, 2019",12/15/2019,Orlando Magic,L,119,130,6,21,L 12,regular season
27,28,"Tue, Dec 17, 2019",12/17/2019,Brooklyn Nets,L,101,108,6,22,L 13,regular season
28,29,"Wed, Dec 18, 2019",12/18/2019,Minnesota Timberwolves,W,107,99,7,22,W 1,regular season
29,30,"Fri, Dec 20, 2019",12/20/2019,Golden State Warriors,L,102,106,7,23,L 1,regular season
