,G,Date0,Date,Opponent,WinLoss,TmScore,OppScore,W,L,Streak,GameType
0,1,"Wed, Oct 23, 2019",10/23/2019,Cleveland Cavaliers,W,94,85,1,0,W 1,regular season
1,2,"Sat, Oct 26, 2019",10/26/2019,Atlanta Hawks,L,99,103,1,1,L 1,regular season
2,3,"Mon, Oct 28, 2019",10/28/2019,Toronto Raptors,L,95,104,1,2,L 2,regular season
3,4,"Wed, Oct 30, 2019",10/30/2019,New York Knicks,W,95,83,2,2,W 1,regular season
4,5,"Fri, Nov 1, 2019",11/01/2019,Milwaukee Bucks,L,91,123,2,3,L 1,regular season
5,6,"Sat, Nov 2, 2019",11/02/2019,Denver Nuggets,L,87,91,2,4,L 2,regular season
6,7,"Tue, Nov 5, 2019",11/05/2019,Oklahoma City Thunder,L,94,102,2,5,L 3,regular season
7,8,"Wed, Nov 6, 2019",11/06/2019,Dallas Mavericks,L,106,107,2,6,L 4,regular season
8,9,"Fri, Nov 8, 2019",11/08/2019,Memphis Grizzlies,W,118,86,3,6,W 1,regular season
9,10,"Sun, Nov 10, 2019",11/10/2019,Indiana Pacers,L,102,109,3,7,L 1,regular season
10,11,"Wed, Nov 13, 2019",11/13/2019,Philadelphia 76ers,W,112,97,4,7,W 1,regular season
11,12,"Fri, Nov 15, 2019",11/15/2019,San Antonio Spurs,W,111,109,5,7,W 2,regular season
12,13,"Sun, Nov 17, 2019",11/17/2019,Washington Wizards,W,125,121,6,7,W 3,regular season
13,14,"Wed, Nov 20, 2019",11/20/2019,Toronto Raptors,L,97,113,6,8,L 1,regular season
14,15,"Sat, Nov 23, 2019",11/23/2019,Indiana Pacers,L,106,111,6,9,L 2,regular season
15,16,"Mon, Nov 25, 2019",11/25/2019,Detroit Pistons,L,88,103,6,10,L 3,regular season
16,17,"Wed, Nov 27, 2019",11/27/2019,Cleveland Cavaliers,W,116,104,7,10,W 1,regular season
17,18,"Fri, Nov 29, 2019",11/29/2019,Toronto Raptors,L,83,90,7,11,L 1,regular season
18,19,"Sun, Dec 1, 2019",12/01/2019,Golden State Warriors,W,100,96,8,11,W 1,regular season
19,20,"Tue, Dec 3, 2019",12/03/2019,Washington Wizards,W,127,120,9,11,W 2,regular season
20,21,"Wed, Dec 4, 2019",12/04/2019,Phoenix Suns,W,128,114,10,11,W 3,regular season
21,22,"Fri, Dec 6, 2019",12/06/2019,Cleveland Cavaliers,W,93,87,11,11,W 4,regular season
22,23,"Mon, Dec 9, 2019",12/09/2019,Milwaukee Bucks,L,101,110,11,12,L 1,regular season
23,24,"Wed, Dec 11, 2019",12/11/2019,Los Angeles Lakers,L,87,96,11,13,L 2,regular season
24,25,"Fri, Dec 13, 2019",12/13/2019,Houston Rockets,L,107,130,11,14,L 3,regular season
25,26,"Sun, Dec 15, 2019",12/15/2019,New Orleans Pelicans,W,130,119,12,14,W 1,regular season
26,27,"Tue, Dec 17, 2019",12/17/2019,Utah Jazz,L,102,109,12,15,L 1,regular season
27,28,"Wed, Dec 18, 2019",12/18/2019,Denver Nuggets,L,104,113,12,16,L 2,regular season
28,29,"Fri, Dec 20, 2019",12/20/2019,Portland Trail Blazers,L,103,118,12,17,L 3,regular season
29,30,"Mon, Dec 23, 2019",12/23/2019,Chicago Bulls,W,103,95,13,17,W 1,regular season
30,31,"Fri, Dec 27, 2019",12/27/2019,Philadelphia 76ers,W,98,97,14,17,W 2,regular season
31,32,"Sat, Dec 28, 2019",12/28/2019,Milwaukee Bucks,L,100,111,14,18,L 1,regular season
32,33,"Mon, Dec 30, 2019",12/30/2019,Atlanta Hawks,L,93,101,14,19,L 2,regular season
33,34,"Wed, Jan 1, 2020",01/01/2020,Washington Wizards,W,122,101,15,19,W 1,regular season
34,35,"Fri, Jan 3, 2020",01/03/2020,Miami Heat,W,105,85,16,19,W 2,regular season
35,36,"Sat, Jan 4, 2020",01/04/2020,Utah Jazz,L,96,109,16,20,L 1,regular season
