,G,Date0,Date,Opponent,WinLoss,TmScore,OppScore,W,L,Streak,GameType
0,1,"Wed, Oct 23, 2019",10/23/2019,Indiana Pacers,W,119,110,1,0,W 1,regular season
1,2,"Thu, Oct 24, 2019",10/24/2019,Atlanta Hawks,L,100,117,1,1,L 1,regular season
2,3,"Sat, Oct 26, 2019",10/26/2019,Philadelphia 76ers,L,111,117,1,2,L 2,regular season
3,4,"Mon, Oct 28, 2019",10/28/2019,Indiana Pacers,W,96,94,2,2,W 1,regular season
4,5,"Wed, Oct 30, 2019",10/30/2019,Toronto Raptors,L,113,125,2,3,L 1,regular season
5,6,"Fri, Nov 1, 2019",11/01/2019,Chicago Bulls,L,106,112,2,4,L 2,regular season
6,7,"Sat, Nov 2, 2019",11/02/2019,Brooklyn Nets,W,113,109,3,4,W 1,regular season
7,8,"Mon, Nov 4, 2019",11/04/2019,Washington Wizards,L,99,115,3,5,L 1,regular season
8,9,"Wed, Nov 6, 2019",11/06/2019,New York Knicks,W,122,102,4,5,W 1,regular season
9,10,"Fri, Nov 8, 2019",11/08/2019,Indiana Pacers,L,106,112,4,6,L 1,regular season
10,11,"Mon, Nov 11, 2019",11/11/2019,Minnesota Timberwolves,L,114,120,4,7,L 2,regular season
11,12,"Tue, Nov 12, 2019",11/12/2019,Miami Heat,L,108,117,4,8,L 3,regular season
12,13,"Fri, Nov 15, 2019",11/15/2019,Charlotte Hornets,L,106,109,4,9,L 4,regular season
13,14,"Wed, Nov 20, 2019",11/20/2019,Chicago Bulls,L,89,109,4,10,L 5,regular season
14,15,"Fri, Nov 22, 2019",11/22/2019,Atlanta Hawks,W,128,103,5,10,W 1,regular season
15,16,"Sat, Nov 23, 2019",11/23/2019,Milwaukee Bucks,L,90,104,5,11,L 1,regular season
16,17,"Mon, Nov 25, 2019",11/25/2019,Orlando Magic,W,103,88,6,11,W 1,regular season
17,18,"Wed, Nov 27, 2019",11/27/2019,Charlotte Hornets,L,101,102,6,12,L 1,regular season
18,19,"Fri, Nov 29, 2019",11/29/2019,Charlotte Hornets,L,107,110,6,13,L 2,regular season
19,20,"Sun, Dec 1, 2019",12/01/2019,San Antonio Spurs,W,132,98,7,13,W 1,regular season
20,21,"Tue, Dec 3, 2019",12/03/2019,Cleveland Cavaliers,W,127,94,8,13,W 2,regular season
21,22,"Wed, Dec 4, 2019",12/04/2019,Milwaukee Bucks,L,103,127,8,14,L 1,regular season
22,23,"Fri, Dec 6, 2019",12/06/2019,Indiana Pacers,W,108,101,9,14,W 1,regular season
23,24,"Mon, Dec 9, 2019",12/09/2019,New Orleans Pelicans,W,105,103,10,14,W 2,regular season
