,G,Date0,Date,Opponent,WinLoss,TmScore,OppScore,W,L,Streak,GameType
0,1,"Tue, Oct 22, 2019",10/22/2019,Los Angeles Clippers,L,102,112,0,1,L 1,regular season
1,2,"Fri, Oct 25, 2019",10/25/2019,Utah Jazz,W,95,86,1,1,W 1,regular season
2,3,"Sun, Oct 27, 2019",10/27/2019,Charlotte Hornets,W,120,101,2,1,W 2,regular season
3,4,"Tue, Oct 29, 2019",10/29/2019,Memphis Grizzlies,W,120,91,3,1,W 3,regular season
4,5,"Fri, Nov 1, 2019",11/01/2019,Dallas Mavericks,W,119,110,4,1,W 4,regular season
5,6,"Sun, Nov 3, 2019",11/03/2019,San Antonio Spurs,W,103,96,5,1,W 5,regular season
6,7,"Tue, Nov 5, 2019",11/05/2019,Chicago Bulls,W,118,112,6,1,W 6,regular season
7,8,"Fri, Nov 8, 2019",11/08/2019,Miami Heat,W,95,80,7,1,W 7,regular season
8,9,"Sun, Nov 10, 2019",11/10/2019,Toronto Raptors,L,104,113,7,2,L 1,regular season
9,10,"Tue, Nov 12, 2019",11/12/2019,Phoenix Suns,W,123,115,8,2,W 1,regular season
10,11,"Wed, Nov 13, 2019",11/13/2019,Golden State Warriors,W,120,94,9,2,W 2,regular season
11,12,"Fri, Nov 15, 2019",11/15/2019,Sacramento Kings,W,99,97,10,2,W 3,regular season
12,13,"Sun, Nov 17, 2019",11/17/2019,Atlanta Hawks,W,122,101,11,2,W 4,regular season
13,14,"Tue, Nov 19, 2019",11/19/2019,Oklahoma City Thunder,W,112,107,12,2,W 5,regular season
14,15,"Fri, Nov 22, 2019",11/22/2019,Oklahoma City Thunder,W,130,127,13,2,W 6,regular season
15,16,"Sat, Nov 23, 2019",11/23/2019,Memphis Grizzlies,W,109,108,14,2,W 7,regular season
16,17,"Mon, Nov 25, 2019",11/25/2019,San Antonio Spurs,W,114,104,15,2,W 8,regular season
17,18,"Wed, Nov 27, 2019",11/27/2019,New Orleans Pelicans,W,114,110,16,2,W 9,regular season
18,19,"Fri, Nov 29, 2019",11/29/2019,Washington Wizards,W,125,103,17,2,W 10,regular season
19,20,"Sun, Dec 1, 2019",12/01/2019,Dallas Mavericks,L,100,114,17,3,L 1,regular season
20,21,"Tue, Dec 3, 2019",12/03/2019,Denver Nuggets,W,105,96,18,3,W 1,regular season
21,22,"Wed, Dec 4, 2019",12/04/2019,Utah Jazz,W,121,96,19,3,W 2,regular season
