,G,Date0,Date,Opponent,WinLoss,TmScore,OppScore,W,L,Streak,GameType
33,34,"Sat, Dec 28, 2019",12/28/2019,Dallas Mavericks,L,121,141,9,25,L 1,regular season
34,35,"Tue, Dec 31, 2019",12/31/2019,San Antonio Spurs,L,113,117,9,26,L 2,regular season
35,36,"Thu, Jan 2, 2020",01/02/2020,Minnesota Timberwolves,L,84,99,9,27,L 3,regular season
36,37,"Sat, Jan 4, 2020",01/04/2020,Detroit Pistons,L,104,111,9,28,L 4,regular season
37,38,"Mon, Jan 6, 2020",01/06/2020,Sacramento Kings,L,98,111,9,29,L 5,regular season
38,39,"Wed, Jan 8, 2020",01/08/2020,Milwaukee Bucks,L,98,107,9,30,L 6,regular season
39,40,"Fri, Jan 10, 2020",01/10/2020,Los Angeles Clippers,L,100,109,9,31,L 7,regular season
40,41,"Sun, Jan 12, 2020",01/12/2020,Memphis Grizzlies,L,102,122,9,32,L 8,regular season
41,42,"Tue, Jan 14, 2020",01/14/2020,Dallas Mavericks,L,97,124,9,33,L 9,regular season
42,43,"Thu, Jan 16, 2020",01/16/2020,Denver Nuggets,L,131,134,9,34,L 10,regular season
43,44,"Sat, Jan 18, 2020",01/18/2020,Orlando Magic,W,109,95,10,34,W 1,regular season
44,45,"Mon, Jan 20, 2020",01/20/2020,Portland Trail Blazers,L,124,129,10,35,L 1,regular season
45,46,"Wed, Jan 22, 2020",01/22/2020,Utah Jazz,L,96,129,10,36,L 2,regular season
46,47,"Fri, Jan 24, 2020",01/24/2020,Indiana Pacers,L,118,129,10,37,L 3,regular season
47,48,"Tue, Jan 28, 2020",01/28/2020,Philadelphia 76ers,L,104,115,10,38,L 4,regular season
48,49,"Thu, Jan 30, 2020",01/30/2020,Boston Celtics,L,104,119,10,39,L 5,regular season
49,50,"Sat, Feb 1, 2020",02/01/2020,Cleveland Cavaliers,W,131,112,11,39,W 1,regular season
50,51,"Mon, Feb 3, 2020",02/03/2020,Washington Wizards,W,125,117,12,39,W 2,regular season
51,52,"Wed, Feb 5, 2020",02/05/2020,Brooklyn Nets,L,88,129,12,40,L 1,regular season
52,53,"Sat, Feb 8, 2020",02/08/2020,Los Angeles Lakers,L,120,125,12,41,L 2,regular season
53,54,"Mon, Feb 10, 2020",02/10/2020,Miami Heat,L,101,113,12,42,L 3,regular season
54,55,"Wed, Feb 12, 2020",02/12/2020,Phoenix Suns,L,106,112,12,43,L 4,regular season
55,56,"Thu, Feb 20, 2020",02/20/2020,Houston Rockets,L,105,135,12,44,L 5,regular season
56,57,"Sun, Feb 23, 2020",02/23/2020,New Orleans Pelicans,L,101,115,12,45,L 6,regular season
57,58,"Tue, Feb 25, 2020",02/25/2020,Sacramento Kings,L,94,112,12,46,L 7,regular season
58,59,"Thu, Feb 27, 2020",02/27/2020,Los Angeles Lakers,L,86,116,12,47,L 8,regular season
59,60,"Sat, Feb 29, 2020",02/29/2020,Phoenix Suns,W,115,99,13,47,W 1,regular season
60,61,"Sun, Mar 1, 2020",03/01/2020,Washington Wizards,L,110,124,13,48,L 1,regular season
61,62,"Tue, Mar 3, 2020",03/03/2020,Denver Nuggets,W,116,100,14,48,W 1,regular season
62,63,"Thu, Mar 5, 2020",03/05/2020,Toronto Raptors,L,113,121,14,49,L 1,regular season
63,64,"Sat, Mar 7, 2020",03/07/2020,Philadelphia 76ers,W,118,114,15,49,W 1,regular season
64,65,"Tue, Mar 10, 2020",03/10/2020,Los Angeles Clippers,L,107,131,15,50,L 1,regular season
