,G,Date0,Date,Opponent,WinLoss,TmScore,OppScore,W,L,Streak,GameType
0,1,"Thu, Oct 24, 2019",10/24/2019,Los Angeles Clippers,L,122,141,0,1,L 1,regular season
1,2,"Sun, Oct 27, 2019",10/27/2019,Oklahoma City Thunder,L,92,120,0,2,L 2,regular season
2,3,"Mon, Oct 28, 2019",10/28/2019,New Orleans Pelicans,W,134,123,1,2,W 1,regular season
3,4,"Wed, Oct 30, 2019",10/30/2019,Phoenix Suns,L,110,121,1,3,L 1,regular season
4,5,"Fri, Nov 1, 2019",11/01/2019,San Antonio Spurs,L,110,127,1,4,L 2,regular season
5,6,"Sat, Nov 2, 2019",11/02/2019,Charlotte Hornets,L,87,93,1,5,L 3,regular season
6,7,"Mon, Nov 4, 2019",11/04/2019,Portland Trail Blazers,W,127,118,2,5,W 1,regular season
7,8,"Wed, Nov 6, 2019",11/06/2019,Houston Rockets,L,112,129,2,6,L 1,regular season
8,9,"Fri, Nov 8, 2019",11/08/2019,Minnesota Timberwolves,L,119,125,2,7,L 2,regular season
9,10,"Sat, Nov 9, 2019",11/09/2019,Oklahoma City Thunder,L,108,114,2,8,L 3,regular season
10,11,"Mon, Nov 11, 2019",11/11/2019,Utah Jazz,L,108,122,2,9,L 4,regular season
11,12,"Wed, Nov 13, 2019",11/13/2019,Los Angeles Lakers,L,94,120,2,10,L 5,regular season
12,13,"Fri, Nov 15, 2019",11/15/2019,Boston Celtics,L,100,105,2,11,L 6,regular season
13,14,"Sun, Nov 17, 2019",11/17/2019,New Orleans Pelicans,L,100,108,2,12,L 7,regular season
14,15,"Tue, Nov 19, 2019",11/19/2019,Memphis Grizzlies,W,114,95,3,12,W 1,regular season
15,16,"Wed, Nov 20, 2019",11/20/2019,Dallas Mavericks,L,94,142,3,13,L 1,regular season
16,17,"Fri, Nov 22, 2019",11/22/2019,Utah Jazz,L,109,113,3,14,L 2,regular season
17,18,"Mon, Nov 25, 2019",11/25/2019,Oklahoma City Thunder,L,97,100,3,15,L 3,regular season
18,19,"Wed, Nov 27, 2019",11/27/2019,Chicago Bulls,W,104,90,4,15,W 1,regular season
19,20,"Fri, Nov 29, 2019",11/29/2019,Miami Heat,L,105,122,4,16,L 1,regular season
20,21,"Sun, Dec 1, 2019",12/01/2019,Orlando Magic,L,96,100,4,17,L 2,regular season
21,22,"Mon, Dec 2, 2019",12/02/2019,Atlanta Hawks,L,79,104,4,18,L 3,regular season
22,23,"Wed, Dec 4, 2019",12/04/2019,Charlotte Hornets,L,91,106,4,19,L 4,regular season
23,24,"Fri, Dec 6, 2019",12/06/2019,Chicago Bulls,W,100,98,5,19,W 1,regular season
24,25,"Mon, Dec 9, 2019",12/09/2019,Memphis Grizzlies,L,102,110,5,20,L 1,regular season
25,26,"Wed, Dec 11, 2019",12/11/2019,New York Knicks,L,122,124,5,21,L 2,regular season
26,27,"Fri, Dec 13, 2019",12/13/2019,Utah Jazz,L,106,114,5,22,L 3,regular season
27,28,"Sun, Dec 15, 2019",12/15/2019,Sacramento Kings,L,79,100,5,23,L 4,regular season
28,29,"Wed, Dec 18, 2019",12/18/2019,Portland Trail Blazers,L,112,122,5,24,L 5,regular season
29,30,"Fri, Dec 20, 2019",12/20/2019,New Orleans Pelicans,W,106,102,6,24,W 1,regular season
30,31,"Mon, Dec 23, 2019",12/23/2019,Minnesota Timberwolves,W,113,104,7,24,W 2,regular season
31,32,"Wed, Dec 25, 2019",12/25/2019,Houston Rockets,W,116,104,8,24,W 3,regular season
32,33,"Fri, Dec 27, 2019",12/27/2019,Phoenix Suns,W,105,96,9,24,W 4,regular season
