,Team,Position,Name,Opponent,Win/Loss,Date,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
602,Memphis Grizzlies,,Jaren Jackson,Sacramento Kings,L,10/24/2018,30:27,6,16,.375,0,3,.000,2,2,1.000,4,3,7,2,1,2,2,6,14,-5
603,Memphis Grizzlies,,Garrett Temple,Sacramento Kings,L,10/24/2018,28:49,1,7,.143,1,5,.200,0,0,,1,4,5,2,1,1,1,4,3,-14
604,Memphis Grizzlies,,Kyle Anderson,Sacramento Kings,L,10/24/2018,28:39,2,5,.400,0,0,,1,2,.500,2,7,9,1,1,0,1,3,5,-11
605,Sacramento Kings,,Buddy Hield,Memphis Grizzlies,W,10/24/2018,41:26,10,20,.500,3,6,.500,0,0,,2,5,7,2,0,0,3,2,23,+16
606,Sacramento Kings,,Justin Jackson,Memphis Grizzlies,W,10/24/2018,37:26,2,9,.222,1,5,.200,2,4,.500,2,9,11,0,1,0,0,2,7,+20
607,Sacramento Kings,,De'Aaron Fox,Memphis Grizzlies,W,10/24/2018,37:09,7,16,.438,0,2,.000,7,12,.583,2,6,8,6,1,2,2,1,21,+18
608,Sacramento Kings,,Willie Cauley-Stein,Memphis Grizzlies,W,10/24/2018,35:18,6,14,.429,0,0,,3,5,.600,5,5,10,2,2,0,2,2,15,+11
609,Sacramento Kings,,Nemanja Bjelica,Memphis Grizzlies,W,10/24/2018,31:41,3,5,.600,1,2,.500,4,4,1.000,1,10,11,5,2,3,1,4,11,+17
610,Washington Wizards,,John Wall,Golden State Warriors,L,10/24/2018,27:16,5,12,.417,1,5,.200,2,4,.500,0,2,2,6,0,0,4,3,13,-22
611,Washington Wizards,,Otto Porter,Golden State Warriors,L,10/24/2018,23:43,5,9,.556,2,6,.333,0,0,,0,1,1,1,2,0,1,2,12,-5
612,Washington Wizards,,Markieff Morris,Golden State Warriors,L,10/24/2018,23:01,6,10,.600,2,4,.500,0,0,,0,4,4,2,0,0,0,3,14,-15
613,Washington Wizards,,Bradley Beal,Golden State Warriors,L,10/24/2018,19:25,10,15,.667,1,4,.250,2,2,1.000,0,3,3,4,1,0,0,3,23,-10
614,Washington Wizards,,Jason Smith,Golden State Warriors,L,10/24/2018,10:33,2,5,.400,0,0,,0,0,,3,1,4,2,1,1,0,2,4,-9
615,Golden State Warriors,,Stephen Curry,Washington Wizards,W,10/24/2018,31:35,15,24,.625,11,16,.688,10,10,1.000,0,4,4,3,0,1,2,1,51,+19
616,Golden State Warriors,,Kevin Durant,Washington Wizards,W,10/24/2018,31:32,13,18,.722,1,3,.333,3,3,1.000,0,8,8,7,1,1,3,0,30,+26
617,Golden State Warriors,,Klay Thompson,Washington Wizards,W,10/24/2018,29:35,8,17,.471,1,5,.200,2,2,1.000,0,2,2,1,1,0,1,2,19,+14
618,Golden State Warriors,,Draymond Green,Washington Wizards,W,10/24/2018,28:01,2,3,.667,1,2,.500,0,0,,0,5,5,12,1,0,5,4,5,+14
619,Golden State Warriors,,Damian Jones,Washington Wizards,W,10/24/2018,11:39,1,1,1.000,0,0,,3,4,.750,3,0,3,2,0,0,0,0,5,+5
620,Cleveland Cavaliers,,Rodney Hood,Detroit Pistons,L,10/25/2018,29:51,4,12,.333,0,2,.000,2,2,1.000,1,2,3,1,1,0,0,1,10,-9
621,Cleveland Cavaliers,,Cedi Osman,Detroit Pistons,L,10/25/2018,29:44,1,8,.125,1,3,.333,0,0,,1,5,6,3,1,0,1,6,3,-8
622,Cleveland Cavaliers,,George Hill,Detroit Pistons,L,10/25/2018,22:58,6,11,.545,0,1,.000,3,3,1.000,0,3,3,0,1,0,2,1,15,-10
623,Cleveland Cavaliers,,Channing Frye,Detroit Pistons,L,10/25/2018,21:12,2,4,.500,1,2,.500,0,0,,0,4,4,1,0,0,0,4,5,-10
624,Cleveland Cavaliers,,Tristan Thompson,Detroit Pistons,L,10/25/2018,20:42,3,8,.375,0,0,,0,0,,1,2,3,1,0,1,1,1,6,-16
625,Detroit Pistons,,Andre Drummond,Cleveland Cavaliers,W,10/25/2018,36:38,11,17,.647,0,0,,4,6,.667,6,16,22,0,0,1,5,4,26,+10
626,Detroit Pistons,,Blake Griffin,Cleveland Cavaliers,W,10/25/2018,36:03,9,13,.692,4,5,.800,4,5,.800,3,7,10,3,1,1,6,3,26,+6
627,Detroit Pistons,,Reggie Bullock,Cleveland Cavaliers,W,10/25/2018,32:06,2,10,.200,0,4,.000,1,2,.500,1,2,3,6,0,1,3,1,5,0
628,Detroit Pistons,,Stanley Johnson,Cleveland Cavaliers,W,10/25/2018,24:34,3,5,.600,1,3,.333,0,0,,1,1,2,0,2,0,1,1,7,+12
629,Detroit Pistons,,Reggie Jackson,Cleveland Cavaliers,W,10/25/2018,22:40,4,12,.333,3,8,.375,5,10,.500,1,2,3,4,0,0,1,4,16,-8
630,Portland Trail Blazers,,Damian Lillard,Orlando Magic,W,10/25/2018,36:09,13,23,.565,5,10,.500,10,12,.833,2,5,7,6,1,0,1,0,41,+15
631,Portland Trail Blazers,,Al-Farouq Aminu,Orlando Magic,W,10/25/2018,30:18,2,10,.200,0,4,.000,0,0,,4,11,15,2,0,0,0,2,4,+8
632,Portland Trail Blazers,,Jusuf Nurkić,Orlando Magic,W,10/25/2018,29:43,7,14,.500,0,2,.000,4,7,.571,3,7,10,1,1,3,3,2,18,+15
633,Portland Trail Blazers,,CJ McCollum,Orlando Magic,W,10/25/2018,29:01,7,12,.583,2,3,.667,6,6,1.000,1,1,2,2,1,0,1,3,22,+18
634,Portland Trail Blazers,,Jake Layman,Orlando Magic,W,10/25/2018,5:40,1,1,1.000,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3,0
635,Orlando Magic,,Nikola Vučević,Portland Trail Blazers,L,10/25/2018,31:27,10,16,.625,2,3,.667,2,2,1.000,3,8,11,3,2,1,3,5,24,-10
636,Orlando Magic,,Evan Fournier,Portland Trail Blazers,L,10/25/2018,31:23,6,16,.375,1,6,.167,4,4,1.000,0,3,3,6,0,0,1,3,17,-7
637,Orlando Magic,,Jonathan Isaac,Portland Trail Blazers,L,10/25/2018,30:25,4,8,.500,0,2,.000,2,2,1.000,2,5,7,1,0,4,1,3,10,-8
638,Orlando Magic,,Aaron Gordon,Portland Trail Blazers,L,10/25/2018,28:25,6,11,.545,2,5,.400,3,6,.500,1,3,4,2,0,1,2,3,17,-6
639,Orlando Magic,,D.J. Augustin,Portland Trail Blazers,L,10/25/2018,26:55,3,4,.750,2,2,1.000,1,1,1.000,0,1,1,3,1,0,1,4,9,-8
640,Boston Celtics,,Jayson Tatum,Oklahoma City Thunder,W,10/25/2018,34:26,8,18,.444,1,3,.333,7,7,1.000,1,5,6,1,1,0,2,4,24,+14
641,Boston Celtics,,Kyrie Irving,Oklahoma City Thunder,W,10/25/2018,33:33,6,13,.462,2,6,.333,1,4,.250,1,4,5,5,0,0,3,3,15,+2
642,Boston Celtics,,Al Horford,Oklahoma City Thunder,W,10/25/2018,31:27,7,16,.438,3,5,.600,2,2,1.000,3,6,9,2,1,1,1,4,19,+2
643,Boston Celtics,,Jaylen Brown,Oklahoma City Thunder,W,10/25/2018,23:47,1,8,.125,0,2,.000,4,6,.667,3,0,3,2,1,0,1,2,6,-11
644,Boston Celtics,,Gordon Hayward,Oklahoma City Thunder,W,10/25/2018,23:41,1,5,.200,1,4,.250,2,4,.500,0,7,7,1,0,0,2,3,5,-13
645,Oklahoma City Thunder,,Paul George,Boston Celtics,L,10/25/2018,35:56,7,22,.318,2,10,.200,6,8,.750,2,6,8,1,1,0,3,5,22,-16
646,Oklahoma City Thunder,,Steven Adams,Boston Celtics,L,10/25/2018,32:50,5,10,.500,0,0,,2,6,.333,3,3,6,2,0,1,1,1,12,-2
647,Oklahoma City Thunder,,Russell Westbrook,Boston Celtics,L,10/25/2018,32:22,5,20,.250,0,5,.000,3,5,.600,1,14,15,8,0,0,5,5,13,-5
648,Oklahoma City Thunder,,Jerami Grant,Boston Celtics,L,10/25/2018,30:36,4,10,.400,1,3,.333,1,1,1.000,2,4,6,1,2,1,2,2,10,-5
649,Oklahoma City Thunder,,Terrance Ferguson,Boston Celtics,L,10/25/2018,13:51,1,1,1.000,0,0,,0,0,,2,0,2,0,0,0,1,1,2,+6
650,Denver Nuggets,,Gary Harris,Los Angeles Lakers,L,10/25/2018,36:28,6,13,.462,1,3,.333,0,0,,0,3,3,5,0,0,1,1,13,-9
651,Denver Nuggets,,Jamal Murray,Los Angeles Lakers,L,10/25/2018,34:01,8,17,.471,1,5,.200,5,7,.714,0,10,10,1,1,1,3,2,22,-12
652,Denver Nuggets,,Nikola Jokić,Los Angeles Lakers,L,10/25/2018,32:50,9,17,.529,1,5,.200,5,5,1.000,3,8,11,3,1,1,6,5,24,-5
653,Denver Nuggets,,Paul Millsap,Los Angeles Lakers,L,10/25/2018,28:14,3,9,.333,0,2,.000,0,0,,2,3,5,2,0,2,3,3,6,-9
654,Denver Nuggets,,Torrey Craig,Los Angeles Lakers,L,10/25/2018,26:21,1,5,.200,0,2,.000,0,0,,1,2,3,0,1,1,3,4,2,-5
655,Los Angeles Lakers,,LeBron James,Denver Nuggets,W,10/25/2018,34:40,10,17,.588,1,5,.200,7,10,.700,0,11,11,11,3,0,2,3,28,+13
656,Los Angeles Lakers,,Kyle Kuzma,Denver Nuggets,W,10/25/2018,34:17,8,18,.444,2,6,.333,4,4,1.000,0,3,3,0,1,2,1,4,22,+7
657,Los Angeles Lakers,,Lonzo Ball,Denver Nuggets,W,10/25/2018,33:15,5,10,.500,2,5,.400,0,0,,0,6,6,8,5,0,3,2,12,+10
658,Los Angeles Lakers,,Josh Hart,Denver Nuggets,W,10/25/2018,31:55,3,10,.300,1,6,.167,5,6,.833,0,5,5,1,2,0,2,2,12,+15
659,Los Angeles Lakers,,JaVale McGee,Denver Nuggets,W,10/25/2018,31:43,10,16,.625,0,0,,1,1,1.000,5,2,7,2,1,1,0,2,21,+4
660,Chicago Bulls,,Justin Holiday,Charlotte Hornets,L,10/26/2018,28:56,2,7,.286,1,5,.200,0,0,,0,3,3,2,2,1,0,1,5,-21
661,Chicago Bulls,,Chandler Hutchison,Charlotte Hornets,L,10/26/2018,27:30,0,4,.000,0,1,.000,0,2,.000,0,7,7,2,0,0,0,1,0,-18
662,Chicago Bulls,,Zach LaVine,Charlotte Hornets,L,10/26/2018,25:50,6,16,.375,4,8,.500,4,6,.667,0,3,3,4,0,0,2,2,20,-23
663,Chicago Bulls,,Cameron Payne,Charlotte Hornets,L,10/26/2018,23:07,6,10,.600,2,4,.500,1,1,1.000,1,0,1,3,2,0,1,0,15,-20
664,Chicago Bulls,,Wendell Carter,Charlotte Hornets,L,10/26/2018,17:57,2,5,.400,1,1,1.000,2,2,1.000,0,4,4,1,0,3,2,3,7,-21
665,Charlotte Hornets,,Nicolas Batum,Chicago Bulls,W,10/26/2018,30:31,4,5,.800,2,3,.667,0,0,,1,7,8,5,2,1,1,3,10,+27
666,Charlotte Hornets,,Kemba Walker,Chicago Bulls,W,10/26/2018,26:13,11,18,.611,5,10,.500,3,3,1.000,1,5,6,7,0,0,2,3,30,+20
667,Charlotte Hornets,,Jeremy Lamb,Chicago Bulls,W,10/26/2018,23:45,3,7,.429,2,4,.500,2,2,1.000,1,3,4,2,1,0,1,2,10,+16
668,Charlotte Hornets,,Cody Zeller,Chicago Bulls,W,10/26/2018,20:22,6,9,.667,0,0,,2,2,1.000,2,4,6,1,0,1,1,1,14,+15
669,Charlotte Hornets,,Marvin Williams,Chicago Bulls,W,10/26/2018,17:17,2,6,.333,0,2,.000,0,0,,1,4,5,0,0,2,0,1,4,+15
670,Golden State Warriors,,Kevin Durant,New York Knicks,W,10/26/2018,36:08,17,24,.708,5,9,.556,2,2,1.000,1,8,9,5,0,0,3,0,41,+17
671,Golden State Warriors,,Klay Thompson,New York Knicks,W,10/26/2018,33:43,6,18,.333,0,4,.000,0,0,,0,4,4,3,1,0,2,2,12,+8
672,Golden State Warriors,,Stephen Curry,New York Knicks,W,10/26/2018,33:24,10,18,.556,6,11,.545,3,3,1.000,1,3,4,2,1,0,3,2,29,+3
673,Golden State Warriors,,Draymond Green,New York Knicks,W,10/26/2018,32:13,7,8,.875,2,3,.667,2,2,1.000,1,3,4,6,3,1,4,4,18,+12
674,Golden State Warriors,,Damian Jones,New York Knicks,W,10/26/2018,14:08,1,1,1.000,0,0,,0,2,.000,0,0,0,3,2,2,0,0,2,-3
675,New York Knicks,,Tim Hardaway,Golden State Warriors,L,10/26/2018,34:41,9,21,.429,4,12,.333,2,3,.667,0,2,2,4,0,0,3,3,24,-15
676,New York Knicks,,Damyean Dotson,Golden State Warriors,L,10/26/2018,29:33,5,12,.417,2,6,.333,0,0,,2,5,7,0,1,0,1,1,12,-8
677,New York Knicks,,Mitchell Robinson,Golden State Warriors,L,10/26/2018,29:25,3,5,.600,0,0,,1,2,.500,4,2,6,0,2,0,1,2,7,-12
678,New York Knicks,,Frank Ntilikina,Golden State Warriors,L,10/26/2018,25:57,6,11,.545,3,7,.429,2,2,1.000,0,1,1,2,1,0,3,2,17,-12
679,New York Knicks,,Noah Vonleh,Golden State Warriors,L,10/26/2018,22:21,2,4,.500,1,1,1.000,2,2,1.000,1,4,5,4,2,1,1,3,7,-6
680,Dallas Mavericks,,Luka Dončić,Toronto Raptors,L,10/26/2018,35:09,7,14,.500,4,6,.667,4,4,1.000,1,4,5,4,0,0,3,1,22,0
681,Dallas Mavericks,,DeAndre Jordan,Toronto Raptors,L,10/26/2018,33:30,5,10,.500,0,0,,8,9,.889,5,10,15,5,0,1,2,1,18,0
682,Dallas Mavericks,,Wesley Matthews,Toronto Raptors,L,10/26/2018,32:12,9,15,.600,3,8,.375,0,0,,0,0,0,1,0,0,2,4,21,-8
683,Dallas Mavericks,,Jalen Brunson,Toronto Raptors,L,10/26/2018,29:41,3,11,.273,2,4,.500,0,0,,0,3,3,4,1,0,2,2,8,-3
684,Dallas Mavericks,,Harrison Barnes,Toronto Raptors,L,10/26/2018,28:14,5,17,.294,1,5,.200,3,5,.600,1,5,6,3,0,1,1,2,14,-24
685,Toronto Raptors,,Pascal Siakam,Dallas Mavericks,W,10/26/2018,37:25,4,8,.500,0,2,.000,2,2,1.000,1,6,7,3,1,0,3,3,10,+11
686,Toronto Raptors,,Kyle Lowry,Dallas Mavericks,W,10/26/2018,35:47,8,14,.571,3,6,.500,1,2,.500,0,4,4,12,0,1,0,2,20,+6
687,Toronto Raptors,,Kawhi Leonard,Dallas Mavericks,W,10/26/2018,34:38,7,16,.438,1,3,.333,6,6,1.000,1,8,9,5,3,1,0,0,21,+5
688,Toronto Raptors,,Danny Green,Dallas Mavericks,W,10/26/2018,30:18,4,8,.500,4,7,.571,3,3,1.000,2,6,8,0,1,1,0,3,15,+4
689,Toronto Raptors,,Jonas Valančiūnas,Dallas Mavericks,W,10/26/2018,22:02,7,16,.438,0,1,.000,3,4,.750,5,3,8,1,1,0,1,4,17,+12
690,Los Angeles Clippers,,Tobias Harris,Houston Rockets,W,10/26/2018,26:39,5,14,.357,2,3,.667,3,3,1.000,0,9,9,1,0,1,2,0,15,+12
691,Los Angeles Clippers,,Avery Bradley,Houston Rockets,W,10/26/2018,24:57,6,10,.600,1,3,.333,1,1,1.000,0,3,3,0,1,0,2,3,14,+10
692,Los Angeles Clippers,,Danilo Gallinari,Houston Rockets,W,10/26/2018,21:06,4,5,.800,1,2,.500,7,7,1.000,0,5,5,1,0,1,1,1,16,+3
693,Los Angeles Clippers,,Patrick Beverley,Houston Rockets,W,10/26/2018,16:42,1,3,.333,1,3,.333,0,0,,1,1,2,2,0,0,1,4,3,+7
694,Los Angeles Clippers,,Marcin Gortat,Houston Rockets,W,10/26/2018,15:54,0,1,.000,0,0,,0,0,,2,4,6,1,0,0,3,2,0,0
695,Houston Rockets,,Carmelo Anthony,Los Angeles Clippers,L,10/26/2018,34:23,8,18,.444,6,10,.600,2,3,.667,1,1,2,0,1,2,0,5,24,-17
696,Houston Rockets,,Chris Paul,Los Angeles Clippers,L,10/26/2018,34:22,3,13,.231,0,2,.000,6,6,1.000,1,5,6,8,2,0,5,3,12,-26
697,Houston Rockets,,P.J. Tucker,Los Angeles Clippers,L,10/26/2018,34:04,5,12,.417,2,6,.333,0,0,,5,1,6,3,3,1,1,1,12,-17
698,Houston Rockets,,Clint Capela,Los Angeles Clippers,L,10/26/2018,33:58,6,10,.600,0,0,,2,2,1.000,8,7,15,1,2,1,1,2,14,-12
699,Houston Rockets,,Eric Gordon,Los Angeles Clippers,L,10/26/2018,33:12,3,14,.214,1,6,.167,3,3,1.000,0,4,4,1,1,2,3,2,10,-16
700,Milwaukee Bucks,,Malcolm Brogdon,Minnesota Timberwolves,W,10/26/2018,25:29,6,8,.750,1,2,.500,0,0,,0,2,2,3,0,0,2,2,13,+25
701,Milwaukee Bucks,,Khris Middleton,Minnesota Timberwolves,W,10/26/2018,24:34,6,10,.600,4,7,.571,0,0,,0,4,4,1,2,1,2,2,16,+17
702,Milwaukee Bucks,,Brook Lopez,Minnesota Timberwolves,W,10/26/2018,23:43,4,9,.444,3,7,.429,0,0,,0,3,3,1,0,1,1,2,11,+24
703,Milwaukee Bucks,,Giannis Antetokounmpo,Minnesota Timberwolves,W,10/26/2018,23:29,5,9,.556,0,1,.000,5,6,.833,0,12,12,6,0,2,4,4,15,+15
704,Milwaukee Bucks,,Eric Bledsoe,Minnesota Timberwolves,W,10/26/2018,20:45,3,6,.500,0,1,.000,0,1,.000,0,6,6,9,0,0,4,3,6,+21
705,Minnesota Timberwolves,,Josh Okogie,Milwaukee Bucks,L,10/26/2018,29:17,2,10,.200,0,5,.000,0,0,,2,2,4,1,1,0,0,0,4,-27
706,Minnesota Timberwolves,,Karl-Anthony Towns,Milwaukee Bucks,L,10/26/2018,26:50,7,16,.438,2,5,.400,0,0,,3,4,7,1,1,2,1,3,16,-23
707,Minnesota Timberwolves,,Jimmy Butler,Milwaukee Bucks,L,10/26/2018,24:08,2,11,.182,0,4,.000,0,0,,0,5,5,2,2,1,0,1,4,-23
708,Minnesota Timberwolves,,Jeff Teague,Milwaukee Bucks,L,10/26/2018,21:42,2,10,.200,0,5,.000,0,1,.000,0,2,2,4,0,0,2,2,4,-24
709,Minnesota Timberwolves,,Taj Gibson,Milwaukee Bucks,L,10/26/2018,19:19,4,9,.444,0,1,.000,3,5,.600,5,2,7,1,1,2,1,4,11,-15
710,Brooklyn Nets,,Caris LeVert,New Orleans Pelicans,L,10/26/2018,31:25,8,23,.348,1,6,.167,4,5,.800,4,2,6,4,0,0,2,3,21,-5
711,Brooklyn Nets,,D'Angelo Russell,New Orleans Pelicans,L,10/26/2018,27:54,9,16,.563,6,9,.667,0,0,,1,4,5,4,1,0,5,2,24,-5
712,Brooklyn Nets,,Jarrett Allen,New Orleans Pelicans,L,10/26/2018,27:54,3,6,.500,0,0,,1,2,.500,5,4,9,4,2,2,2,2,7,-7
713,Brooklyn Nets,,Joe Harris,New Orleans Pelicans,L,10/26/2018,26:55,3,6,.500,1,2,.500,0,0,,1,5,6,2,0,0,3,0,7,-4
714,Brooklyn Nets,,Jared Dudley,New Orleans Pelicans,L,10/26/2018,22:58,3,7,.429,3,6,.500,0,0,,0,1,1,1,0,1,2,4,9,-14
715,New Orleans Pelicans,,Anthony Davis,Brooklyn Nets,W,10/26/2018,37:39,6,19,.316,1,3,.333,5,7,.714,4,10,14,3,4,5,1,4,18,+5
716,New Orleans Pelicans,,Jrue Holiday,Brooklyn Nets,W,10/26/2018,37:30,9,19,.474,3,7,.429,5,5,1.000,0,3,3,5,1,1,1,1,26,+8
717,New Orleans Pelicans,,E'Twaun Moore,Brooklyn Nets,W,10/26/2018,31:30,5,10,.500,2,4,.500,3,5,.600,3,1,4,1,1,0,0,2,15,+4
718,New Orleans Pelicans,,Elfrid Payton,Brooklyn Nets,W,10/26/2018,31:25,7,16,.438,1,3,.333,2,2,1.000,1,4,5,6,0,0,4,3,17,-5
719,New Orleans Pelicans,,Nikola Mirotić,Brooklyn Nets,W,10/26/2018,22:55,3,7,.429,0,1,.000,4,4,1.000,3,5,8,1,1,1,1,1,10,+13
720,Washington Wizards,,Bradley Beal,Sacramento Kings,L,10/26/2018,39:01,6,19,.316,3,11,.273,6,6,1.000,0,5,5,0,2,0,5,5,21,-7
721,Washington Wizards,,Markieff Morris,Sacramento Kings,L,10/26/2018,36:42,6,10,.600,1,5,.200,0,2,.000,0,7,7,1,0,2,3,3,13,-6
722,Washington Wizards,,John Wall,Sacramento Kings,L,10/26/2018,36:35,9,20,.450,1,6,.167,7,8,.875,1,1,2,8,3,3,2,6,26,-6
723,Washington Wizards,,Otto Porter,Sacramento Kings,L,10/26/2018,21:33,2,6,.333,1,4,.250,0,0,,1,2,3,2,0,0,2,1,5,-8
724,Washington Wizards,,Ian Mahinmi,Sacramento Kings,L,10/26/2018,18:49,1,2,.500,0,1,.000,2,4,.500,0,5,5,1,2,0,1,3,4,-4
725,Sacramento Kings,,Nemanja Bjelica,Washington Wizards,W,10/26/2018,36:09,9,16,.563,6,10,.600,2,3,.667,3,9,12,3,1,1,1,2,26,+16
726,Sacramento Kings,,Buddy Hield,Washington Wizards,W,10/26/2018,35:48,8,17,.471,2,7,.286,4,5,.800,1,4,5,2,0,1,3,1,22,+14
727,Sacramento Kings,,Willie Cauley-Stein,Washington Wizards,W,10/26/2018,32:44,7,15,.467,0,0,,3,6,.500,3,8,11,7,2,0,3,1,17,+15
728,Sacramento Kings,,De'Aaron Fox,Washington Wizards,W,10/26/2018,30:24,7,14,.500,2,5,.400,2,4,.500,0,1,1,9,1,0,2,4,18,+18
729,Sacramento Kings,,Iman Shumpert,Washington Wizards,W,10/26/2018,17:19,0,4,.000,0,2,.000,0,0,,1,5,6,0,0,1,1,3,0,+5
730,Boston Celtics,,Jayson Tatum,Detroit Pistons,W,10/27/2018,28:19,2,9,.222,1,2,.500,1,2,.500,0,3,3,3,0,1,0,1,6,+5
731,Boston Celtics,,Jaylen Brown,Detroit Pistons,W,10/27/2018,25:15,6,13,.462,3,7,.429,4,6,.667,0,2,2,1,1,1,2,4,19,+24
732,Boston Celtics,,Gordon Hayward,Detroit Pistons,W,10/27/2018,23:41,6,11,.545,2,5,.400,1,3,.333,0,5,5,1,1,0,3,3,15,+18
733,Boston Celtics,,Kyrie Irving,Detroit Pistons,W,10/27/2018,23:27,1,5,.200,1,1,1.000,0,0,,0,7,7,5,1,1,2,1,3,+13
734,Boston Celtics,,Al Horford,Detroit Pistons,W,10/27/2018,20:42,2,8,.250,0,5,.000,0,0,,1,3,4,1,1,1,1,3,4,+3
735,Detroit Pistons,,Blake Griffin,Boston Celtics,L,10/27/2018,30:13,2,13,.154,0,4,.000,3,4,.750,0,6,6,3,0,0,3,1,7,-14
736,Detroit Pistons,,Andre Drummond,Boston Celtics,L,10/27/2018,29:26,8,12,.667,0,0,,2,4,.500,2,6,8,1,0,2,3,4,18,-17
737,Detroit Pistons,,Stanley Johnson,Boston Celtics,L,10/27/2018,27:28,6,11,.545,3,8,.375,1,1,1.000,0,3,3,2,1,0,3,0,16,-6
738,Detroit Pistons,,Reggie Jackson,Boston Celtics,L,10/27/2018,26:33,3,11,.273,1,6,.167,1,1,1.000,0,4,4,4,0,0,0,3,8,-25
739,Detroit Pistons,,Reggie Bullock,Boston Celtics,L,10/27/2018,26:02,2,9,.222,1,5,.200,1,2,.500,0,5,5,1,0,0,0,3,6,-14
740,Utah Jazz,,Donovan Mitchell,New Orleans Pelicans,W,10/27/2018,32:35,7,10,.700,3,4,.750,5,6,.833,0,2,2,6,1,0,1,2,22,+25
741,Utah Jazz,,Rudy Gobert,New Orleans Pelicans,W,10/27/2018,31:29,11,13,.846,0,0,,3,5,.600,4,10,14,0,1,4,0,1,25,+23
742,Utah Jazz,,Ricky Rubio,New Orleans Pelicans,W,10/27/2018,29:33,8,14,.571,3,7,.429,9,9,1.000,0,6,6,12,1,0,2,2,28,+26
743,Utah Jazz,,Joe Ingles,New Orleans Pelicans,W,10/27/2018,28:28,2,10,.200,0,4,.000,3,4,.750,0,4,4,2,1,0,2,2,7,+19
744,Utah Jazz,,Derrick Favors,New Orleans Pelicans,W,10/27/2018,18:36,4,10,.400,0,3,.000,2,2,1.000,2,5,7,0,0,2,1,5,10,+2
745,New Orleans Pelicans,,Jrue Holiday,Utah Jazz,L,10/27/2018,29:24,7,13,.538,0,4,.000,4,4,1.000,2,0,2,6,1,2,3,1,18,-28
746,New Orleans Pelicans,,Nikola Mirotić,Utah Jazz,L,10/27/2018,28:19,10,18,.556,4,9,.444,1,2,.500,1,7,8,0,0,0,2,3,25,-15
747,New Orleans Pelicans,,E'Twaun Moore,Utah Jazz,L,10/27/2018,24:30,1,6,.167,1,3,.333,2,2,1.000,0,2,2,2,1,1,1,4,5,-18
748,New Orleans Pelicans,,Julius Randle,Utah Jazz,L,10/27/2018,18:32,5,11,.455,0,3,.000,2,2,1.000,1,2,3,0,1,1,3,4,12,-17
749,New Orleans Pelicans,,Elfrid Payton,Utah Jazz,L,10/27/2018,15:47,0,1,.000,0,0,,0,0,,1,1,2,4,0,0,2,3,0,-16
750,Chicago Bulls,,Justin Holiday,Atlanta Hawks,W,10/27/2018,36:41,4,12,.333,4,10,.400,0,0,,2,3,5,3,5,0,1,3,12,+2
751,Chicago Bulls,,Zach LaVine,Atlanta Hawks,W,10/27/2018,34:53,9,19,.474,1,5,.200,8,10,.800,0,11,11,3,1,0,9,0,27,+5
752,Chicago Bulls,,Wendell Carter,Atlanta Hawks,W,10/27/2018,22:07,4,9,.444,0,2,.000,2,2,1.000,2,8,10,1,1,2,1,1,10,-8
753,Chicago Bulls,,Chandler Hutchison,Atlanta Hawks,W,10/27/2018,18:20,2,5,.400,0,0,,0,0,,1,3,4,0,2,0,1,4,4,+18
754,Chicago Bulls,,Cameron Payne,Atlanta Hawks,W,10/27/2018,17:47,0,2,.000,0,2,.000,2,2,1.000,1,1,2,5,1,0,1,4,2,-6
755,Atlanta Hawks,,Taurean Waller-Prince,Chicago Bulls,L,10/27/2018,34:32,5,14,.357,2,5,.400,4,4,1.000,0,5,5,3,2,1,6,1,16,-17
756,Atlanta Hawks,,Kent Bazemore,Chicago Bulls,L,10/27/2018,31:01,3,9,.333,1,4,.250,1,2,.500,0,2,2,1,0,0,4,3,8,-18
757,Atlanta Hawks,,Trae Young,Chicago Bulls,L,10/27/2018,30:26,3,12,.250,0,6,.000,7,9,.778,1,2,3,4,2,0,5,0,13,-21
758,Atlanta Hawks,,Vince Carter,Chicago Bulls,L,10/27/2018,23:10,4,9,.444,4,7,.571,0,0,,0,2,2,1,1,1,1,5,12,-8
759,Atlanta Hawks,,Alex Len,Chicago Bulls,L,10/27/2018,16:45,2,6,.333,0,1,.000,0,0,,0,4,4,0,0,0,1,1,4,-21
760,Indiana Pacers,,Victor Oladipo,Cleveland Cavaliers,W,10/27/2018,36:41,10,15,.667,2,4,.500,2,6,.333,1,2,3,6,3,0,2,3,24,+16
761,Indiana Pacers,,Thaddeus Young,Cleveland Cavaliers,W,10/27/2018,32:59,5,8,.625,0,0,,0,0,,0,2,2,5,2,0,1,0,10,+16
762,Indiana Pacers,,Bojan Bogdanović,Cleveland Cavaliers,W,10/27/2018,31:33,10,14,.714,2,5,.400,3,4,.750,0,3,3,2,1,0,3,1,25,+15
763,Indiana Pacers,,Darren Collison,Cleveland Cavaliers,W,10/27/2018,29:52,5,8,.625,1,1,1.000,4,4,1.000,0,2,2,6,3,0,2,3,15,+15
764,Indiana Pacers,,Myles Turner,Cleveland Cavaliers,W,10/27/2018,27:34,7,10,.700,0,1,.000,1,1,1.000,1,1,2,1,0,3,2,2,15,+6
