,G,Date0,Date,Opponent,WinLoss,TmScore,OppScore,W,L,Streak,GameType
0,1,"Wed, Oct 18, 2017",10/18/2017,Charlotte Hornets,W,102,90,1,0,W 1,regular season
1,2,"Fri, Oct 20, 2017",10/20/2017,Washington Wizards,L,111,115,1,1,L 1,regular season
2,3,"Sat, Oct 21, 2017",10/21/2017,New York Knicks,W,111,107,2,1,W 1,regular season
3,4,"Mon, Oct 23, 2017",10/23/2017,Philadelphia 76ers,L,86,97,2,2,L 1,regular season
4,5,"Wed, Oct 25, 2017",10/25/2017,Minnesota Timberwolves,W,122,101,3,2,W 1,regular season
5,6,"Sat, Oct 28, 2017",10/28/2017,Los Angeles Clippers,W,95,87,4,2,W 2,regular season
6,7,"Sun, Oct 29, 2017",10/29/2017,Golden State Warriors,W,115,107,5,2,W 3,regular season
7,8,"Tue, Oct 31, 2017",10/31/2017,Los Angeles Lakers,L,93,113,5,3,L 1,regular season
8,9,"Fri, Nov 3, 2017",11/03/2017,Milwaukee Bucks,W,105,96,6,3,W 1,regular season
9,10,"Sat, Nov 4, 2017",11/04/2017,Sacramento Kings,W,108,99,7,3,W 2,regular season
10,11,"Wed, Nov 8, 2017",11/08/2017,Indiana Pacers,W,114,97,8,3,W 3,regular season
11,12,"Fri, Nov 10, 2017",11/10/2017,Atlanta Hawks,W,111,104,9,3,W 4,regular season
12,13,"Sun, Nov 12, 2017",11/12/2017,Miami Heat,W,112,103,10,3,W 5,regular season
13,14,"Wed, Nov 15, 2017",11/15/2017,Milwaukee Bucks,L,95,99,10,4,L 1,regular season
14,15,"Fri, Nov 17, 2017",11/17/2017,Indiana Pacers,L,100,107,10,5,L 2,regular season
15,16,"Sun, Nov 19, 2017",11/19/2017,Minnesota Timberwolves,W,100,97,11,5,W 1,regular season
16,17,"Mon, Nov 20, 2017",11/20/2017,Cleveland Cavaliers,L,88,116,11,6,L 1,regular season
17,18,"Fri, Nov 24, 2017",11/24/2017,Oklahoma City Thunder,W,99,98,12,6,W 1,regular season
18,19,"Mon, Nov 27, 2017",11/27/2017,Boston Celtics,W,118,108,13,6,W 2,regular season
19,20,"Wed, Nov 29, 2017",11/29/2017,Phoenix Suns,W,131,107,14,6,W 3,regular season
20,21,"Fri, Dec 1, 2017",12/01/2017,Washington Wizards,L,91,109,14,7,L 1,regular season
21,22,"Sat, Dec 2, 2017",12/02/2017,Philadelphia 76ers,L,103,108,14,8,L 2,regular season
22,23,"Mon, Dec 4, 2017",12/04/2017,San Antonio Spurs,L,93,96,14,9,L 3,regular season
23,24,"Wed, Dec 6, 2017",12/06/2017,Milwaukee Bucks,L,100,104,14,10,L 4,regular season
24,25,"Fri, Dec 8, 2017",12/08/2017,Golden State Warriors,L,98,102,14,11,L 5,regular season
