,G,Date0,Date,Opponent,WinLoss,TmScore,OppScore,W,L,Streak,GameType
0,1,"Tue, Oct 17, 2017",10/17/2017,Cleveland Cavaliers,L,99,102,0,1,L 1,regular season
1,2,"Wed, Oct 18, 2017",10/18/2017,Milwaukee Bucks,L,100,108,0,2,L 2,regular season
2,3,"Fri, Oct 20, 2017",10/20/2017,Philadelphia 76ers,W,102,92,1,2,W 1,regular season
3,4,"Tue, Oct 24, 2017",10/24/2017,New York Knicks,W,110,89,2,2,W 2,regular season
4,5,"Thu, Oct 26, 2017",10/26/2017,Milwaukee Bucks,W,96,89,3,2,W 3,regular season
5,6,"Sat, Oct 28, 2017",10/28/2017,Miami Heat,W,96,90,4,2,W 4,regular season
6,7,"Mon, Oct 30, 2017",10/30/2017,San Antonio Spurs,W,108,94,5,2,W 5,regular season
7,8,"Wed, Nov 1, 2017",11/01/2017,Sacramento Kings,W,113,86,6,2,W 6,regular season
8,9,"Fri, Nov 3, 2017",11/03/2017,Oklahoma City Thunder,W,101,94,7,2,W 7,regular season
9,10,"Sun, Nov 5, 2017",11/05/2017,Orlando Magic,W,104,88,8,2,W 8,regular season
10,11,"Mon, Nov 6, 2017",11/06/2017,Atlanta Hawks,W,110,107,9,2,W 9,regular season
11,12,"Wed, Nov 8, 2017",11/08/2017,Los Angeles Lakers,W,107,96,10,2,W 10,regular season
12,13,"Fri, Nov 10, 2017",11/10/2017,Charlotte Hornets,W,90,87,11,2,W 11,regular season
13,14,"Sun, Nov 12, 2017",11/12/2017,Toronto Raptors,W,95,94,12,2,W 12,regular season
14,15,"Tue, Nov 14, 2017",11/14/2017,Brooklyn Nets,W,109,102,13,2,W 13,regular season
15,16,"Thu, Nov 16, 2017",11/16/2017,Golden State Warriors,W,92,88,14,2,W 14,regular season
16,17,"Sat, Nov 18, 2017",11/18/2017,Atlanta Hawks,W,110,99,15,2,W 15,regular season
17,18,"Mon, Nov 20, 2017",11/20/2017,Dallas Mavericks,W,110,102,16,2,W 16,regular season
18,19,"Wed, Nov 22, 2017",11/22/2017,Miami Heat,L,98,104,16,3,L 1,regular season
19,20,"Fri, Nov 24, 2017",11/24/2017,Orlando Magic,W,118,103,17,3,W 1,regular season
20,21,"Sat, Nov 25, 2017",11/25/2017,Indiana Pacers,W,108,98,18,3,W 2,regular season
21,22,"Mon, Nov 27, 2017",11/27/2017,Detroit Pistons,L,108,118,18,4,L 1,regular season
22,23,"Thu, Nov 30, 2017",11/30/2017,Philadelphia 76ers,W,108,97,19,4,W 1,regular season
23,24,"Sat, Dec 2, 2017",12/02/2017,Phoenix Suns,W,116,111,20,4,W 2,regular season
24,25,"Mon, Dec 4, 2017",12/04/2017,Milwaukee Bucks,W,111,100,21,4,W 3,regular season
