,G,Date0,Date,Opponent,WinLoss,TmScore,OppScore,W,L,Streak,GameType
0,1,"Wed, Oct 18, 2017",10/18/2017,Minnesota Timberwolves,W,107,99,1,0,W 1,regular season
1,2,"Sat, Oct 21, 2017",10/21/2017,Chicago Bulls,W,87,77,2,0,W 2,regular season
2,3,"Mon, Oct 23, 2017",10/23/2017,Toronto Raptors,W,101,97,3,0,W 3,regular season
3,4,"Wed, Oct 25, 2017",10/25/2017,Miami Heat,W,117,100,4,0,W 4,regular season
4,5,"Fri, Oct 27, 2017",10/27/2017,Orlando Magic,L,87,114,4,1,L 1,regular season
5,6,"Sun, Oct 29, 2017",10/29/2017,Indiana Pacers,L,94,97,4,2,L 2,regular season
6,7,"Mon, Oct 30, 2017",10/30/2017,Boston Celtics,L,94,108,4,3,L 3,regular season
7,8,"Thu, Nov 2, 2017",11/02/2017,Golden State Warriors,L,92,112,4,4,L 4,regular season
8,9,"Fri, Nov 3, 2017",11/03/2017,Charlotte Hornets,W,108,101,5,4,W 1,regular season
9,10,"Sun, Nov 5, 2017",11/05/2017,Phoenix Suns,W,112,95,6,4,W 2,regular season
10,11,"Tue, Nov 7, 2017",11/07/2017,Los Angeles Clippers,W,120,107,7,4,W 3,regular season
11,12,"Fri, Nov 10, 2017",11/10/2017,Milwaukee Bucks,L,87,94,7,5,L 1,regular season
12,13,"Sat, Nov 11, 2017",11/11/2017,Chicago Bulls,W,133,94,8,5,W 1,regular season
13,14,"Tue, Nov 14, 2017",11/14/2017,Dallas Mavericks,W,97,91,9,5,W 2,regular season
14,15,"Wed, Nov 15, 2017",11/15/2017,Minnesota Timberwolves,L,86,98,9,6,L 1,regular season
15,16,"Fri, Nov 17, 2017",11/17/2017,Oklahoma City Thunder,W,104,101,10,6,W 1,regular season
16,17,"Mon, Nov 20, 2017",11/20/2017,Atlanta Hawks,W,96,85,11,6,W 2,regular season
17,18,"Wed, Nov 22, 2017",11/22/2017,New Orleans Pelicans,L,90,107,11,7,L 1,regular season
18,19,"Sat, Nov 25, 2017",11/25/2017,Charlotte Hornets,W,106,86,12,7,W 1,regular season
19,20,"Mon, Nov 27, 2017",11/27/2017,Dallas Mavericks,W,115,108,13,7,W 2,regular season
20,21,"Wed, Nov 29, 2017",11/29/2017,Memphis Grizzlies,W,104,95,14,7,W 3,regular season
21,22,"Fri, Dec 1, 2017",12/01/2017,Memphis Grizzlies,W,95,79,15,7,W 4,regular season
22,23,"Sun, Dec 3, 2017",12/03/2017,Oklahoma City Thunder,L,87,90,15,8,L 1,regular season
23,24,"Mon, Dec 4, 2017",12/04/2017,Detroit Pistons,W,96,93,16,8,W 1,regular season
24,25,"Wed, Dec 6, 2017",12/06/2017,Miami Heat,W,117,105,17,8,W 2,regular season
25,26,"Fri, Dec 8, 2017",12/08/2017,Boston Celtics,W,105,102,18,8,W 3,regular season
26,27,"Sat, Dec 9, 2017",12/09/2017,Phoenix Suns,W,104,101,19,8,W 4,regular season
27,28,"Tue, Dec 12, 2017",12/12/2017,Dallas Mavericks,L,89,95,19,9,L 1,regular season
28,29,"Fri, Dec 15, 2017",12/15/2017,Houston Rockets,L,109,124,19,10,L 2,regular season
29,30,"Sat, Dec 16, 2017",12/16/2017,Dallas Mavericks,W,98,96,20,10,W 1,regular season
30,31,"Mon, Dec 18, 2017",12/18/2017,Los Angeles Clippers,W,109,91,21,10,W 2,regular season
31,32,"Wed, Dec 20, 2017",12/20/2017,Portland Trail Blazers,W,93,91,22,10,W 3,regular season
32,33,"Thu, Dec 21, 2017",12/21/2017,Utah Jazz,L,89,100,22,11,L 1,regular season
33,34,"Sat, Dec 23, 2017",12/23/2017,Sacramento Kings,W,108,99,23,11,W 1,regular season
34,35,"Tue, Dec 26, 2017",12/26/2017,Brooklyn Nets,W,109,97,24,11,W 2,regular season
35,36,"Thu, Dec 28, 2017",12/28/2017,New York Knicks,W,119,107,25,11,W 3,regular season
36,37,"Sat, Dec 30, 2017",12/30/2017,Detroit Pistons,L,79,93,25,12,L 1,regular season
37,38,"Tue, Jan 2, 2018",01/02/2018,New York Knicks,W,100,91,26,12,W 1,regular season
38,39,"Wed, Jan 3, 2018",01/03/2018,Philadelphia 76ers,L,106,112,26,13,L 1,regular season
39,40,"Fri, Jan 5, 2018",01/05/2018,Phoenix Suns,W,103,89,27,13,W 1,regular season
40,41,"Sun, Jan 7, 2018",01/07/2018,Portland Trail Blazers,L,110,111,27,14,L 1,regular season
41,42,"Mon, Jan 8, 2018",01/08/2018,Sacramento Kings,W,107,100,28,14,W 1,regular season
42,43,"Thu, Jan 11, 2018",01/11/2018,Los Angeles Lakers,L,81,93,28,15,L 1,regular season
43,44,"Sat, Jan 13, 2018",01/13/2018,Denver Nuggets,W,112,80,29,15,W 1,regular season
44,45,"Mon, Jan 15, 2018",01/15/2018,Atlanta Hawks,L,99,102,29,16,L 1,regular season
45,46,"Wed, Jan 17, 2018",01/17/2018,Brooklyn Nets,W,100,95,30,16,W 1,regular season
46,47,"Fri, Jan 19, 2018",01/19/2018,Toronto Raptors,L,83,86,30,17,L 1,regular season
47,48,"Sun, Jan 21, 2018",01/21/2018,Indiana Pacers,L,86,94,30,18,L 2,regular season
48,49,"Tue, Jan 23, 2018",01/23/2018,Cleveland Cavaliers,W,114,102,31,18,W 1,regular season
49,50,"Wed, Jan 24, 2018",01/24/2018,Memphis Grizzlies,W,108,85,32,18,W 2,regular season
50,51,"Fri, Jan 26, 2018",01/26/2018,Philadelphia 76ers,L,78,97,32,19,L 1,regular season
51,52,"Sun, Jan 28, 2018",01/28/2018,Sacramento Kings,W,113,98,33,19,W 1,regular season
52,53,"Tue, Jan 30, 2018",01/30/2018,Denver Nuggets,W,106,104,34,19,W 2,regular season
53,54,"Thu, Feb 1, 2018",02/01/2018,Houston Rockets,L,91,102,34,20,L 1,regular season
54,55,"Sat, Feb 3, 2018",02/03/2018,Utah Jazz,L,111,120,34,21,L 2,regular season
55,56,"Wed, Feb 7, 2018",02/07/2018,Phoenix Suns,W,129,81,35,21,W 1,regular season
56,57,"Sat, Feb 10, 2018",02/10/2018,Golden State Warriors,L,105,122,35,22,L 1,regular season
57,58,"Mon, Feb 12, 2018",02/12/2018,Utah Jazz,L,99,101,35,23,L 2,regular season
58,59,"Tue, Feb 13, 2018",02/13/2018,Denver Nuggets,L,109,117,35,24,L 3,regular season
59,60,"Fri, Feb 23, 2018",02/23/2018,Denver Nuggets,L,119,122,35,25,L 4,regular season
60,61,"Sun, Feb 25, 2018",02/25/2018,Cleveland Cavaliers,W,110,94,36,25,W 1,regular season
61,62,"Wed, Feb 28, 2018",02/28/2018,New Orleans Pelicans,L,116,121,36,26,L 1,regular season
62,63,"Sat, Mar 3, 2018",03/03/2018,Los Angeles Lakers,L,112,116,36,27,L 2,regular season
63,64,"Mon, Mar 5, 2018",03/05/2018,Memphis Grizzlies,W,100,98,37,27,W 1,regular season
64,65,"Thu, Mar 8, 2018",03/08/2018,Golden State Warriors,L,107,110,37,28,L 1,regular season
65,66,"Sat, Mar 10, 2018",03/10/2018,Oklahoma City Thunder,L,94,104,37,29,L 2,regular season
66,67,"Mon, Mar 12, 2018",03/12/2018,Houston Rockets,L,93,109,37,30,L 3,regular season
67,68,"Tue, Mar 13, 2018",03/13/2018,Orlando Magic,W,108,72,38,30,W 1,regular season
68,69,"Thu, Mar 15, 2018",03/15/2018,New Orleans Pelicans,W,98,93,39,30,W 2,regular season
69,70,"Sat, Mar 17, 2018",03/17/2018,Minnesota Timberwolves,W,117,101,40,30,W 3,regular season
70,71,"Mon, Mar 19, 2018",03/19/2018,Golden State Warriors,W,89,75,41,30,W 4,regular season
71,72,"Wed, Mar 21, 2018",03/21/2018,Washington Wizards,W,98,90,42,30,W 5,regular season
72,73,"Fri, Mar 23, 2018",03/23/2018,Utah Jazz,W,124,120,43,30,W 6,regular season
73,74,"Sun, Mar 25, 2018",03/25/2018,Milwaukee Bucks,L,103,106,43,31,L 1,regular season
74,75,"Tue, Mar 27, 2018",03/27/2018,Washington Wizards,L,106,116,43,32,L 2,regular season
75,76,"Thu, Mar 29, 2018",03/29/2018,Oklahoma City Thunder,W,103,99,44,32,W 1,regular season
76,77,"Sun, Apr 1, 2018",04/01/2018,Houston Rockets,W,100,83,45,32,W 2,regular season
77,78,"Tue, Apr 3, 2018",04/03/2018,Los Angeles Clippers,L,110,113,45,33,L 1,regular season
78,79,"Wed, Apr 4, 2018",04/04/2018,Los Angeles Lakers,L,112,122,45,34,L 2,regular season
79,80,"Sat, Apr 7, 2018",04/07/2018,Portland Trail Blazers,W,116,105,46,34,W 1,regular season
80,81,"Mon, Apr 9, 2018",04/09/2018,Sacramento Kings,W,98,85,47,34,W 2,regular season
81,82,"Wed, Apr 11, 2018",04/11/2018,New Orleans Pelicans,L,98,122,47,35,L 1,regular season
82,1,"Sat, Apr 14, 2018",04/14/2018,Golden State Warriors,L,92,113,0,1,L 1,playoffs
83,2,"Mon, Apr 16, 2018",04/16/2018,Golden State Warriors,L,101,116,0,2,L 2,playoffs
