,G,Date0,Date,Opponent,WinLoss,TmScore,OppScore,W,L,Streak,GameType
0,1,"Wed, Oct 18, 2017",10/18/2017,Houston Rockets,L,100,105,0,1,L 1,regular season
1,2,"Fri, Oct 20, 2017",10/20/2017,Dallas Mavericks,W,93,88,1,1,W 1,regular season
2,3,"Sat, Oct 21, 2017",10/21/2017,Denver Nuggets,L,79,96,1,2,L 1,regular season
3,4,"Mon, Oct 23, 2017",10/23/2017,Phoenix Suns,L,115,117,1,3,L 2,regular season
4,5,"Thu, Oct 26, 2017",10/26/2017,New Orleans Pelicans,L,106,114,1,4,L 3,regular season
5,6,"Sun, Oct 29, 2017",10/29/2017,Washington Wizards,L,83,110,1,5,L 4,regular season
6,7,"Tue, Oct 31, 2017",10/31/2017,Indiana Pacers,L,83,101,1,6,L 5,regular season
7,8,"Wed, Nov 1, 2017",11/01/2017,Boston Celtics,L,86,113,1,7,L 6,regular season
8,9,"Sat, Nov 4, 2017",11/04/2017,Detroit Pistons,L,99,108,1,8,L 7,regular season
9,10,"Tue, Nov 7, 2017",11/07/2017,Oklahoma City Thunder,W,94,86,2,8,W 1,regular season
10,11,"Thu, Nov 9, 2017",11/09/2017,Philadelphia 76ers,W,109,108,3,8,W 2,regular season
11,12,"Sat, Nov 11, 2017",11/11/2017,New York Knicks,L,91,118,3,9,L 1,regular season
12,13,"Mon, Nov 13, 2017",11/13/2017,Washington Wizards,L,92,110,3,10,L 2,regular season
13,14,"Wed, Nov 15, 2017",11/15/2017,Atlanta Hawks,L,80,126,3,11,L 3,regular season
14,15,"Fri, Nov 17, 2017",11/17/2017,Portland Trail Blazers,W,86,82,4,11,W 1,regular season
15,16,"Sat, Nov 18, 2017",11/18/2017,Portland Trail Blazers,L,90,102,4,12,L 1,regular season
16,17,"Mon, Nov 20, 2017",11/20/2017,Denver Nuggets,L,98,114,4,13,L 2,regular season
17,18,"Wed, Nov 22, 2017",11/22/2017,Los Angeles Lakers,W,113,102,5,13,W 1,regular season
18,19,"Sat, Nov 25, 2017",11/25/2017,Los Angeles Clippers,L,95,97,5,14,L 1,regular season
19,20,"Mon, Nov 27, 2017",11/27/2017,Golden State Warriors,W,110,106,6,14,W 1,regular season
20,21,"Tue, Nov 28, 2017",11/28/2017,Milwaukee Bucks,L,87,112,6,15,L 1,regular season
21,22,"Fri, Dec 1, 2017",12/01/2017,Chicago Bulls,W,107,106,7,15,W 1,regular season
22,23,"Sat, Dec 2, 2017",12/02/2017,Milwaukee Bucks,L,104,109,7,16,L 1,regular season
23,24,"Wed, Dec 6, 2017",12/06/2017,Cleveland Cavaliers,L,95,101,7,17,L 2,regular season
24,25,"Fri, Dec 8, 2017",12/08/2017,New Orleans Pelicans,W,116,109,8,17,W 1,regular season
25,26,"Sun, Dec 10, 2017",12/10/2017,Toronto Raptors,L,87,102,8,18,L 1,regular season
26,27,"Tue, Dec 12, 2017",12/12/2017,Phoenix Suns,W,99,92,9,18,W 1,regular season
27,28,"Thu, Dec 14, 2017",12/14/2017,Minnesota Timberwolves,L,96,119,9,19,L 1,regular season
28,29,"Sun, Dec 17, 2017",12/17/2017,Toronto Raptors,L,93,108,9,20,L 2,regular season
29,30,"Tue, Dec 19, 2017",12/19/2017,Philadelphia 76ers,W,101,95,10,20,W 1,regular season
30,31,"Wed, Dec 20, 2017",12/20/2017,Brooklyn Nets,W,104,99,11,20,W 2,regular season
