,G,Date0,Date,Opponent,WinLoss,TmScore,OppScore,W,L,Streak,GameType
31,32,"Sat, Dec 23, 2017",12/23/2017,San Antonio Spurs,L,99,108,11,21,L 1,regular season
32,33,"Tue, Dec 26, 2017",12/26/2017,Los Angeles Clippers,L,95,122,11,22,L 2,regular season
33,34,"Wed, Dec 27, 2017",12/27/2017,Cleveland Cavaliers,W,109,95,12,22,W 1,regular season
34,35,"Fri, Dec 29, 2017",12/29/2017,Phoenix Suns,L,101,111,12,23,L 1,regular season
35,36,"Sun, Dec 31, 2017",12/31/2017,Memphis Grizzlies,L,96,114,12,24,L 2,regular season
36,37,"Tue, Jan 2, 2018",01/02/2018,Charlotte Hornets,L,111,131,12,25,L 3,regular season
37,38,"Sat, Jan 6, 2018",01/06/2018,Denver Nuggets,W,106,98,13,25,W 1,regular season
38,39,"Mon, Jan 8, 2018",01/08/2018,San Antonio Spurs,L,100,107,13,26,L 1,regular season
39,40,"Tue, Jan 9, 2018",01/09/2018,Los Angeles Lakers,L,86,99,13,27,L 2,regular season
40,41,"Thu, Jan 11, 2018",01/11/2018,Los Angeles Clippers,L,115,121,13,28,L 3,regular season
41,42,"Sat, Jan 13, 2018",01/13/2018,Los Angeles Clippers,L,105,126,13,29,L 4,regular season
42,43,"Mon, Jan 15, 2018",01/15/2018,Oklahoma City Thunder,L,88,95,13,30,L 5,regular season
43,44,"Wed, Jan 17, 2018",01/17/2018,Utah Jazz,L,105,120,13,31,L 6,regular season
44,45,"Fri, Jan 19, 2018",01/19/2018,Memphis Grizzlies,L,88,106,13,32,L 7,regular season
45,46,"Mon, Jan 22, 2018",01/22/2018,Charlotte Hornets,L,107,112,13,33,L 8,regular season
46,47,"Tue, Jan 23, 2018",01/23/2018,Orlando Magic,W,105,99,14,33,W 1,regular season
47,48,"Thu, Jan 25, 2018",01/25/2018,Miami Heat,W,89,88,15,33,W 2,regular season
48,49,"Sun, Jan 28, 2018",01/28/2018,San Antonio Spurs,L,98,113,15,34,L 1,regular season
49,50,"Tue, Jan 30, 2018",01/30/2018,New Orleans Pelicans,W,114,103,16,34,W 1,regular season
50,51,"Fri, Feb 2, 2018",02/02/2018,Golden State Warriors,L,104,119,16,35,L 1,regular season
51,52,"Sat, Feb 3, 2018",02/03/2018,Dallas Mavericks,L,99,106,16,36,L 2,regular season
52,53,"Mon, Feb 5, 2018",02/05/2018,Chicago Bulls,W,104,98,17,36,W 1,regular season
53,54,"Fri, Feb 9, 2018",02/09/2018,Portland Trail Blazers,L,100,118,17,37,L 1,regular season
54,55,"Sun, Feb 11, 2018",02/11/2018,Minnesota Timberwolves,L,106,111,17,38,L 2,regular season
55,56,"Tue, Feb 13, 2018",02/13/2018,Dallas Mavericks,W,114,109,18,38,W 1,regular season
56,57,"Wed, Feb 14, 2018",02/14/2018,Houston Rockets,L,91,100,18,39,L 1,regular season
57,58,"Thu, Feb 22, 2018",02/22/2018,Oklahoma City Thunder,L,107,110,18,40,L 2,regular season
58,59,"Sat, Feb 24, 2018",02/24/2018,Los Angeles Lakers,L,108,113,18,41,L 3,regular season
59,60,"Mon, Feb 26, 2018",02/26/2018,Minnesota Timberwolves,L,100,118,18,42,L 4,regular season
60,61,"Tue, Feb 27, 2018",02/27/2018,Portland Trail Blazers,L,99,116,18,43,L 5,regular season
61,62,"Thu, Mar 1, 2018",03/01/2018,Brooklyn Nets,W,116,111,19,43,W 1,regular season
62,63,"Sat, Mar 3, 2018",03/03/2018,Utah Jazz,L,91,98,19,44,L 1,regular season
63,64,"Sun, Mar 4, 2018",03/04/2018,New York Knicks,W,102,99,20,44,W 1,regular season
64,65,"Wed, Mar 7, 2018",03/07/2018,New Orleans Pelicans,L,101,114,20,45,L 1,regular season
65,66,"Fri, Mar 9, 2018",03/09/2018,Orlando Magic,W,94,88,21,45,W 1,regular season
66,67,"Sun, Mar 11, 2018",03/11/2018,Denver Nuggets,L,104,130,21,46,L 1,regular season
67,68,"Mon, Mar 12, 2018",03/12/2018,Oklahoma City Thunder,L,101,106,21,47,L 2,regular season
68,69,"Wed, Mar 14, 2018",03/14/2018,Miami Heat,W,123,119,22,47,W 1,regular season
69,70,"Fri, Mar 16, 2018",03/16/2018,Golden State Warriors,W,98,93,23,47,W 2,regular season
70,71,"Sat, Mar 17, 2018",03/17/2018,Utah Jazz,L,97,103,23,48,L 1,regular season
71,72,"Mon, Mar 19, 2018",03/19/2018,Detroit Pistons,L,90,106,23,49,L 2,regular season
72,73,"Thu, Mar 22, 2018",03/22/2018,Atlanta Hawks,W,105,90,24,49,W 1,regular season
73,74,"Sun, Mar 25, 2018",03/25/2018,Boston Celtics,L,93,104,24,50,L 1,regular season
74,75,"Tue, Mar 27, 2018",03/27/2018,Dallas Mavericks,L,97,103,24,51,L 2,regular season
75,76,"Thu, Mar 29, 2018",03/29/2018,Indiana Pacers,L,103,106,24,52,L 3,regular season
76,77,"Sat, Mar 31, 2018",03/31/2018,Golden State Warriors,L,96,112,24,53,L 4,regular season
77,78,"Sun, Apr 1, 2018",04/01/2018,Los Angeles Lakers,W,84,83,25,53,W 1,regular season
78,79,"Tue, Apr 3, 2018",04/03/2018,Phoenix Suns,L,94,97,25,54,L 1,regular season
79,80,"Fri, Apr 6, 2018",04/06/2018,Memphis Grizzlies,W,94,93,26,54,W 1,regular season
80,81,"Mon, Apr 9, 2018",04/09/2018,San Antonio Spurs,L,85,98,26,55,L 1,regular season
81,82,"Wed, Apr 11, 2018",04/11/2018,Houston Rockets,W,96,83,27,55,W 1,regular season
