,G,Date0,Date,Opponent,WinLoss,TmScore,OppScore,W,L,Streak,GameType
0,1,"Wed, Oct 18, 2017",10/18/2017,Orlando Magic,L,109,116,0,1,L 1,regular season
1,2,"Sat, Oct 21, 2017",10/21/2017,Indiana Pacers,W,112,108,1,1,W 1,regular season
2,3,"Mon, Oct 23, 2017",10/23/2017,Atlanta Hawks,W,104,93,2,1,W 2,regular season
3,4,"Wed, Oct 25, 2017",10/25/2017,San Antonio Spurs,L,100,117,2,2,L 1,regular season
4,5,"Sat, Oct 28, 2017",10/28/2017,Boston Celtics,L,90,96,2,3,L 2,regular season
5,6,"Mon, Oct 30, 2017",10/30/2017,Minnesota Timberwolves,L,122,125,2,4,L 3,regular season
6,7,"Wed, Nov 1, 2017",11/01/2017,Chicago Bulls,W,97,91,3,4,W 1,regular season
7,8,"Fri, Nov 3, 2017",11/03/2017,Denver Nuggets,L,94,95,3,5,L 1,regular season
8,9,"Sun, Nov 5, 2017",11/05/2017,Los Angeles Clippers,W,104,101,4,5,W 1,regular season
9,10,"Mon, Nov 6, 2017",11/06/2017,Golden State Warriors,L,80,97,4,6,L 1,regular season
10,11,"Wed, Nov 8, 2017",11/08/2017,Phoenix Suns,W,126,115,5,6,W 1,regular season
11,12,"Fri, Nov 10, 2017",11/10/2017,Utah Jazz,W,84,74,6,6,W 2,regular season
12,13,"Sun, Nov 12, 2017",11/12/2017,Detroit Pistons,L,103,112,6,7,L 1,regular season
13,14,"Wed, Nov 15, 2017",11/15/2017,Washington Wizards,L,93,102,6,8,L 2,regular season
14,15,"Fri, Nov 17, 2017",11/17/2017,Washington Wizards,W,91,88,7,8,W 1,regular season
15,16,"Sun, Nov 19, 2017",11/19/2017,Indiana Pacers,L,95,120,7,9,L 1,regular season
16,17,"Wed, Nov 22, 2017",11/22/2017,Boston Celtics,W,104,98,8,9,W 1,regular season
17,18,"Fri, Nov 24, 2017",11/24/2017,Minnesota Timberwolves,W,109,97,9,9,W 2,regular season
18,19,"Sun, Nov 26, 2017",11/26/2017,Chicago Bulls,W,100,93,10,9,W 3,regular season
19,20,"Tue, Nov 28, 2017",11/28/2017,Cleveland Cavaliers,L,97,108,10,10,L 1,regular season
20,21,"Wed, Nov 29, 2017",11/29/2017,New York Knicks,L,86,115,10,11,L 2,regular season
21,22,"Fri, Dec 1, 2017",12/01/2017,Charlotte Hornets,W,105,100,11,11,W 1,regular season
22,23,"Sun, Dec 3, 2017",12/03/2017,Golden State Warriors,L,95,123,11,12,L 1,regular season
23,24,"Wed, Dec 6, 2017",12/06/2017,San Antonio Spurs,L,105,117,11,13,L 2,regular season
24,25,"Sat, Dec 9, 2017",12/09/2017,Brooklyn Nets,W,101,89,12,13,W 1,regular season
25,26,"Mon, Dec 11, 2017",12/11/2017,Memphis Grizzlies,W,107,82,13,13,W 2,regular season
26,27,"Wed, Dec 13, 2017",12/13/2017,Portland Trail Blazers,L,95,102,13,14,L 1,regular season
27,28,"Fri, Dec 15, 2017",12/15/2017,Charlotte Hornets,W,104,98,14,14,W 1,regular season
28,29,"Sat, Dec 16, 2017",12/16/2017,Los Angeles Clippers,W,90,85,15,14,W 2,regular season
