,G,Date0,Date,Opponent,WinLoss,TmScore,OppScore,W,L,Streak,GameType
0,1,"Wed, Oct 18, 2017",10/18/2017,New Orleans Pelicans,W,103,91,1,0,W 1,regular season
1,2,"Sat, Oct 21, 2017",10/21/2017,Golden State Warriors,W,111,101,2,0,W 2,regular season
2,3,"Mon, Oct 23, 2017",10/23/2017,Houston Rockets,W,98,90,3,0,W 3,regular season
3,4,"Wed, Oct 25, 2017",10/25/2017,Dallas Mavericks,L,94,103,3,1,L 1,regular season
4,5,"Thu, Oct 26, 2017",10/26/2017,Dallas Mavericks,W,96,91,4,1,W 1,regular season
5,6,"Sat, Oct 28, 2017",10/28/2017,Houston Rockets,W,103,89,5,1,W 2,regular season
6,7,"Mon, Oct 30, 2017",10/30/2017,Charlotte Hornets,L,99,104,5,2,L 1,regular season
7,8,"Wed, Nov 1, 2017",11/01/2017,Orlando Magic,L,99,101,5,3,L 2,regular season
8,9,"Sat, Nov 4, 2017",11/04/2017,Los Angeles Clippers,W,113,104,6,3,W 1,regular season
9,10,"Sun, Nov 5, 2017",11/05/2017,Los Angeles Lakers,L,102,107,6,4,L 1,regular season
10,11,"Tue, Nov 7, 2017",11/07/2017,Portland Trail Blazers,W,98,97,7,4,W 1,regular season
11,12,"Sat, Nov 11, 2017",11/11/2017,Houston Rockets,L,96,111,7,5,L 1,regular season
12,13,"Mon, Nov 13, 2017",11/13/2017,Milwaukee Bucks,L,103,110,7,6,L 2,regular season
13,14,"Wed, Nov 15, 2017",11/15/2017,Indiana Pacers,L,113,116,7,7,L 3,regular season
14,15,"Sat, Nov 18, 2017",11/18/2017,Houston Rockets,L,83,105,7,8,L 4,regular season
15,16,"Mon, Nov 20, 2017",11/20/2017,Portland Trail Blazers,L,92,100,7,9,L 5,regular season
16,17,"Wed, Nov 22, 2017",11/22/2017,Dallas Mavericks,L,94,95,7,10,L 6,regular season
17,18,"Fri, Nov 24, 2017",11/24/2017,Denver Nuggets,L,92,104,7,11,L 7,regular season
18,19,"Sun, Nov 26, 2017",11/26/2017,Brooklyn Nets,L,88,98,7,12,L 8,regular season
19,20,"Wed, Nov 29, 2017",11/29/2017,San Antonio Spurs,L,95,104,7,13,L 9,regular season
20,21,"Fri, Dec 1, 2017",12/01/2017,San Antonio Spurs,L,79,95,7,14,L 10,regular season
21,22,"Sat, Dec 2, 2017",12/02/2017,Cleveland Cavaliers,L,111,116,7,15,L 11,regular season
22,23,"Mon, Dec 4, 2017",12/04/2017,Minnesota Timberwolves,W,95,92,8,15,W 1,regular season
23,24,"Wed, Dec 6, 2017",12/06/2017,New York Knicks,L,88,99,8,16,L 1,regular season
24,25,"Fri, Dec 8, 2017",12/08/2017,Toronto Raptors,L,107,116,8,17,L 2,regular season
25,26,"Sat, Dec 9, 2017",12/09/2017,Oklahoma City Thunder,L,101,102,8,18,L 3,regular season
26,27,"Mon, Dec 11, 2017",12/11/2017,Miami Heat,L,82,107,8,19,L 4,regular season
27,28,"Wed, Dec 13, 2017",12/13/2017,Washington Wizards,L,87,93,8,20,L 5,regular season
28,29,"Fri, Dec 15, 2017",12/15/2017,Atlanta Hawks,W,96,94,9,20,W 1,regular season
