,G,Date0,Date,Opponent,WinLoss,TmScore,OppScore,W,L,Streak,GameType
0,1,"Tue, Oct 17, 2017",10/17/2017,Golden State Warriors,W,122,121,1,0,W 1,regular season
1,2,"Wed, Oct 18, 2017",10/18/2017,Sacramento Kings,W,105,100,2,0,W 2,regular season
2,3,"Sat, Oct 21, 2017",10/21/2017,Dallas Mavericks,W,107,91,3,0,W 3,regular season
3,4,"Mon, Oct 23, 2017",10/23/2017,Memphis Grizzlies,L,90,98,3,1,L 1,regular season
4,5,"Wed, Oct 25, 2017",10/25/2017,Philadelphia 76ers,W,105,104,4,1,W 1,regular season
5,6,"Fri, Oct 27, 2017",10/27/2017,Charlotte Hornets,W,109,93,5,1,W 2,regular season
6,7,"Sat, Oct 28, 2017",10/28/2017,Memphis Grizzlies,L,89,103,5,2,L 1,regular season
7,8,"Mon, Oct 30, 2017",10/30/2017,Philadelphia 76ers,L,107,115,5,3,L 2,regular season
8,9,"Wed, Nov 1, 2017",11/01/2017,New York Knicks,W,119,97,6,3,W 1,regular season
9,10,"Fri, Nov 3, 2017",11/03/2017,Atlanta Hawks,W,119,104,7,3,W 2,regular season
10,11,"Sun, Nov 5, 2017",11/05/2017,Utah Jazz,W,137,110,8,3,W 3,regular season
11,12,"Thu, Nov 9, 2017",11/09/2017,Cleveland Cavaliers,W,117,113,9,3,W 4,regular season
12,13,"Sat, Nov 11, 2017",11/11/2017,Memphis Grizzlies,W,111,96,10,3,W 5,regular season
13,14,"Sun, Nov 12, 2017",11/12/2017,Indiana Pacers,W,118,95,11,3,W 6,regular season
14,15,"Tue, Nov 14, 2017",11/14/2017,Toronto Raptors,L,113,129,11,4,L 1,regular season
15,16,"Thu, Nov 16, 2017",11/16/2017,Phoenix Suns,W,142,116,12,4,W 1,regular season
16,17,"Sat, Nov 18, 2017",11/18/2017,Memphis Grizzlies,W,105,83,13,4,W 2,regular season
17,18,"Wed, Nov 22, 2017",11/22/2017,Denver Nuggets,W,125,95,14,4,W 3,regular season
18,19,"Sat, Nov 25, 2017",11/25/2017,New York Knicks,W,117,102,15,4,W 4,regular season
19,20,"Mon, Nov 27, 2017",11/27/2017,Brooklyn Nets,W,117,103,16,4,W 5,regular season
20,21,"Wed, Nov 29, 2017",11/29/2017,Indiana Pacers,W,118,97,17,4,W 6,regular season
