,G,Date0,Date,Opponent,WinLoss,TmScore,OppScore,W,L,Streak,GameType
0,1,"Wed, Oct 18, 2017",10/18/2017,Atlanta Hawks,L,111,117,0,1,L 1,regular season
1,2,"Fri, Oct 20, 2017",10/20/2017,Sacramento Kings,L,88,93,0,2,L 2,regular season
2,3,"Sat, Oct 21, 2017",10/21/2017,Houston Rockets,L,91,107,0,3,L 3,regular season
3,4,"Mon, Oct 23, 2017",10/23/2017,Golden State Warriors,L,103,133,0,4,L 4,regular season
4,5,"Wed, Oct 25, 2017",10/25/2017,Memphis Grizzlies,W,103,94,1,4,W 1,regular season
5,6,"Thu, Oct 26, 2017",10/26/2017,Memphis Grizzlies,L,91,96,1,5,L 1,regular season
6,7,"Sat, Oct 28, 2017",10/28/2017,Philadelphia 76ers,L,110,112,1,6,L 2,regular season
7,8,"Mon, Oct 30, 2017",10/30/2017,Utah Jazz,L,89,104,1,7,L 3,regular season
8,9,"Wed, Nov 1, 2017",11/01/2017,Los Angeles Clippers,L,98,119,1,8,L 4,regular season
9,10,"Fri, Nov 3, 2017",11/03/2017,New Orleans Pelicans,L,94,99,1,9,L 5,regular season
10,11,"Sat, Nov 4, 2017",11/04/2017,Minnesota Timberwolves,L,99,112,1,10,L 6,regular season
11,12,"Tue, Nov 7, 2017",11/07/2017,Washington Wizards,W,113,99,2,10,W 1,regular season
12,13,"Sat, Nov 11, 2017",11/11/2017,Cleveland Cavaliers,L,104,111,2,11,L 1,regular season
13,14,"Sun, Nov 12, 2017",11/12/2017,Oklahoma City Thunder,L,99,112,2,12,L 2,regular season
14,15,"Tue, Nov 14, 2017",11/14/2017,San Antonio Spurs,L,91,97,2,13,L 3,regular season
15,16,"Fri, Nov 17, 2017",11/17/2017,Minnesota Timberwolves,L,87,111,2,14,L 4,regular season
16,17,"Sat, Nov 18, 2017",11/18/2017,Milwaukee Bucks,W,111,79,3,14,W 1,regular season
17,18,"Mon, Nov 20, 2017",11/20/2017,Boston Celtics,L,102,110,3,15,L 1,regular season
18,19,"Wed, Nov 22, 2017",11/22/2017,Memphis Grizzlies,W,95,94,4,15,W 1,regular season
