,G,Date0,Date,Opponent,WinLoss,TmScore,OppScore,W,L,Streak,GameType
0,1,"Wed, Oct 18, 2017",10/18/2017,Dallas Mavericks,W,117,111,1,0,W 1,regular season
1,2,"Fri, Oct 20, 2017",10/20/2017,Charlotte Hornets,L,91,109,1,1,L 1,regular season
2,3,"Sun, Oct 22, 2017",10/22/2017,Brooklyn Nets,L,104,116,1,2,L 2,regular season
3,4,"Mon, Oct 23, 2017",10/23/2017,Miami Heat,L,93,104,1,3,L 3,regular season
4,5,"Thu, Oct 26, 2017",10/26/2017,Chicago Bulls,L,86,91,1,4,L 4,regular season
5,6,"Fri, Oct 27, 2017",10/27/2017,Denver Nuggets,L,100,105,1,5,L 5,regular season
6,7,"Sun, Oct 29, 2017",10/29/2017,Milwaukee Bucks,L,106,117,1,6,L 6,regular season
7,8,"Wed, Nov 1, 2017",11/01/2017,Philadelphia 76ers,L,109,119,1,7,L 7,regular season
8,9,"Fri, Nov 3, 2017",11/03/2017,Houston Rockets,L,104,119,1,8,L 8,regular season
9,10,"Sun, Nov 5, 2017",11/05/2017,Cleveland Cavaliers,W,117,115,2,8,W 1,regular season
10,11,"Mon, Nov 6, 2017",11/06/2017,Boston Celtics,L,107,110,2,9,L 1,regular season
11,12,"Fri, Nov 10, 2017",11/10/2017,Detroit Pistons,L,104,111,2,10,L 2,regular season
12,13,"Sat, Nov 11, 2017",11/11/2017,Washington Wizards,L,94,113,2,11,L 3,regular season
13,14,"Mon, Nov 13, 2017",11/13/2017,New Orleans Pelicans,L,105,106,2,12,L 4,regular season
14,15,"Wed, Nov 15, 2017",11/15/2017,Sacramento Kings,W,126,80,3,12,W 1,regular season
15,16,"Sat, Nov 18, 2017",11/18/2017,Boston Celtics,L,99,110,3,13,L 1,regular season
16,17,"Mon, Nov 20, 2017",11/20/2017,San Antonio Spurs,L,85,96,3,14,L 2,regular season
17,18,"Wed, Nov 22, 2017",11/22/2017,Los Angeles Clippers,L,103,116,3,15,L 3,regular season
18,19,"Fri, Nov 24, 2017",11/24/2017,New York Knicks,W,116,104,4,15,W 1,regular season
19,20,"Sat, Nov 25, 2017",11/25/2017,Toronto Raptors,L,78,112,4,16,L 1,regular season
20,21,"Thu, Nov 30, 2017",11/30/2017,Cleveland Cavaliers,L,114,121,4,17,L 2,regular season
21,22,"Sat, Dec 2, 2017",12/02/2017,Brooklyn Nets,W,114,102,5,17,W 1,regular season
22,23,"Mon, Dec 4, 2017",12/04/2017,Brooklyn Nets,L,90,110,5,18,L 1,regular season
23,24,"Wed, Dec 6, 2017",12/06/2017,Orlando Magic,L,106,110,5,19,L 2,regular season
24,25,"Sat, Dec 9, 2017",12/09/2017,Orlando Magic,W,117,110,6,19,W 1,regular season
25,26,"Sun, Dec 10, 2017",12/10/2017,New York Knicks,L,107,111,6,20,L 1,regular season
26,27,"Tue, Dec 12, 2017",12/12/2017,Cleveland Cavaliers,L,114,123,6,21,L 2,regular season
27,28,"Thu, Dec 14, 2017",12/14/2017,Detroit Pistons,L,91,105,6,22,L 3,regular season
28,29,"Fri, Dec 15, 2017",12/15/2017,Memphis Grizzlies,L,94,96,6,23,L 4,regular season
