,G,Date0,Date,Opponent,WinLoss,TmScore,OppScore,W,L,Streak,GameType
0,1,"Wed, Oct 18, 2017",10/18/2017,Denver Nuggets,W,106,96,1,0,W 1,regular season
1,2,"Fri, Oct 20, 2017",10/20/2017,Minnesota Timberwolves,L,97,100,1,1,L 1,regular season
2,3,"Sat, Oct 21, 2017",10/21/2017,Oklahoma City Thunder,W,96,87,2,1,W 1,regular season
3,4,"Tue, Oct 24, 2017",10/24/2017,Los Angeles Clippers,L,84,102,2,2,L 1,regular season
4,5,"Wed, Oct 25, 2017",10/25/2017,Phoenix Suns,L,88,97,2,3,L 2,regular season
5,6,"Sat, Oct 28, 2017",10/28/2017,Los Angeles Lakers,W,96,81,3,3,W 1,regular season
6,7,"Mon, Oct 30, 2017",10/30/2017,Dallas Mavericks,W,104,89,4,3,W 2,regular season
7,8,"Wed, Nov 1, 2017",11/01/2017,Portland Trail Blazers,W,112,103,5,3,W 3,regular season
8,9,"Fri, Nov 3, 2017",11/03/2017,Toronto Raptors,L,100,109,5,4,L 1,regular season
9,10,"Sun, Nov 5, 2017",11/05/2017,Houston Rockets,L,110,137,5,5,L 2,regular season
10,11,"Tue, Nov 7, 2017",11/07/2017,Philadelphia 76ers,L,97,104,5,6,L 3,regular season
11,12,"Fri, Nov 10, 2017",11/10/2017,Miami Heat,L,74,84,5,7,L 4,regular season
12,13,"Sat, Nov 11, 2017",11/11/2017,Brooklyn Nets,W,114,106,6,7,W 1,regular season
13,14,"Mon, Nov 13, 2017",11/13/2017,Minnesota Timberwolves,L,98,109,6,8,L 1,regular season
14,15,"Wed, Nov 15, 2017",11/15/2017,New York Knicks,L,101,106,6,9,L 2,regular season
15,16,"Fri, Nov 17, 2017",11/17/2017,Brooklyn Nets,L,107,118,6,10,L 3,regular season
16,17,"Sat, Nov 18, 2017",11/18/2017,Orlando Magic,W,125,85,7,10,W 1,regular season
17,18,"Mon, Nov 20, 2017",11/20/2017,Philadelphia 76ers,L,86,107,7,11,L 1,regular season
18,19,"Wed, Nov 22, 2017",11/22/2017,Chicago Bulls,W,110,80,8,11,W 1,regular season
19,20,"Sat, Nov 25, 2017",11/25/2017,Milwaukee Bucks,W,121,108,9,11,W 2,regular season
20,21,"Tue, Nov 28, 2017",11/28/2017,Denver Nuggets,W,106,77,10,11,W 3,regular season
21,22,"Thu, Nov 30, 2017",11/30/2017,Los Angeles Clippers,W,126,107,11,11,W 4,regular season
22,23,"Fri, Dec 1, 2017",12/01/2017,New Orleans Pelicans,W,114,108,12,11,W 5,regular season
23,24,"Mon, Dec 4, 2017",12/04/2017,Washington Wizards,W,116,69,13,11,W 6,regular season
24,25,"Tue, Dec 5, 2017",12/05/2017,Oklahoma City Thunder,L,94,100,13,12,L 1,regular season
25,26,"Thu, Dec 7, 2017",12/07/2017,Houston Rockets,L,101,112,13,13,L 2,regular season
26,27,"Sat, Dec 9, 2017",12/09/2017,Milwaukee Bucks,L,100,117,13,14,L 3,regular season
27,28,"Wed, Dec 13, 2017",12/13/2017,Chicago Bulls,L,100,103,13,15,L 4,regular season
28,29,"Fri, Dec 15, 2017",12/15/2017,Boston Celtics,W,107,95,14,15,W 1,regular season
29,30,"Sat, Dec 16, 2017",12/16/2017,Cleveland Cavaliers,L,100,109,14,16,L 1,regular season
30,31,"Mon, Dec 18, 2017",12/18/2017,Houston Rockets,L,99,120,14,17,L 2,regular season
31,32,"Wed, Dec 20, 2017",12/20/2017,Oklahoma City Thunder,L,79,107,14,18,L 3,regular season
32,33,"Thu, Dec 21, 2017",12/21/2017,San Antonio Spurs,W,100,89,15,18,W 1,regular season
33,34,"Sat, Dec 23, 2017",12/23/2017,Oklahoma City Thunder,L,89,103,15,19,L 1,regular season
34,35,"Tue, Dec 26, 2017",12/26/2017,Denver Nuggets,L,83,107,15,20,L 2,regular season
35,36,"Wed, Dec 27, 2017",12/27/2017,Golden State Warriors,L,101,126,15,21,L 3,regular season
36,37,"Sat, Dec 30, 2017",12/30/2017,Cleveland Cavaliers,W,104,101,16,21,W 1,regular season
37,38,"Wed, Jan 3, 2018",01/03/2018,New Orleans Pelicans,L,98,108,16,22,L 1,regular season
38,39,"Fri, Jan 5, 2018",01/05/2018,Denver Nuggets,L,91,99,16,23,L 2,regular season
39,40,"Sun, Jan 7, 2018",01/07/2018,Miami Heat,L,102,103,16,24,L 3,regular season
40,41,"Wed, Jan 10, 2018",01/10/2018,Washington Wizards,W,107,104,17,24,W 1,regular season
41,42,"Fri, Jan 12, 2018",01/12/2018,Charlotte Hornets,L,88,99,17,25,L 1,regular season
42,43,"Mon, Jan 15, 2018",01/15/2018,Indiana Pacers,L,94,109,17,26,L 2,regular season
43,44,"Wed, Jan 17, 2018",01/17/2018,Sacramento Kings,W,120,105,18,26,W 1,regular season
44,45,"Fri, Jan 19, 2018",01/19/2018,New York Knicks,L,115,117,18,27,L 1,regular season
45,46,"Sat, Jan 20, 2018",01/20/2018,Los Angeles Clippers,W,125,113,19,27,W 1,regular season
46,47,"Mon, Jan 22, 2018",01/22/2018,Atlanta Hawks,L,90,104,19,28,L 1,regular season
47,48,"Wed, Jan 24, 2018",01/24/2018,Detroit Pistons,W,98,95,20,28,W 1,regular season
48,49,"Fri, Jan 26, 2018",01/26/2018,Toronto Raptors,W,97,93,21,28,W 2,regular season
49,50,"Tue, Jan 30, 2018",01/30/2018,Golden State Warriors,W,129,99,22,28,W 3,regular season
