,G,Date0,Date,Opponent,WinLoss,TmScore,OppScore,W,L,Streak,GameType
50,51,"Fri, Feb 2, 2018",02/02/2018,Phoenix Suns,W,129,97,23,28,W 4,regular season
51,52,"Sat, Feb 3, 2018",02/03/2018,San Antonio Spurs,W,120,111,24,28,W 5,regular season
52,53,"Mon, Feb 5, 2018",02/05/2018,New Orleans Pelicans,W,133,109,25,28,W 6,regular season
53,54,"Wed, Feb 7, 2018",02/07/2018,Memphis Grizzlies,W,92,88,26,28,W 7,regular season
54,55,"Fri, Feb 9, 2018",02/09/2018,Charlotte Hornets,W,106,94,27,28,W 8,regular season
55,56,"Sun, Feb 11, 2018",02/11/2018,Portland Trail Blazers,W,115,96,28,28,W 9,regular season
56,57,"Mon, Feb 12, 2018",02/12/2018,San Antonio Spurs,W,101,99,29,28,W 10,regular season
57,58,"Wed, Feb 14, 2018",02/14/2018,Phoenix Suns,W,107,97,30,28,W 11,regular season
58,59,"Fri, Feb 23, 2018",02/23/2018,Portland Trail Blazers,L,81,100,30,29,L 1,regular season
59,60,"Sat, Feb 24, 2018",02/24/2018,Dallas Mavericks,W,97,90,31,29,W 1,regular season
60,61,"Mon, Feb 26, 2018",02/26/2018,Houston Rockets,L,85,96,31,30,L 1,regular season
61,62,"Fri, Mar 2, 2018",03/02/2018,Minnesota Timberwolves,W,116,108,32,30,W 1,regular season
62,63,"Sat, Mar 3, 2018",03/03/2018,Sacramento Kings,W,98,91,33,30,W 2,regular season
63,64,"Mon, Mar 5, 2018",03/05/2018,Orlando Magic,W,94,80,34,30,W 3,regular season
64,65,"Wed, Mar 7, 2018",03/07/2018,Indiana Pacers,W,104,84,35,30,W 4,regular season
65,66,"Fri, Mar 9, 2018",03/09/2018,Memphis Grizzlies,W,95,78,36,30,W 5,regular season
66,67,"Sun, Mar 11, 2018",03/11/2018,New Orleans Pelicans,W,116,99,37,30,W 6,regular season
67,68,"Tue, Mar 13, 2018",03/13/2018,Detroit Pistons,W,110,79,38,30,W 7,regular season
68,69,"Thu, Mar 15, 2018",03/15/2018,Phoenix Suns,W,116,88,39,30,W 8,regular season
69,70,"Sat, Mar 17, 2018",03/17/2018,Sacramento Kings,W,103,97,40,30,W 9,regular season
70,71,"Tue, Mar 20, 2018",03/20/2018,Atlanta Hawks,L,94,99,40,31,L 1,regular season
71,72,"Thu, Mar 22, 2018",03/22/2018,Dallas Mavericks,W,119,112,41,31,W 1,regular season
72,73,"Fri, Mar 23, 2018",03/23/2018,San Antonio Spurs,L,120,124,41,32,L 1,regular season
73,74,"Sun, Mar 25, 2018",03/25/2018,Golden State Warriors,W,110,91,42,32,W 1,regular season
74,75,"Wed, Mar 28, 2018",03/28/2018,Boston Celtics,L,94,97,42,33,L 1,regular season
75,76,"Fri, Mar 30, 2018",03/30/2018,Memphis Grizzlies,W,107,97,43,33,W 1,regular season
76,77,"Sun, Apr 1, 2018",04/01/2018,Minnesota Timberwolves,W,121,97,44,33,W 2,regular season
77,78,"Tue, Apr 3, 2018",04/03/2018,Los Angeles Lakers,W,117,110,45,33,W 3,regular season
78,79,"Thu, Apr 5, 2018",04/05/2018,Los Angeles Clippers,W,117,95,46,33,W 4,regular season
79,80,"Sun, Apr 8, 2018",04/08/2018,Los Angeles Lakers,W,112,97,47,33,W 5,regular season
80,81,"Tue, Apr 10, 2018",04/10/2018,Golden State Warriors,W,119,79,48,33,W 6,regular season
81,82,"Wed, Apr 11, 2018",04/11/2018,Portland Trail Blazers,L,93,102,48,34,L 1,regular season
82,1,"Sun, Apr 15, 2018",04/15/2018,Oklahoma City Thunder,L,108,116,0,1,L 1,playoffs
83,2,"Wed, Apr 18, 2018",04/18/2018,Oklahoma City Thunder,W,102,95,1,1,W 1,playoffs
84,3,"Sat, Apr 21, 2018",04/21/2018,Oklahoma City Thunder,W,115,102,2,1,W 2,playoffs
85,4,"Mon, Apr 23, 2018",04/23/2018,Oklahoma City Thunder,W,113,96,3,1,W 3,playoffs
86,5,"Wed, Apr 25, 2018",04/25/2018,Oklahoma City Thunder,L,99,107,3,2,L 1,playoffs
87,6,"Fri, Apr 27, 2018",04/27/2018,Oklahoma City Thunder,W,96,91,4,2,W 1,playoffs
88,7,"Sun, Apr 29, 2018",04/29/2018,Houston Rockets,L,96,110,4,3,L 1,playoffs
89,8,"Wed, May 2, 2018",05/02/2018,Houston Rockets,W,116,108,5,3,W 1,playoffs
90,9,"Fri, May 4, 2018",05/04/2018,Houston Rockets,L,92,113,5,4,L 1,playoffs
91,10,"Sun, May 6, 2018",05/06/2018,Houston Rockets,L,87,100,5,5,L 2,playoffs
92,11,"Tue, May 8, 2018",05/08/2018,Houston Rockets,L,102,112,5,6,L 3,playoffs
