,G,Date0,Date,Opponent,WinLoss,TmScore,OppScore,W,L,Streak,GameType
0,1,"Thu, Oct 19, 2017",10/19/2017,New York Knicks,W,105,84,1,0,W 1,regular season
1,2,"Sat, Oct 21, 2017",10/21/2017,Utah Jazz,L,87,96,1,1,L 1,regular season
2,3,"Sun, Oct 22, 2017",10/22/2017,Minnesota Timberwolves,L,113,115,1,2,L 2,regular season
3,4,"Wed, Oct 25, 2017",10/25/2017,Indiana Pacers,W,114,96,2,2,W 1,regular season
4,5,"Fri, Oct 27, 2017",10/27/2017,Minnesota Timberwolves,L,116,119,2,3,L 1,regular season
5,6,"Sat, Oct 28, 2017",10/28/2017,Chicago Bulls,W,101,69,3,3,W 1,regular season
6,7,"Tue, Oct 31, 2017",10/31/2017,Milwaukee Bucks,W,110,91,4,3,W 2,regular season
7,8,"Fri, Nov 3, 2017",11/03/2017,Boston Celtics,L,94,101,4,4,L 1,regular season
8,9,"Sun, Nov 5, 2017",11/05/2017,Portland Trail Blazers,L,99,103,4,5,L 2,regular season
9,10,"Tue, Nov 7, 2017",11/07/2017,Sacramento Kings,L,86,94,4,6,L 3,regular season
10,11,"Thu, Nov 9, 2017",11/09/2017,Denver Nuggets,L,94,102,4,7,L 4,regular season
11,12,"Fri, Nov 10, 2017",11/10/2017,Los Angeles Clippers,W,120,111,5,7,W 1,regular season
12,13,"Sun, Nov 12, 2017",11/12/2017,Dallas Mavericks,W,112,99,6,7,W 2,regular season
13,14,"Wed, Nov 15, 2017",11/15/2017,Chicago Bulls,W,92,79,7,7,W 3,regular season
14,15,"Fri, Nov 17, 2017",11/17/2017,San Antonio Spurs,L,101,104,7,8,L 1,regular season
15,16,"Mon, Nov 20, 2017",11/20/2017,New Orleans Pelicans,L,107,114,7,9,L 2,regular season
16,17,"Wed, Nov 22, 2017",11/22/2017,Golden State Warriors,W,108,91,8,9,W 1,regular season
17,18,"Fri, Nov 24, 2017",11/24/2017,Detroit Pistons,L,98,99,8,10,L 1,regular season
18,19,"Sat, Nov 25, 2017",11/25/2017,Dallas Mavericks,L,81,97,8,11,L 2,regular season
19,20,"Wed, Nov 29, 2017",11/29/2017,Orlando Magic,L,108,121,8,12,L 3,regular season
20,21,"Fri, Dec 1, 2017",12/01/2017,Minnesota Timberwolves,W,111,107,9,12,W 1,regular season
21,22,"Sun, Dec 3, 2017",12/03/2017,San Antonio Spurs,W,90,87,10,12,W 2,regular season
22,23,"Tue, Dec 5, 2017",12/05/2017,Utah Jazz,W,100,94,11,12,W 3,regular season
23,24,"Thu, Dec 7, 2017",12/07/2017,Brooklyn Nets,L,95,100,11,13,L 1,regular season
24,25,"Sat, Dec 9, 2017",12/09/2017,Memphis Grizzlies,W,102,101,12,13,W 1,regular season
25,26,"Mon, Dec 11, 2017",12/11/2017,Charlotte Hornets,L,103,116,12,14,L 1,regular season
26,27,"Wed, Dec 13, 2017",12/13/2017,Indiana Pacers,W,100,95,13,14,W 1,regular season
27,28,"Fri, Dec 15, 2017",12/15/2017,Philadelphia 76ers,W,119,117,14,14,W 2,regular season
28,29,"Sat, Dec 16, 2017",12/16/2017,New York Knicks,L,96,111,14,15,L 1,regular season
29,30,"Mon, Dec 18, 2017",12/18/2017,Denver Nuggets,W,95,94,15,15,W 1,regular season
30,31,"Wed, Dec 20, 2017",12/20/2017,Utah Jazz,W,107,79,16,15,W 2,regular season
31,32,"Fri, Dec 22, 2017",12/22/2017,Atlanta Hawks,W,120,117,17,15,W 3,regular season
32,33,"Sat, Dec 23, 2017",12/23/2017,Utah Jazz,W,103,89,18,15,W 4,regular season
33,34,"Mon, Dec 25, 2017",12/25/2017,Houston Rockets,W,112,107,19,15,W 5,regular season
34,35,"Wed, Dec 27, 2017",12/27/2017,Toronto Raptors,W,124,107,20,15,W 6,regular season
35,36,"Fri, Dec 29, 2017",12/29/2017,Milwaukee Bucks,L,95,97,20,16,L 1,regular season
36,37,"Sun, Dec 31, 2017",12/31/2017,Dallas Mavericks,L,113,116,20,17,L 2,regular season
37,38,"Wed, Jan 3, 2018",01/03/2018,Los Angeles Lakers,W,133,96,21,17,W 1,regular season
38,39,"Thu, Jan 4, 2018",01/04/2018,Los Angeles Clippers,W,127,117,22,17,W 2,regular season
39,40,"Sun, Jan 7, 2018",01/07/2018,Phoenix Suns,L,100,114,22,18,L 1,regular season
40,41,"Tue, Jan 9, 2018",01/09/2018,Portland Trail Blazers,L,106,117,22,19,L 2,regular season
41,42,"Wed, Jan 10, 2018",01/10/2018,Minnesota Timberwolves,L,88,104,22,20,L 3,regular season
42,43,"Sat, Jan 13, 2018",01/13/2018,Charlotte Hornets,W,101,91,23,20,W 1,regular season
43,44,"Mon, Jan 15, 2018",01/15/2018,Sacramento Kings,W,95,88,24,20,W 2,regular season
