,G,Date0,Date,Opponent,WinLoss,TmScore,OppScore,W,L,Streak,GameType
44,45,"Wed, Jan 17, 2018",01/17/2018,Los Angeles Lakers,W,114,90,25,20,W 3,regular season
45,46,"Sat, Jan 20, 2018",01/20/2018,Cleveland Cavaliers,W,148,124,26,20,W 4,regular season
46,47,"Tue, Jan 23, 2018",01/23/2018,Brooklyn Nets,W,109,108,27,20,W 5,regular season
47,48,"Thu, Jan 25, 2018",01/25/2018,Washington Wizards,W,121,112,28,20,W 6,regular season
48,49,"Sat, Jan 27, 2018",01/27/2018,Detroit Pistons,W,121,108,29,20,W 7,regular season
49,50,"Sun, Jan 28, 2018",01/28/2018,Philadelphia 76ers,W,122,112,30,20,W 8,regular season
50,51,"Tue, Jan 30, 2018",01/30/2018,Washington Wizards,L,96,102,30,21,L 1,regular season
51,52,"Thu, Feb 1, 2018",02/01/2018,Denver Nuggets,L,124,127,30,22,L 2,regular season
52,53,"Fri, Feb 2, 2018",02/02/2018,New Orleans Pelicans,L,100,114,30,23,L 3,regular season
53,54,"Sun, Feb 4, 2018",02/04/2018,Los Angeles Lakers,L,104,108,30,24,L 4,regular season
54,55,"Tue, Feb 6, 2018",02/06/2018,Golden State Warriors,W,125,105,31,24,W 1,regular season
55,56,"Thu, Feb 8, 2018",02/08/2018,Los Angeles Lakers,L,81,106,31,25,L 1,regular season
56,57,"Sun, Feb 11, 2018",02/11/2018,Memphis Grizzlies,W,110,92,32,25,W 1,regular season
57,58,"Tue, Feb 13, 2018",02/13/2018,Cleveland Cavaliers,L,112,120,32,26,L 1,regular season
58,59,"Wed, Feb 14, 2018",02/14/2018,Memphis Grizzlies,W,121,114,33,26,W 1,regular season
59,60,"Thu, Feb 22, 2018",02/22/2018,Sacramento Kings,W,110,107,34,26,W 2,regular season
60,61,"Sat, Feb 24, 2018",02/24/2018,Golden State Warriors,L,80,112,34,27,L 1,regular season
61,62,"Mon, Feb 26, 2018",02/26/2018,Orlando Magic,W,112,105,35,27,W 1,regular season
62,63,"Wed, Feb 28, 2018",02/28/2018,Dallas Mavericks,W,111,110,36,27,W 2,regular season
63,64,"Fri, Mar 2, 2018",03/02/2018,Phoenix Suns,W,124,116,37,27,W 3,regular season
64,65,"Sat, Mar 3, 2018",03/03/2018,Portland Trail Blazers,L,100,108,37,28,L 1,regular season
65,66,"Tue, Mar 6, 2018",03/06/2018,Houston Rockets,L,112,122,37,29,L 2,regular season
66,67,"Thu, Mar 8, 2018",03/08/2018,Phoenix Suns,W,115,87,38,29,W 1,regular season
67,68,"Sat, Mar 10, 2018",03/10/2018,San Antonio Spurs,W,104,94,39,29,W 2,regular season
68,69,"Mon, Mar 12, 2018",03/12/2018,Sacramento Kings,W,106,101,40,29,W 3,regular season
69,70,"Tue, Mar 13, 2018",03/13/2018,Atlanta Hawks,W,119,107,41,29,W 4,regular season
70,71,"Fri, Mar 16, 2018",03/16/2018,Los Angeles Clippers,W,121,113,42,29,W 5,regular season
71,72,"Sun, Mar 18, 2018",03/18/2018,Toronto Raptors,W,132,125,43,29,W 6,regular season
72,73,"Tue, Mar 20, 2018",03/20/2018,Boston Celtics,L,99,100,43,30,L 1,regular season
73,74,"Fri, Mar 23, 2018",03/23/2018,Miami Heat,W,105,99,44,30,W 1,regular season
74,75,"Sun, Mar 25, 2018",03/25/2018,Portland Trail Blazers,L,105,108,44,31,L 1,regular season
75,76,"Thu, Mar 29, 2018",03/29/2018,San Antonio Spurs,L,99,103,44,32,L 2,regular season
76,77,"Fri, Mar 30, 2018",03/30/2018,Denver Nuggets,L,125,126,44,33,L 3,regular season
77,78,"Sun, Apr 1, 2018",04/01/2018,New Orleans Pelicans,W,109,104,45,33,W 1,regular season
78,79,"Tue, Apr 3, 2018",04/03/2018,Golden State Warriors,L,107,111,45,34,L 1,regular season
79,80,"Sat, Apr 7, 2018",04/07/2018,Houston Rockets,W,108,102,46,34,W 1,regular season
80,81,"Mon, Apr 9, 2018",04/09/2018,Miami Heat,W,115,93,47,34,W 2,regular season
81,82,"Wed, Apr 11, 2018",04/11/2018,Memphis Grizzlies,W,137,123,48,34,W 3,regular season
82,1,"Sun, Apr 15, 2018",04/15/2018,Utah Jazz,W,116,108,1,0,W 1,playoffs
83,2,"Wed, Apr 18, 2018",04/18/2018,Utah Jazz,L,95,102,1,1,L 1,playoffs
84,3,"Sat, Apr 21, 2018",04/21/2018,Utah Jazz,L,102,115,1,2,L 2,playoffs
85,4,"Mon, Apr 23, 2018",04/23/2018,Utah Jazz,L,96,113,1,3,L 3,playoffs
86,5,"Wed, Apr 25, 2018",04/25/2018,Utah Jazz,W,107,99,2,3,W 1,playoffs
87,6,"Fri, Apr 27, 2018",04/27/2018,Utah Jazz,L,91,96,2,4,L 1,playoffs
