,G,Date0,Date,Opponent,WinLoss,TmScore,OppScore,W,L,Streak,GameType
0,1,"Wed, Oct 18, 2017",10/18/2017,Boston Celtics,W,108,100,1,0,W 1,regular season
1,2,"Fri, Oct 20, 2017",10/20/2017,Cleveland Cavaliers,L,97,116,1,1,L 1,regular season
2,3,"Sat, Oct 21, 2017",10/21/2017,Portland Trail Blazers,W,113,110,2,1,W 1,regular season
3,4,"Mon, Oct 23, 2017",10/23/2017,Charlotte Hornets,W,103,94,3,1,W 2,regular season
4,5,"Thu, Oct 26, 2017",10/26/2017,Boston Celtics,L,89,96,3,2,L 1,regular season
5,6,"Sun, Oct 29, 2017",10/29/2017,Atlanta Hawks,W,117,106,4,2,W 1,regular season
6,7,"Tue, Oct 31, 2017",10/31/2017,Oklahoma City Thunder,L,91,110,4,3,L 1,regular season
7,8,"Wed, Nov 1, 2017",11/01/2017,Charlotte Hornets,L,121,126,4,4,L 2,regular season
8,9,"Fri, Nov 3, 2017",11/03/2017,Detroit Pistons,L,96,105,4,5,L 3,regular season
9,10,"Tue, Nov 7, 2017",11/07/2017,Cleveland Cavaliers,L,119,124,4,6,L 4,regular season
10,11,"Fri, Nov 10, 2017",11/10/2017,San Antonio Spurs,W,94,87,5,6,W 1,regular season
11,12,"Sat, Nov 11, 2017",11/11/2017,Los Angeles Lakers,W,98,90,6,6,W 2,regular season
12,13,"Mon, Nov 13, 2017",11/13/2017,Memphis Grizzlies,W,110,103,7,6,W 3,regular season
13,14,"Wed, Nov 15, 2017",11/15/2017,Detroit Pistons,W,99,95,8,6,W 4,regular season
14,15,"Sat, Nov 18, 2017",11/18/2017,Dallas Mavericks,L,79,111,8,7,L 1,regular season
15,16,"Mon, Nov 20, 2017",11/20/2017,Washington Wizards,L,88,99,8,8,L 2,regular season
16,17,"Wed, Nov 22, 2017",11/22/2017,Phoenix Suns,W,113,107,9,8,W 1,regular season
17,18,"Sat, Nov 25, 2017",11/25/2017,Utah Jazz,L,108,121,9,9,L 1,regular season
18,19,"Tue, Nov 28, 2017",11/28/2017,Sacramento Kings,W,112,87,10,9,W 1,regular season
19,20,"Thu, Nov 30, 2017",11/30/2017,Portland Trail Blazers,W,103,91,11,9,W 2,regular season
20,21,"Sat, Dec 2, 2017",12/02/2017,Sacramento Kings,W,109,104,12,9,W 3,regular season
21,22,"Mon, Dec 4, 2017",12/04/2017,Boston Celtics,L,100,111,12,10,L 1,regular season
22,23,"Wed, Dec 6, 2017",12/06/2017,Detroit Pistons,W,104,100,13,10,W 1,regular season
23,24,"Fri, Dec 8, 2017",12/08/2017,Dallas Mavericks,W,109,102,14,10,W 2,regular season
24,25,"Sat, Dec 9, 2017",12/09/2017,Utah Jazz,W,117,100,15,10,W 3,regular season
25,26,"Wed, Dec 13, 2017",12/13/2017,New Orleans Pelicans,L,108,115,15,11,L 1,regular season
26,27,"Fri, Dec 15, 2017",12/15/2017,Chicago Bulls,L,109,115,15,12,L 2,regular season
