,name,positions,player_url,number,height,weight,team,Year
471,Justin Patton,C,https://www.basketball-reference.com/players/p/pattoju01.html,0,6-11,241,Philadelphia 76ers,2019
472,J.J. Redick,SG,https://www.basketball-reference.com/players/r/redicjj01.html,17,6-3,200,Philadelphia 76ers,2019
473,Dario Saric,PF,https://www.basketball-reference.com/players/s/saricda01.html,9,6-10,225,Philadelphia 76ers,2019
474,Mike Scott,PF,https://www.basketball-reference.com/players/s/scottmi01.html,1,6-7,237,Philadelphia 76ers,2019
475,Landry Shamet,SG,https://www.basketball-reference.com/players/s/shamela01.html,1-23,6-4,190,Philadelphia 76ers,2019
476,Ben Simmons,PG,https://www.basketball-reference.com/players/s/simmobe01.html,25,6-10,240,Philadelphia 76ers,2019
477,Jonathon Simmons,SF,https://www.basketball-reference.com/players/s/simmojo02.html,14,6-6,195,Philadelphia 76ers,2019
478,Zhaire Smith,SG,https://www.basketball-reference.com/players/s/smithzh01.html,8,6-3,205,Philadelphia 76ers,2019
479,Quincy Acy,PF,https://www.basketball-reference.com/players/a/acyqu01.html,4,6-7,240,Phoenix Suns,2019
480,Ryan Anderson,PF,https://www.basketball-reference.com/players/a/anderry01.html,15,6-9,240,Phoenix Suns,2019
481,Trevor Ariza,SF,https://www.basketball-reference.com/players/a/arizatr01.html,3,6-8,215,Phoenix Suns,2019
482,Deandre Ayton,C,https://www.basketball-reference.com/players/a/aytonde01.html,22,6-11,250,Phoenix Suns,2019
483,Dragan Bender,PF,https://www.basketball-reference.com/players/b/bendedr01.html,35,7-0,225,Phoenix Suns,2019
484,Devin Booker,SG,https://www.basketball-reference.com/players/b/bookede01.html,1,6-5,206,Phoenix Suns,2019
485,Mikal Bridges,SF,https://www.basketball-reference.com/players/b/bridgmi01.html,25,6-6,209,Phoenix Suns,2019
486,Isaiah Canaan,PG,https://www.basketball-reference.com/players/c/canaais01.html,0,6-0,201,Phoenix Suns,2019
487,Tyson Chandler,C,https://www.basketball-reference.com/players/c/chandty01.html,4,7-0,235,Phoenix Suns,2019
488,Jamal Crawford,SG,https://www.basketball-reference.com/players/c/crawfja01.html,11,6-5,185,Phoenix Suns,2019
489,Troy Daniels,SG,https://www.basketball-reference.com/players/d/danietr01.html,30,6-4,200,Phoenix Suns,2019
490,Jawun Evans,PG,https://www.basketball-reference.com/players/e/evansja01.html,0,6-0,185,Phoenix Suns,2019
491,Jimmer Fredette,SG,https://www.basketball-reference.com/players/f/fredeji01.html,32,6-2,195,Phoenix Suns,2019
492,Richaun Holmes,C,https://www.basketball-reference.com/players/h/holmeri01.html,21,6-10,235,Phoenix Suns,2019
493,Josh Jackson,SG,https://www.basketball-reference.com/players/j/jacksjo02.html,20,6-8,207,Phoenix Suns,2019
494,Tyler Johnson,PG,https://www.basketball-reference.com/players/j/johnsty01.html,16,6-3,186,Phoenix Suns,2019
495,George King,SF,https://www.basketball-reference.com/players/k/kingge03.html,8,6-6,225,Phoenix Suns,2019
496,De'Anthony Melton,PG,https://www.basketball-reference.com/players/m/meltode01.html,14,6-2,200,Phoenix Suns,2019
497,Eric Moreland,PF,https://www.basketball-reference.com/players/m/moreler01.html,23,6-10,238,Phoenix Suns,2019
498,Elie Okobo,PG,https://www.basketball-reference.com/players/o/okoboel01.html,2,6-3,190,Phoenix Suns,2019
499,Kelly Oubre,SF,https://www.basketball-reference.com/players/o/oubreke01.html,3,6-7,203,Phoenix Suns,2019
500,Ray Spalding,PF,https://www.basketball-reference.com/players/s/spaldra01.html,26,6-10,215,Phoenix Suns,2019
501,Emanuel Terry,PF,https://www.basketball-reference.com/players/t/terryem01.html,10,6-9,220,Phoenix Suns,2019
502,T.J. Warren,SF,https://www.basketball-reference.com/players/w/warretj01.html,12,6-8,220,Phoenix Suns,2019
503,Al-Farouq Aminu,PF,https://www.basketball-reference.com/players/a/aminual01.html,8,6-8,220,Portland Trail Blazers,2019
504,Wade Baldwin,PG,https://www.basketball-reference.com/players/b/baldwwa01.html,2,6-4,200,Portland Trail Blazers,2019
505,Zach Collins,C,https://www.basketball-reference.com/players/c/colliza01.html,33,6-11,250,Portland Trail Blazers,2019
506,Seth Curry,SG,https://www.basketball-reference.com/players/c/curryse01.html,31,6-2,185,Portland Trail Blazers,2019
507,Maurice Harkless,SF,https://www.basketball-reference.com/players/h/harklma01.html,4,6-7,220,Portland Trail Blazers,2019
508,Rodney Hood,SG,https://www.basketball-reference.com/players/h/hoodro01.html,5,6-8,208,Portland Trail Blazers,2019
509,Enes Kanter,C,https://www.basketball-reference.com/players/k/kanteen01.html,00,6-10,250,Portland Trail Blazers,2019
510,Skal Labissiere,PF,https://www.basketball-reference.com/players/l/labissk01.html,17,6-10,235,Portland Trail Blazers,2019
511,Jake Layman,SF,https://www.basketball-reference.com/players/l/laymaja01.html,10,6-8,209,Portland Trail Blazers,2019
512,Meyers Leonard,C,https://www.basketball-reference.com/players/l/leoname01.html,11,7-0,260,Portland Trail Blazers,2019
513,Damian Lillard,PG,https://www.basketball-reference.com/players/l/lillada01.html,0,6-2,195,Portland Trail Blazers,2019
514,CJ McCollum,SG,https://www.basketball-reference.com/players/m/mccolcj01.html,3,6-3,190,Portland Trail Blazers,2019
515,Jusuf Nurkic,C,https://www.basketball-reference.com/players/n/nurkiju01.html,27,7-0,290,Portland Trail Blazers,2019
516,Anfernee Simons,SG,https://www.basketball-reference.com/players/s/simonan01.html,24,6-3,181,Portland Trail Blazers,2019
517,Nik Stauskas,SG,https://www.basketball-reference.com/players/s/stausni01.html,6,6-6,205,Portland Trail Blazers,2019
518,Caleb Swanigan,PF,https://www.basketball-reference.com/players/s/swanica01.html,50,6-9,260,Portland Trail Blazers,2019
519,Gary Trent,SG,https://www.basketball-reference.com/players/t/trentga02.html,9,6-5,209,Portland Trail Blazers,2019
520,Evan Turner,PG,https://www.basketball-reference.com/players/t/turneev01.html,1,6-6,220,Portland Trail Blazers,2019
521,Marvin Bagley,PF,https://www.basketball-reference.com/players/b/baglema01.html,35,6-11,235,Sacramento Kings,2019
522,Harrison Barnes,SF,https://www.basketball-reference.com/players/b/barneha02.html,40,6-8,225,Sacramento Kings,2019
523,Nemanja Bjelica,PF,https://www.basketball-reference.com/players/b/bjeline01.html,88,6-10,234,Sacramento Kings,2019
524,Bogdan Bogdanovic,SG,https://www.basketball-reference.com/players/b/bogdabo01.html,8,6-6,220,Sacramento Kings,2019
525,Corey Brewer,SF,https://www.basketball-reference.com/players/b/breweco01.html,33,6-9,186,Sacramento Kings,2019
526,Alec Burks,SG,https://www.basketball-reference.com/players/b/burksal01.html,13,6-6,214,Sacramento Kings,2019
527,Willie Cauley-Stein,C,https://www.basketball-reference.com/players/c/caulewi01.html,00,7-0,240,Sacramento Kings,2019
528,Yogi Ferrell,PG,https://www.basketball-reference.com/players/f/ferreyo01.html,3,6-0,178,Sacramento Kings,2019
529,De'Aaron Fox,PG,https://www.basketball-reference.com/players/f/foxde01.html,5,6-3,185,Sacramento Kings,2019
530,Harry Giles,PF,https://www.basketball-reference.com/players/g/gilesha01.html,20,6-11,240,Sacramento Kings,2019
531,Buddy Hield,SG,https://www.basketball-reference.com/players/h/hieldbu01.html,24,6-4,220,Sacramento Kings,2019
532,Justin Jackson,SF,https://www.basketball-reference.com/players/j/jacksju01.html,25,6-7,220,Sacramento Kings,2019
533,B.J. Johnson,SF,https://www.basketball-reference.com/players/j/johnsbj01.html,9,6-7,200,Sacramento Kings,2019
534,Kosta Koufos,C,https://www.basketball-reference.com/players/k/koufoko01.html,41,7-0,245,Sacramento Kings,2019
535,Skal Labissiere,PF,https://www.basketball-reference.com/players/l/labissk01.html,7,6-10,235,Sacramento Kings,2019
536,Frank Mason,PG,https://www.basketball-reference.com/players/m/masonfr01.html,10,5-11,190,Sacramento Kings,2019
537,Ben McLemore,SG,https://www.basketball-reference.com/players/m/mclembe01.html,23,6-3,195,Sacramento Kings,2019
538,Iman Shumpert,SG,https://www.basketball-reference.com/players/s/shumpim01.html,9,6-5,215,Sacramento Kings,2019
539,Caleb Swanigan,PF,https://www.basketball-reference.com/players/s/swanica01.html,50,6-9,260,Sacramento Kings,2019
540,Troy Williams,SF,https://www.basketball-reference.com/players/w/willitr02.html,19,6-7,218,Sacramento Kings,2019
541,LaMarcus Aldridge,C,https://www.basketball-reference.com/players/a/aldrila01.html,12,6-11,250,San Antonio Spurs,2019
542,Marco Belinelli,SG,https://www.basketball-reference.com/players/b/belinma01.html,18,6-5,220,San Antonio Spurs,2019
543,Davis Bertans,PF,https://www.basketball-reference.com/players/b/bertada01.html,42,6-10,225,San Antonio Spurs,2019
544,Dante Cunningham,PF,https://www.basketball-reference.com/players/c/cunnida01.html,33,6-8,230,San Antonio Spurs,2019
545,DeMar DeRozan,SG,https://www.basketball-reference.com/players/d/derozde01.html,10,6-6,220,San Antonio Spurs,2019
546,Drew Eubanks,PF,https://www.basketball-reference.com/players/e/eubandr01.html,14,6-9,245,San Antonio Spurs,2019
547,Bryn Forbes,SG,https://www.basketball-reference.com/players/f/forbebr01.html,11,6-2,205,San Antonio Spurs,2019
548,Pau Gasol,C,https://www.basketball-reference.com/players/g/gasolpa01.html,16,7-0,250,San Antonio Spurs,2019
549,Rudy Gay,PF,https://www.basketball-reference.com/players/g/gayru01.html,22,6-8,250,San Antonio Spurs,2019
550,Chimezie Metu,PF,https://www.basketball-reference.com/players/m/metuch01.html,7,6-9,225,San Antonio Spurs,2019
551,Patty Mills,PG,https://www.basketball-reference.com/players/m/millspa02.html,8,6-1,180,San Antonio Spurs,2019
552,Donatas Motiejunas,PF,https://www.basketball-reference.com/players/m/motiedo01.html,28,7-0,222,San Antonio Spurs,2019
553,Jakob Poeltl,C,https://www.basketball-reference.com/players/p/poeltja01.html,25,7-1,245,San Antonio Spurs,2019
554,Quincy Pondexter,SF,https://www.basketball-reference.com/players/p/pondequ01.html,3,6-7,230,San Antonio Spurs,2019
555,Lonnie Walker,SG,https://www.basketball-reference.com/players/w/walkelo01.html,1,6-5,204,San Antonio Spurs,2019
556,Derrick White,PG,https://www.basketball-reference.com/players/w/whitede01.html,4,6-4,190,San Antonio Spurs,2019
557,OG Anunoby,SF,https://www.basketball-reference.com/players/a/anunoog01.html,3,6-7,232,Toronto Raptors,2019
558,Chris Boucher,PF,https://www.basketball-reference.com/players/b/bouchch01.html,25,6-9,200,Toronto Raptors,2019
559,Lorenzo Brown,PG,https://www.basketball-reference.com/players/b/brownlo01.html,4,6-5,189,Toronto Raptors,2019
560,Marc Gasol,C,https://www.basketball-reference.com/players/g/gasolma01.html,33,6-11,255,Toronto Raptors,2019
561,Danny Green,SG,https://www.basketball-reference.com/players/g/greenda02.html,14,6-6,215,Toronto Raptors,2019
562,Serge Ibaka,C,https://www.basketball-reference.com/players/i/ibakase01.html,9,7-0,235,Toronto Raptors,2019
563,Kawhi Leonard,SF,https://www.basketball-reference.com/players/l/leonaka01.html,2,6-7,225,Toronto Raptors,2019
564,Jeremy Lin,PG,https://www.basketball-reference.com/players/l/linje01.html,17,6-3,200,Toronto Raptors,2019
565,Kyle Lowry,PG,https://www.basketball-reference.com/players/l/lowryky01.html,7,6-0,196,Toronto Raptors,2019
566,Jordan Loyd,PG,https://www.basketball-reference.com/players/l/loydjo01.html,8,6-4,210,Toronto Raptors,2019
567,Patrick McCaw,SG,https://www.basketball-reference.com/players/m/mccawpa01.html,1,6-7,181,Toronto Raptors,2019
568,Jodie Meeks,SG,https://www.basketball-reference.com/players/m/meeksjo01.html,20,6-4,210,Toronto Raptors,2019
569,C.J. Miles,SF,https://www.basketball-reference.com/players/m/milescj01.html,0,6-6,220,Toronto Raptors,2019
570,Malcolm Miller,SF,https://www.basketball-reference.com/players/m/millema01.html,13,6-7,210,Toronto Raptors,2019
571,Greg Monroe,C,https://www.basketball-reference.com/players/m/monrogr01.html,15,6-11,265,Toronto Raptors,2019
572,Eric Moreland,PF,https://www.basketball-reference.com/players/m/moreler01.html,15,6-10,238,Toronto Raptors,2019
573,Norman Powell,SG,https://www.basketball-reference.com/players/p/powelno01.html,24,6-3,215,Toronto Raptors,2019
574,Malachi Richardson,SG,https://www.basketball-reference.com/players/r/richama01.html,22,6-6,205,Toronto Raptors,2019
575,Pascal Siakam,PF,https://www.basketball-reference.com/players/s/siakapa01.html,43,6-9,230,Toronto Raptors,2019
576,Jonas Valanciunas,C,https://www.basketball-reference.com/players/v/valanjo01.html,17,6-11,265,Toronto Raptors,2019
577,Fred VanVleet,PG,https://www.basketball-reference.com/players/v/vanvlfr01.html,23,6-1,197,Toronto Raptors,2019
578,Delon Wright,PG,https://www.basketball-reference.com/players/w/wrighde01.html,55,6-5,185,Toronto Raptors,2019
579,Grayson Allen,SG,https://www.basketball-reference.com/players/a/allengr01.html,24,6-4,198,Utah Jazz,2019
580,Tony Bradley,C,https://www.basketball-reference.com/players/b/bradlto01.html,13,6-10,248,Utah Jazz,2019
581,Alec Burks,SG,https://www.basketball-reference.com/players/b/burksal01.html,10,6-6,214,Utah Jazz,2019
582,Tyler Cavanaugh,PF,https://www.basketball-reference.com/players/c/cavanty01.html,34,6-9,238,Utah Jazz,2019
583,Jae Crowder,SF,https://www.basketball-reference.com/players/c/crowdja01.html,99,6-6,235,Utah Jazz,2019
584,Dante Exum,PG,https://www.basketball-reference.com/players/e/exumda01.html,11,6-5,214,Utah Jazz,2019
585,Derrick Favors,C,https://www.basketball-reference.com/players/f/favorde01.html,15,6-9,265,Utah Jazz,2019
586,Rudy Gobert,C,https://www.basketball-reference.com/players/g/goberru01.html,27,7-1,258,Utah Jazz,2019
587,Joe Ingles,PF,https://www.basketball-reference.com/players/i/inglejo01.html,2,6-7,220,Utah Jazz,2019
588,Kyle Korver,SG,https://www.basketball-reference.com/players/k/korveky01.html,26,6-7,212,Utah Jazz,2019
589,Donovan Mitchell,SG,https://www.basketball-reference.com/players/m/mitchdo01.html,45,6-1,215,Utah Jazz,2019
590,Naz Mitrou-Long,SG,https://www.basketball-reference.com/players/m/mitrona01.html,30,6-3,218,Utah Jazz,2019
591,Raul Neto,PG,https://www.basketball-reference.com/players/n/netora01.html,25,6-1,180,Utah Jazz,2019
592,Georges Niang,PF,https://www.basketball-reference.com/players/n/niangge01.html,31,6-7,230,Utah Jazz,2019
593,Royce O'Neale,SF,https://www.basketball-reference.com/players/o/onealro01.html,23,6-4,226,Utah Jazz,2019
594,Ricky Rubio,PG,https://www.basketball-reference.com/players/r/rubiori01.html,3,6-3,190,Utah Jazz,2019
595,Thabo Sefolosha,SF,https://www.basketball-reference.com/players/s/sefolth01.html,22,6-6,215,Utah Jazz,2019
596,Ekpe Udoh,C,https://www.basketball-reference.com/players/u/udohek01.html,33,6-10,245,Utah Jazz,2019
597,Trevor Ariza,SF,https://www.basketball-reference.com/players/a/arizatr01.html,1,6-8,215,Washington Wizards,2019
598,Ron Baker,SG,https://www.basketball-reference.com/players/b/bakerro01.html,84,6-4,220,Washington Wizards,2019
599,Bradley Beal,SG,https://www.basketball-reference.com/players/b/bealbr01.html,3,6-3,207,Washington Wizards,2019
600,Troy Brown,SF,https://www.basketball-reference.com/players/b/browntr01.html,6,6-6,215,Washington Wizards,2019
601,Thomas Bryant,C,https://www.basketball-reference.com/players/b/bryanth01.html,13,6-10,248,Washington Wizards,2019
602,Sam Dekker,PF,https://www.basketball-reference.com/players/d/dekkesa01.html,8,6-9,230,Washington Wizards,2019
603,Jeff Green,PF,https://www.basketball-reference.com/players/g/greenje02.html,32,6-8,235,Washington Wizards,2019
604,Dwight Howard,C,https://www.basketball-reference.com/players/h/howardw01.html,21,6-10,265,Washington Wizards,2019
605,John Jenkins,SG,https://www.basketball-reference.com/players/j/jenkijo01.html,20,6-4,215,Washington Wizards,2019
606,Wesley Johnson,SF,https://www.basketball-reference.com/players/j/johnswe01.html,4,6-7,215,Washington Wizards,2019
607,Ian Mahinmi,C,https://www.basketball-reference.com/players/m/mahinia01.html,28,6-11,262,Washington Wizards,2019
608,Jordan McRae,SG,https://www.basketball-reference.com/players/m/mcraejo01.html,52,6-5,179,Washington Wizards,2019
609,Markieff Morris,PF,https://www.basketball-reference.com/players/m/morrima02.html,5,6-8,245,Washington Wizards,2019
610,Kelly Oubre,SF,https://www.basketball-reference.com/players/o/oubreke01.html,12,6-7,203,Washington Wizards,2019
611,Jabari Parker,PF,https://www.basketball-reference.com/players/p/parkeja01.html,12,6-8,245,Washington Wizards,2019
612,Gary Payton,PG,https://www.basketball-reference.com/players/p/paytoga02.html,4,6-3,190,Washington Wizards,2019
613,Otto Porter,SF,https://www.basketball-reference.com/players/p/porteot01.html,22,6-8,198,Washington Wizards,2019
614,Bobby Portis,PF,https://www.basketball-reference.com/players/p/portibo01.html,5,6-10,250,Washington Wizards,2019
615,Chasson Randle,PG,https://www.basketball-reference.com/players/r/randlch01.html,9,6-2,185,Washington Wizards,2019
616,Austin Rivers,SG,https://www.basketball-reference.com/players/r/riverau01.html,1,6-3,200,Washington Wizards,2019
617,Devin Robinson,SF,https://www.basketball-reference.com/players/r/robinde01.html,7,6-8,200,Washington Wizards,2019
618,Tomas Satoransky,PG,https://www.basketball-reference.com/players/s/satorto01.html,31,6-7,210,Washington Wizards,2019
619,Jason Smith,C,https://www.basketball-reference.com/players/s/smithja02.html,14,7-0,240,Washington Wizards,2019
620,John Wall,PG,https://www.basketball-reference.com/players/w/walljo01.html,2,6-4,210,Washington Wizards,2019
621,Okaro White,PF,https://www.basketball-reference.com/players/w/whiteok01.html,15,6-8,205,Washington Wizards,2019
