,Team,Position,Name,Opponent,Win/Loss,Date,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
3238,Cleveland Cavaliers,,Darius Garland,Philadelphia 76ers,L,11/12/2019,28:16,3,10,.300,0,2,.000,0,0,,0,3,3,2,3,0,0,2,6,-1
3239,Philadelphia 76ers,,Joel Embiid,Cleveland Cavaliers,W,11/12/2019,35:05,10,20,.500,3,5,.600,4,5,.800,2,14,16,4,1,2,2,2,27,+1
3240,Philadelphia 76ers,,Ben Simmons,Cleveland Cavaliers,W,11/12/2019,34:59,7,9,.778,0,0,,1,3,.333,1,4,5,6,2,2,4,3,15,+4
3241,Philadelphia 76ers,,Josh Richardson,Cleveland Cavaliers,W,11/12/2019,34:11,7,17,.412,1,8,.125,2,2,1.000,0,1,1,5,1,0,3,2,17,+2
3242,Philadelphia 76ers,,Tobias Harris,Cleveland Cavaliers,W,11/12/2019,32:36,4,17,.235,0,11,.000,0,0,,2,3,5,4,0,0,1,4,8,+1
3243,Philadelphia 76ers,,Furkan Korkmaz,Cleveland Cavaliers,W,11/12/2019,31:21,4,9,.444,2,6,.333,0,0,,1,3,4,1,0,0,2,1,10,+3
3244,Cleveland Cavaliers,,Larry Nance,Philadelphia 76ers,L,11/12/2019,28:07,2,4,.500,0,1,.000,0,0,,2,8,10,1,3,0,1,1,4,-2
3245,Cleveland Cavaliers,,Jordan Clarkson,Philadelphia 76ers,L,11/12/2019,26:13,8,16,.500,1,4,.250,3,5,.600,1,3,4,2,0,0,1,0,20,-1
3246,Cleveland Cavaliers,,Kevin Porter,Philadelphia 76ers,L,11/12/2019,16:20,1,2,.500,0,0,,2,2,1.000,0,2,2,1,0,0,0,1,4,+1
3247,Cleveland Cavaliers,,Matthew Dellavedova,Philadelphia 76ers,L,11/12/2019,12:02,2,2,1.000,0,0,,0,0,,0,0,0,1,0,0,1,3,4,+3
3248,Philadelphia 76ers,,Mike Scott,Cleveland Cavaliers,W,11/12/2019,18:56,4,7,.571,1,3,.333,0,0,,2,6,8,0,0,0,0,2,9,-2
3249,Philadelphia 76ers,,James Ennis,Cleveland Cavaliers,W,11/12/2019,17:45,2,6,.333,0,2,.000,3,3,1.000,1,0,1,2,1,0,1,2,7,-8
3250,Philadelphia 76ers,,Raul Neto,Cleveland Cavaliers,W,11/12/2019,13:01,1,3,.333,0,2,.000,0,0,,0,0,0,0,0,0,0,0,2,-3
3251,Philadelphia 76ers,,Matisse Thybulle,Cleveland Cavaliers,W,11/12/2019,12:43,1,1,1.000,1,1,1.000,0,0,,1,1,2,1,2,3,0,2,3,+5
3252,Philadelphia 76ers,,Kyle O'Quinn,Cleveland Cavaliers,W,11/12/2019,9:23,0,0,,0,0,,0,0,,1,3,4,1,1,1,1,2,0,+2
3253,Detroit Pistons,,Luke Kennard,Miami Heat,L,11/12/2019,37:57,8,18,.444,4,12,.333,2,3,.667,0,1,1,5,2,0,1,3,22,0
3254,Detroit Pistons,,Bruce Brown,Miami Heat,L,11/12/2019,35:30,1,5,.200,0,0,,1,2,.500,0,7,7,11,0,0,1,2,3,-16
3255,Detroit Pistons,,Andre Drummond,Miami Heat,L,11/12/2019,27:39,6,9,.667,0,0,,4,6,.667,4,5,9,0,2,2,5,6,16,-9
3256,Detroit Pistons,,Tony Snell,Miami Heat,L,11/12/2019,23:38,2,7,.286,2,6,.333,0,0,,0,1,1,1,0,0,0,0,6,-17
3257,Detroit Pistons,,Markieff Morris,Miami Heat,L,11/12/2019,21:01,4,9,.444,3,7,.429,2,3,.667,0,3,3,3,1,0,1,5,13,-14
3258,Miami Heat,,Jimmy Butler,Detroit Pistons,W,11/12/2019,38:57,6,13,.462,0,2,.000,8,11,.727,0,3,3,13,2,0,0,0,20,+9
3259,Miami Heat,,Kendrick Nunn,Detroit Pistons,W,11/12/2019,36:39,6,16,.375,4,8,.500,4,5,.800,1,2,3,5,2,0,4,2,20,-2
3260,Miami Heat,,Duncan Robinson,Detroit Pistons,W,11/12/2019,29:17,4,10,.400,3,8,.375,0,0,,0,2,2,0,0,0,4,5,11,0
3261,Miami Heat,,Bam Adebayo,Detroit Pistons,W,11/12/2019,27:40,8,9,.889,0,0,,2,2,1.000,4,10,14,2,0,0,4,6,18,-5
3262,Miami Heat,,Meyers Leonard,Detroit Pistons,W,11/12/2019,18:14,2,2,1.000,0,0,,0,1,.000,1,4,5,1,0,0,3,2,4,-2
3263,Detroit Pistons,,Langston Galloway,Miami Heat,L,11/12/2019,28:39,3,11,.273,2,8,.250,3,3,1.000,1,2,3,1,0,1,3,6,11,+2
3264,Detroit Pistons,,Christian Wood,Miami Heat,L,11/12/2019,26:21,5,9,.556,1,3,.333,5,9,.556,1,2,3,0,2,2,0,2,16,+2
3265,Detroit Pistons,,Thon Maker,Miami Heat,L,11/12/2019,20:21,3,4,.750,1,2,.500,5,7,.714,1,1,2,1,0,3,1,1,12,0
3266,Detroit Pistons,,Tim Frazier,Miami Heat,L,11/12/2019,13:08,0,3,.000,0,1,.000,3,4,.750,0,0,0,5,2,1,3,1,3,+10
3267,Detroit Pistons,,Sviatoslav Mykhailiuk,Miami Heat,L,11/12/2019,5:46,2,3,.667,2,2,1.000,0,0,,1,2,3,0,0,0,1,2,6,-3
3268,Miami Heat,,Goran Dragić,Detroit Pistons,W,11/12/2019,32:55,6,13,.462,3,8,.375,3,4,.750,0,1,1,6,1,0,1,2,18,+7
3269,Miami Heat,,Kelly Olynyk,Detroit Pistons,W,11/12/2019,29:08,4,7,.571,3,4,.750,2,2,1.000,0,3,3,5,1,0,0,4,13,+14
3270,Miami Heat,,Chris Silva,Detroit Pistons,W,11/12/2019,15:21,3,5,.600,0,1,.000,2,2,1.000,2,7,9,2,0,1,3,6,8,+17
3271,Miami Heat,,Daryl Macon,Detroit Pistons,W,11/12/2019,6:50,1,1,1.000,1,1,1.000,0,0,,0,0,0,0,0,0,0,1,3,+10
3272,Miami Heat,,Udonis Haslem,Detroit Pistons,W,11/12/2019,4:59,1,1,1.000,0,0,,0,0,,0,2,2,0,0,0,0,2,2,-3
3273,New York Knicks,,Julius Randle,Chicago Bulls,L,11/12/2019,36:43,5,15,.333,1,5,.200,6,9,.667,2,4,6,3,2,0,2,5,17,+1
3274,New York Knicks,,RJ Barrett,Chicago Bulls,L,11/12/2019,31:39,8,16,.500,2,4,.500,3,6,.500,3,3,6,9,2,0,2,3,21,+7
3275,New York Knicks,,Marcus Morris,Chicago Bulls,L,11/12/2019,31:33,6,17,.353,3,9,.333,7,9,.778,2,7,9,1,0,1,6,2,22,-8
3276,New York Knicks,,Frank Ntilikina,Chicago Bulls,L,11/12/2019,28:54,1,4,.250,0,1,.000,1,2,.500,0,1,1,4,3,0,2,1,3,+2
3277,New York Knicks,,Taj Gibson,Chicago Bulls,L,11/12/2019,25:43,8,10,.800,0,0,,1,1,1.000,2,3,5,2,2,0,0,4,17,-6
3278,Chicago Bulls,,Wendell Carter,New York Knicks,W,11/12/2019,35:19,7,11,.636,0,0,,3,6,.500,4,8,12,0,0,0,1,3,17,+17
3279,Chicago Bulls,,Zach LaVine,New York Knicks,W,11/12/2019,30:39,9,19,.474,3,8,.375,4,5,.800,0,2,2,5,1,0,3,3,25,-4
3280,Chicago Bulls,,Lauri Markkanen,New York Knicks,W,11/12/2019,27:54,4,10,.400,1,5,.200,4,4,1.000,1,7,8,2,1,1,6,2,13,+7
3281,Chicago Bulls,,Tomáš Satoranský,New York Knicks,W,11/12/2019,23:21,2,3,.667,1,1,1.000,0,0,,0,2,2,2,0,0,2,3,5,+4
3282,Chicago Bulls,,Chandler Hutchison,New York Knicks,W,11/12/2019,20:57,2,4,.500,1,1,1.000,2,4,.500,0,3,3,1,0,0,2,2,7,-9
3283,New York Knicks,,Kevin Knox,Chicago Bulls,L,11/12/2019,32:02,3,7,.429,2,4,.500,2,4,.500,1,2,3,4,0,0,1,4,10,-19
3284,New York Knicks,,Bobby Portis,Chicago Bulls,L,11/12/2019,19:00,3,9,.333,1,3,.333,0,0,,1,2,3,1,1,0,1,0,7,-23
3285,New York Knicks,,Dennis Smith,Chicago Bulls,L,11/12/2019,14:17,0,3,.000,0,1,.000,0,0,,0,0,0,2,2,0,3,4,0,-22
3286,New York Knicks,,Damyean Dotson,Chicago Bulls,L,11/12/2019,12:43,2,5,.400,1,3,.333,0,0,,2,2,4,0,0,0,0,3,5,-15
3287,New York Knicks,,Allonzo Trier,Chicago Bulls,L,11/12/2019,5:22,0,1,.000,0,1,.000,0,0,,0,1,1,1,0,0,1,2,0,-6
3288,New York Knicks,,Ignas Brazdeikis,Chicago Bulls,L,11/12/2019,2:04,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-1
3289,Chicago Bulls,,Thaddeus Young,New York Knicks,W,11/12/2019,29:45,3,9,.333,0,3,.000,2,2,1.000,4,3,7,1,1,0,1,1,8,+16
3290,Chicago Bulls,,Coby White,New York Knicks,W,11/12/2019,27:07,8,14,.571,7,11,.636,4,4,1.000,0,3,3,1,1,0,1,2,27,+27
3291,Chicago Bulls,,Ryan Arcidiacono,New York Knicks,W,11/12/2019,21:10,1,3,.333,0,1,.000,3,4,.750,0,3,3,8,2,0,1,3,5,+23
3292,Chicago Bulls,,Kris Dunn,New York Knicks,W,11/12/2019,19:15,5,6,.833,1,2,.500,2,2,1.000,0,5,5,2,3,1,2,6,13,+15
3293,Chicago Bulls,,Shaquille Harrison,New York Knicks,W,11/12/2019,1:31,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
3294,Chicago Bulls,,Daniel Gafford,New York Knicks,W,11/12/2019,1:31,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
3295,Chicago Bulls,,Denzel Valentine,New York Knicks,W,11/12/2019,1:31,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0,-2
3296,Atlanta Hawks,,Trae Young,Denver Nuggets,W,11/12/2019,41:20,13,21,.619,8,13,.615,8,11,.727,0,4,4,11,0,1,6,1,42,+7
3297,Atlanta Hawks,,De'Andre Hunter,Denver Nuggets,W,11/12/2019,40:19,4,9,.444,2,3,.667,2,4,.500,0,6,6,2,0,1,0,3,12,-1
3298,Atlanta Hawks,,Jabari Parker,Denver Nuggets,W,11/12/2019,33:15,8,18,.444,1,5,.200,3,3,1.000,4,5,9,4,0,0,2,5,20,+16
3299,Atlanta Hawks,,Damian Jones,Denver Nuggets,W,11/12/2019,19:45,4,5,.800,0,0,,0,0,,1,2,3,2,0,1,0,2,8,-7
3300,Atlanta Hawks,,Kevin Huerter,Denver Nuggets,W,11/12/2019,15:30,4,4,1.000,3,3,1.000,0,0,,0,4,4,3,0,0,1,2,11,+8
3301,Denver Nuggets,,Gary Harris,Atlanta Hawks,L,11/12/2019,40:06,4,15,.267,2,10,.200,0,0,,0,3,3,4,2,1,1,5,10,-2
3302,Denver Nuggets,,Will Barton,Atlanta Hawks,L,11/12/2019,36:08,8,16,.500,4,7,.571,1,2,.500,5,4,9,4,1,0,0,4,21,-2
3303,Denver Nuggets,,Jamal Murray,Atlanta Hawks,L,11/12/2019,33:19,7,16,.438,0,4,.000,4,4,1.000,2,1,3,8,1,1,0,2,18,+10
3304,Denver Nuggets,,Nikola Jokić,Atlanta Hawks,L,11/12/2019,30:44,7,19,.368,1,8,.125,5,6,.833,1,5,6,7,3,0,2,2,20,-2
3305,Denver Nuggets,,Paul Millsap,Atlanta Hawks,L,11/12/2019,29:55,6,11,.545,2,3,.667,5,6,.833,5,1,6,2,0,1,0,3,19,+1
3306,Atlanta Hawks,,DeAndre' Bembry,Denver Nuggets,W,11/12/2019,29:39,2,6,.333,0,2,.000,0,0,,1,4,5,3,1,0,0,1,4,+5
3307,Atlanta Hawks,,Alex Len,Denver Nuggets,W,11/12/2019,21:56,6,8,.750,1,2,.500,4,8,.500,2,5,7,1,0,1,2,2,17,+18
3308,Atlanta Hawks,,Cam Reddish,Denver Nuggets,W,11/12/2019,20:01,2,7,.286,0,3,.000,1,2,.500,1,1,2,4,0,0,1,1,5,-12
3309,Atlanta Hawks,,Bruno Fernando,Denver Nuggets,W,11/12/2019,9:25,1,2,.500,0,1,.000,1,2,.500,0,1,1,0,0,1,1,0,3,-5
3310,Atlanta Hawks,,Tyrone Wallace,Denver Nuggets,W,11/12/2019,8:50,0,3,.000,0,2,.000,3,4,.750,1,3,4,0,0,0,1,4,3,-9
3311,Denver Nuggets,,Monte Morris,Atlanta Hawks,L,11/12/2019,21:54,6,11,.545,1,3,.333,1,1,1.000,0,3,3,4,0,1,0,0,14,0
3312,Denver Nuggets,,Jerami Grant,Atlanta Hawks,L,11/12/2019,18:12,4,9,.444,1,5,.200,1,1,1.000,0,1,1,0,0,1,0,4,10,-9
3313,Denver Nuggets,,Mason Plumlee,Atlanta Hawks,L,11/12/2019,17:16,3,3,1.000,0,0,,1,2,.500,2,6,8,1,0,0,0,3,7,-2
3314,Denver Nuggets,,Michael Porter,Atlanta Hawks,L,11/12/2019,6:40,1,2,.500,0,0,,0,0,,0,1,1,0,0,0,0,1,2,-6
3315,Denver Nuggets,,Torrey Craig,Atlanta Hawks,L,11/12/2019,5:46,0,2,.000,0,1,.000,0,0,,0,0,0,1,0,0,0,0,0,-8
3316,Los Angeles Lakers,,Anthony Davis,Phoenix Suns,W,11/12/2019,37:33,9,17,.529,1,2,.500,5,6,.833,3,9,12,4,2,1,1,1,24,+6
3317,Los Angeles Lakers,,LeBron James,Phoenix Suns,W,11/12/2019,37:04,8,18,.444,1,4,.250,2,7,.286,0,7,7,11,0,0,1,0,19,-2
3318,Los Angeles Lakers,,Avery Bradley,Phoenix Suns,W,11/12/2019,27:44,4,8,.500,0,2,.000,0,0,,2,0,2,5,0,0,0,2,8,-7
3319,Los Angeles Lakers,,Danny Green,Phoenix Suns,W,11/12/2019,25:26,5,8,.625,3,5,.600,1,2,.500,0,1,1,3,0,0,1,5,14,+7
3320,Los Angeles Lakers,,JaVale McGee,Phoenix Suns,W,11/12/2019,10:47,5,5,1.000,0,0,,1,3,.333,1,2,3,3,0,1,2,2,11,-3
3321,Phoenix Suns,,Devin Booker,Los Angeles Lakers,L,11/12/2019,39:12,9,18,.500,0,2,.000,3,3,1.000,1,2,3,9,0,1,5,5,21,-5
3322,Phoenix Suns,,Ricky Rubio,Los Angeles Lakers,L,11/12/2019,38:45,8,17,.471,3,6,.500,2,2,1.000,0,4,4,10,0,0,1,1,21,-6
3323,Phoenix Suns,,Dario Šarić,Los Angeles Lakers,L,11/12/2019,34:37,7,11,.636,4,6,.667,0,0,,1,6,7,2,0,0,1,4,18,-9
3324,Phoenix Suns,,Aron Baynes,Los Angeles Lakers,L,11/12/2019,26:25,6,10,.600,4,6,.667,4,6,.667,1,5,6,3,0,0,0,3,20,-8
3325,Phoenix Suns,,Kelly Oubre,Los Angeles Lakers,L,11/12/2019,19:25,0,5,.000,0,4,.000,1,2,.500,1,3,4,1,0,0,2,3,1,0
3326,Los Angeles Lakers,,Kyle Kuzma,Phoenix Suns,W,11/12/2019,25:07,9,16,.563,3,6,.500,2,2,1.000,0,4,4,0,1,0,1,3,23,+10
3327,Los Angeles Lakers,,Alex Caruso,Phoenix Suns,W,11/12/2019,24:47,1,4,.250,0,1,.000,0,0,,0,0,0,3,1,1,0,1,2,+15
3328,Los Angeles Lakers,,Dwight Howard,Phoenix Suns,W,11/12/2019,20:13,6,9,.667,0,0,,0,1,.000,2,7,9,1,0,1,3,5,12,+3
3329,Los Angeles Lakers,,Rajon Rondo,Phoenix Suns,W,11/12/2019,14:20,2,6,.333,1,3,.333,0,0,,0,6,6,7,0,0,0,1,5,+4
3330,Los Angeles Lakers,,Quinn Cook,Phoenix Suns,W,11/12/2019,8:31,1,3,.333,1,2,.500,0,0,,0,0,0,2,0,0,0,1,3,+9
3331,Los Angeles Lakers,,Kentavious Caldwell-Pope,Phoenix Suns,W,11/12/2019,8:28,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,-2
3332,Phoenix Suns,,Cameron Johnson,Los Angeles Lakers,L,11/12/2019,27:07,3,9,.333,3,8,.375,2,2,1.000,1,3,4,1,0,0,1,4,11,-9
3333,Phoenix Suns,,Frank Kaminsky,Los Angeles Lakers,L,11/12/2019,22:52,7,10,.700,2,3,.667,0,0,,1,8,9,3,2,0,0,1,16,-4
3334,Phoenix Suns,,Tyler Johnson,Los Angeles Lakers,L,11/12/2019,16:46,2,8,.250,0,2,.000,0,0,,0,1,1,2,0,0,1,0,4,-1
3335,Phoenix Suns,,Mikal Bridges,Los Angeles Lakers,L,11/12/2019,14:51,1,3,.333,0,1,.000,1,2,.500,0,1,1,1,1,3,0,1,3,+2
3336,Brooklyn Nets,,Kyrie Irving,Utah Jazz,L,11/12/2019,36:41,10,30,.333,2,12,.167,5,5,1.000,1,2,3,5,1,1,4,4,27,+7
3337,Brooklyn Nets,,Joe Harris,Utah Jazz,L,11/12/2019,35:36,4,10,.400,2,5,.400,1,2,.500,0,5,5,0,0,0,2,5,11,-22
3338,Brooklyn Nets,,Taurean Waller-Prince,Utah Jazz,L,11/12/2019,33:45,6,9,.667,3,5,.600,0,0,,1,5,6,0,1,0,2,2,15,-1
3339,Brooklyn Nets,,Garrett Temple,Utah Jazz,L,11/12/2019,29:43,3,8,.375,1,6,.167,3,3,1.000,1,0,1,2,0,1,1,2,10,-1
3340,Brooklyn Nets,,Jarrett Allen,Utah Jazz,L,11/12/2019,17:34,1,2,.500,0,0,,2,2,1.000,2,5,7,1,0,2,2,6,4,-14
3341,Utah Jazz,,Donovan Mitchell,Brooklyn Nets,W,11/12/2019,37:44,13,26,.500,0,5,.000,4,4,1.000,3,3,6,2,1,0,2,1,30,+16
3342,Utah Jazz,,Rudy Gobert,Brooklyn Nets,W,11/12/2019,37:33,8,10,.800,0,0,,2,4,.500,4,11,15,2,2,2,2,2,18,0
3343,Utah Jazz,,Mike Conley,Brooklyn Nets,W,11/12/2019,30:03,6,15,.400,0,5,.000,6,9,.667,0,4,4,5,0,0,2,1,18,-3
3344,Utah Jazz,,Bojan Bogdanović,Brooklyn Nets,W,11/12/2019,30:03,5,13,.385,1,3,.333,1,2,.500,1,3,4,1,1,0,0,2,12,-3
3345,Utah Jazz,,Royce O'Neale,Brooklyn Nets,W,11/12/2019,22:10,2,3,.667,2,3,.667,2,2,1.000,0,1,1,2,1,0,2,3,8,+1
3346,Brooklyn Nets,,DeAndre Jordan,Utah Jazz,L,11/12/2019,30:26,6,8,.750,0,0,,3,4,.750,5,12,17,4,2,2,2,2,15,+9
3347,Brooklyn Nets,,Spencer Dinwiddie,Utah Jazz,L,11/12/2019,23:44,7,16,.438,2,6,.333,5,7,.714,0,1,1,4,0,0,3,4,21,+5
3348,Brooklyn Nets,,Džanan Musa,Utah Jazz,L,11/12/2019,15:25,4,5,.800,1,2,.500,0,0,,0,0,0,1,0,0,0,2,9,-9
3349,Brooklyn Nets,,Nicolas Claxton,Utah Jazz,L,11/12/2019,11:47,0,2,.000,0,1,.000,0,0,,0,2,2,1,1,0,0,1,0,-5
3350,Brooklyn Nets,,David Nwaba,Utah Jazz,L,11/12/2019,5:19,0,0,,0,0,,2,2,1.000,0,1,1,1,0,2,0,1,2,+6
3351,Utah Jazz,,Joe Ingles,Brooklyn Nets,W,11/12/2019,32:13,0,6,.000,0,4,.000,3,4,.750,0,5,5,2,0,1,1,3,3,+4
3352,Utah Jazz,,Jeff Green,Brooklyn Nets,W,11/12/2019,21:50,4,9,.444,3,5,.600,2,2,1.000,1,3,4,0,1,1,2,2,13,-3
3353,Utah Jazz,,Emmanuel Mudiay,Brooklyn Nets,W,11/12/2019,17:57,4,8,.500,0,1,.000,7,8,.875,0,3,3,2,1,0,0,1,15,+8
3354,Utah Jazz,,Tony Bradley,Brooklyn Nets,W,11/12/2019,10:27,1,2,.500,0,0,,0,0,,2,2,4,0,0,0,0,3,2,+5
3355,Portland Trail Blazers,,Damian Lillard,Sacramento Kings,L,11/12/2019,37:34,6,10,.600,2,5,.400,13,14,.929,0,4,4,5,2,1,5,1,27,-11
3356,Portland Trail Blazers,,CJ McCollum,Sacramento Kings,L,11/12/2019,36:47,11,21,.524,1,5,.200,1,4,.250,1,4,5,1,0,1,1,3,24,-5
3357,Portland Trail Blazers,,Kent Bazemore,Sacramento Kings,L,11/12/2019,32:43,3,8,.375,1,4,.250,5,6,.833,0,5,5,3,1,1,3,3,12,+3
3358,Portland Trail Blazers,,Mario Hezonja,Sacramento Kings,L,11/12/2019,22:26,1,4,.250,0,1,.000,0,0,,1,2,3,2,0,0,2,1,2,-1
3359,Portland Trail Blazers,,Hassan Whiteside,Sacramento Kings,L,11/12/2019,20:37,7,9,.778,0,0,,3,4,.750,3,4,7,1,0,0,1,4,17,+4
3360,Sacramento Kings,,Cory Joseph,Portland Trail Blazers,W,11/12/2019,37:58,1,6,.167,1,1,1.000,0,0,,1,3,4,3,1,2,2,5,3,-2
3361,Sacramento Kings,,Buddy Hield,Portland Trail Blazers,W,11/12/2019,37:00,7,21,.333,2,11,.182,4,4,1.000,1,3,4,1,0,0,3,2,20,+10
3362,Sacramento Kings,,Nemanja Bjelica,Portland Trail Blazers,W,11/12/2019,35:46,8,14,.571,3,7,.429,0,0,,3,9,12,4,0,0,0,4,19,+4
3363,Sacramento Kings,,Harrison Barnes,Portland Trail Blazers,W,11/12/2019,32:03,4,8,.500,1,3,.333,7,10,.700,1,3,4,2,1,0,3,1,16,+2
3364,Sacramento Kings,,Richaun Holmes,Portland Trail Blazers,W,11/12/2019,31:08,5,6,.833,0,0,,1,2,.500,3,7,10,1,1,2,0,5,11,+10
3365,Portland Trail Blazers,,Anfernee Simons,Sacramento Kings,L,11/12/2019,27:48,2,11,.182,1,5,.200,0,0,,0,2,2,2,0,0,2,2,5,-5
3366,Portland Trail Blazers,,Skal Labissière,Sacramento Kings,L,11/12/2019,18:57,1,2,.500,0,0,,1,2,.500,2,4,6,0,1,2,2,2,3,-4
3367,Portland Trail Blazers,,Anthony Tolliver,Sacramento Kings,L,11/12/2019,18:51,1,6,.167,1,6,.167,0,0,,0,4,4,0,0,0,1,1,3,-8
3368,Portland Trail Blazers,,Gary Trent,Sacramento Kings,L,11/12/2019,13:59,2,5,.400,2,4,.500,0,0,,0,1,1,1,0,0,0,1,6,-2
3369,Portland Trail Blazers,,Nassir Little,Sacramento Kings,L,11/12/2019,5:50,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-7
3370,Portland Trail Blazers,,Moses Brown,Sacramento Kings,L,11/12/2019,4:28,0,1,.000,0,0,,0,0,,0,3,3,0,0,0,0,0,0,-4
3371,Sacramento Kings,,Bogdan Bogdanović,Portland Trail Blazers,W,11/12/2019,31:49,8,19,.421,3,8,.375,6,7,.857,0,3,3,10,4,0,3,2,25,+11
3372,Sacramento Kings,,Yogi Ferrell,Portland Trail Blazers,W,11/12/2019,16:20,3,4,.750,1,1,1.000,2,2,1.000,0,3,3,3,0,0,1,2,9,+5
3373,Sacramento Kings,,Dewayne Dedmon,Portland Trail Blazers,W,11/12/2019,7:28,1,4,.250,0,0,,0,0,,2,1,3,0,0,1,1,1,2,+6
3374,Sacramento Kings,,Harry Giles,Portland Trail Blazers,W,11/12/2019,6:01,1,3,.333,0,0,,0,0,,0,2,2,0,0,0,1,3,2,-6
3375,Sacramento Kings,,Trevor Ariza,Portland Trail Blazers,W,11/12/2019,4:27,0,1,.000,0,1,.000,0,1,.000,0,1,1,0,2,0,0,0,0,0
3376,Memphis Grizzlies,,Jae Crowder,Charlotte Hornets,W,11/13/2019,31:34,1,5,.200,1,5,.200,0,0,,1,2,3,1,1,0,3,3,3,-11
3377,Memphis Grizzlies,,Ja Morant,Charlotte Hornets,W,11/13/2019,30:03,10,15,.667,1,2,.500,2,3,.667,0,1,1,11,1,0,4,0,23,+9
3378,Memphis Grizzlies,,Jaren Jackson,Charlotte Hornets,W,11/13/2019,29:19,5,9,.556,4,6,.667,2,2,1.000,1,5,6,1,1,1,1,3,16,-14
3379,Memphis Grizzlies,,Dillon Brooks,Charlotte Hornets,W,11/13/2019,28:24,6,13,.462,3,6,.500,0,0,,1,2,3,4,2,1,1,2,15,-3
3380,Memphis Grizzlies,,Jonas Valančiūnas,Charlotte Hornets,W,11/13/2019,23:00,9,13,.692,0,0,,0,0,,5,8,13,2,0,1,4,3,18,+10
3381,Charlotte Hornets,,Terry Rozier,Memphis Grizzlies,L,11/13/2019,36:39,13,20,.650,7,11,.636,0,0,,0,5,5,6,2,0,5,0,33,+15
3382,Charlotte Hornets,,Devonte' Graham,Memphis Grizzlies,L,11/13/2019,34:16,7,19,.368,4,10,.400,1,1,1.000,1,0,1,4,0,1,5,2,19,-11
3383,Charlotte Hornets,,Cody Zeller,Memphis Grizzlies,L,11/13/2019,33:34,6,8,.750,1,2,.500,3,4,.750,1,7,8,2,2,0,2,5,16,+12
3384,Charlotte Hornets,,Miles Bridges,Memphis Grizzlies,L,11/13/2019,33:18,5,11,.455,2,2,1.000,2,2,1.000,2,2,4,7,1,1,0,1,14,+6
3385,Charlotte Hornets,,P.J. Washington,Memphis Grizzlies,L,11/13/2019,26:37,2,7,.286,1,4,.250,0,0,,0,3,3,1,0,2,0,1,5,+2
3386,Memphis Grizzlies,,Solomon Hill,Charlotte Hornets,W,11/13/2019,21:41,3,8,.375,3,6,.500,0,0,,0,3,3,4,0,0,1,2,9,+18
3387,Memphis Grizzlies,,Brandon Clarke,Charlotte Hornets,W,11/13/2019,21:02,6,9,.667,1,2,.500,0,0,,2,4,6,2,0,0,4,3,13,-3
3388,Memphis Grizzlies,,Marko Guduric,Charlotte Hornets,W,11/13/2019,19:36,6,9,.667,4,6,.667,1,1,1.000,0,2,2,0,1,1,1,0,17,+5
3389,Memphis Grizzlies,,Tyus Jones,Charlotte Hornets,W,11/13/2019,17:56,0,3,.000,0,1,.000,0,0,,0,1,1,3,0,0,3,2,0,-7
3390,Memphis Grizzlies,,Kyle Anderson,Charlotte Hornets,W,11/13/2019,17:24,2,5,.400,0,1,.000,1,3,.333,1,6,7,4,3,1,1,3,5,+6
3391,Charlotte Hornets,,Malik Monk,Memphis Grizzlies,L,11/13/2019,29:14,8,13,.615,1,2,.500,3,4,.750,1,7,8,5,0,1,1,3,20,+5
3392,Charlotte Hornets,,Cody Martin,Memphis Grizzlies,L,11/13/2019,21:07,1,5,.200,0,4,.000,4,4,1.000,1,2,3,1,0,0,1,0,6,-15
3393,Charlotte Hornets,,Marvin Williams,Memphis Grizzlies,L,11/13/2019,13:09,0,2,.000,0,1,.000,2,4,.500,1,1,2,1,1,0,1,0,2,-10
3394,Charlotte Hornets,,Bismack Biyombo,Memphis Grizzlies,L,11/13/2019,12:06,1,2,.500,0,0,,0,0,,0,0,0,0,2,0,0,0,2,-14
3395,Philadelphia 76ers,,Ben Simmons,Orlando Magic,L,11/13/2019,35:17,9,12,.750,0,0,,0,0,,2,6,8,5,0,0,2,4,18,-12
3396,Philadelphia 76ers,,Al Horford,Orlando Magic,L,11/13/2019,32:57,5,18,.278,2,8,.250,2,4,.500,1,7,8,2,0,0,3,3,14,-9
3397,Philadelphia 76ers,,Tobias Harris,Orlando Magic,L,11/13/2019,31:21,4,13,.308,0,3,.000,0,0,,2,8,10,6,2,1,3,4,8,-5
3398,Philadelphia 76ers,,Josh Richardson,Orlando Magic,L,11/13/2019,29:49,7,14,.500,2,4,.500,3,5,.600,0,6,6,5,1,0,2,4,19,-8
3399,Philadelphia 76ers,,Furkan Korkmaz,Orlando Magic,L,11/13/2019,27:52,4,11,.364,1,6,.167,0,0,,0,0,0,0,1,0,0,2,9,-19
