,Team,Position,Name,Opponent,Win/Loss,Date,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
1531,New York Knicks,,RJ Barrett,Chicago Bulls,L,11/12/2019,31:39,8,16,.500,2,4,.500,3,6,.500,3,3,6,9,2,0,2,3,21,+7
1532,New York Knicks,,Marcus Morris,Chicago Bulls,L,11/12/2019,31:33,6,17,.353,3,9,.333,7,9,.778,2,7,9,1,0,1,6,2,22,-8
1533,New York Knicks,,Frank Ntilikina,Chicago Bulls,L,11/12/2019,28:54,1,4,.250,0,1,.000,1,2,.500,0,1,1,4,3,0,2,1,3,+2
1534,New York Knicks,,Taj Gibson,Chicago Bulls,L,11/12/2019,25:43,8,10,.800,0,0,,1,1,1.000,2,3,5,2,2,0,0,4,17,-6
1535,Chicago Bulls,,Wendell Carter,New York Knicks,W,11/12/2019,35:19,7,11,.636,0,0,,3,6,.500,4,8,12,0,0,0,1,3,17,+17
1536,Chicago Bulls,,Zach LaVine,New York Knicks,W,11/12/2019,30:39,9,19,.474,3,8,.375,4,5,.800,0,2,2,5,1,0,3,3,25,-4
1537,Chicago Bulls,,Lauri Markkanen,New York Knicks,W,11/12/2019,27:54,4,10,.400,1,5,.200,4,4,1.000,1,7,8,2,1,1,6,2,13,+7
1538,Chicago Bulls,,Tomáš Satoranský,New York Knicks,W,11/12/2019,23:21,2,3,.667,1,1,1.000,0,0,,0,2,2,2,0,0,2,3,5,+4
1539,Chicago Bulls,,Chandler Hutchison,New York Knicks,W,11/12/2019,20:57,2,4,.500,1,1,1.000,2,4,.500,0,3,3,1,0,0,2,2,7,-9
1540,Atlanta Hawks,,Trae Young,Denver Nuggets,W,11/12/2019,41:20,13,21,.619,8,13,.615,8,11,.727,0,4,4,11,0,1,6,1,42,+7
1541,Atlanta Hawks,,De'Andre Hunter,Denver Nuggets,W,11/12/2019,40:19,4,9,.444,2,3,.667,2,4,.500,0,6,6,2,0,1,0,3,12,-1
1542,Atlanta Hawks,,Jabari Parker,Denver Nuggets,W,11/12/2019,33:15,8,18,.444,1,5,.200,3,3,1.000,4,5,9,4,0,0,2,5,20,+16
1543,Atlanta Hawks,,Damian Jones,Denver Nuggets,W,11/12/2019,19:45,4,5,.800,0,0,,0,0,,1,2,3,2,0,1,0,2,8,-7
1544,Atlanta Hawks,,Kevin Huerter,Denver Nuggets,W,11/12/2019,15:30,4,4,1.000,3,3,1.000,0,0,,0,4,4,3,0,0,1,2,11,+8
1545,Denver Nuggets,,Gary Harris,Atlanta Hawks,L,11/12/2019,40:06,4,15,.267,2,10,.200,0,0,,0,3,3,4,2,1,1,5,10,-2
1546,Denver Nuggets,,Will Barton,Atlanta Hawks,L,11/12/2019,36:08,8,16,.500,4,7,.571,1,2,.500,5,4,9,4,1,0,0,4,21,-2
1547,Denver Nuggets,,Jamal Murray,Atlanta Hawks,L,11/12/2019,33:19,7,16,.438,0,4,.000,4,4,1.000,2,1,3,8,1,1,0,2,18,+10
1548,Denver Nuggets,,Nikola Jokić,Atlanta Hawks,L,11/12/2019,30:44,7,19,.368,1,8,.125,5,6,.833,1,5,6,7,3,0,2,2,20,-2
1549,Denver Nuggets,,Paul Millsap,Atlanta Hawks,L,11/12/2019,29:55,6,11,.545,2,3,.667,5,6,.833,5,1,6,2,0,1,0,3,19,+1
1550,Los Angeles Lakers,,Anthony Davis,Phoenix Suns,W,11/12/2019,37:33,9,17,.529,1,2,.500,5,6,.833,3,9,12,4,2,1,1,1,24,+6
1551,Los Angeles Lakers,,LeBron James,Phoenix Suns,W,11/12/2019,37:04,8,18,.444,1,4,.250,2,7,.286,0,7,7,11,0,0,1,0,19,-2
1552,Los Angeles Lakers,,Avery Bradley,Phoenix Suns,W,11/12/2019,27:44,4,8,.500,0,2,.000,0,0,,2,0,2,5,0,0,0,2,8,-7
1553,Los Angeles Lakers,,Danny Green,Phoenix Suns,W,11/12/2019,25:26,5,8,.625,3,5,.600,1,2,.500,0,1,1,3,0,0,1,5,14,+7
1554,Los Angeles Lakers,,JaVale McGee,Phoenix Suns,W,11/12/2019,10:47,5,5,1.000,0,0,,1,3,.333,1,2,3,3,0,1,2,2,11,-3
1555,Phoenix Suns,,Devin Booker,Los Angeles Lakers,L,11/12/2019,39:12,9,18,.500,0,2,.000,3,3,1.000,1,2,3,9,0,1,5,5,21,-5
1556,Phoenix Suns,,Ricky Rubio,Los Angeles Lakers,L,11/12/2019,38:45,8,17,.471,3,6,.500,2,2,1.000,0,4,4,10,0,0,1,1,21,-6
1557,Phoenix Suns,,Dario Šarić,Los Angeles Lakers,L,11/12/2019,34:37,7,11,.636,4,6,.667,0,0,,1,6,7,2,0,0,1,4,18,-9
1558,Phoenix Suns,,Aron Baynes,Los Angeles Lakers,L,11/12/2019,26:25,6,10,.600,4,6,.667,4,6,.667,1,5,6,3,0,0,0,3,20,-8
1559,Phoenix Suns,,Kelly Oubre,Los Angeles Lakers,L,11/12/2019,19:25,0,5,.000,0,4,.000,1,2,.500,1,3,4,1,0,0,2,3,1,0
1560,Brooklyn Nets,,Kyrie Irving,Utah Jazz,L,11/12/2019,36:41,10,30,.333,2,12,.167,5,5,1.000,1,2,3,5,1,1,4,4,27,+7
1561,Brooklyn Nets,,Joe Harris,Utah Jazz,L,11/12/2019,35:36,4,10,.400,2,5,.400,1,2,.500,0,5,5,0,0,0,2,5,11,-22
1562,Brooklyn Nets,,Taurean Waller-Prince,Utah Jazz,L,11/12/2019,33:45,6,9,.667,3,5,.600,0,0,,1,5,6,0,1,0,2,2,15,-1
1563,Brooklyn Nets,,Garrett Temple,Utah Jazz,L,11/12/2019,29:43,3,8,.375,1,6,.167,3,3,1.000,1,0,1,2,0,1,1,2,10,-1
1564,Brooklyn Nets,,Jarrett Allen,Utah Jazz,L,11/12/2019,17:34,1,2,.500,0,0,,2,2,1.000,2,5,7,1,0,2,2,6,4,-14
1565,Utah Jazz,,Donovan Mitchell,Brooklyn Nets,W,11/12/2019,37:44,13,26,.500,0,5,.000,4,4,1.000,3,3,6,2,1,0,2,1,30,+16
1566,Utah Jazz,,Rudy Gobert,Brooklyn Nets,W,11/12/2019,37:33,8,10,.800,0,0,,2,4,.500,4,11,15,2,2,2,2,2,18,0
1567,Utah Jazz,,Mike Conley,Brooklyn Nets,W,11/12/2019,30:03,6,15,.400,0,5,.000,6,9,.667,0,4,4,5,0,0,2,1,18,-3
1568,Utah Jazz,,Bojan Bogdanović,Brooklyn Nets,W,11/12/2019,30:03,5,13,.385,1,3,.333,1,2,.500,1,3,4,1,1,0,0,2,12,-3
1569,Utah Jazz,,Royce O'Neale,Brooklyn Nets,W,11/12/2019,22:10,2,3,.667,2,3,.667,2,2,1.000,0,1,1,2,1,0,2,3,8,+1
1570,Portland Trail Blazers,,Damian Lillard,Sacramento Kings,L,11/12/2019,37:34,6,10,.600,2,5,.400,13,14,.929,0,4,4,5,2,1,5,1,27,-11
1571,Portland Trail Blazers,,CJ McCollum,Sacramento Kings,L,11/12/2019,36:47,11,21,.524,1,5,.200,1,4,.250,1,4,5,1,0,1,1,3,24,-5
1572,Portland Trail Blazers,,Kent Bazemore,Sacramento Kings,L,11/12/2019,32:43,3,8,.375,1,4,.250,5,6,.833,0,5,5,3,1,1,3,3,12,+3
1573,Portland Trail Blazers,,Mario Hezonja,Sacramento Kings,L,11/12/2019,22:26,1,4,.250,0,1,.000,0,0,,1,2,3,2,0,0,2,1,2,-1
1574,Portland Trail Blazers,,Hassan Whiteside,Sacramento Kings,L,11/12/2019,20:37,7,9,.778,0,0,,3,4,.750,3,4,7,1,0,0,1,4,17,+4
1575,Sacramento Kings,,Cory Joseph,Portland Trail Blazers,W,11/12/2019,37:58,1,6,.167,1,1,1.000,0,0,,1,3,4,3,1,2,2,5,3,-2
1576,Sacramento Kings,,Buddy Hield,Portland Trail Blazers,W,11/12/2019,37:00,7,21,.333,2,11,.182,4,4,1.000,1,3,4,1,0,0,3,2,20,+10
1577,Sacramento Kings,,Nemanja Bjelica,Portland Trail Blazers,W,11/12/2019,35:46,8,14,.571,3,7,.429,0,0,,3,9,12,4,0,0,0,4,19,+4
1578,Sacramento Kings,,Harrison Barnes,Portland Trail Blazers,W,11/12/2019,32:03,4,8,.500,1,3,.333,7,10,.700,1,3,4,2,1,0,3,1,16,+2
1579,Sacramento Kings,,Richaun Holmes,Portland Trail Blazers,W,11/12/2019,31:08,5,6,.833,0,0,,1,2,.500,3,7,10,1,1,2,0,5,11,+10
1580,Memphis Grizzlies,,Jae Crowder,Charlotte Hornets,W,11/13/2019,31:34,1,5,.200,1,5,.200,0,0,,1,2,3,1,1,0,3,3,3,-11
1581,Memphis Grizzlies,,Ja Morant,Charlotte Hornets,W,11/13/2019,30:03,10,15,.667,1,2,.500,2,3,.667,0,1,1,11,1,0,4,0,23,+9
1582,Memphis Grizzlies,,Jaren Jackson,Charlotte Hornets,W,11/13/2019,29:19,5,9,.556,4,6,.667,2,2,1.000,1,5,6,1,1,1,1,3,16,-14
1583,Memphis Grizzlies,,Dillon Brooks,Charlotte Hornets,W,11/13/2019,28:24,6,13,.462,3,6,.500,0,0,,1,2,3,4,2,1,1,2,15,-3
1584,Memphis Grizzlies,,Jonas Valančiūnas,Charlotte Hornets,W,11/13/2019,23:00,9,13,.692,0,0,,0,0,,5,8,13,2,0,1,4,3,18,+10
1585,Charlotte Hornets,,Terry Rozier,Memphis Grizzlies,L,11/13/2019,36:39,13,20,.650,7,11,.636,0,0,,0,5,5,6,2,0,5,0,33,+15
1586,Charlotte Hornets,,Devonte' Graham,Memphis Grizzlies,L,11/13/2019,34:16,7,19,.368,4,10,.400,1,1,1.000,1,0,1,4,0,1,5,2,19,-11
1587,Charlotte Hornets,,Cody Zeller,Memphis Grizzlies,L,11/13/2019,33:34,6,8,.750,1,2,.500,3,4,.750,1,7,8,2,2,0,2,5,16,+12
1588,Charlotte Hornets,,Miles Bridges,Memphis Grizzlies,L,11/13/2019,33:18,5,11,.455,2,2,1.000,2,2,1.000,2,2,4,7,1,1,0,1,14,+6
1589,Charlotte Hornets,,P.J. Washington,Memphis Grizzlies,L,11/13/2019,26:37,2,7,.286,1,4,.250,0,0,,0,3,3,1,0,2,0,1,5,+2
1590,Philadelphia 76ers,,Ben Simmons,Orlando Magic,L,11/13/2019,35:17,9,12,.750,0,0,,0,0,,2,6,8,5,0,0,2,4,18,-12
1591,Philadelphia 76ers,,Al Horford,Orlando Magic,L,11/13/2019,32:57,5,18,.278,2,8,.250,2,4,.500,1,7,8,2,0,0,3,3,14,-9
1592,Philadelphia 76ers,,Tobias Harris,Orlando Magic,L,11/13/2019,31:21,4,13,.308,0,3,.000,0,0,,2,8,10,6,2,1,3,4,8,-5
1593,Philadelphia 76ers,,Josh Richardson,Orlando Magic,L,11/13/2019,29:49,7,14,.500,2,4,.500,3,5,.600,0,6,6,5,1,0,2,4,19,-8
1594,Philadelphia 76ers,,Furkan Korkmaz,Orlando Magic,L,11/13/2019,27:52,4,11,.364,1,6,.167,0,0,,0,0,0,0,1,0,0,2,9,-19
1595,Orlando Magic,,Aaron Gordon,Philadelphia 76ers,W,11/13/2019,36:20,4,12,.333,3,5,.600,7,9,.778,1,12,13,7,1,1,2,2,18,+11
1596,Orlando Magic,,Jonathan Isaac,Philadelphia 76ers,W,11/13/2019,34:54,5,9,.556,0,2,.000,2,2,1.000,2,3,5,2,0,1,1,2,12,+8
1597,Orlando Magic,,Nikola Vučević,Philadelphia 76ers,W,11/13/2019,33:42,11,18,.611,2,4,.500,1,2,.500,2,10,12,2,0,0,1,3,25,+14
1598,Orlando Magic,,Evan Fournier,Philadelphia 76ers,W,11/13/2019,31:00,5,10,.500,1,5,.200,2,3,.667,0,2,2,3,1,0,2,1,13,+13
1599,Orlando Magic,,Markelle Fultz,Philadelphia 76ers,W,11/13/2019,21:06,2,6,.333,0,2,.000,4,6,.667,1,3,4,3,1,0,0,2,8,-4
1600,Washington Wizards,,Bradley Beal,Boston Celtics,L,11/13/2019,39:00,17,27,.630,4,6,.667,6,8,.750,1,4,5,6,1,0,1,0,44,0
1601,Washington Wizards,,Isaiah Thomas,Boston Celtics,L,11/13/2019,32:37,7,14,.500,3,6,.500,1,1,1.000,0,1,1,7,0,0,2,2,18,-3
1602,Washington Wizards,,Thomas Bryant,Boston Celtics,L,11/13/2019,28:59,5,13,.385,0,2,.000,4,5,.800,4,3,7,1,0,2,0,4,14,-10
1603,Washington Wizards,,Troy Brown,Boston Celtics,L,11/13/2019,27:26,3,4,.750,1,2,.500,0,0,,0,2,2,5,0,0,0,1,7,-1
1604,Washington Wizards,,Rui Hachimura,Boston Celtics,L,11/13/2019,24:15,9,12,.750,0,1,.000,3,4,.750,3,1,4,2,1,0,0,5,21,-5
1605,Boston Celtics,,Marcus Smart,Washington Wizards,W,11/13/2019,36:14,6,12,.500,4,8,.500,1,2,.500,0,4,4,5,0,2,0,2,17,+15
1606,Boston Celtics,,Kemba Walker,Washington Wizards,W,11/13/2019,34:59,8,17,.471,6,12,.500,3,3,1.000,0,5,5,5,1,1,0,5,25,-4
1607,Boston Celtics,,Jaylen Brown,Washington Wizards,W,11/13/2019,34:59,9,19,.474,0,3,.000,4,4,1.000,1,4,5,4,1,0,2,4,22,-4
1608,Boston Celtics,,Jayson Tatum,Washington Wizards,W,11/13/2019,34:32,9,20,.450,1,5,.200,4,4,1.000,2,1,3,4,0,0,1,3,23,+14
1609,Boston Celtics,,Enes Kanter,Washington Wizards,W,11/13/2019,25:21,4,5,.800,0,0,,5,6,.833,4,5,9,2,1,0,1,2,13,+11
1610,Los Angeles Clippers,,Kawhi Leonard,Houston Rockets,L,11/13/2019,40:56,10,24,.417,3,9,.333,3,5,.600,0,12,12,7,1,1,4,1,26,-7
1611,Los Angeles Clippers,,Patrick Beverley,Houston Rockets,L,11/13/2019,26:43,3,10,.300,0,7,.000,0,2,.000,0,2,2,1,0,0,0,6,6,+7
1612,Los Angeles Clippers,,Maurice Harkless,Houston Rockets,L,11/13/2019,24:05,4,6,.667,1,1,1.000,0,0,,1,2,3,1,0,0,1,4,9,-20
1613,Los Angeles Clippers,,Ivica Zubac,Houston Rockets,L,11/13/2019,10:16,3,7,.429,0,0,,1,2,.500,1,3,4,2,0,0,0,0,7,-7
1614,Los Angeles Clippers,,Patrick Patterson,Houston Rockets,L,11/13/2019,4:17,0,0,,0,0,,0,0,,1,0,1,0,0,0,1,0,0,-12
1615,Houston Rockets,,James Harden,Los Angeles Clippers,W,11/13/2019,44:27,12,26,.462,7,13,.538,16,17,.941,0,6,6,7,3,0,6,0,47,+10
1616,Houston Rockets,,P.J. Tucker,Los Angeles Clippers,W,11/13/2019,38:36,2,5,.400,2,3,.667,0,0,,2,1,3,0,2,1,0,5,6,+10
1617,Houston Rockets,,Clint Capela,Los Angeles Clippers,W,11/13/2019,31:51,6,7,.857,0,0,,0,2,.000,2,18,20,0,0,2,1,2,12,-4
1618,Houston Rockets,,Russell Westbrook,Los Angeles Clippers,W,11/13/2019,29:36,6,20,.300,2,7,.286,3,4,.750,0,2,2,2,0,0,2,4,17,+7
1619,Houston Rockets,,Ben McLemore,Los Angeles Clippers,W,11/13/2019,22:33,3,9,.333,2,8,.250,0,0,,1,4,5,1,1,0,1,5,8,+10
1620,San Antonio Spurs,,DeMar DeRozan,Minnesota Timberwolves,L,11/13/2019,33:26,12,18,.667,0,0,,3,4,.750,1,4,5,4,1,2,2,3,27,-15
1621,San Antonio Spurs,,LaMarcus Aldridge,Minnesota Timberwolves,L,11/13/2019,31:58,10,16,.625,0,1,.000,3,4,.750,2,2,4,2,0,1,0,3,23,-17
1622,San Antonio Spurs,,Bryn Forbes,Minnesota Timberwolves,L,11/13/2019,23:46,5,10,.500,2,7,.286,1,1,1.000,1,1,2,1,0,0,1,3,13,-11
1623,San Antonio Spurs,,Trey Lyles,Minnesota Timberwolves,L,11/13/2019,22:00,0,2,.000,0,1,.000,0,0,,1,10,11,3,1,0,3,0,0,-2
1624,San Antonio Spurs,,Dejounte Murray,Minnesota Timberwolves,L,11/13/2019,21:55,2,6,.333,0,0,,7,7,1.000,0,4,4,1,0,0,0,5,11,-3
1625,Minnesota Timberwolves,,Andrew Wiggins,San Antonio Spurs,W,11/13/2019,31:45,12,23,.522,4,7,.571,2,2,1.000,2,6,8,7,2,1,2,1,30,+24
1626,Minnesota Timberwolves,,Karl-Anthony Towns,San Antonio Spurs,W,11/13/2019,30:06,7,15,.467,3,9,.333,11,13,.846,3,8,11,4,2,0,2,4,28,+19
1627,Minnesota Timberwolves,,Jarrett Culver,San Antonio Spurs,W,11/13/2019,27:18,6,10,.600,0,2,.000,0,0,,1,3,4,3,1,2,0,3,12,+3
1628,Minnesota Timberwolves,,Treveon Graham,San Antonio Spurs,W,11/13/2019,26:33,1,4,.250,0,2,.000,0,1,.000,0,2,2,1,0,0,1,2,2,+14
1629,Minnesota Timberwolves,,Robert Covington,San Antonio Spurs,W,11/13/2019,23:00,3,6,.500,2,4,.500,2,2,1.000,0,5,5,0,1,0,1,3,10,0
1630,Golden State Warriors,,Jordan Poole,Los Angeles Lakers,L,11/13/2019,31:32,4,15,.267,3,12,.250,0,0,,0,1,1,0,1,0,1,2,11,-22
1631,Golden State Warriors,,D'Angelo Russell,Los Angeles Lakers,L,11/13/2019,31:00,6,13,.462,0,4,.000,9,10,.900,0,2,2,8,1,1,5,3,21,-27
1632,Golden State Warriors,,Draymond Green,Los Angeles Lakers,L,11/13/2019,28:14,4,10,.400,2,4,.500,0,0,,0,1,1,5,1,1,3,1,10,-15
1633,Golden State Warriors,,Glenn Robinson,Los Angeles Lakers,L,11/13/2019,27:56,4,7,.571,1,3,.333,0,0,,1,3,4,5,3,0,1,0,9,-10
1634,Golden State Warriors,,Willie Cauley-Stein,Los Angeles Lakers,L,11/13/2019,22:42,5,7,.714,0,0,,0,0,,3,2,5,3,0,2,0,3,10,-14
1635,Los Angeles Lakers,,Kyle Kuzma,Golden State Warriors,W,11/13/2019,30:15,7,12,.583,3,6,.500,5,6,.833,2,3,5,2,0,0,4,4,22,+21
1636,Los Angeles Lakers,,JaVale McGee,Golden State Warriors,W,11/13/2019,27:36,8,12,.667,0,0,,2,2,1.000,5,12,17,2,3,3,2,2,18,+30
1637,Los Angeles Lakers,,LeBron James,Golden State Warriors,W,11/13/2019,26:29,11,21,.524,1,5,.200,0,1,.000,2,4,6,12,1,1,4,1,23,+13
1638,Los Angeles Lakers,,Avery Bradley,Golden State Warriors,W,11/13/2019,23:37,2,5,.400,0,1,.000,2,2,1.000,0,1,1,2,0,0,2,3,6,+12
1639,Los Angeles Lakers,,Danny Green,Golden State Warriors,W,11/13/2019,18:38,2,2,1.000,2,2,1.000,0,0,,0,1,1,0,1,0,2,1,6,+7
1640,Toronto Raptors,,Pascal Siakam,Portland Trail Blazers,W,11/13/2019,41:25,15,28,.536,4,7,.571,2,3,.667,1,5,6,3,1,1,4,2,36,+9
1641,Toronto Raptors,,Fred VanVleet,Portland Trail Blazers,W,11/13/2019,40:29,10,16,.625,4,6,.667,6,6,1.000,0,4,4,7,2,1,2,4,30,+8
1642,Toronto Raptors,,Marc Gasol,Portland Trail Blazers,W,11/13/2019,35:22,3,10,.300,3,5,.600,0,0,,0,5,5,5,0,4,2,5,9,+6
1643,Toronto Raptors,,Norman Powell,Portland Trail Blazers,W,11/13/2019,27:14,0,6,.000,0,2,.000,2,2,1.000,1,6,7,0,0,2,0,1,2,-3
1644,Toronto Raptors,,Malcolm Miller,Portland Trail Blazers,W,11/13/2019,7:26,0,1,.000,0,1,.000,0,0,,0,0,0,1,0,0,1,0,0,-6
1645,Portland Trail Blazers,,Damian Lillard,Toronto Raptors,L,11/13/2019,36:57,2,12,.167,2,7,.286,3,3,1.000,0,1,1,10,0,2,2,3,9,-13
1646,Portland Trail Blazers,,CJ McCollum,Toronto Raptors,L,11/13/2019,36:33,8,18,.444,3,7,.429,0,1,.000,1,5,6,4,1,1,1,1,19,+7
1647,Portland Trail Blazers,,Rodney Hood,Toronto Raptors,L,11/13/2019,32:25,9,15,.600,5,10,.500,2,2,1.000,0,2,2,1,0,0,2,1,25,-7
1648,Portland Trail Blazers,,Hassan Whiteside,Toronto Raptors,L,11/13/2019,29:40,6,12,.500,0,0,,0,0,,5,4,9,3,0,1,1,1,12,-6
1649,Portland Trail Blazers,,Nassir Little,Toronto Raptors,L,11/13/2019,22:44,3,10,.300,1,5,.200,0,0,,2,3,5,0,1,1,1,4,7,0
1650,Miami Heat,,Bam Adebayo,Cleveland Cavaliers,W,11/14/2019,39:51,7,14,.500,0,1,.000,2,3,.667,0,15,15,5,0,1,1,2,16,+25
1651,Miami Heat,,Jimmy Butler,Cleveland Cavaliers,W,11/14/2019,38:49,7,11,.636,0,2,.000,0,0,,1,1,2,6,3,2,4,2,14,+17
1652,Miami Heat,,Kendrick Nunn,Cleveland Cavaliers,W,11/14/2019,37:10,10,16,.625,3,6,.500,0,0,,0,5,5,8,2,0,2,4,23,+21
1653,Miami Heat,,Meyers Leonard,Cleveland Cavaliers,W,11/14/2019,28:07,5,6,.833,2,2,1.000,0,0,,0,7,7,3,0,1,0,0,12,+20
1654,Miami Heat,,Duncan Robinson,Cleveland Cavaliers,W,11/14/2019,26:27,4,8,.500,3,7,.429,0,0,,0,2,2,1,1,0,0,3,11,-12
1655,Cleveland Cavaliers,,Kevin Love,Miami Heat,L,11/14/2019,38:44,6,16,.375,3,8,.375,6,6,1.000,2,8,10,1,4,1,4,0,21,-5
1656,Cleveland Cavaliers,,Cedi Osman,Miami Heat,L,11/14/2019,33:51,5,11,.455,1,4,.250,1,4,.250,1,6,7,1,0,0,1,4,12,-9
1657,Cleveland Cavaliers,,Collin Sexton,Miami Heat,L,11/14/2019,27:13,7,16,.438,0,3,.000,1,1,1.000,0,4,4,3,1,0,0,1,15,-21
1658,Cleveland Cavaliers,,Darius Garland,Miami Heat,L,11/14/2019,24:41,4,10,.400,3,7,.429,0,0,,0,1,1,2,1,0,2,1,11,-16
1659,Cleveland Cavaliers,,Tristan Thompson,Miami Heat,L,11/14/2019,22:49,1,3,.333,0,0,,0,0,,2,1,3,1,1,1,4,3,2,-15
1660,Chicago Bulls,,Zach LaVine,Milwaukee Bucks,L,11/14/2019,32:47,8,20,.400,4,9,.444,5,5,1.000,0,3,3,7,3,1,5,6,25,-5
1661,Chicago Bulls,,Lauri Markkanen,Milwaukee Bucks,L,11/14/2019,31:54,2,9,.222,2,6,.333,5,6,.833,1,7,8,0,1,0,3,5,11,+4
1662,Chicago Bulls,,Tomáš Satoranský,Milwaukee Bucks,L,11/14/2019,27:25,4,8,.500,2,5,.400,0,0,,1,3,4,5,3,0,4,1,10,-3
1663,Chicago Bulls,,Chandler Hutchison,Milwaukee Bucks,L,11/14/2019,21:11,2,6,.333,0,1,.000,2,2,1.000,0,7,7,3,1,0,0,0,6,-7
1664,Chicago Bulls,,Wendell Carter,Milwaukee Bucks,L,11/14/2019,20:52,6,7,.857,0,0,,2,2,1.000,3,3,6,1,0,0,2,6,14,+5
1665,Milwaukee Bucks,,Giannis Antetokounmpo,Chicago Bulls,W,11/14/2019,35:50,13,24,.542,1,5,.200,11,20,.550,5,11,16,4,3,1,5,4,38,-4
1666,Milwaukee Bucks,,Eric Bledsoe,Chicago Bulls,W,11/14/2019,31:34,12,14,.857,0,2,.000,7,8,.875,1,3,4,8,2,0,5,4,31,+9
1667,Milwaukee Bucks,,Wesley Matthews,Chicago Bulls,W,11/14/2019,26:35,2,6,.333,1,5,.200,10,13,.769,0,4,4,0,0,0,1,1,15,+4
1668,Milwaukee Bucks,,Donte DiVincenzo,Chicago Bulls,W,11/14/2019,24:02,2,5,.400,0,2,.000,0,0,,1,4,5,2,1,0,3,4,4,+5
1669,Milwaukee Bucks,,Brook Lopez,Chicago Bulls,W,11/14/2019,21:17,6,14,.429,1,7,.143,0,0,,3,3,6,0,0,0,3,3,13,-4
1670,Los Angeles Clippers,,Lou Williams,New Orleans Pelicans,L,11/14/2019,36:41,11,20,.550,1,2,.500,8,10,.800,1,1,2,9,2,0,2,2,31,-20
1671,Los Angeles Clippers,,Montrezl Harrell,New Orleans Pelicans,L,11/14/2019,36:25,8,12,.667,0,0,,2,3,.667,0,7,7,6,2,2,2,3,18,-5
1672,Los Angeles Clippers,,Maurice Harkless,New Orleans Pelicans,L,11/14/2019,31:10,4,6,.667,0,2,.000,1,2,.500,2,1,3,1,1,1,1,3,9,+4
1673,Los Angeles Clippers,,Terance Mann,New Orleans Pelicans,L,11/14/2019,24:59,2,6,.333,1,3,.333,0,0,,0,2,2,4,1,0,3,2,5,-2
1674,Los Angeles Clippers,,Paul George,New Orleans Pelicans,L,11/14/2019,24:12,10,17,.588,3,5,.600,10,10,1.000,0,9,9,4,0,0,5,5,33,+7
1675,New Orleans Pelicans,,Jrue Holiday,Los Angeles Clippers,W,11/14/2019,36:31,13,24,.542,5,6,.833,5,7,.714,2,1,3,7,6,1,6,1,36,+6
1676,New Orleans Pelicans,,Derrick Favors,Los Angeles Clippers,W,11/14/2019,34:50,9,13,.692,1,1,1.000,1,3,.333,9,11,20,3,0,1,2,3,20,+13
1677,New Orleans Pelicans,,J.J. Redick,Los Angeles Clippers,W,11/14/2019,34:16,5,13,.385,3,7,.429,6,7,.857,0,3,3,3,0,0,2,2,19,-3
1678,New Orleans Pelicans,,Kenrich Williams,Los Angeles Clippers,W,11/14/2019,31:07,3,6,.500,2,4,.500,0,0,,4,6,10,3,3,1,2,5,8,+9
1679,New Orleans Pelicans,,E'Twaun Moore,Los Angeles Clippers,W,11/14/2019,29:34,5,14,.357,3,6,.500,2,4,.500,1,2,3,3,0,0,1,1,15,+3
1680,Dallas Mavericks,,Luka Dončić,New York Knicks,L,11/14/2019,35:32,10,23,.435,3,12,.250,10,13,.769,1,9,10,11,3,1,3,1,33,-3
1681,Dallas Mavericks,,Kristaps Porziņģis,New York Knicks,L,11/14/2019,33:04,7,17,.412,1,5,.200,5,5,1.000,4,7,11,1,1,3,2,1,20,+2
1682,Dallas Mavericks,,Dwight Powell,New York Knicks,L,11/14/2019,29:22,5,9,.556,1,1,1.000,1,1,1.000,2,2,4,2,0,0,0,1,12,+5
1683,Dallas Mavericks,,Dorian Finney-Smith,New York Knicks,L,11/14/2019,23:21,3,4,.750,1,2,.500,0,2,.000,0,2,2,1,1,1,1,2,7,-4
1684,Dallas Mavericks,,Seth Curry,New York Knicks,L,11/14/2019,23:15,1,5,.200,0,4,.000,0,0,,1,1,2,1,0,0,0,3,2,+3
1685,New York Knicks,,Julius Randle,Dallas Mavericks,W,11/14/2019,36:15,8,18,.444,1,5,.200,0,0,,4,6,10,3,0,0,6,2,17,-5
1686,New York Knicks,,Marcus Morris,Dallas Mavericks,W,11/14/2019,33:30,7,19,.368,5,7,.714,1,1,1.000,0,5,5,0,1,1,1,3,20,+11
1687,New York Knicks,,RJ Barrett,Dallas Mavericks,W,11/14/2019,30:12,3,10,.300,0,2,.000,2,2,1.000,1,6,7,2,1,0,4,2,8,0
1688,New York Knicks,,Frank Ntilikina,Dallas Mavericks,W,11/14/2019,18:01,1,4,.250,1,2,.500,2,2,1.000,1,2,3,2,1,0,0,5,5,+4
1689,New York Knicks,,Taj Gibson,Dallas Mavericks,W,11/14/2019,15:01,2,4,.500,0,0,,0,0,,2,4,6,2,0,0,1,4,4,-4
1690,Atlanta Hawks,,Trae Young,Phoenix Suns,L,11/14/2019,35:47,7,18,.389,1,6,.167,6,7,.857,0,1,1,13,2,0,5,2,21,-17
1691,Atlanta Hawks,,De'Andre Hunter,Phoenix Suns,L,11/14/2019,33:54,5,15,.333,2,6,.333,2,2,1.000,1,2,3,0,6,0,3,2,14,-3
